,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ3987-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070521
1,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070121,070416,070510,070733,070901,071113,071240,071513,071724,071819,072135
2,MX1135-0,,084300,084416,084448,084510,084532,084553,084626,084731,,,,,070108,,,,,,,,,,,,,,,,,,,,,,,
3,MW3528-0,,,,,,,,,,,,,070108,070121,070405,070605,070711,070755,070945,071229,071302,071345,071429,071524,071630,071703,072125,072441,072535,072819,072913,073101,073206,073427,073542,073720,074156
4,MZ3559-0,070108,070901,071029,071051,071113,071145,071218,071302,071345,071502,071557,071641,071924,071946,072335,072452,072546,072640,072840,073112,073206,073300,073405,073521,073626,073731,074206,074522,074711,074933,075100,075300,075449,075701,075817,075944,080320
5,MW3343-0,070108,070205,070343,070437,070459,070543,070616,070649,070722,070840,070934,071102,071251,071407,071735,071924,072146,072219,072419,072713,072757,072829,072945,073101,073206,073300,073752,074111,074217,074449,074606,074838,074944,075154,075322,075438,075712
6,MZ3734-0,071451,071703,071819,071841,071913,071946,072019,072103,072135,072230,072346,072441,072651,072808,073040,073217,073333,073416,073615,073859,073954,074050,074250,074355,074533,074606,075038,075343,075449,075755,075933,080204,080320,080530,080646,080824,081202
7,MZ3740-0,072735,072956,073134,073155,073217,073311,073333,073405,073437,073604,073709,073814,074050,074123,074406,074617,074722,074744,074911,075205,075227,075311,075438,075532,075617,075712,080121,080403,080519,080718,080835,081023,081224,081528,081635,081846,082225
8,MZ3825-0,074039,074134,074250,074323,074344,074428,074449,074522,074555,074700,074806,074849,075111,075311,075617,075817,075922,075954,080110,080403,080436,080519,080635,080751,080918,080951,081456,081835,082003,082257,082352,082520,082625,082814,082932,083027,083353
9,MZ3956-0,075343,075449,075628,075712,075744,075817,075839,075911,080005,080110,080215,080331,080436,080613,080857,081023,081129,081213,081413,081657,081752,081835,082003,082141,082257,082352,082752,083059,083154,083415,083521,083638,083910,084050,084217,084300,084532
10,MZ3978-0,080508,080613,080751,080835,080857,080940,081001,081056,081139,081246,081340,081434,081602,081813,082108,082236,082458,082531,082731,082943,083016,083110,083216,083332,083437,083510,083956,084311,084416,084803,084908,085118,085308,085530,085707,085835,090140
11,MZ3987-1,081708,081835,082025,082046,082108,082141,082203,082247,082319,082426,082520,082647,082847,083037,083321,083415,083532,083605,083743,084006,084050,084144,084300,084416,084532,084615,085046,085341,085446,085707,085857,090014,090140,090541,090635,090707,090941
12,MZ4072-1,082130,083005,083143,083216,083259,083332,083404,083437,083532,083659,083816,083921,084133,084311,084615,084814,084930,085003,085118,085413,085457,085540,085707,085846,085940,090024,090446,090803,090930,091257,091414,091635,091802,092036,092203,092330,092815
13,MW3528-1,085435,085551,085729,085824,085835,085929,085951,090046,090119,090235,090329,090446,090646,090857,091140,091235,091447,091530,091730,092014,092058,092203,092330,092447,092604,092648,093134,093501,093651,094007,094208,094451,094639,095111,095217,095311,095700
14,MW3343-1,090457,090552,090740,090803,090824,090857,090919,090952,091035,091202,091319,091436,091624,091802,092119,092225,092458,092542,092731,092944,093039,093123,093250,093429,093556,093651,094113,094313,094418,094900,095005,095300,095448,095754,095921,100037,100509
15,MZ3559-1,090602,091857,092025,092058,092130,092236,092258,092403,092447,092604,092659,092838,093028,093207,093512,093545,093756,093902,094051,094313,094408,094451,094607,094733,094849,094922,095333,095543,095649,100026,100131,100319,100542,100847,101016,101309,101614
16,MZ3734-1,092849,092944,093123,093156,093217,093312,093334,093407,093440,093534,093702,093840,094040,094146,094451,094650,094911,095005,095100,095300,095405,095459,095649,095816,095942,100047,100509,100803,100932,101153,101331,101530,101708,102046,102308,102403,102751
17,MR8452-0,,,,,,,,,,,,093039,093228,093323,093556,093735,093818,093912,094040,094324,094408,094440,094545,094712,094817,094839,095300,095543,095649,100026,100120,100309,100403,100836,100954,101258,101603
18,MZ3740-1,094102,094229,094356,094418,094502,094545,094607,094650,094723,094828,094922,095005,095217,095322,095711,095754,100026,100109,100236,100509,100553,100636,100803,100932,101110,101153,101603,101824,101951,102257,102414,102530,102708,102951,103140,103257,103752
19,MZ3825-1,095238,095333,095459,095543,095605,095627,095649,095722,095743,095848,095942,100109,100319,100447,100741,100910,101016,101048,101258,101540,101708,101751,101940,102119,102235,102330,102740,103046,103224,103530,103646,103741,103941,104223,104401,104517,104918
20,MZ3956-1,100236,101352,101530,101614,101635,101740,101751,101834,101856,102014,102057,102152,102403,102508,102751,102941,103213,103257,103457,103708,103813,103857,104024,104202,104245,104328,104802,105128,105225,105446,105603,105802,105939,110318,110413,110457,110929
21,MW5898-0,100258,100330,100509,100542,100603,100647,100741,100825,100847,101016,101110,101236,101435,101603,101845,102014,102246,102319,102446,102740,102846,102941,103108,103235,103402,103508,103930,104307,104455,104824,104940,105150,105508,105834,105950,110108,110656
22,MZ3978-1,102446,102541,102657,102740,102802,102857,102919,102941,103013,103118,103213,103257,103446,103636,103908,104057,104318,104423,104527,104717,104802,104907,105001,105214,105341,105414,105856,110140,110339,110750,110929,111150,111414,111657,111824,112057,112540
23,MZ3987-2,103646,103824,104003,104108,104129,104213,104234,104318,104350,104506,104549,104644,104929,105023,105341,105540,105812,105907,110014,110234,110339,110435,110613,110740,110857,110929,111414,111614,111813,112246,112402,112718,112940,113341,113457,113551,114130
24,MZ4072-2,104328,104951,105117,105202,105225,105320,105403,105446,105551,105718,105812,105907,110119,110213,110529,110656,110940,111035,111308,111614,111719,111813,111951,112140,112257,112341,112813,113045,113236,113730,113857,114235,114435,114708,114857,115003,115530
25,MW5943-0,105812,110035,110213,110245,110318,110402,110435,110518,110613,110740,110846,111013,111257,111457,111846,112002,112235,112319,112529,112740,112835,112929,113045,113203,113352,113435,113846,114057,114224,114603,114741,115024,115141,115519,115635,115918,120309
26,MR8452-1,110929,111045,111213,111246,111308,111351,111414,111446,111530,111657,111802,111919,112119,112202,112540,112740,113002,113024,113246,113519,113603,113741,113919,114046,114152,114246,114719,114919,115119,115436,115603,115834,120003,120447,120552,120720,121100
27,MW3528-2,112224,112257,112435,112518,112602,112656,112718,112802,112835,113002,113045,113214,113403,113519,113835,114035,114308,114424,114646,114941,115035,115141,115319,115436,115603,115657,120120,120341,120541,120753,120922,121049,121249,121649,121805,121911,122449
28,MZ3559-2,112707,114741,114919,115014,115035,115119,115141,115246,115330,115508,115603,115719,115918,120025,120403,120519,120720,120836,121016,121300,121415,121531,121710,121900,122100,122205,122701,123038,123241,123608,123747,123852,124031,124242,124411,124505,125116
29,MW5966-0,,113424,113551,113625,113646,113741,113802,113846,113919,114141,114235,114340,114541,114635,115014,115151,115414,115530,115635,120014,120142,120247,120414,120552,120731,120825,121300,121605,121816,122205,122322,122449,122722,122955,123100,123144,123747
30,MW5936-0,114257,115845,120025,120109,120130,120214,120236,120320,120403,120552,120635,120804,121027,121144,121426,121605,121838,121921,122132,122405,122512,122617,122817,122922,123049,123132,123608,123852,124104,124548,124654,124854,125105,125337,125516,125715,130052
31,MW3343-2,120646,120900,121100,121133,121155,121249,121310,121405,121459,121649,121743,121921,122132,122322,122650,122900,123144,123251,123514,123830,123947,124053,124303,124443,124610,124632,125054,125326,125526,125958,130219,130502,130629,131029,131134,131240,131502
32,MX1084-0,,121932,122049,122132,122154,122238,122311,122354,122427,122617,122712,122817,123016,123218,123514,123641,123914,124020,124136,124421,124516,124621,124821,125021,125148,125242,125726,125936,130136,130557,130756,130902,131051,131335,131515,131644,132326
33,MW5898-1,122944,123006,123144,123230,123241,123313,123335,123419,123452,123619,123703,123830,124053,124231,124538,124749,125021,125137,125315,125559,125704,125809,125926,130031,130208,130252,130756,130956,131251,131559,131749,131927,132137,132432,132621,132916,133727
34,MZ3734-2,123608,123747,123925,124020,124042,124136,124158,124231,124326,124516,124610,124716,125011,125116,125421,125526,125747,125915,130103,130440,130557,130702,130934,131113,131229,131313,131800,132021,132221,132611,132727,133020,133220,133648,133800,133916,134516
35,MP6380-0,124505,124538,124727,124821,124854,124927,125011,125054,125127,125348,125505,125559,125820,125958,130302,130440,130702,130840,131051,131408,131451,131548,131706,131822,131959,132054,132527,132832,133031,133400,133624,133822,134105,134336,134516,134715,135153
36,MZ3740-2,125159,125454,125621,125704,125737,125820,125915,130009,130042,130241,130356,130440,130713,130902,131134,131229,131440,131548,131800,132021,132115,132210,132348,132516,132632,132716,133136,133444,133648,134000,134131,134422,134538,134915,135036,135110,135615
37,MZ3825-2,130607,130713,130851,130934,130956,131040,131102,131134,131229,131408,131451,131548,131833,131916,132243,132505,132749,132916,133104,133444,133550,133648,133822,133916,134105,134144,134654,134915,135227,135751,135856,140138,140235,140646,140751,140907,141313
38,MZ3956-2,132021,132159,132326,132421,132505,132549,132632,132716,132800,133053,133158,133304,133538,133700,134220,134400,134632,134843,135036,135509,135615,135719,135940,140123,140224,140320,140751,141012,141302,141653,141833,142115,142211,142555,142651,142849,143528
39,MZ3978-2,133053,133147,133325,133347,133411,133455,133505,133624,133700,133833,133938,134131,134347,134443,134737,134915,135036,135153,135426,135719,135802,135907,140036,140235,140342,140427,140857,141207,141405,141900,141955,142200,142316,142809,142934,143050,143455
40,MW5943-1,134253,134443,134621,134715,134748,134843,134937,135036,135110,135310,135426,135626,135835,140014,140405,140623,140846,141028,141207,141504,141620,141716,141900,142028,142200,142211,142713,143029,143321,143929,144108,144214,144519,144806,144930,145155,145450
41,MZ3987-3,135426,135626,135813,135846,135907,140014,140036,140111,140152,140342,140438,140555,140846,141039,141324,141537,141810,141923,142200,142516,142618,142713,142913,143029,143205,143310,143751,144047,144414,144828,145024,145229,145557,145816,145923,150028,150615
42,MW5966-1,,141122,141302,141431,141442,141537,141558,141631,141704,141833,141923,142039,142211,142254,142640,142836,143101,143216,143332,143700,143801,143906,144057,144236,144341,144425,144930,145312,145512,145945,150205,150427,150626,150951,151118,151230,151441
43,MR8452-2,141810,141900,142028,142101,142115,142147,142211,142243,142316,142505,142555,142734,143007,143039,143409,143603,143834,143906,144152,144508,144604,144701,144841,145024,145229,145301,145732,145923,150132,150637,150813,151034,151303,151546,151727,151856,152451
44,MW3528-3,142640,142924,143050,143143,143205,143259,143321,143433,143517,143647,143751,143906,144036,144236,144604,144722,144952,145057,145312,145638,145754,145901,150107,150249,150416,150459,150918,151207,151441,152024,152203,152440,152556,152920,153047,153324,153705
45,MW5936-1,143700,143727,143917,144014,144036,144141,144203,144257,144341,144541,144628,144733,144941,145144,145501,145649,145912,150039,150259,150532,150637,150750,150951,151107,151325,151347,151835,152226,152502,153130,153308,153455,153849,154217,154333,154538,155005
46,MW3343-3,144330,144553,144712,144755,144817,144908,144930,145002,145046,145301,145417,145557,145826,150028,150343,150554,150835,150951,151219,151524,151630,151835,152056,152312,152451,152512,152942,153308,153923,154909,155110,155247,155531,155857,160019,160218,160512
47,MX1084-1,145312,145417,145557,145638,145649,145721,145743,145837,145912,150121,150249,150405,150554,150813,151219,151347,151630,151740,152013,152607,152745,152855,153036,153235,153455,153527,153956,154632,155215,155942,160051,160251,160418,160723,160850,160946,161351
48,MZ3559-3,150237,150416,150554,150615,150701,150802,150824,150846,150951,151118,151219,151357,151630,151704,151929,152056,152335,152440,152712,153058,153130,153308,153505,153643,153849,153901,154357,155153,155415,160007,160146,160302,160451,160736,160850,160946,161340
49,MZ3734-3,150940,151230,151408,151441,151503,151546,151619,151652,151727,151929,152013,152214,152440,152451,152832,153014,153257,153411,153643,154101,154155,154300,154516,154654,154858,154932,155415,155814,160124,160639,160816,161102,161240,161435,161605,161849,162156
