,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4598-0,,,,,,,,,,,,,,,,,,,,,070109,070215,070321,070450
1,MX3651-0,,,,,,,,,,,,070109,070204,070321,070417,070816,070942,071204,071508,071720,071919,072343,072510,072720
2,MX4021-0,,,,,,070109,070259,070353,070617,070732,070848,070931,071120,071214,071247,071709,071836,072204,072437,072626,072900,073418,073556,073839
3,MX4159-0,070353,070450,070628,070754,070931,071058,071540,071658,071803,071857,072003,072110,072259,,072448,072933,073111,073440,073807,074006,074344,074816,074931,075403
4,MX4338-0,070953,071047,071204,071319,071508,071626,071940,072048,072310,072404,072520,072615,072815,072911,072955,073418,073629,074101,074627,075131,075950,080320,080436,080813
5,MX4383-0,072426,072520,072626,072709,072900,073122,073502,073629,073734,073839,073934,074017,074217,074417,074533,075015,075203,075918,080530,081131,081534,082124,082313,082515
6,MX1197-0,074827,074921,075047,075141,075320,075519,075918,080026,080247,080425,080541,080719,080847,081037,081131,081607,081745,082207,082728,083144,083914,084359,084539,084848
7,MX4535-0,075835,080015,080121,080226,080436,080603,081005,081226,081450,081607,081713,081851,,082313,082409,082858,083111,083831,084305,084730,085259,085814,085954,090240
8,MX4551-0,080026,080320,080414,080614,080836,080954,081248,081428,081651,081840,082018,082124,082442,082717,082814,083239,083429,084105,084517,085059,085658,090122,090251,090537
9,MX4598-1,080657,080836,080932,081110,081332,081534,081840,082029,082135,082251,082409,082537,082802,083100,083206,083631,083809,084315,084741,085121,085858,090133,090302,090620
10,MX4614-0,081545,081640,081734,081840,082018,082157,082453,082632,082847,082954,083100,083301,083440,083641,083809,084254,084434,084910,085237,085604,,090537,090715,091051
11,MX3651-1,083936,084221,084315,084434,084551,084803,085143,085226,085459,085709,085837,085954,090154,090324,090409,090830,091029,091345,091652,091902,092302,092724,092852,093051
12,MX4021-1,085354,085615,085730,085910,090100,090240,090609,090820,091051,091218,091323,091429,091630,091830,091935,092419,092608,093019,093407,093607,093839,094218,094345,094557
13,MX3783-0,090609,090830,090935,091019,091207,091345,091725,091841,092102,092240,092345,092440,092641,092746,092830,093240,093356,093639,093933,094124,094514,095041,095242,095421
14,MX4159-1,092356,092513,092619,092702,092902,093008,093251,093450,093607,093701,093806,093850,094040,094145,094218,094630,094757,095242,095611,095811,100153,100803,100909,101014
15,MX4338-1,092524,092830,092924,093030,093208,093407,093712,093850,094113,094240,094335,094429,094546,094724,094757,095231,095410,095705,100109,100310,100553,101214,101319,101446
16,MX4365-0,092902,093230,093313,093418,093607,093755,094124,094240,094503,094641,094746,094819,095030,095157,095242,095654,095833,100120,100553,100636,101109,101729,101856,102034
17,MX4383-1,093607,093701,093755,093922,094051,094302,094557,094630,094852,094958,095114,095209,095348,095516,095559,100025,100203,100520,100920,101109,101340,101940,102056,102318
18,MX1197-1,095622,095811,095907,100014,100153,100258,100709,100846,101058,101214,101330,101446,101614,101751,101845,102256,102446,102815,103237,103426,103752,104229,104341,104531
19,MX4535-1,100047,100247,100404,100520,100741,100920,101235,101413,101635,101802,101907,102002,102140,102307,102403,102837,103004,103227,103616,103803,104039,104531,104659,104837
