,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7503-0,,,,,,,,,,,,,,,,,,,,,1,1,-1
1,AA6345-0,,,,,,,,,,,,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1
2,AA7848-0,,,,,,,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
3,MW4647-0,,,,,-1,1,3,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
4,MS4934-0,,,,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
5,AA7488-0,,,1,,-1,-1,-1,1,,-1,-1,,-1,,1,1,1,1,1,,1,1,-1
6,MW4781-0,,-1,-1,-1,-1,-1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
7,AA7637-0,,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
8,AA7530-0,-1,-1,1,-1,-1,2,2,1,1,-1,-1,,-1,1,1,1,1,2,2,1,1,1,-1
9,MR7938-0,,,,,-1,1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
10,MP6039-0,-1,-1,1,-1,-1,3,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
11,MP6380-0,,-1,1,-1,-1,1,3,1,-1,-1,-1,-1,-1,1,1,1,1,2,2,1,1,1,-1
12,MW4366-0,-1,-1,1,-1,-1,1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
13,MW4619-0,-1,-1,1,-1,,2,,1,-1,-1,-1,,,,,1,1,1,1,1,1,1,-1
14,AA7479-0,-1,-1,2,-1,-1,1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
15,AA7101-0,-1,-1,2,-1,-1,1,2,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
16,AA7503-1,-1,,1,-1,-1,,,1,1,-1,-1,-1,,1,1,1,1,1,4,1,1,1,-1
17,AA6345-1,-1,-1,1,-1,-1,1,3,1,1,-1,-1,,-1,1,1,1,1,1,1,1,1,1,-1
18,AA7488-1,,-1,1,-1,,1,3,1,-1,-1,-1,,,,1,1,1,1,1,1,1,1,-1
19,AA7848-1,-1,-1,1,-1,-1,1,3,1,-1,-1,-1,-1,-1,1,1,1,1,1,3,1,1,1,-1
20,MW4647-1,-1,-1,1,-1,-1,2,4,1,-1,-1,-1,-1,-1,1,1,1,1,4,1,1,1,1,-1
21,MP6380-1,,-1,1,-1,-1,2,3,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
22,MW4781-1,-1,-1,1,-1,-1,1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
23,AA7530-1,-1,-1,1,-1,-1,3,4,1,-1,-1,-1,,-1,1,1,1,1,1,2,1,1,1,-1
24,MW4366-1,-1,-1,1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
25,MW4619-1,,-1,1,-1,-1,3,4,1,-1,-1,-1,,-1,1,1,1,1,-1,1,1,1,1,-1
26,AA7479-1,,-1,1,-1,-1,1,4,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
27,AA7101-1,-1,-1,-1,-1,-1,1,4,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
28,AA7488-2,-1,-1,1,,-1,2,,1,-1,-1,-1,,-1,,1,1,1,1,1,1,1,1,-1
29,AA7848-2,-1,-1,1,-1,-1,2,2,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
30,AA7637-1,,-1,1,-1,-1,3,4,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
31,MP6380-2,-1,-1,-1,-1,-1,2,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
32,AA7503-2,-1,-1,1,-1,-1,3,4,1,-1,-1,-1,,-1,1,1,1,1,1,1,1,1,1,-1
33,AA6345-2,,-1,1,-1,-1,3,3,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
34,MW4647-2,-1,-1,-1,-1,-1,3,4,1,-1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
35,MW4781-2,,,1,-1,-1,2,4,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
36,AA7530-2,-1,-1,-1,-1,-1,2,3,1,-1,-1,-1,,-1,1,1,1,1,1,1,1,1,1,-1
37,MW4366-2,-1,-1,-1,-1,-1,5,3,1,1,-1,-1,-1,-1,1,1,1,1,3,1,1,1,1,-1
