,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654/2,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
18,MX1084-1,-1,-1,1,1,1,1,-1,-1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,3,4,2,1,1,3,1,1,1,-1,-1
19,MX1067-0,-1,-1,1,1,1,1,1,-1,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,-1,1,4,1,2,1,1,1,1,1,1,-1,-1
20,MX1105-1,,-1,1,1,-1,-1,-1,-1,-1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,2,1,2,1,1,2,1,1,1,-1,-1
21,MZ3556-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,3,2,1,1,5,2,1,2,3,-1,-1
22,MW4762-0,-1,-1,1,1,1,1,1,-1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,4,4,3,2,1,-1,-1,2,1,-1,-1
23,MZ4072-1,-1,1,-1,-1,-1,-1,1,-1,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,-1,1,4,-1,-1,1,1,2,1,1,1,-1,-1
24,MZ3559-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,2,1,1,2,1,1,1,-1,-1
25,MZ3978-1,-1,-1,-1,1,1,1,-1,-1,3,1,1,1,1,1,1,2,1,-1,-1,-1,1,-1,1,1,-1,1,2,5,1,1,1,3,1,1,1,-1,-1
26,MZ3734-1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,3,2,1,1,-1,3,3,1,1,1,1,4,4,1,1,1,1,1,1,1,-1,-1
27,MW3496-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,3,-1,1,2,1,1,1,1,1,1,1,1,-1,1,2,5,2,1,2,1,1,1,2,-1,-1
28,MZ4228-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,3,5,2,2,1,1,1,1,1,-1,-1
29,MZ3825-2,-1,-1,1,1,1,1,1,-1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,3,5,2,2,1,1,1,1,1,-1,-1
30,MW4762-1,-1,-1,-1,4,4,4,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,4,-1,1,5,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
31,MX1213-1,-1,-1,-1,-1,1,1,5,-1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,5,1,2,2,3,1,1,1,-1,-1
32,MZ3956-1,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,2,3,-1,2,1,1,1,-1,-1
33,MW3343-0,,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,4,3,1,1,1,1,-1,-1
34,MS4750-0,-1,-1,-1,1,1,1,1,-1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,3,3,1,1,1,-1,1,-1,-1
35,MW5936-1,-1,-1,-1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,1,1,2,1,1,-1,-1
36,MW3278-0,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,5,3,4,4,1,1,1,1,-1,-1
37,MX1067-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,4,-1,3,2,2,1,2,1,1,-1,-1
38,MW5966-2,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,4,-1,3,3,2,1,2,1,1,-1,-1
39,MX1197-2,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,3,2,4,3,1,1,1,1,1,-1,-1
40,MX1084-2,-1,-1,-1,1,1,1,-1,-1,,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,2,1,1,4,2,3,3,2,1,1,1,1,-1,-1
41,MX1105-2,-1,-1,-1,-1,-1,-1,4,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,3,1,1,-1,1,3,4,2,4,3,4,2,1,1,-1,-1
42,MZ3556-2,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,3,2,2,3,1,1,1,1,1,-1,-1
43,MZ4072-2,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,4,2,3,1,1,2,1,1,-1,-1
44,MZ3559-2,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,3,3,4,1,1,1,1,-1,-1
45,MZ3978-2,-1,1,-1,1,1,1,-1,-1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,3,1,2,2,3,1,1,1,-1,-1
46,MZ3734-2,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,4,3,1,1,1,1,1,1,1,-1,-1
47,MW3496-2,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,-1,1,4,3,1,1,1,1,1,1,1,-1,-1
48,MZ4228-2,-1,1,-1,1,1,1,1,-1,4,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,-1,1,3,2,1,1,1,1,3,1,1,-1,-1
49,MZ3825-3,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,3,2,2,3,1,2,1,1,-1,-1
50,MX1213-2,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,-1,1,3,4,2,3,1,1,-1,1,1,-1,-1
51,MW5966-3,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,-1,1,4,4,-1,2,1,1,1,1,1,-1,-1
52,MX1197-3,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,4,3,1,1,1,1,1,1,-1,-1
53,MX1084-3,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,-1,1,2,2,1,3,3,1,1,1,1,-1,-1
54,MX1105-3,,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,3,1,-1,1,1,1,1,1,1,1,1,1,2,1,3,3,1,1,1,1,-1,-1
55,MZ3556-3,-1,-1,-1,1,1,1,1,-1,1,1,1,4,1,-1,1,4,1,1,1,1,1,4,1,1,-1,1,3,3,2,2,1,1,1,1,1,-1,-1
56,MZ4072-3,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,-1,1,4,4,3,3,1,2,1,1,1,-1,-1
57,MZ3559-3,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,-1,1,2,4,2,2,2,2,4,2,2,-1,-1
58,MZ3978-3,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,4,-1,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
59,MZ3734-3,-1,1,-1,2,2,4,-1,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
60,MW3496-3,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,4,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
61,MZ4228-3,,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,4,2,-1,-1,-1
62,MZ3825-4,-1,-1,-1,1,1,1,1,1,1,1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,4,2,-1,-1,-1
63,MX1435-0,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,4,1,-1,-1,-1,1,-1,-1,-1
64,MZ3740-0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,4,-1,-1,1,2,-1,-1,-1,-1
65,MX1067-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
66,MZ3956-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,4,-1,2,1,-1,-1,-1,-1,-1
67,MX1213-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,2,-1,2,2,-1,-1
68,MX1197-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,3,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,2,2,-1,-1,1,-1,-1
69,MW5936-2,,,,,,,,,,-1,-1,-1,1,-1,1,3,2,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,2,3,-1,2,-1,1,-1,-1
70,MX1105-4,-1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,5,1,-1,-1,-1,-1,2,1,-1,-1
71,MW5966-4,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,-1,-1,-1,-1,1,-1,-1
72,MX1084-4,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,3,1,2,4,1,1,-1,-1,1,3,1,1,1,1,1,-1,-1
73,MZ3556-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,2,2,1,2,-1,1,4,3,3,2,1,1,1,1,1,-1,-1
74,MZ4072-4,-1,-1,-1,-1,-1,-1,4,4,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,-1,1,4,3,3,2,1,1,1,1,1,-1,-1
75,MZ3559-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,2,2,1,1,1,2,4,2,4,-1,1,4,2,1,2,1,1,1,1,1,-1,-1
76,MW4762-2,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,-1,1,3,4,4,1,1,1,1,1,1,-1,-1
77,MZ3978-4,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,-1,1,2,4,4,1,1,3,1,1,1,-1,-1
78,MZ3734-4,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,4,3,-1,-1,2,1,-1,-1,-1,-1
79,MZ4228-4,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,4,2,-1,1,1,1,1,1,2,-1,-1
80,MZ3825-5,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,-1,3,3,1,1,1,-1,1,1,1,-1,-1
81,MZ3740-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,-1,1,1,1,2,2,4,1,1,-1,1,1,1,-1,-1
82,MW3496-4,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,3,1,-1,-1,1,-1,-1,-1,-1
83,MZ3956-3,-1,-1,-1,-1,1,1,-1,1,4,1,1,1,3,1,-1,3,2,1,1,1,1,2,1,1,-1,-1,3,3,2,1,1,1,1,1,1,-1,-1
84,MX1067-3,-1,-1,-1,1,1,-1,-1,-1,1,4,3,1,1,1,1,2,1,1,-1,-1,2,1,1,1,-1,1,2,1,2,2,1,1,1,1,1,-1,-1
85,MX1213-4,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,3,1,1,1,1,1,1,1,1,-1,-1
86,MX1197-5,,,1,1,1,1,1,,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,-1,-1
87,MX1105-5,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,-1,-1
88,MW5966-5,,,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,2,3,2,1,1,1,1,1,1,-1,-1
89,MZ3556-5,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,1,1,1,1,1,1,-1,1,1,1,1,-1,1,3,2,1,2,1,2,1,1,1,-1,-1
90,MZ4072-5,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,-1,1,4,1,3,3,1,1,1,1,1,-1,-1
91,MZ3559-5,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,3,1,2,3,1,1,1,1,1,-1,-1
92,MZ3978-5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,4,3,2,2,1,1,1,-1,-1
93,MZ3734-5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,2,2,1,1,1,1,-1,-1
94,MW3496-5,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,4,4,2,1,1,1,1,1,-1,-1
95,MZ4228-5,-1,-1,-1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,4,1,1,1,1,1,1,-1,-1
96,MZ3825-6,-1,-1,-1,4,4,4,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,1,1,2,1,1,1,-1,
97,MX1213-5,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,2,1,3,1,,,,,,,
98,MW3204-0,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,
99,MX1197-6,-1,-1,1,1,1,1,1,-1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,,,,,,,,,,,
100,MW5966-6,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
101,MX1105-6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
