,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654/2,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ3956-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070127,070210,070436
1,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,070103,,071225,071331,071457,071603,071804,071847,071931,072402
2,MZ4228-0,,,,,,,,,,,,,,,,,,,,,,070103,070127,070244,070328,070402,070858,071425,,072741,072846,073046,073309,073414,073530,073614,073742
3,MX1067-0,,,,,,,,,,,,,,070103,070306,070413,070530,070603,070814,071036,071130,071225,071320,071414,071519,071603,072025,,,073508,073658,073920,074026,074236,074342,074530,074919
4,MZ3556-0,070413,070457,070613,070657,070719,070814,070836,070920,071003,071058,071152,071258,071519,071603,071920,072058,072214,072246,072413,072634,072706,072741,072846,073003,073057,073141,073552,,,074941,075046,075140,075403,075530,075635,075730,080025
5,MZ3559-0,071109,071214,071414,071436,071457,071531,071552,071637,071710,071804,071920,072036,072235,072329,072601,072645,072741,072814,072919,073141,073203,073247,073352,073436,073530,073552,074015,,,075341,075446,075657,075741,080003,080119,080256,080635
6,MZ3734-0,071909,072047,072214,072246,072308,072340,072402,072435,072507,072623,072730,072835,073014,073108,073352,073436,073658,073731,073836,074059,074131,074226,074342,074457,074614,074646,075130,,,080730,080826,080920,081120,081353,081437,081520,081815
7,MZ3740-0,072941,073236,073352,073425,073447,073508,073541,073614,073647,073752,073920,074026,,074331,074614,074635,074858,074930,075057,075341,075403,075435,075541,075647,075752,075825,080245,,,082142,082309,082404,082520,082741,082858,082952,083204
8,MZ3825-0,074508,074603,074730,074751,074814,074847,074919,074952,075024,075130,075225,075341,075508,075719,075930,080036,080130,080202,080307,080508,080541,080624,080730,080837,080931,081004,081448,,,082803,082920,083131,083247,083448,083616,083649,083943
9,MZ3987-0,075635,075730,075836,075858,075919,075952,080014,080057,080130,080213,080318,080446,080552,080719,080953,081037,081258,081342,081459,081805,081826,081921,082015,082131,082237,082258,082719,,,084237,084343,084543,084710,084849,084944,085028,085324
10,MZ3978-0,080741,080909,081037,081120,081142,081226,081236,081320,081415,081510,081604,081754,081954,082121,082342,082447,082646,082803,082920,083120,083204,083225,083331,083458,083605,083616,084110,,,085546,085702,085840,085956,090227,090321,090332,090816
11,MZ3956-1,081826,082153,082320,082415,082425,082458,082531,082625,082708,082814,082909,083025,083225,083353,083616,083649,083900,083921,084110,084259,084332,084416,084521,084648,084806,084911,085419,,,090816,090922,091238,091333,091510,091616,091710,092122
12,MZ4072-1,083659,083805,083932,084016,084049,084121,084154,084227,084259,084427,084543,084710,084849,085006,085251,085419,085535,085556,085702,085912,090007,090050,090206,090311,090416,090438,090911,,,092227,092354,092605,092805,093016,093205,093237,093627
13,MZ4228-1,084721,085419,085546,085618,085702,085734,085756,085840,085912,090007,090133,,090543,090732,091016,091216,091322,091354,091543,091754,091838,091932,092027,092154,092354,092427,092921,,,094531,094709,094838,095004,095131,095320,095425,101003
14,MX1067-1,090354,090510,090626,090710,090732,090805,090827,090900,090932,091100,091205,091333,091543,091754,092038,092216,092449,092605,092754,093005,093038,093132,093248,093405,093521,093554,094016,,,095519,095657,095835,100036,100235,100414,100646,101046
15,MZ3556-1,091500,091532,091710,091754,091805,091849,091911,091954,092027,092143,092238,092427,092605,092733,093016,093059,093332,093427,093532,093805,093910,093943,094100,094215,094332,094415,094827,,,100540,100646,100835,101057,101308,101424,101518,101920
16,MZ3559-1,092554,092700,092805,092911,092943,093027,093059,093132,093216,093321,093416,093532,093754,093859,094143,094259,094404,094458,094636,094859,094942,095026,095152,095320,095508,095552,100036,,,101730,101909,102131,102320,102719,102836,102930,103413
