,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1
1,MW5346-0,,,,,,,,,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,1,-1,-1,1,2,-1,-1,-1
2,MW5537-0,,1,2,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,-1,-1,,,,,
3,MS2365-0,,1,1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1
4,MW5264-0,-1,-1,2,1,2,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,2,1,1,-1,-1
5,MS2259-0,1,-1,1,1,1,,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,,1,1,-1,,1,2,1,1,1,1,5,,1,,1,-1,-1
6,MX1509-0,-1,-1,1,1,5,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,2,2,1,-1,-1
7,MS1953-1,4,1,4,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,3,2,1,-1,-1
8,MW5346-1,-1,-1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,2,2,1,-1,-1
9,MP5824-0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,-1,3,1,1,-1,-1
10,MP6380-0,,,1,1,1,1,1,1,2,-1,1,1,-1,-1,-1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,-1,-1,1,2,1,-1,-1
11,MS2365-1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,4,-1,2,2,1,-1,-1
12,MW5264-1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,4,-1,2,2,1,-1,-1
13,MS2259-1,-1,1,1,-1,1,,1,1,1,-1,1,1,,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,,,,1,-1,-1
14,MX1509-1,-1,2,2,2,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,-1,4,3,1,-1,-1
15,MP5824-1,-1,2,2,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,-1,2,3,1,-1,-1
16,MS2243-0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,-1,2,2,1,-1,-1
17,MS1953-2,1,2,1,1,4,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,-1,4,1,1,-1,-1
18,MW5346-2,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,4,3,1,-1,-1
19,MW3387-0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,2,2,1,-1,-1
20,MS2365-2,-1,1,1,1,4,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,-1,3,1,1,-1,-1
21,MW5264-2,-1,1,1,1,5,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,-1,-1,2,2,1,-1,-1
22,MS2259-2,-1,1,1,1,1,,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,-1,4,2,1,-1,-1
23,MX1509-2,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,4,1,1,-1,-1
24,MS2243-1,4,1,1,1,3,1,1,1,1,-1,1,1,-1,-1,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,-1,3,1,1,-1,-1
25,MS1953-3,1,2,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,3,1,-1,-1
26,MW5346-3,-1,1,1,1,5,1,1,1,1,-1,1,1,-1,-1,-1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,-1,4,2,1,-1,-1
27,MW3387-1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,5,-1,5,3,2,-1,-1
28,MS2365-3,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,5,-1,3,3,1,-1,-1
29,MW5264-3,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,5,3,1,-1,-1
30,MS2259-3,-1,1,1,2,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,,,1,-1,-1
31,MX1509-3,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,4,-1,3,3,1,-1,-1
32,MP5824-2,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,-1,4,1,1,-1,-1
33,MS1953-4,-1,-1,1,1,1,1,1,1,2,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,-1,5,4,1,-1,-1
34,MS2243-2,-1,1,1,1,2,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,-1,4,2,1,-1,-1
35,MW5346-4,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,-1,1,2,1,-1,-1
36,MW3387-2,5,1,1,1,-1,1,1,1,2,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,-1,4,1,1,-1,-1
37,MS2365-4,,,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,-1,-1,2,3,1,-1,-1
38,MW5264-4,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,-1,2,1,1,-1,-1
39,MS2259-4,4,1,1,1,1,1,1,1,2,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,4,-1,1,1,1,-1,-1
40,MX1509-4,-1,-1,1,1,5,1,,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,2,1,1,-1,-1
41,MP5824-3,,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,3,-1,1,3,1,-1,-1
42,MS1953-5,,-1,1,1,4,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,1,1,1,-1,-1,-1,2,1,1,-1,-1
43,MW5346-5,-1,-1,1,1,3,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,2,2,1,-1,-1
44,MW3387-3,2,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,1,1,1,-1,-1
45,MS2365-5,,1,1,2,4,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,-1,2,1,1,-1,-1
46,MW5264-5,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,1,1,1,-1,-1
47,MS2259-5,1,1,1,1,4,,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,,,1,-1,-1
48,MS1953-6,-1,1,1,2,1,1,1,1,1,-1,1,1,-1,-1,-1,2,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,4,-1,1,2,1,-1,
49,MW5346-6,-1,1,1,1,1,1,1,1,1,-1,2,1,-1,,,,,,,,,,,,,,,,,,,,,,,
