,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4837-0,,,,,,,,,,,,,,,,070105,070117,070358
1,MW5132-0,,,,,,,,,,,070105,070650,070912,071016,071121,071206,071250,071603
2,MW5594-0,,,,,,,,070105,070117,070557,070722,071740,071949,072105,072210,072253,072420,072640
3,MW4366-0,070200,070348,070744,070850,071006,071038,071217,071322,071354,071812,071949,073121,073354,073520,073625,073718,073812,074209
4,MW4503-0,,072253,072525,072733,072901,072944,073217,073311,073354,073834,074136,075128,075351,075517,075644,075727,075831,080136
5,MW4619-0,,073100,073311,073520,073625,073718,073812,073855,073938,074511,074815,,080115,080220,080335,080357,080513,080744
6,MP6361-0,073718,073801,074104,074230,074345,074439,074522,074627,074659,075056,075255,080335,080556,080712,080818,080850,080912,081204
7,MW4557-0,074501,074710,075045,075222,075327,075402,075539,075622,075716,080220,080430,081602,081812,082042,082147,082302,082345,082649
8,MW4781-0,075340,075600,075831,,,080231,080314,080357,080441,,081226,082334,,082721,082827,082920,083035,083423
9,MW4837-1,080346,080712,080944,081049,081215,081309,081435,081529,081613,082104,082302,083246,083456,083635,083740,083835,083918,084224
10,MW5132-1,081446,081718,082010,082219,082313,082407,082501,082554,082649,083151,083308,084329,084549,084737,084842,084947,085102,085513
11,MW5645-0,082356,082605,082859,083025,083140,083214,083340,083434,083507,083940,084130,085231,085451,085629,085744,085901,090039,090321
12,MW5124-0,083046,083308,083613,083824,083940,084014,084108,084151,084235,084748,084947,090205,090415,090604,090708,090813,090940,091350
13,MW5594-1,084025,084141,084413,084611,084715,084821,084947,085030,085124,085556,085734,091106,091327,091506,091611,091654,091820,092145
14,MW4229-0,084549,084758,085020,085220,085336,085441,085545,085651,085734,090205,090332,091412,091622,091726,091831,091914,092029,092437
15,MW4366-1,085113,085314,085840,090028,090144,090216,090259,090353,090426,091002,091200,092322,092530,092718,092824,092918,093022,093254
16,MW4503-1,,090227,090625,090824,090940,091045,091200,091317,091412,092008,092250,093359,093631,093829,093945,094029,094133,094623
17,MW4705-0,090940,091117,091327,091423,091538,091611,091748,091831,091914,092426,092624,093714,093945,094050,094206,094238,094331,094645
18,MP6361-1,091306,091455,091716,091820,091925,091957,092040,092145,092217,092646,092813,094018,094238,094353,094457,094540,094634,094938
19,MW4619-1,092029,092134,092509,092635,092729,092802,092928,093022,093105,093525,093746,094800,095021,095136,095252,095346,095439,095950
20,MW4825-0,,,093022,093105,093211,093254,093348,093442,093535,094101,094249,095230,095450,095605,095720,095752,095940,100255
21,MW4557-1,093211,093348,093703,093829,093945,094018,094112,094206,094249,094717,094905,100013,100233,100443,100548,100631,100725,101017
22,MW4846-0,093851,094007,094259,094425,094519,094551,094706,094800,094844,095407,095533,100746,101006,101132,101248,101331,101414,101823
23,MW4781-1,095021,095303,095522,095709,095825,095929,100003,100107,100150,,101038,102148,102359,102547,102652,102756,102850,103142
24,MW4837-2,100118,100327,100620,100818,100923,101028,101204,101248,101342,101813,102022,103049,103310,103437,103552,103656,103833,104231
25,MW5132-2,101309,101320,101635,101729,101834,101939,102043,102137,102233,102735,102912,104136,104357,104555,104710,104753,104908,105318
26,MW5124-1,102349,102515,102817,103038,103132,103217,103404,103447,103530,104114,104357,105517,105748,105925,110031,110136,110314,110640
27,MW5594-2,103132,103249,103552,103750,103916,104010,104114,104209,104303,104815,104951,105947,110221,110325,110430,110514,110608,110912
28,MW4229-1,104533,104605,104919,105106,105224,105257,105434,105517,105600,110125,110314,111342,111614,111834,111938,112043,112158,112533
29,MW4366-2,105622,105748,110221,110409,110514,110546,110619,110734,110806,111331,111520,112606,112814,113012,113117,113224,113328,113559
30,MW4705-1,111038,111154,111447,111541,111635,111719,111834,111928,112011,112523,112804,114007,114133,114312,114416,114448,114521,114939
31,MW4825-1,112418,112440,112731,112908,113002,113034,113149,113245,113328,113903,114039,115210,115430,115618,115733,115840,115912,120227
32,MW4503-2,,113747,114133,114323,114459,114553,114802,114907,115000,115545,115851,121034,121434,121549,121705,121820,121958,122532
33,MW5112-0,115159,115430,115733,120006,120133,120238,120405,120531,120625,121106,121245,122302,122626,122836,122952,123045,123150,123506
34,MW4557-2,120614,120740,121001,121138,121234,121328,121434,121539,121622,122135,122302,123434,123718,123833,123948,124042,124147,124533
35,MW4781-2,122240,122345,122648,122836,122941,123034,123150,123340,123434,123926,124136,125246,125538,125726,125830,125935,130050,130416
36,MW4837-3,123539,123811,124125,124313,124429,124501,124637,124731,124835,125340,125600,130719,131002,131139,131247,131330,131445,131729
37,MW5132-3,125308,125318,125549,125747,125913,125946,130040,130155,130238,130814,130951,132010,132243,132451,132607,132700,132743,133046
38,MW5594-3,130636,130835,131149,131258,131413,131445,131635,131750,131833,132315,132441,133426,133718,133834,134000,134043,134148,134359
39,MW4366-3,132221,132451,132743,133003,133107,133150,133322,133415,133509,134011,134222,135428,135709,135907,140013,140118,140240,140606
40,MW4503-3,133603,133845,134222,134431,134557,134651,134902,135028,135111,135709,140003,141232,141535,141723,141828,141943,142131,142438
41,MW5112-1,134807,135017,135334,135554,135709,135741,135856,140003,140057,140639,140829,141922,142238,142438,142603,142708,142751,143246
42,MW4557-3,140107,140312,140606,140712,140829,140913,141049,141221,141315,141755,141933,143055,143340,143622,143737,143831,143935,144322
43,MW4781-3,141651,,142005,142216,142343,142448,142542,142646,142740,,,,145002,145206,145311,145427,145614,145950
44,MW4837-4,143033,143224,143622,143726,143831,143914,144112,144249,144343,144951,145139,150338,150619,150828,150955,151038,151143,151544
45,MW5132-4,144657,144752,145107,145228,145344,145437,145614,145741,145824,150410,150557,151803,152046,152252,152408,152512,152649,153118
46,MW5594-4,150923,151038,151335,151428,151555,151627,151836,151930,152003,152440,152616,153740,154043,154209,154335,154429,154501,154930
47,MW4366-4,151512,151731,152046,152346,152501,152606,152710,152920,152952,153447,153646,154721,154951,155150,155311,155405,155520,155917
48,MW4503-4,,153541,153950,154209,154335,154429,154616,154815,154919,155459,155834,161042,161338,161630,161807,161911,162048,162604
49,MW5112-2,154429,154555,154847,154951,155056,155203,155354,155459,155531,160106,160318,161431,161702,161901,162005,162110,162153,162625
50,MW4619-2,,155415,155824,155939,160055,160149,160256,160414,160519,161032,161327,162332,162614,162835,163002,163118,163247,163550
51,MW4557-4,,155949,160245,160446,160602,160655,160800,160905,160959,161514,161713,162908,163150,163341,163456,163614,163658,164217
52,MW4781-4,160800,,,161222,161359,161453,161651,161828,161901,162427,162741,163803,164046,164228,164344,164439,164533,164909
53,MW4825-2,161608,161724,162005,162142,162249,162354,162553,162814,162908,163413,163603,164710,164952,165151,165301,165355,165449,165951
54,MW4837-5,162521,162647,163013,163107,163215,163319,163435,163603,163636,164130,164301,165427,165710,165858,170013,170107,170237,170555
55,MW4846-1,163636,163709,164036,164217,164333,164428,164544,164721,164826,165427,165627,170710,171003,171151,171307,171340,171518,171845
56,MW5132-5,164228,164239,164648,164753,164920,165035,165228,165344,165427,170035,170226,171434,171707,171907,172011,172105,172211,172618
57,MW5645-1,165151,165333,165742,165858,170002,170151,170354,170501,170555,171140,171402,172513,172756,173101,173217,173322,173448,174003
58,MW5594-5,,,,170439,170627,170754,170920,171046,171151,171729,171917,173239,173521,173804,173919,173951,174119,174518
59,MW4229-2,170555,170700,171025,171245,171351,171456,171657,171824,171917,172441,172629,173951,174235,174540,174645,174750,174846,175306
60,MW4366-5,171340,171434,171718,171917,172033,172211,172326,172503,172608,173144,173354,174655,174951,175223,175338,175443,175558,175935
61,MW5124-2,172211,172243,172535,172818,172935,173039,173155,173311,173416,173908,174058,175421,175704,175935,180040,180156,180314,180713
62,MW4503-5,172840,173018,173416,173637,173753,173929,174015,174224,174329,174856,175212,180325,180608,180900,181016,181059,181230,181701
63,MW5112-3,173731,173929,174307,174634,174750,174846,175023,175128,175223,175758,175946,181230,181513,181744,181902,181956,182100,182556
64,MW4825-3,,,,174224,174402,174457,174645,174814,174846,175411,175621,180702,180944,181217,181325,181430,181535,182017
65,MW4619-3,,174655,175001,175223,175338,175443,175704,175852,175957,,180954,181945,182232,182524,182629,182733,182840,183305
66,MW4557-5,175306,175400,175631,175830,175957,180051,180253,180442,180535,181120,181430,182701,182957,183222,183327,183410,183537,183902
67,MW4781-5,180608,,181016,181241,181357,181451,181639,181723,181828,182337,,183840,184040,184303,184407,184450,184544,184858
68,MW4837-6,181913,182007,182358,182629,182744,182818,183008,183211,183316,183851,184040,185226,185507,185728,185833,185948,190041,190511
69,MW5132-6,184252,184346,184649,184826,184931,185014,185118,185215,185319,185750,185937,191034,191326,191514,191618,191650,191817,192259
70,MW5645-2,185014,185247,185602,185645,185800,185905,190031,190135,190240,190721,190908,192132,192416,192635,192750,192845,193011,193346
71,MW5594-6,190020,190323,190554,190721,190825,190940,191149,191326,191420,191932,192132,193419,193534,193732,193848,193943,194109,194437
72,MW4366-6,191222,191316,191629,191827,191943,192037,192153,192321,192426,192939,193148,194321,194437,194636,194752,194940,195056,195343
73,MW4503-6,193043,193242,193545,193649,193805,193848,194120,194237,194321,194835,195118,200130,200414,200647,200803,200846,200950,201337
74,MW4619-4,,194857,195205,195249,195405,195459,195615,195710,195753,200236,200604,201609,201902,202051,202156,202301,202450,203046
75,MW5112-4,200426,200626,200939,201116,201222,201254,201525,201724,201829,202344,202544,203747,204029,204218,204323,204417,204554,205002
76,MW4557-6,201956,202156,202501,202627,202753,202826,203013,203128,203234,203736,203935,205226,205508,205645,205750,205855,210021,210505
77,MW4781-6,203516,,,,204040,204134,204312,204417,204511,204930,205045,210126,210231,210358,210454,210526,210631,210903
78,MW4837-7,205151,205309,205551,205739,205906,205938,210158,210252,210336,210830,211029,212115,212407,212544,212648,212720,212815,213211
79,MW5132-7,211112,211250,211531,211636,211812,211856,212209,212313,212407,212919,213056,214310,214551,214741,214846,214940,215044,215348
80,MW4366-7,213433,213526,213852,214050,214227,214320,214530,214707,214813,215409,215630,220648,220941,221108,221231,221336,221452,221724
81,MW5112-5,215852,220041,220345,220500,220616,220659,220857,220952,221036,221452,221630,222842,223123,223303,223408,223502,223630,224029
82,MW4557-7,221525,221652,222132,222348,222504,222548,222757,222936,223040,223546,223734,224841,225125,225303,225419,225524,225640,230009
83,MW4781-7,223242,,223557,223651,223807,223841,223935,224051,224145,224556,224723,225746,225852,230009,230114,230157,230323,230605
84,MW4837-8,224958,225009,225252,225357,225502,225535,225713,225852,225925,230428,230626,,,,,,,
85,MW5132-8,230815,230941,231226,231403,231529,231602,,,,,,,,,,,,
