,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7322-0,080203,080520,080720,081108,081258,081447,081730,082036,083258,083509,,083858,083952,084120,084226,084425,084603,084708,084826,084953,070107,085343
1,AA7440-0,,,,,,,,,,,070107,070246,070352,070403,070530,070741,070932,071037,071204,071425,071814,071908
2,AA7173-0,,,,,,,,070107,070257,070414,070625,070741,070848,071059,071142,071236,071415,071531,071636,071814,072141,072258
3,AA6952-0,083648,083720,084719,085143,085510,085837,070107,070152,071153,071320,071531,115144,071730,071835,072003,072214,072403,072509,072635,072740,073108,161220
4,AA7488-0,,070107,070203,070636,071026,071153,071404,071531,072530,072635,072919,073057,073214,073415,073520,073626,073720,073826,073931,074141,074425,074552
5,MR7964-0,,,,,070152,070319,070541,070708,071541,071636,071835,072014,072119,072258,072330,072436,072530,072635,072751,072919,073203,073353
6,AA7149-0,070436,070625,070826,071204,071425,071625,071846,072003,072941,073057,073258,073426,073531,073626,073742,073953,074152,074257,074414,074541,074814,074931
7,AA7530-0,,,,,,,,,070457,070541,070815,070954,071048,071226,071331,071425,071552,071708,071824,072003,072236,072436
8,AA7706-0,,071342,071658,072119,072352,072447,072708,072835,073742,073858,074130,074257,074403,074530,074635,074741,074909,075014,075119,075341,075646,075741
9,AA7101-0,,,,072141,072436,072614,072846,073013,073942,074058,074330,074508,074613,074719,074803,074858,075036,075140,075257,075541,075835,080003
10,AA7492-0,,072258,072530,072802,073119,,073520,073648,074635,074741,,075119,075246,075308,075319,075508,075603,075657,075813,075940,080257,080458
11,AA7323-0,,073035,073520,074036,074119,074330,074508,074751,075824,075940,080152,080352,080436,080603,080709,080825,080952,081108,081225,081341,081708,081802
12,MW3346-0,,,,,,,,073637,074624,074719,074920,075036,075140,075257,075352,075436,075552,075646,075802,075940,080246,080425
13,AA7248-0,073920,074025,074319,074541,074847,100646,075436,075603,080542,080625,080909,081025,102646,081309,081414,081635,081824,081931,082036,082141,082447,103835
14,AA7530-1,075214,081320,081519,081857,082109,082425,082541,082846,084331,084458,,084942,085048,085248,085353,085437,085627,085710,085826,085944,090249,090417
15,AA7637-0,075614,075657,075919,080308,080520,080636,080930,081225,082319,082457,082719,082908,083002,083203,083258,083531,083731,083836,083941,084153,084415,084541
16,AA7536-0,100234,100403,100729,122943,080035,101614,080057,080246,081320,081425,125331,125416,150125,082131,082203,082436,082541,082646,082752,082941,130533,151448
17,AA7440-1,082131,082257,082603,083002,083309,083509,083825,084142,085732,085955,090205,090417,090500,090723,090829,091030,091219,091346,091513,091746,092040,092229
18,AA7173-1,082803,083108,083403,083648,083920,084153,084353,084636,090216,090354,090628,090745,090840,091008,091113,091219,091357,091502,091618,091756,092051,092240
19,AA7706-1,084047,090111,090343,090807,091030,091146,091440,091746,092828,092955,,093333,093416,093543,093649,093805,094015,094131,094258,094414,094657,094740
20,AA7488-1,084859,085404,085805,,090438,090628,090935,091113,092208,092335,092556,092755,092901,093028,093122,093259,093406,093511,093638,093816,094120,094214
21,AA7149-1,090701,091041,091408,091756,092218,092440,092744,092912,094058,094236,094435,094613,094657,094803,094835,095057,095246,095413,095457,095646,100003,100118
22,AA7101-1,091851,092113,092440,092712,093111,093259,093605,093721,094751,094919,095151,095413,095457,095624,095730,095835,100046,100151,100307,100424,100657,100803
23,AA7492-1,,093248,093532,093921,094319,,094803,094846,100003,100129,100350,100530,,,100740,101002,101202,101318,101424,101529,101802,101951
24,AA7323-1,,,094613,,095341,095445,095730,095835,101224,101329,,101835,101951,102202,102307,102435,102624,102729,102813,103023,103246,103413
25,AA7637-1,101151,101351,101802,102151,102624,102751,103012,103118,104319,104436,104635,104814,104919,105047,105057,105246,105340,105456,105602,105823,110057,110202
26,AA7322-1,102235,102635,102856,103213,103540,103657,103835,104047,105057,105214,,,105634,105812,105906,110014,110141,110257,110351,110602,110848,111004
27,AA7530-2,103752,104214,104458,,105308,105602,105750,110025,111142,111320,,111837,111931,112205,112321,112438,112544,112700,112816,113016,113237,113426
28,AA7440-2,105214,105550,105823,110141,110635,111004,111225,111403,112649,112900,113154,113426,113541,113731,113837,114003,114143,114259,114405,114522,114849,115016
29,AA7173-2,110403,110720,110909,111142,111508,111646,111859,112132,113237,113404,,113742,113826,113847,114036,114237,114449,114554,114649,114849,115155,115301
30,AA7488-2,112849,113204,113531,,114427,114627,115005,115239,120414,120530,120753,121015,121204,121311,121427,121532,121659,121836,121952,122057,122351,122541
31,AA7149-2,114058,114405,114616,115005,115449,115701,115954,120121,121142,121249,121437,121709,121742,121941,122047,122152,122319,122424,122529,122624,122910,123026
32,AA7492-2,,115606,115933,120342,120614,120932,121300,121416,122624,122731,,123120,,,123458,123731,123920,124037,124204,124310,124625,124815
33,AA7323-2,,120954,121311,121709,,122319,122602,122837,123953,124048,124310,124426,124520,124742,124859,125004,125153,125310,125404,125605,125913,130051
34,AA7637-2,123447,123614,123931,124248,124647,124848,125120,125259,130145,130229,130501,130617,130722,130849,130922,131208,131421,131559,131654,131833,132055,132244
35,AA7322-2,124625,124731,125026,125426,,,130102,130250,131410,131505,,131905,132000,132201,132255,132349,132538,132643,132738,132938,133211,133401
36,AA7440-3,125711,125902,130123,130501,130944,131156,131454,131621,132643,132759,133011,133200,,133317,133456,133740,134005,134121,134237,134440,134725,134936
37,AA7173-3,,131027,131421,131716,132000,132244,132611,132938,134005,134059,134321,134427,134535,134736,134809,135008,135128,135244,135400,135549,135854,135959
38,AA7488-3,133233,133540,133824,,134535,134809,135117,135316,140339,140447,140709,140925,141009,141157,141304,141514,141652,141808,141924,142018,142324,142440
39,AA7149-3,,134618,134903,135244,135600,135810,140149,140307,141231,141337,,141735,141841,142102,142208,142440,142633,142728,142844,143117,143414,143624
40,AA7492-3,,135622,140234,140830,141041,141453,,142102,143330,143436,,144108,,,144502,144626,144746,144902,144957,145156,145428,145556
41,AA7323-3,140745,140947,141536,141935,142251,142450,142728,143044,144238,144357,,144840,144946,145250,145406,145534,145650,145808,145902,150103,150320,150512
42,AA7637-3,,143950,144238,144626,144946,145112,145428,145746,150845,150933,151156,151331,151415,151426,151533,151944,152102,152219,152345,152533,152821,153009
43,AA7440-4,,145913,150125,150407,150800,151102,151555,151901,153103,153212,,153738,153811,153822,153950,154227,154451,154618,154723,154941,155224,155340
44,AA7173-4,150933,151102,151426,151639,152051,152302,152842,153223,154451,154534,154736,154858,154952,155119,155203,155351,155445,155612,155656,155856,160129,160310
45,AA7367-0,,151606,151944,152429,152842,153009,153506,153800,154858,154941,155203,155319,155423,155623,155718,155906,160051,160202,160321,160436,160746,160956
46,AA7322-3,152703,152831,153306,,154122,154418,154629,154920,155950,160024,,160425,160458,160735,160818,160935,161041,161146,161304,161409,161658,161806
47,AA7488-4,153350,153506,153822,154155,154607,154836,155036,155319,160625,160701,,161007,161041,161304,161337,161516,161658,161828,161922,162123,162356,162501
48,AA7149-4,153738,154322,154629,154836,155235,155507,155751,155917,162112,162156,162345,162512,162556,162808,162852,162948,163129,163237,163321,163426,163701,163829
49,AA7706-2,,160520,161030,,162029,162302,162628,163000,165215,165237,165439,165606,165652,165808,165913,165956,170146,170302,170356,170545,170757,170947
50,AA7323-4,161647,162123,162639,,163543,163924,,,171009,171030,,171338,171411,171621,171723,171840,172101,172206,172301,172545,172747,172958
51,AA7492-4,,,,,161955,162156,162439,162607,164515,164559,164843,164937,165115,165226,165332,165428,165652,165757,165902,170041,,170323
52,AA7536-1,162819,163011,163437,,,,164737,164904,172018,172122,,172512,,172809,172903,173009,173126,173233,173349,173550,173805,173910
53,AA7248-1,163628,163840,164242,164654,165248,165555,165735,170018,173233,173338,,173816,173910,173921,174051,174256,174512,174628,174722,174945,175236,175403
54,AA7637-4,164431,164726,165031,165405,170041,170157,170502,170757,174556,174701,174913,175056,175203,175414,175509,175625,175741,180036,180130,180341,180700,180853
55,AA7101-2,164959,170356,170651,171041,171454,171912,172747,173053,175919,180014,180246,180437,180605,180616,180746,181010,181139,181257,181352,181541,181828,181958
56,AA7173-5,,171516,172007,172250,172936,,173526,173838,180403,180448,,180757,180842,181053,181117,181319,181447,181625,181708,181744,182009,182115
57,AA6952-1,,172724,173042,173411,173732,,,,181257,181341,181530,181733,,182020,182032,,182349,182519,182646,182754,183028,183209
58,AA7322-4,173042,173432,173838,174210,174733,174902,175225,175425,181625,181657,,,182009,182159,182255,182400,182508,182613,182730,182945,183222,183433
59,AA7488-5,174233,174334,174650,175007,175519,175730,180025,180330,182042,182126,182327,182519,182613,182741,182851,183018,183158,183305,183411,183549,183822,184000
60,AA7149-5,,175824,180257,180700,181117,181403,181733,182042,183727,183811,184012,184106,184201,184414,184521,184637,184754,184849,184943,185143,185354,185510
61,AA7492-5,,182446,182934,183232,183527,183811,184055,184414,185954,190059,,190448,190531,190542,190817,191050,191206,191334,191500,191605,191921,192225
62,AA6979-0,,182829,,183644,184000,,184436,,,,,,,,,,,,,,,193921
63,AA7101-3,,,,,,,,,,,,,,,,,,,,182851,,
64,AA7323-5,184425,185005,185343,,190059,190448,190732,191050,192824,192929,193203,193405,193511,193659,193743,193932,194120,194226,194309,194617,194806,194933
65,AA7536-2,185722,190121,190415,190658,191017,,191500,191649,193320,193449,193743,193849,,194226,194331,194510,194639,194744,194839,194944,195227,195332
66,AA7706-3,,,,,,,,,,,,,,,,185932,190121,190248,190343,190542,190827,191050
67,AA7248-2,,191700,192309,192625,192918,193309,193416,193554,194712,194817,,195205,195310,195332,195521,195733,195900,200016,200132,200331,200624,200707
68,AA7173-6,193805,194236,194427,194744,195016,195121,195343,195510,200436,200519,200707,200813,200907,201044,201055,201235,201340,201507,201603,201658,202014,202143
69,AA6952-2,200110,200320,200552,200929,201224,201625,201647,201803,202733,202838,,203142,203311,203500,203532,203616,203732,203849,203944,204050,204246,204436
70,AA7488-6,201507,201731,202132,202511,202733,203005,203153,203500,204330,204403,,204647,204732,204911,205016,205100,205205,205300,205354,205543,205744,205817
71,AA7149-6,,203121,203500,203754,204017,204159,204509,204647,205605,205700,205900,210006,210101,210133,210249,210438,210616,210721,210826,210910,211131,211236
72,AA7323-6,,205416,205617,,210111,210344,210521,210732,211647,211743,211931,212048,212143,212331,212426,212614,212733,212839,212933,213111,213406,213511
73,AA7440-5,,,211542,211837,212121,212320,212553,212709,213755,213849,214038,214205,214332,214437,214520,214637,214805,214910,215016,215143,215436,215553
74,AA7173-7,212933,213038,213238,213500,213722,213943,214205,214426,215436,215520,215658,215815,215921,220143,220216,220333,220416,220532,220649,220827,221101,221228
75,AA6952-3,214237,,214755,215059,215436,,215826,215943,220900,220922,221101,221217,,221533,221607,221735,221852,222009,222052,222147,222359,222527
76,AA7488-7,215932,220154,220616,220922,221155,221311,221607,221841,222812,222906,223116,223232,223337,223504,223558,223652,223902,224020,224104,224222,224517,224655
77,AA7149-7,,221618,221946,222209,222549,222633,222844,222927,223924,223958,,224233,224338,224506,224550,224655,224844,224950,225044,225138,225401,225455
78,AA7492-6,,223348,223736,224009,224305,224612,224738,224844,225917,230011,230210,230340,230435,230613,230708,230814,230932,231039,231158,231359,231651,231756
79,AA7323-7,224844,225001,225223,225623,225855,,230234,230351,231304,231337,231515,231618,231651,231817,231852,231958,232052,232157,232246,232501,232724,
80,AA7440-6,230848,,231315,231618,231914,232135,232331,232536,,,,,,,,,,,,,,
81,AA7173-8,,231925,232114,232320,232608,232807,,,,,,,,,,,,,,,,
