,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MZ3559-0,,,,,,,,,,,,,,,,,,,,,,,,,,,070110,070155,070301,070333,070439,070533,070606,070638,070711,070759,070916,070959
1,MZ3740-0,,,,,,,,,,,,,,,,,,,,,070110,070145,070228,070344,070711,070821,070948,071043,071159,071221,071327,071433,071444,071505,071559,071621,071737,071832
2,MZ3734-0,,,,,,,,070110,,,070123,070711,070759,070905,071032,071115,071159,071444,071538,071643,071759,071842,071926,072053,072432,072548,072802,072908,073014,073046,073152,073235,073257,073319,073340,073413,073529,073624
3,MZ3987-0,,,,,,,,070110,,,070905,071421,071538,071632,071726,071821,071853,072115,072158,072305,072359,072432,072559,072728,073036,073202,073351,073507,073624,073718,073834,073918,073950,074036,074110,074154,074332,074427
4,MZ3978-0,070544,070700,070916,071104,071305,071527,071610,071705,,,072908,073446,073540,073656,073740,073845,073929,074205,074300,074405,074544,074617,074650,074808,075114,075221,075349,075454,075610,075704,075809,075842,075936,075958,080031,080052,080147,080243
5,MZ3956-0,071421,071538,071643,071821,072009,072326,072359,072537,,,073646,074238,074405,074511,074628,074712,074757,074957,075030,075147,075221,075305,075411,075537,075853,075947,080209,080305,080410,080443,080538,080621,080716,080726,080759,080821,080926,080958
6,MZ4072-0,072846,073025,073235,073402,073551,073718,073801,073845,,,074914,075433,075527,075621,075737,075820,075904,080125,080220,080327,080410,080454,080610,080726,081031,081220,081410,081505,081622,081707,081836,081857,081941,082003,082057,082119,082225,082319
7,MZ4228-0,073918,074110,074332,074511,074617,074841,075008,075052,,,080125,080705,080759,080853,081009,081104,081147,081421,081527,081655,081751,081836,081857,082014,082257,082446,082635,082740,082857,082940,083045,083118,083203,083235,083308,083330,083435,083507
8,MX1067-0,,080432,080705,080926,081053,081232,081359,081454,,,082718,083402,083456,083603,083707,083812,083907,084108,084214,084319,084414,084458,084614,084730,085046,085236,085436,085616,085733,085806,085923,090029,090051,090124,090146,090218,090323,090407
9,MZ3556-0,081633,081740,081941,082152,082257,082518,082718,082813,,,084025,084603,084658,084752,085003,085058,085203,085353,085458,085616,085744,085828,085912,090018,090323,090523,090755,090901,091029,091051,091156,091240,091302,091335,091429,091451,091546,091641
10,MZ3559-1,082540,082803,083024,083224,083518,083812,083907,083951,,,085046,085627,085722,085828,085955,090051,090146,090334,090429,090607,090744,090829,090850,090956,091324,091513,091713,091852,092020,092114,092219,092253,092317,092350,092434,092445,092612,092656
11,MZ3825-0,,,,,,,,,,,,083402,083435,083540,083707,083812,083856,084108,084203,084308,084414,084447,084519,084625,084909,085058,085331,085436,085543,085616,085722,085755,085817,085901,085934,085955,090124,090146
12,MZ3740-1,083751,083856,084130,084319,084541,084825,084930,085025,,,090218,090744,090839,090934,091051,091156,091302,091535,091630,091735,091935,092020,092103,092208,092456,092645,092908,093002,093140,093213,093319,093352,093435,093457,093551,093614,093719,093805
13,MZ3734-1,084636,084719,084919,085108,085258,085627,085722,085828,,,091007,091557,091652,091757,091913,092030,092125,092402,092456,092612,092751,092835,092908,093024,093330,093446,093636,093743,093911,093954,094059,094143,094216,094238,094343,094405,094531,094637
14,MW5898-0,085404,085543,085806,090007,090135,090429,090545,090640,,,091924,092518,092601,092656,092824,092940,093035,093224,093330,093446,093614,093647,093827,093932,094238,094437,094710,094817,094944,095017,095101,095134,095156,095229,095301,095323,095450,095523
15,MZ3987-1,090418,090628,090733,090839,091029,091335,091502,091557,,,092623,093203,093258,093403,093508,093625,093719,093932,094027,094132,094332,094415,094448,094553,094839,095006,095156,095312,095440,095512,095619,095652,095713,095808,095852,095914,100043,100115
16,MZ3978-1,091546,091713,091935,092136,092253,092540,092656,092824,,,094059,094839,095017,095123,095239,095356,095512,095703,095808,095947,100210,100255,100317,100436,100754,100850,101051,101208,101357,101430,101535,101631,101653,101715,101809,101853,102009,102041
17,MZ3956-1,092623,092740,092951,093056,093319,093508,093658,093849,,,094911,095501,095556,095630,095808,095903,095936,100115,100210,100339,100436,100530,100625,100732,101029,101229,,101620,101726,101759,101904,101947,102009,102031,102052,102125,102219,102241
18,MW5943-0,093603,093827,094038,094310,094354,094542,094710,094827,,,100115,100732,100850,100946,101124,101157,101251,101441,101557,101726,101853,101947,102031,102125,102430,102619,102808,102903,103030,103124,103230,103314,103336,103346,103430,103441,103556,103640
19,MZ4072-1,094553,094900,095123,095323,095429,095758,095925,100043,,,101334,102009,102114,102252,102419,102503,102619,102757,102925,103124,103219,103303,103430,103546,103851,104007,104229,104356,104534,104556,104723,104831,104854,104937,105021,105042,105158,105220
20,MP6392-0,094637,100403,100603,100850,101051,101334,101525,101620,,,103135,103829,103935,104040,104229,104345,104502,104746,104937,105126,105243,105348,105504,105610,105949,110233,110424,110551,110719,110740,110907,110940,111034,111119,111141,111214,111320,111436
21,MZ4228-1,095619,095736,095841,100032,100306,100519,100708,100807,,,101958,102557,102713,102830,102947,103052,103146,103346,103452,103640,103756,103840,104007,104145,104450,104629,104735,104831,105021,105042,105158,105254,105337,105421,105453,105515,105654,105738
22,MW5966-0,100912,101124,101441,101653,101842,102125,102325,102430,,,103745,104312,104650,104809,104926,105031,105137,105410,105515,105654,105823,105855,105938,110044,110424,110624,110846,111013,111130,111203,111320,111403,111457,111519,111614,111636,111741,111836
23,MS4914-0,102157,103135,103336,103502,103607,103840,103945,104156,,,105421,110200,110306,110446,110541,110646,110729,110929,111047,111225,111330,111352,111530,111636,112005,112059,,112617,112807,112923,113018,113134,113156,113219,113251,113313,113430,113536
24,MX1067-1,,102314,102608,102819,103041,103336,103546,103712,,,105220,105834,105938,110044,110222,110349,110457,110740,110846,111034,111130,111236,111341,111530,111909,112048,112417,112555,112745,112851,112945,113050,113123,113208,113240,113313,113419,113525
25,MX1197-0,102914,103618,103851,103956,104145,104556,104746,104854,,,110106,110740,110835,110940,111109,111152,111247,111530,111625,111803,111858,111953,112110,112215,112522,112701,112840,113007,113145,113208,113335,113408,113441,113452,113536,113608,113714,113747
26,MZ3556-1,103902,104029,104240,104440,104713,104948,105148,105316,,,110657,111352,111457,111636,111814,111931,112037,112237,112406,112533,112650,112745,112829,112945,113240,113452,113641,113725,113852,113925,114041,114136,114233,114327,114359,114411,114516,114622
27,MZ3825-1,104843,105104,105305,105504,105716,110000,110150,110327,,,111814,112522,112639,112745,113007,113101,113145,113430,113558,113820,113958,114041,114158,114316,114706,114835,115057,115213,115403,115436,115614,115647,115733,115817,115849,115955,120051,120146
28,MS5082-0,,,,105115,,,,,,,110519,,,,,,,,,,,,,,,,,,,,,,,,,,,
