,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MS2365-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070111,070145,070220,070253,070359,070655,070846,071013,071119,071236,071308
1,MX1693-0,,,,,,,,,,,,,,,070111,070156,070242,070359,070455,070611,070655,070824,071013,071236,071319,071403,071519,071647,071752,071951,072036,072058,072214,072235,072308,072424,072729,072909,073119,073219,073313,073357
2,MS2259-0,,,,,070111,070517,070528,070623,070706,070750,,,071057,071425,071813,071941,072025,072141,072214,072340,072435,072551,072814,073025,073109,073152,073252,073429,073502,073629,073702,073807,073944,074017,074050,074155,074503,074725,,,075040,075134
3,MX1698-0,070111,071236,071425,071625,071730,072036,072130,072235,072351,072446,072602,072656,072836,073230,073619,073734,073818,073944,074017,074155,074241,074419,074630,074841,074935,075029,075156,075338,075433,075655,075738,075822,075950,080014,080037,080143,080524,080735,080917,081023,081150,081235
4,MX4068-0,,073219,073418,073619,073933,074335,074441,074547,074830,074913,075123,075221,075327,075706,080121,080249,080344,080513,080557,080746,080831,081001,081246,081509,081615,081710,081827,082006,082112,082312,082419,082547,082619,082652,082819,082924,083314,083431,083642,083747,083903,083935
5,MS1953-0,,074536,074757,075040,075243,075644,075822,075917,080110,080205,080333,080451,080535,080906,081257,081436,081520,081648,081805,081911,082006,082134,082357,082630,082724,082808,082924,083050,083156,083358,083452,083536,083620,083703,083808,084018,084351,084602,084814,084941,085056,085151
6,MX4310-0,,080418,080746,081001,081341,081754,081911,082039,082229,082324,082503,082703,082902,083253,083703,083819,083903,084018,084051,084221,084305,084446,084613,084857,084951,085035,085151,085313,085419,085619,085713,085808,085956,090028,090112,090231,090610,090809,091041,091146,091316,091359
7,MX1624-0,080513,082039,082207,082441,082703,083018,083145,083325,083620,083714,083956,084134,084156,084540,084919,085035,085118,085302,085346,085524,085608,085808,090101,090253,090358,090443,090559,090726,090758,090936,091030,091146,091221,091254,091316,091432,091820,091936,092136,092243,092348,092432
8,MS2365-1,,084156,084435,084635,084836,085241,085535,085808,085912,090007,090155,090315,090347,090715,091113,091221,091305,091432,091526,091642,091726,091915,092158,092348,092421,092611,092644,092813,092858,093037,093131,093250,093439,093501,093545,093650,094016,094132,094228,094450,094555,094649
9,MX1693-1,,090304,090559,090747,091157,091504,091715,091820,092031,092136,092316,092359,092454,092835,093228,093356,093439,093617,093722,093921,094005,094204,094355,094639,094744,094838,095015,095142,095241,095453,095547,095716,095907,095928,095950,100057,100403,100520,100741,100814,100919,100941
10,MS2259-1,090336,092158,092644,092717,093026,,093523,093701,094037,,,,,094921,095303,095431,095610,,095749,095918,095950,100140,100403,100614,100719,100752,,101013,101045,101259,101355,101450,101755,101839,101955,102122,102512,102617,103017,103028,103154,103229
11,MX1698-1,,094048,094228,094450,094700,095037,095131,095252,095431,095537,095727,095833,100003,100330,100719,100846,100930,101035,101150,101321,101428,101650,101901,102111,102205,102249,102355,102555,102639,102807,102901,102955,103100,103133,103302,103441,103830,104031,104220,104336,104420,104452
12,MX4068-1,,100213,100531,100814,101216,101556,101817,101955,102144,102227,102512,102617,102807,103143,103546,103725,103819,103935,104031,104220,104314,104514,104829,105100,105216,105310,105416,105521,105616,105804,105909,110003,110048,110120,110204,110330,110650,110755,110911,111027,111122,111208
13,MS1953-1,100352,104452,104640,104850,105111,105543,105659,105930,110258,110355,110555,110650,110827,111208,111557,111725,111820,111938,112033,112200,112243,112504,112737,112938,113022,113116,113236,113341,113424,113540,113635,113708,113802,113845,113919,114036,114340,114551,114824,114919,115046,115118
14,MS2243-0,,102100,102406,102700,103122,103525,103758,103903,104125,104209,104420,104514,104619,104944,105344,105449,105543,105659,105804,105952,110048,110247,110501,110711,110806,110849,110955,111111,111154,111325,111452,111609,111725,111809,111842,112011,112338,112515,112726,112843,112938,113033
15,MX4310-1,,110342,110700,110922,111230,111557,111704,111906,112359,112504,112704,112810,113022,113330,113740,113858,113930,114057,114141,114256,114402,114540,114750,114951,115046,115140,115246,115414,115457,115602,115646,115741,115846,115929,120047,120203,120534,120744,120944,121049,121206,121311
16,MX1624-1,,112232,112537,112737,112949,113403,113446,113602,113909,114036,114141,114245,114435,114803,115151,115341,115425,115613,115657,115846,115940,120141,120418,120617,120701,120755,120901,121017,121100,121249,121322,121449,121534,121556,121640,121756,122145,122334,122537,122643,122737,122821
17,MS2365-2,,114424,114656,114835,115118,115435,115657,115802,120036,120119,120310,120355,120440,120806,121206,121406,121439,121545,121650,121828,121901,122101,122312,122504,122559,122643,122759,122906,122949,123127,123236,123403,123552,123635,123708,123813,124129,124235,124445,124551,124645,124717
18,MX1693-2,,120227,120534,120722,120901,121228,121344,121501,121734,121850,122050,122145,122420,122759,123127,123236,123331,123446,123541,123751,123918,124129,124319,124540,124612,124706,124835,125004,125047,125214,125320,125425,125625,125658,125835,125952,130346,130514,130713,130818,130923,130956
