,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070215,070521,070721,070920,070952,071118,071140
1,MS2243-0,,,,,,,,,,,,,,,,070108,070153,070258,070353,070554,070638,070826,071024,071236,071342,071437,071553,071720,071814,071952,072035,072108,072224,072245,072318,072435,072717,072855,073000,073126,073242,073315
2,MS2365-0,,,,,070108,070226,070331,070426,070510,070605,070753,070837,070920,071225,071615,071731,071803,071930,,072129,072151,072339,072601,072811,072906,073000,073104,073242,073325,073441,073524,073556,073734,073755,073828,073943,074247,074353,074552,074646,074740,074814
3,MS2025-0,070108,073053,073336,073452,073650,073932,074005,074109,074214,074257,074403,074447,074624,075013,075415,075531,075614,075719,075824,080013,080046,080234,080423,080644,080748,080832,080936,081102,081156,081356,081450,081522,081605,081627,081710,081826,082215,082319,082426,082531,082636,082719
4,MS1903-0,,071342,071604,071720,071858,072014,072057,072202,072350,072435,072551,072623,072811,073115,073441,073556,073629,073723,073817,073943,074005,074120,074308,074519,074603,074646,074740,074847,074941,075130,075203,075236,075342,075404,075426,075542,075802,075918,080057,080202,080306,080339
5,MS1044-0,,074552,074740,074847,075046,075404,075426,075520,075719,075741,075834,075918,080035,080350,080738,080842,080925,081030,081113,081229,081312,081439,081616,081837,081931,082016,082110,082215,082258,082520,082553,082636,082741,082803,082836,082941,083224,083415,083520,083659,083805,083848
6,MS2095-0,,080507,080716,080842,081135,081439,081501,081544,081743,081826,081953,082026,082225,082542,082919,083024,083118,083224,083308,083426,083458,083626,083816,084026,084059,084143,084248,084415,084509,084719,084813,084835,084951,085001,085034,085139,085437,085605,085711,085827,085922,085955
7,MS1953-1,081627,084331,084447,084636,084835,085202,085235,085353,085616,085711,085827,085922,090049,090355,090744,090901,090922,091027,091100,091238,091300,091450,091700,091849,091921,092005,092110,092226,092320,092459,092532,092637,092741,092827,092859,093005,093249,093344,093606,093639,093733,093806
8,MR8583-0,,082258,082604,082803,082908,083257,083426,083509,083553,083648,083805,083848,083942,084259,084625,084741,084803,084907,084951,085139,085202,085330,085521,085733,085806,085849,085955,090100,090144,090300,090332,090428,090544,090617,090650,090744,091049,,091345,091450,091555,091628
9,MS2243-1,,090038,090217,090439,090628,090933,091006,091155,091227,091311,091512,091555,091744,092038,092415,092532,092554,092720,092752,092911,092954,093205,093344,093554,093649,093733,093817,093933,094029,094156,094300,094345,094429,094502,094640,094745,095050,095226,095353,095458,095542,095625
