,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4503-0,,,,,,,,,,,,,,,,,,,,1,1,1,-1
1,AA74-92-0,,,,,,,,1,-1,-1,-1,,-1,1,1,1,1,1,4,1,1,,
2,MW4705-0,,,,,,,,1,-1,-1,-1,-1,-1,1,1,1,1,1,4,1,,,
3,MR7964-0,,,,,,1,-1,-1,1,-1,-1,-1,-1,1,1,1,,,,,,,
4,AA6952-0,,,,,-1,,-1,-1,1,-1,-1,-1,-1,1,1,1,1,,,,,,
5,AA69-59-0,,,1,,-1,1,3,1,,,,,,,,,,,,,,,
6,MW4781-0,,-1,-1,-1,-1,4,3,,,,,,,,,,,,,,,,
7,AA74-39-0,,-1,-1,-1,-1,1,2,1,,,,,,,,,,,,,,,
8,MS4750-0,,,,,-1,3,3,1,,,,,,,,,,,,,,,
9,AA6345-0,-1,,,,,,,,,,,,,,,,,,,,,,
10,MW4647-0,-1,-1,-1,-1,-1,2,,,,,,,,,,,,,,,,,
11,MW3204-0,,,,,-1,1,3,1,,,,,,,,,,,,,,,
12,AA7032-0,-1,-1,,,,,,,,,,,,,,,,,,,,,
