,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MW3528-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070127,070542,070816,071006,071111,071206,071238,071322,071438,071606,071725,071947,072107,072214
1,MS1695-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070211,070317,070437,070510,071049,071311,071511,071617,071736,071831,071959,072107,072226,072310,072439,072958,073232,073516,073622,073811,073939,074047,074203,074320,074426,074604,074709,074837
2,MW2780-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070426,070637,070816,071100,071206,071322,071438,071511,071606,072107,072259,072439,072555,072650,072747,072852,072947,073053,073127,073232,073717,073950,074120,074258,074404,074553,074659,074753,074909,075026,075142,075300,075406
3,MS2259-0,,,,,,,,,,,,,,,,,,,,,,,,,070103,070244,070350,070437,070626,070710,070754,070911,070944,071006,071122,071500,071853,,072023,072130,072214,072332,072439,072820,073104,073127,073516,073622,073822,073928,074109,074214,074637,074920,075058,075215,075427,075511,075638,075733,075850,080006,080133,080629,080948,081210,081410,081516,081622,081750,081918,082025,082203,082437,082616,082807
4,MW2390-0,,,,,,,,,,,,,070103,070138,070531,070659,070732,070837,070955,071111,071144,071322,071555,071758,071842,072045,072226,072321,072522,072606,072650,072757,072831,072852,073009,073305,073410,073611,073655,073749,073833,074014,074142,074458,074709,074753,075142,075311,075416,075522,075616,075700,080155,080429,080640,080747,080904,081009,081147,081254,081432,081538,081717,082237,082521,082733,082839,083029,083220,083337,083504,083623,083741,083953,084145,084324
5,MW2856-0,,070211,070415,070553,070754,071006,071038,071144,071417,071449,071702,071747,071936,072310,072712,072841,072925,073053,073149,073316,073400,073538,073728,073939,074014,074203,074342,074447,074604,074648,074720,074826,074859,075026,075131,075500,075638,075839,075944,080111,080155,080312,080418,080831,080948,081053,081400,081505,081622,081717,081812,081907,082416,082744,082923,083029,083146,083231,083359,083515,083634,083708,083825,084431,084705,084835,085058,085238,085428,085534,085652,085811,085916,090129,090321,090430
6,MW3053-0,071959,072119,072321,072522,072725,073149,073410,073549,073749,073833,074003,074047,074131,074458,074848,075015,075058,075215,075311,075449,075533,075755,075955,080206,080239,080429,080556,080640,080831,080904,080948,081020,081104,081221,081327,081622,081728,081907,082057,082214,082321,082437,082543,082711,082912,083029,083348,083504,083623,083730,083803,083859,084431,084705,084857,085014,085130,085238,085417,085545,085714,085811,085949,090443,090730,090837,091006,091111,091250,091640,091800,091928,092057,092309,092459,092659
7,MW3528-1,072237,074236,074458,074648,074848,075142,075344,075500,075616,075711,075900,075944,080017,080323,080702,080809,080853,081031,081104,081243,081327,081527,081728,081918,082003,082152,082321,082404,082627,082711,082807,082934,083007,083029,083146,083515,083656,083803,083921,084017,084050,084207,084313,085003,085141,085249,085607,085725,085822,090055,090151,090237,090646,090910,091049,091155,091355,091439,091640,091748,091856,091928,092108,092532,092816,093052,093158,093304,093515,093622,093729,093845,094003,094249,094406,094512
8,MP5834-0,,075649,075817,080017,080228,080502,080607,080736,080936,081020,081210,081305,081421,081750,082141,082259,082343,082448,082532,082711,082755,083007,083231,083515,083612,083825,083942,084039,084324,084420,084526,084548,084632,084716,084824,085109,085238,085428,085523,085618,085641,085822,085916,090237,090430,090646,091006,091100,091217,091311,091417,091501,091940,092153,092331,092415,092604,092659,092827,092922,093114,093209,093326,093856,094120,094311,094428,094607,094650,094843,094959,095116,095316,095516,095654,095843
9,MS1695-1,080702,081159,081400,081538,081918,082226,082426,082605,082817,082901,083209,083253,083348,083656,084112,084313,084357,084610,084643,084846,084930,085130,085344,085607,085703,085905,090022,090106,090237,090332,090454,090622,090657,090730,090848,091228,091450,091640,091748,091856,091940,092057,092204,092459,092637,092754,093158,093242,093326,093600,093718,093751,094226,094450,094701,094821,095032,095127,095305,095410,095505,095611,095738,100256,100552,100720,100955,101144,101406,101511,101734,101850,102007,102241,102443,102632
10,MW2780-1,,083040,083242,083526,083848,084218,084335,084621,084835,084930,085119,085238,085322,085703,090033,090151,090237,090356,090454,090635,090719,090910,091133,091344,091417,091618,091737,091811,092046,092142,092237,092353,092415,092437,092554,092827,093007,093158,093337,093453,093527,093707,093812,093940,094154,094344,094701,094810,094843,095054,095210,095254,095705,095927,100149,100245,100350,100458,100625,100720,100911,101005,101111,101533,101755,102040,102146,102336,102515,102632,102810,102927,103116,103400,103528,103706
11,MS2259-1,,085215,085512,085822,090033,090443,090657,090859,091100,091155,,091501,091534,091856,092237,092404,092459,092710,092743,092922,093029,093220,093420,093644,093751,094014,094154,094249,094512,094607,094736,094937,095010,095043,095200,095549,095654,095927,100022,100139,100234,100414,100911,101016,101322,101333,101711,101828,102007,102241,102336,102421,103000,103506,103728,103845,104003,104108,104309,104415,104542,104648,104828,105302,105608,105853,110032,110200,110436,110553,110731,110910,111100,111440,111630,111809
12,MW2856-1,090454,093220,093453,093718,093929,094249,094355,094501,094725,094810,095021,095105,095232,095559,100000,100128,100212,100414,100520,100731,100816,101038,101311,101533,101628,101901,102007,102124,102241,102336,102358,102515,102548,102621,102716,103011,103138,103338,103444,103600,103644,103856,103951,104320,104459,104615,105017,105112,105207,105418,105557,105641,110211,110436,110636,110815,111005,111111,111302,111419,111557,111652,111820,112328,112611,112728,112909,113025,113214,113352,113721,113839,113956,114113,114219,114335
13,MW2390-1,,091322,091534,091811,092003,092331,092543,092754,092922,093041,093231,093304,093431,093845,094249,094428,094512,094650,094747,094926,095021,095316,095611,095821,095927,100139,100328,100414,100552,100647,100742,100838,100900,100922,101049,101417,101606,101828,101945,102051,102146,102303,102421,102810,103022,103138,103433,103600,103655,103918,104035,104119,104615,105006,105302,105356,105524,105641,105831,105936,110105,110200,110339,110910,111145,111419,111557,111747,111925,112244,112400,112539,112803,113014,113152,113331
14,MW3053-1,,095327,095611,095949,100234,100603,100827,101016,101227,101333,101522,101628,101817,102135,102537,102654,102749,102854,103011,103138,103233,103422,103644,103834,103929,104141,104258,104331,104510,104604,104838,104944,105006,105145,105251,105608,105725,105947,110105,110211,110306,110436,110541,110720,110921,111134,111419,111535,111747,111853,112021,112105,112622,112836,113036,113152,113331,113436,113604,113710,113806,113901,114041,114546,114831,115104,115202,115246,115403,115531,115742,115953,120335,120641,120821,120948
