,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MS2365-0,,,,,,,,,,,,,,,,,,,,,,,,,,070105,,,,070117,070151,070224,070246,070331,070405,070510,070850,070956,071155,071311,071441,071502
1,MW5264-0,,,,,,,,,,,,,,070105,070224,070331,070353,070449,070532,070649,070722,070850,071050,071301,071357,071441,071556,071723,071817,072029,072102,072146,072314,072358,072441,072609,072958,073136,073336,073430,073536,073619
2,MS2259-0,,,,070105,070129,070320,070331,070427,,070638,070850,070923,070956,071419,071817,071922,072018,,072230,072325,072347,072525,072725,072947,073031,073125,073231,073347,073441,073608,073640,073724,073807,073851,074017,074205,074521,,074804,074910,075015,075110
3,MX1509-0,,071408,071546,071745,072007,072336,072431,072609,072831,072947,073031,073147,073314,073640,074039,074216,074249,074405,074449,074626,074721,074859,075131,075342,075436,075541,075635,075813,075919,080141,080235,080319,080351,080435,080508,080646,080952,081152,081353,081447,081553,081625
4,MS1935-0,072558,073125,073325,073514,073912,,074405,074521,074637,074732,074848,075004,075142,075508,075908,080046,080202,080329,080340,080540,080624,080813,081014,081235,081319,081415,081520,081647,081731,081858,081942,082016,082143,082215,082248,082404,082741,082952,083151,083309,083426,083521
5,MS1953-0,074543,074615,074837,075059,075216,075552,075708,075751,080003,080024,080141,080246,080351,080657,081047,081224,081257,081415,081531,081647,081731,081920,082121,082342,082436,082520,082625,082741,082824,082952,083035,083118,083151,083247,083320,083448,083816,084007,084145,084240,084357,084440
6,MW5537-0,080424,082331,082541,082741,082941,083225,083331,083554,083849,083922,084123,084219,084313,084651,085029,085145,085218,085357,085441,085618,085712,085919,090108,090318,090402,090445,090550,090706,090802,090919,090951,091035,091150,091202,091235,091341,091658,091803,091930,092025,092130,092215
7,MW5346-0,,080457,080646,080919,081108,081436,081542,081709,081836,081953,082121,082215,082404,082719,083108,083236,083320,083426,083510,083638,083722,083933,084229,084440,084535,084619,084724,084830,084924,085040,085145,085250,085357,085430,085451,085546,085919,090024,090151,090307,090423,090456
8,MS2365-1,,084007,084123,084324,084630,084913,085102,085218,085441,085524,085723,085806,085952,090318,090655,090824,090857,091024,091129,091246,091308,091446,091708,091919,091951,092036,092119,092247,092342,092531,092625,092719,092803,092835,092910,093016,093333,093416,093543,093753,093859,093933
9,MW5264-1,090035,090119,090402,090550,090813,091118,091402,091518,091730,091835,092058,092236,092425,092730,093121,093238,093333,093500,093543,093753,093837,094122,094332,094553,094637,094720,094827,094954,095048,095206,095250,095344,095430,095451,095524,095630,095946,100113,100239,100409,100503,100557
10,MS2259-1,090151,092003,092141,092436,092825,093300,093405,093449,,,094144,094206,,094709,095110,095217,095301,095440,095513,095641,095757,095957,100207,100409,100441,100535,100629,100734,,101029,101112,101155,101312,101334,101357,101514,101808,102050,,102240,102345,102419
11,MS1935-1,093815,100018,100228,100503,100840,101133,101357,101558,101840,101945,102112,102251,102408,102755,103209,103348,103433,103600,103644,103822,103916,104141,104345,104630,104725,104820,104936,105103,105146,105346,105441,105536,105631,105704,105831,105947,110346,110608,110746,110913,111040,111124
12,MX1509-1,,094133,094321,094658,095110,095557,095808,095957,100239,100357,100546,100808,100956,101334,101725,101913,101945,102112,102229,102419,102502,102734,103017,103231,103304,103400,103516,103633,103717,103844,103950,104036,104130,104156,104218,104345,104652,104842,105103,105209,105314,105408
13,MS2243-0,,102145,102345,102545,102828,103348,103622,103800,103939,104036,104229,104334,104408,104747,105135,105303,105346,105514,105619,105831,105925,110135,110357,110608,110724,110808,110851,111018,111051,111230,111325,111347,111442,111525,111558,111703,112042,112231,112409,112452,112557,112702
14,MS1953-1,,104312,104525,104947,105325,105725,105831,105947,110241,110335,110514,110608,110735,111102,111442,111631,111703,111820,111915,112031,112125,112303,112536,112746,112840,112923,113007,113123,113206,113419,113513,113545,113712,113744,113817,113944,114250,114452,114642,114726,114831,114926
15,MW5346-1,110252,110441,110714,110946,111157,111609,111842,111958,112220,112303,112503,112608,112746,113112,113502,113640,113723,113839,113944,114206,114250,114536,114831,115054,115200,115244,115328,115455,115527,115655,115811,115905,115959,120021,120053,120159,120514,120608,120830,120935,121040,121113
16,MW5537-1,,112325,112619,112912,113334,113640,113900,114100,114514,114609,114831,115010,115149,115517,115905,120115,120209,120336,120431,120641,120735,121019,121303,121515,121620,121714,121809,121935,122031,122147,122242,122348,122549,122611,122643,122810,123137,123328,123600,123705,123812,123844
17,MS2365-2,,114452,114747,115021,115306,115739,115916,120242,120546,120641,120841,120946,121029,121347,121736,121935,122019,122210,,122600,122643,122843,123043,123306,123349,123443,123538,123705,123750,123949,124043,124138,124246,124330,124446,124612,124940,125128,125341,125445,125602,125635
18,MW5264-2,,120336,120452,120735,121040,121303,121537,122104,122527,122611,122810,122926,123021,123349,123739,123855,123939,124116,124225,124351,124507,124750,125013,125214,125246,125341,125602,125707,125751,125908,130027,130121,130303,130336,130420,130632,131000,131149,131433,131539,131624,131657
19,MS2259-2,,122221,122400,122632,122916,124152,124435,124739,124919,125034,125236,125319,125402,125729,130132,130325,130420,130559,130632,,131011,131234,131423,131635,131730,131825,131953,132036,132119,132308,132402,132507,132551,132634,132750,132908,133245,133351,,133646,133802,133834
