,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,AA7539-0,,,,,,,,,,,,,,,,,2,-1,-1,1,-1,1,1,-1
1,AA7931-0,,,,,,,,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1
2,MX4535-0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1
3,MX4021-0,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1
4,AA6760-0,,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,-1,,-1,1,1,1,1,-1
5,AA7712-0,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,2,1,-1,1,1,1,1,-1
6,AA7708-0,-1,-1,1,-1,1,,1,1,1,1,1,1,,1,1,1,2,2,-1,1,1,1,1,-1
7,AA7559-0,-1,1,1,1,1,,,,,,,,,,-1,,2,,-1,,,1,,-1
8,AA6942-0,1,1,1,-1,4,,1,1,1,1,1,1,1,1,1,1,1,,-1,1,1,1,1,-1
9,AA7749-0,1,-1,1,2,,,1,1,1,1,1,1,1,1,1,1,2,,-1,,,1,1,-1
10,AA7764-0,1,1,1,1,,1,1,1,1,1,1,1,1,1,-1,1,1,2,-1,1,1,1,1,-1
11,AA7539-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1
12,AA7931-1,1,-1,1,1,2,1,2,1,1,1,1,1,1,1,-1,1,1,1,-1,1,2,1,2,-1
13,MX4535-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,3,1,-1,1,3,1,1,-1
14,MX4021-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,3,1,1,-1
15,AA7712-1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,2,1,1,-1
16,AA7708-1,4,1,1,1,,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1
17,AA7559-1,1,1,1,1,4,,1,1,1,1,1,1,1,1,-1,,2,,-1,1,1,1,1,-1
18,AA6942-1,4,1,1,1,,,1,1,1,1,1,1,,,-1,1,2,1,-1,1,1,1,1,-1
19,AA7749-1,1,1,1,1,1,,1,1,1,1,1,1,1,1,-1,1,2,,-1,,2,1,1,-1
20,AA7764-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,1,1,1,1,-1
21,AA7539-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,2,1,-1,2,3,1,1,-1
22,AA7450-0,,1,1,1,,1,1,1,1,1,1,1,1,1,-1,1,1,2,-1,2,2,1,3,-1
23,AA7931-2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1
24,MX4535-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,2,1,1,1,-1
25,MX4021-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,2,3,-1,1,2,1,1,-1
26,AA6760-1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,2,,-1,,2,1,2,-1
27,AA7712-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,2,1,-1,2,2,1,1,-1
28,AA7393-0,1,1,1,1,,,1,1,1,2,2,1,1,1,-1,1,2,1,-1,2,2,1,1,-1
29,AA7708-2,,,,,3,1,1,1,1,2,2,1,1,1,1,1,2,1,-1,2,2,1,1,-1
30,AA6942-2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,-1,1,1,,-1,,,1,1,-1
31,AA7559-2,,,,,,,,,,,1,1,1,1,1,1,2,,-1,4,2,1,1,-1
32,AA7764-2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
33,AA7749-2,1,1,1,1,1,,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
34,AA7450-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
35,AA7539-3,,,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,,4,2,1,1,-1
36,AA7931-3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
37,MX4535-3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
38,MX4021-3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
39,AA7393-1,,,,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
40,AA6760-2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,,-1,4,2,1,1,-1
41,AA7712-3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
42,AA7708-3,,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
43,AA6942-3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,,-1,4,2,1,1,-1
44,AA7749-3,1,1,1,1,1,,1,1,1,2,1,1,1,1,-1,1,1,,,4,2,1,1,-1
45,AA7764-3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
46,AA7450-2,1,1,1,1,1,,1,1,1,2,1,1,1,1,-1,1,1,,-1,4,2,1,1,-1
47,MW5936-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
48,AA7539-4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
49,AA7931-4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
50,MX4535-4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
51,AA7393-2,,,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
52,MX4021-4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
53,AA7708-4,,,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
54,AA7712-4,,,,,,,,,,,,,,,,1,1,,,4,2,1,1,-1
55,AA7559-3,,,,,,,,,,2,1,1,,1,-1,1,1,,-1,,2,,,-1
56,AA7749-4,1,1,1,1,1,,1,1,1,2,1,1,1,,-1,1,1,,-1,4,2,1,1,-1
57,MX4535-5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
58,AA7764-4,1,1,1,1,,,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
59,AA7450-3,1,1,1,1,1,,1,1,1,2,1,1,1,1,-1,1,1,,-1,4,2,1,1,-1
60,AA7539-5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
61,AA7931-5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
62,MW5191-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
63,AA7393-3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
64,AA7559-4,1,1,1,,,,,,,,,,1,1,-1,1,1,,-1,4,2,1,1,-1
65,AA7764-5,,,,,,,,,,,,,,1,-1,1,1,1,-1,4,2,1,1,-1
66,AA7712-5,,,,,,,,,,,,,,1,-1,1,1,1,-1,4,2,1,1,-1
67,AA7708-5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
68,AA7749-5,1,1,1,,1,,1,1,1,2,1,1,,1,-1,,1,,-1,4,2,1,1,-1
69,MX4535-6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
70,AA7931-6,,,,,,,,,,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
71,AA7539-6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
72,MX4021-5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
73,AA6760-3,,,,,,,,,,,1,1,1,1,-1,1,1,,-1,4,2,1,1,-1
74,MW5191-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
