,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070104,070559,070830,071040,071155,071251,071345,071428,071533,071617,071722,071900,072005,072110
1,MS2025-0,,,,,,,,070104,070137,070243,070317,070400,070830,071018,071218,071312,071417,071501,071606,071701,071816,071900,072016,072522,072754,072858,072952,073046,073203,073226,073332,073406,073501,073616,073721,073848
2,MW5645-0,070104,071218,071301,071356,071501,071555,071900,072016,072216,072321,072407,072450,072941,073215,073428,073522,073638,073743,073920,074025,074130,074213,074339,074831,075114,075335,075502,075557,075629,075712,075755,075911,080017,080216,080321,080418
3,MX1517-0,,072847,073003,073046,073237,073344,073627,073732,073815,074058,074141,074213,074726,074937,075135,075230,075347,075419,075546,075640,075755,075839,080017,080502,080744,081007,081101,081238,081418,081501,081607,081712,081828,081932,082059,082154
4,MS2243-0,074538,074705,074810,074915,075020,,075513,075618,075817,075911,075954,080039,080556,080819,081017,081122,081238,081345,081450,081545,081650,081755,081911,082353,082614,082802,082951,083106,083233,083337,083453,083558,083702,083808,083902,084040
5,MS2365-0,074705,080755,080913,080956,081144,081311,081556,081701,081817,082059,082132,082215,082657,082856,083044,083200,083254,083348,083453,083536,083641,083713,083829,084312,084555,084711,084859,084953,085047,085214,085330,085414,085529,085646,085751,085907
6,MS1903-0,,082320,082353,082437,082625,082657,083012,083106,083222,083453,083558,083652,084145,084417,084649,084754,084859,084942,085109,085203,085308,085341,085457,090003,090234,090400,090527,090621,090653,090831,090914,091030,091135,091324,091420,091547
7,MS1953-1,084605,085341,085435,085529,085657,085741,090057,090151,090234,090328,090400,090454,090947,091135,091313,091409,091514,091558,091652,091758,091841,091935,092051,092605,092825,093046,093202,093256,093350,093455,093539,093633,093749,093951,094119,094235
8,MS2025-1,091347,091514,091558,091652,091830,091935,092218,092312,092428,092659,092742,092836,093339,093528,093727,093845,094002,094046,094224,094329,094413,094528,094644,095148,095420,095619,095735,095902,100051,100156,100301,100355,100501,100711,100900,101004
9,MW5645-1,091631,093256,093412,093455,093644,093845,094130,094246,094402,094518,094601,094655,095242,095452,095641,095746,095840,095945,100113,100156,100301,100333,100501,101004,101236,101434,101539,101730,101907,102002,102118,102234,102339,102454,102610,102715
10,MX1517-1,,,,095608,095746,095902,100156,100301,100429,100534,100628,100711,101257,101646,101951,102107,102212,102255,102422,102454,102610,102704,102831,103322,103555,103815,104025,104119,104257,104445,104629,104738,104925,105030,105218,105428
11,MS2243-1,101026,101142,101236,101402,101539,101708,102024,102118,102317,102400,102443,102538,103008,103155,103332,103428,103544,103649,103815,103848,104004,104047,104224,104705,104925,105030,105218,105323,105356,105439,105545,105651,105807,105922,110038,110205
12,MS2365-1,102317,103040,103134,103217,103649,103710,103953,104109,104152,104435,104546,104643,105207,105417,105617,105745,105922,110017,110154,110237,110404,110458,110635,111128,111413,111634,111738,111843,111937,112115,112209,112313,112429,112700,112848,113004
13,MS1903-1,,,,,,,110154,110259,110425,110530,110646,110718,111235,111518,111728,111821,111926,112010,112220,112324,112429,112534,112700,113152,113444,113644,113759,113925,114052,114229,114356,114523,114700,114838,115015,115130
14,MX1537-0,,,114030,114157,114407,114544,114849,115037,115257,115518,115636,115719,120329,120623,120858,121004,121204,121331,121508,121614,121719,121824,121950,122525,122818,123050,123311,123429,123523,123640,123808,124008,124218,124429,124639,124744
15,MS1953-2,114450,115836,115931,120130,120318,120434,120728,120814,120942,121037,121153,121236,121813,122130,122326,122410,122525,122620,122757,122840,122956,123050,123155,123713,123957,124145,124356,124501,124650,124755,124849,125005,125121,125258,125436,125540
16,MS2025-2,121907,122025,122141,122326,122609,122735,123039,123145,123217,123429,123523,123607,124040,124240,124440,124617,124806,124911,125059,125131,125236,125341,125508,130003,130214,130446,130602,130656,130848,131110,131217,131356,131534,131851,132051,132218
17,MW5645-2,123101,124251,124418,124534,124744,124911,125247,125352,125436,125657,125823,125907,130457,130718,130931,131048,131228,131345,131502,131556,131713,131745,131934,132450,132733,132922,133100,133239,133334,133429,133546,133702,133829,134040,134218,134345
18,MX1517-2,130141,130236,130341,130446,130656,130814,131132,131228,131312,131407,131502,131607,132207,132407,132545,132650,132817,132922,133100,133154,133301,133334,133451,133945,134229,134440,134619,134745,134903,135030,135135,135313,135451,135733,135922,140038
19,MS2243-2,132007,132251,132345,132512,132639,132744,133121,133206,133345,133608,133702,133746,134207,134418,134619,134724,134841,134946,135135,135229,135356,135440,135606,140111,140354,140521,140626,140742,141015,141131,141246,141413,141550,141728,141845,142057
20,MS2365-2,132806,134145,134239,134333,134546,134630,135008,135113,135240,135451,135628,135712,,140521,140742,140848,141036,141203,141340,141445,141623,141717,141856,142434,142740,142930,143140,143308,143402,143529,143647,143753,143921,144122,144238,144501
21,MS1903-2,135712,135849,135943,140027,140216,140354,140709,140825,140909,141015,141109,141152,141550,141801,142035,142140,142307,142413,142551,142634,142750,142835,143024,143507,143825,144038,144144,144322,144429,144702,144818,144956,145241,145535,145735,145851
22,MX1537-1,141612,141833,141929,142035,142224,142413,142729,142908,142951,143224,143402,143507,144027,144238,144450,144607,144745,144913,145051,145208,145302,145357,145524,150029,150312,150557,150713,150901,151006,151259,151509,151636,151836,152130,152329,152528
23,MS1953-3,142445,143836,143932,144100,144249,144440,144818,144913,145018,145241,145419,145513,150039,150301,150524,150640,150756,150933,151143,151237,151353,151509,151636,152235,152456,152708,152835,152920,153026,153345,153546,153745,153922,154122,154250,154641
24,MS2025-3,145735,145955,150050,150133,150323,150430,150724,150818,151038,151154,151259,151342,152004,152235,152435,152518,152740,152920,153048,153142,153248,153356,153524,154039,154323,154630,154746,154923,155050,155321,155614,155846,160108,160245,160401,160705
25,MW5645-3,151100,152329,152413,152539,152740,152847,153154,153310,153502,153735,153901,153955,154535,154851,155111,155249,155520,155646,155834,155951,160140,160234,160444,161040,161345,161629,161808,161924,162040,162322,162838,163251,163450,163712,163817,164037
26,MX1517-3,154228,154334,154430,154546,154756,155018,155353,155458,155552,155802,155907,155951,160412,160632,160842,160947,161228,161323,161523,161618,161724,161818,161946,162439,162711,162923,163112,163218,163335,163617,163817,164426,164744,165016,165142,165330
