,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
17,MS1695-2,,110535,110830,111052,111325,111642,111853,112115,112420,112516,112811,112917,113106,113520,113924,114030,114125,114314,114336,114516,114610,114833,115056,115320,115404,115617,115745,115852,120042,120159,120350,120457,120551,120707,120814,121058,121320,121459,121618,121736,121831,122010,122116,122426,122616,122841,123220,123326,123516,123611,123844,123928,124351,124541,124742,124837,125017,125123,125323,125429,125545,125640,125818,130302,130630,130842,131021,131148,131304,131410,131540,131658,131848,132110,132227,132545
18,MW2780-2,,112644,113011,113236,113458,113902,114157,114443,114950,115045,115309,115415,115533,115936,120307,120424,120457,120624,120707,120858,120941,121248,121448,121639,121703,121853,122032,122106,122247,122321,122426,122532,122616,122745,122902,123231,123505,123705,123811,123928,124022,124212,124318,124447,124614,124753,125123,125239,125407,125629,125829,125935,130408,130630,130832,131021,131209,131326,131507,131603,131742,131848,132026,132512,132841,133114,133337,133504,133706,133833,134003,134131,134258,134500,134638,134935
19,MS2259-2,,115320,115606,115734,120042,120507,120752,121131,,121650,121904,121958,122138,122532,122935,123136,123242,,123454,123655,123800,124106,124307,124519,124552,124804,124932,125017,125239,125323,125429,125534,125607,125629,125734,130102,130156,,130430,130535,130630,130832,130948,,131456,,131943,132048,132216,132428,132534,132651,133241,133453,133655,133833,134036,134131,134309,134406,134500,134606,134745,135245,135532,135800,135917,140057,140155,140252,140501,140629,140724,141032,141226,141343
20,MS1935-2,,121226,121342,121628,122010,122310,122415,122745,123147,123242,123432,123538,123738,124139,124519,124647,124720,124910,124932,125134,125250,125523,125734,125945,130018,130229,130408,130513,130726,130821,130915,131021,131115,131231,131348,131731,131943,132154,132311,132428,132512,132724,132830,133136,133409,133515,133844,133939,134047,134309,134438,134522,135044,135415,135607,135738,135906,140002,140208,140314,140439,140534,140702,141203,141450,141745,141926,142049,142208,142326,142449,142616,142735,143208,143336,143611
21,MW3053-2,,123326,123527,123822,124117,124530,124742,124955,125334,125429,125701,125745,125924,130324,130652,130821,130915,131032,131209,131421,131507,131742,131954,132216,132249,132450,132629,132735,132947,133030,133125,133241,133325,133504,133611,133939,134141,134342,134427,134522,134606,134913,135019,135738,135951,140119,140411,140534,140651,140927,141032,141116,141545,141850,142111,142231,142435,142606,142809,142939,143132,143230,143409,143908,144156,144441,144609,144729,144933,145147,145248,145505,145736,150015,150155,150325
22,MS2365-2,124658,125723,130051,130357,130513,130821,130959,131348,131753,131848,132048,132216,132332,132724,133209,133348,133442,133622,133811,133917,134036,134247,134511,134711,134756,134957,135211,135321,135555,135727,135951,140108,140142,140303,140411,140808,141011,141203,141259,141406,141450,141756,141926,142555,142746,142928,143252,143430,143633,143908,144028,144123,144729,145136,145405,145550,145710,145831,150026,150143,150325,150422,150603,151256,151631,151935,152020,152223,152341,152641,152759,152931,153112,153240,153425,153604
23,MW2390-3,131551,131848,132026,132311,132629,132958,133220,133633,134120,134204,134449,134555,134700,135222,135716,135855,135951,140142,140241,140512,140629,140852,141138,141406,141501,141715,141953,142049,142242,142348,142638,142841,142950,143058,143219,143538,143728,143930,144017,144145,144240,144430,144558,144955,145211,145332,145614,145747,145915,150143,150252,150358,150957,151256,151555,151709,151827,152009,152210,152307,152437,152543,152715,153252,153552,153856,154025,154133,154355,154538,154720,154919,155110,155342,155521,155851
24,MS1695-3,133325,133453,133717,134003,134153,134533,134711,135200,135555,135631,135800,135917,140024,140428,141000,141116,141203,141355,141428,141629,141703,142049,142304,142510,142606,142809,142950,143036,143208,143453,143706,143802,143835,143908,144028,144441,144641,144910,145007,145125,145211,145354,145505,145820,150026,150131,150457,150603,150815,150932,151052,151137,151658,151935,152159,152330,152459,152616,152821,152919,153015,153112,153240,153756,154049,154311,154538,154731,154835,154941,155059,155243,155543,155818,155958,160223
25,MW2780-3,135643,135906,140108,140335,140523,141105,141439,141850,142231,142326,142449,142616,142757,143143,143600,143728,143824,144017,144123,144302,144408,144630,144859,145103,145211,145405,145603,145659,145820,145915,150048,150217,150314,150433,150541,150859,151041,151319,151427,151522,151555,151805,151924,152307,152459,152616,152931,153112,153240,153519,153648,153723,154300,154514,154658,154824,155005,155121,155255,155415,155554,155650,155807,160304,160645,160905,161100,161240,161357,161536,161653,161821,162202,162615,162812,163018
26,MS2259-3,141733,141756,141926,142208,142449,142852,143219,143740,144028,144134,144324,144452,144704,145052,145505,145636,145736,145853,145941,150121,150217,150508,150720,150932,151030,151245,151403,151438,151631,151732,151924,152105,152138,152210,152341,152737,152832,153123,153219,153337,153414,153552,153659,154014,154217,,154720,154801,154931,155206,155404,155448,155958,160211,160359,160539,160656,160743,160927,161028,161155,161251,161427,161922,162224,162527,162727,162847,163130,163333,163520,,164004,164309,164517,164814
27,MS1935-3,143824,144145,144346,144609,145019,145332,145603,150059,150325,150422,150541,150625,150709,151041,151438,151631,151721,151901,151946,152210,152330,152605,152810,153048,153145,153349,153519,153626,153842,153930,154014,154144,154227,154344,154501,154835,155021,155154,155342,155459,155521,155745,155840,160009,160223,160337,160720,160810,161001,161240,161346,161439,162017,162256,162516,162629,162836,162934,163117,163214,163344,,163603,164047,164357,164645,164836,165009,165210,165433,165550,165738,170414,170722,170902,171113
28,MW2856-2,145603,150026,150252,150541,150742,151137,151816,152319,152532,152641,152832,153015,153219,153604,154025,154155,154249,154417,154525,154720,154824,155121,155307,155521,155554,155745,155902,155958,160126,160223,160304,160359,160432,160517,160612,160938,161144,161357,161503,161620,161715,161944,162127,162245,162551,162705,163018,163130,163236,163458,163637,163716,164344,164612,164814,164945,165105,165210,165401,195405,195521,195616,195743,200249,200524,200757,200916,200959,201127,201338,201505,201613,201729,202014,202225,202437
29,MW3053-3,151403,152149,152426,152704,153112,153508,153626,154025,154428,154613,154857,155045,155133,155521,155935,160104,160148,160326,160421,160707,160821,161028,161240,161525,161620,161821,161922,162006,162151,162245,162330,162421,162443,162527,162643,162956,163105,163236,163407,163531,163637,163855,164110,164258,164422,164601,165009,165116,165255,165517,165726,165803,170352,170616,170850,171018,171146,171314,171503,171609,171737,171843,172034,172531,172816,173018,173135,173314,173537,173811,174106,175031,175739,180203,180459,181231
30,MS2365-3,154249,154538,154846,155255,155701,155958,160235,160634,161015,161122,161251,161357,161536,161922,162307,162505,162551,162727,162847,162945,163041,163322,163614,163811,163844,164037,164332,164444,164612,164656,164750,164847,164945,165054,165210,165539,165647,165837,165920,170033,170117,170257,170404,170711,170923,170945,171325,171503,171631,171905,172044,172139,172753,173102,173336,173442,173654,173821,174011,174128,174308,174341,174531,175053,175516,175907,180036,180203,180532,180735,180903,181103,181549,182021,182225,182616
31,MW5645-0,154624,161503,161715,162102,162527,163203,163822,164320,164634,164723,164858,164958,165149,165614,170044,170201,170246,170426,170510,170711,170817,171102,171336,171536,171631,171905,172034,172117,172318,172414,172520,172626,172720,172816,172944,173347,173537,173705,173821,174011,174044,174257,174414,174808,174958,175115,175443,175600,175644,175919,180109,180214,181635,181926,182203,182348,182755,182908,183047,183146,183327,183422,183558,184258,185154,185750,185932,190113,190345,190604,190832,191036,191305,191704,191956,192807
32,MW2390-4,160235,160656,160905,161218,161439,161922,162319,162727,163130,163236,163407,163458,163625,164015,164422,164601,164656,164814,164909,165043,165116,165350,165550,165803,165858,170055,170234,170319,170448,170543,170638,170806,170850,171018,171135,171441,171609,171810,171916,172034,172117,172307,172414,172742,172911,173135,173420,173548,173632,173905,174055,174150,174746,175009,175221,175315,175443,175549,175717,175812,175930,180014,180130,180649,181030,181741,181841,182050,182505,182616,182835,183014,183609,183924,184119,184759
33,MS1695-4,,162307,162603,162956,163603,164601,164933,165149,165455,165625,165815,165920,170033,170426,170806,170945,171029,171240,171314,171514,171631,171916,172212,172447,172531,172658,172816,172911,173051,173135,173230,173358,173431,173515,173632,174044,174224,174425,174531,174626,174710,174958,175115,175527,175655,175845,180152,180321,180438,180700,180936,181030,182304,182659,182908,183025,183525,183643,183828,183947,184058,184220,184353,184939,185921,190508,190648,191014,191348,191615,191800,191923,192135,192431,192653,193333
34,MX1544-0,163458,163917,164122,164506,164847,165444,165726,170330,170638,170744,170934,171018,171207,171609,172012,172139,172223,172414,172458,172709,172805,173051,173347,173559,173632,173832,174011,174117,174341,174458,174542,174746,174819,174914,175020,175410,175633,175856,180003,180120,180152,180343,180510,180841,181020,181158,181454,181624,181828,182130,182454,182529,184000,184320,184500,184629,185013,185132,185312,185418,185555,185627,185814,190604,191025,191411,191517,191814,192346,192704,192839,193025,193153,193512,193712,193902
35,MW2780-4,,165455,165815,170044,170341,170744,170945,171240,171620,171715,171832,172000,172201,172542,172956,173113,173208,173325,173442,173632,173716,173927,174224,174436,174509,174710,174903,174947,175126,175221,175337,175538,175611,175644,175801,180152,180354,180543,180700,180808,180841,181041,181147,181538,181741,181915,182247,182421,182616,182908,183146,183243,184748,185013,185154,185249,185521,185616,185736,185836,190007,190052,190215,191305,191550,191827,191956,192240,192535,192839,192934,193058,193250,193607,193851,194221
36,MS2259-4,171609,171854,172150,172414,172956,173358,173442,173621,173727,173854,174106,174201,174352,174723,175126,175254,175359,175549,175633,175919,180014,180237,181326,181538,181624,181752,181904,181959,182119,182214,182247,182359,182454,182616,182744,183110,183243,183459,183620,183707,183744,183935,184046,184426,184725,,185025,185132,185238,185510,185955,190334,191444,191704,191923,192029,192324,192453,192704,192741,192901,192958,193131,194411,194740,194942,195120,195226,195416,195659,195805,,200027,200249,200440,200640
37,MS1935-4,,174022,174308,174520,174936,175221,175505,175717,175919,180036,180226,180321,180510,180925,181358,181635,181741,182010,,182333,182432,182732,183536,183744,183817,183947,184058,184205,184353,184500,184640,184822,184906,185013,185121,185442,185627,185825,185932,190103,190203,190345,190442,,190938,191109,191411,191539,191642,191912,192102,192147,192807,193036,193216,193333,193545,193639,193829,193924,194042,194159,194327,194836,195120,195343,195521,195710,195805,200110,200216,200440,200556,200746,200854,201149
38,MS2365-4,,183631,183902,184058,184437,184844,185003,185238,185532,185649,185825,185921,190041,190454,190927,191204,191250,191506,191603,191839,191945,192227,192535,192741,192807,193012,193131,193216,193406,193512,193628,193756,193851,193913,194021,194411,194528,194706,194751,194909,194952,195153,195259,195605,195732,195805,200216,200333,200513,200746,200916,201010,201527,201802,201951,202108,202236,202331,202520,202615,202731,202826,202955,203441,203750,204035,204140,204309,204448,204543,204659,204805,204933,205251,205432,205538
39,MW3053-4,,184951,185208,185442,185801,190103,190323,190508,190916,191058,191316,191506,191653,192040,192506,192631,192726,192923,193025,193311,193355,193556,193851,194115,194159,194349,194539,194644,194858,194952,195047,195204,195248,195321,195427,195805,195859,200132,200238,200344,200429,200618,200735,201043,201254,201400,201718,201845,202003,202236,202415,202509,203006,203219,203420,203538,203706,203833,204013,204140,204236,204331,204521,205039,205347,205611,205717,205835,205951,210321,210450,210556,210712,211009,211234,211530
40,MW2390-5,,192147,192357,192642,192901,193142,193344,193523,193913,194042,194243,194411,194601,194952,195343,195510,195605,195710,195805,200016,200121,200333,200546,200746,200831,200959,201054,201159,201305,201400,201432,201549,201634,201718,201824,202141,202247,202553,202648,202804,202849,203017,203124,203549,203739,203822,204056,204202,204236,204331,204448,204521,204955,205156,205358,205454,205634,205728,205929,210025,210131,210204,210321,210852,211211,211414,211603,211709,211838,211950,212112,212239,212407,212655,212816,213047
41,MX1544-1,,201159,201422,201613,201918,202320,202553,202710,203017,203135,203336,203420,203600,203939,204404,204521,204615,204743,204849,205039,205122,205251,205600,205813,205846,210036,210142,210226,210321,210428,210501,210618,210650,210724,210830,211138,211223,211352,211457,211552,211648,211804,211900,212217,212346,212503,212743,212838,212922,213142,213311,213350,213841,214026,214240,214359,214504,214559,214736,214831,214958,215042,215216,215742,220131,220238,,,,220952,221130,221248,221354,221544,221628,222010
42,MS1695-5,,,,,,,,,,,,,,,,,,,,,,,,,,202225,202320,202404,202648,202742,202849,203051,203135,203303,203430,203855,204045,204236,204426,204521,204605,204754,204900,205251,205432,205611,210003,210058,210259,210545,210712,210746,211256,211519,211720,211816,211938,212050,212228,212335,212503,212620,212805,213311,213735,214016,214143,214337,214504,214853,215020,215216,215322,215449,215545,215815
43,MW2780-5,202320,202520,202720,203006,203230,203549,203750,203950,204258,204415,204543,204648,204922,205326,205707,205824,205908,210036,210142,210416,210512,210830,211053,211245,211341,211519,211648,211731,211900,211938,212101,212144,212206,212346,212503,212816,213025,213226,213338,213433,213516,213636,213746,214143,214326,214421,214736,214915,214947,215227,215427,215511,215932,220153,220322,220442,220614,220711,220830,220904,221013,221046,221141,221639,222032,222255,222425,222543,222749,222913,223007,223113,223219,223454,223538,223739
44,MS2259-5,,204107,204353,204510,204732,205134,205229,205337,,205655,205824,205908,210014,210354,210735,210852,210925,,,211245,211341,211615,211838,212101,212144,212313,212407,212452,212547,212632,212710,212838,212900,212946,213047,213433,213712,,,214016,214110,214216,,214410,214632,214643,214926,215042,215139,215238,215333,215427,215921,220131,220300,220346,220442,220603,220746,220830,220919,221024,221141,221628,222021,222220,222403,222521,222804,222902,223040,,223326,223410,223505,223717
45,MS1935-5,,210153,210416,210556,210819,,211223,211319,211530,211626,211849,211950,212016,212335,212743,212900,213014,213131,213204,213411,213506,213724,214026,214240,214326,214515,214621,214724,214820,214915,215020,215115,215154,215322,215427,215720,215921,220131,220214,220333,220409,220551,220649,220830,221013,221204,221521,221639,221745,222010,222152,222233,222700,223018,223230,223348,223443,223527,223717,223834,223918,224035,224203,224638,224946,225304,225559,225654,,,230011,,230222,,230802,230846
46,MW3053-5,,212228,212514,212732,213058,213401,213506,213636,213932,214026,214154,214240,214348,214736,215205,215322,215405,215534,215645,215826,215910,220118,220311,220525,220551,220735,220841,220952,221108,221214,221310,221354,221416,221442,221544,221851,222043,222233,222328,222425,222459,222554,222649,222935,223146,223315,223611,223717,223812,224046,224152,224248,224746,224946,225124,225242,225337,225432,225548,225654,225800,225844,230000,230433,230728,230835,230952,231131,231249,231417,231512,231608,231725,231926,232054,232210
47,MW2390-6,,214121,214252,214443,214632,214820,215104,215300,215622,215731,215848,215954,220131,220503,220919,221035,221130,221226,221332,221510,221555,221756,221947,222208,222244,222425,222543,222649,222829,222913,223018,223157,223252,223421,223549,223856,224046,224248,224354,224511,224544,224700,224757,225041,225231,225326,225611,225705,225833,230117,230222,230305,230706,230919,231047,231142,231249,231355,231523,231608,231702,231735,231842,232349,232626,232847,233015,233109,233259,233343,233438,233554,233712,233829,233946,234042
48,MS1695-6,,220819,221003,221141,221416,222043,222510,222724,223007,223051,223208,223241,223348,223717,224130,224259,224343,224511,224555,224757,224851,225124,225337,225559,225705,225905,230011,230044,230255,230349,230422,230538,230611,230644,230750,231131,231322,231523,231619,231713,231810,231926,232021,232403,232531,232626,232858,233015,233216,233449,233554,233639,234159,,,,,,,,,,,,,,,,,,,,,,,
49,MX1544-2,222700,222945,223208,223410,223655,224057,224438,224616,225019,225103,225242,225337,225526,225855,230244,230400,230411,230538,230633,230802,230857,231036,231311,231512,231545,231746,231915,231959,232148,232243,232316,232436,232520,232542,232637,232931,233120,233343,233449,233554,233639,233746,233840,234243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,MW2780-6,,224851,225008,225135,225359,225705,225833,230022,230327,230422,230600,230644,230802,231109,231450,231608,231630,231735,231821,231937,232021,232232,232425,232626,232658,232826,232920,233004,233216,233248,233321,233416,233500,233554,233701,234031,234137,234349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,MS2259-6,230455,230728,230941,231047,231311,231534,231619,231713,231842,231948,232116,232210,232349,232720,233058,233216,233248,,233438,233554,233628,233756,233957,234159,234232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,MS1935-6,231227,233109,233227,233449,233554,233902,,,234232,234305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
