,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ3987-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070121
1,MX1197-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070143,070345,070523,070735,070818,071007,071229
2,MZ4228-0,,,,,,,,,,,,,,,,,,,,,,070108,070154,070300,070356,070429,070840,071019,071124,071323,071417,071722,071805,072059,072215,072248,072603
3,MX1213-0,,,,,,,,,,,,,,070108,070238,070407,070523,070618,070807,071102,071156,071251,071356,071501,071606,071638,072059,072436,072541,072805,072922,073049,073301,073534,073650,073828,074240
4,MZ3556-0,070333,070440,070545,070607,070640,070724,070746,070829,070913,071019,071113,071218,071428,071555,071849,072110,072331,072425,072552,072849,072922,072955,073111,073239,073345,073450,073945,074124,074229,074503,074620,074853,075042,075316,075433,075614,075911
5,MZ3559-0,071007,071102,071240,071302,071323,071356,071417,071501,071533,071638,071722,071805,071943,072121,072436,072646,072754,072827,073038,073239,073312,073356,073450,073607,073701,073745,074229,074525,074631,074915,075021,075148,075411,075647,075816,075922,080345
6,MZ3734-0,071711,071805,071943,072016,072037,072121,072143,072237,072309,072425,072519,072603,072754,072900,073144,073239,073450,073545,073755,074018,074051,074134,074240,074345,074503,074536,075010,075338,075444,075753,075900,080101,080250,080526,080621,080715,081105
7,MZ3740-0,072646,073006,073144,073218,073239,073345,073407,073440,073512,073639,073745,073850,074007,074251,074503,074620,074853,074926,075053,075338,075411,075506,075614,075732,075849,075933,080345,080610,080726,080916,081032,081315,081504,081737,081904,082030,082408
8,MZ3825-0,072911,074240,074419,074441,074514,074609,074631,074715,074759,074926,075010,075126,075316,075444,075732,075827,080050,080134,080324,080548,080632,080715,080832,080948,081126,081159,081715,082030,082208,082502,082608,082831,083052,083252,083430,083525,083757
9,MZ3956-0,075327,075400,075506,075539,075614,075647,075709,075743,075816,075911,080007,080050,080239,080345,080621,080821,081054,081148,081305,081547,081642,081726,081831,081936,082041,082103,082513,082852,083030,083409,083514,083714,083841,084051,084145,084218,084850
10,MZ3978-0,080537,080643,080810,080854,080916,081010,081032,081116,081159,081254,081337,081442,081715,081853,082135,082219,082451,082535,082735,082936,083009,083103,083209,083314,083430,083536,083956,084312,084429,084755,084911,085133,085323,085533,085723,085808,090326
11,MZ3987-1,081631,081747,081904,081936,081958,082030,082041,082125,082157,082302,082408,082513,082703,082820,083114,083230,083503,083547,083714,084007,084040,084134,084250,084418,084545,084617,085038,085334,085439,085650,085735,085936,090148,090358,090642,090703,091208
12,MX1197-1,081642,082958,083136,083209,083230,083303,083325,083358,,083608,083641,083746,083956,084134,084418,084450,084701,084723,085006,085218,085312,085406,085512,085618,085723,085819,090231,090609,090725,091030,091230,091440,091607,091912,092018,092134,092512
13,MZ4228-1,082958,084134,084312,084345,084407,084440,084501,084534,084628,084744,084850,084955,085207,085356,085629,085819,085925,085947,090126,090337,090420,090514,090631,090747,090914,090958,091408,091618,091745,091935,092040,092239,092407,092650,092808,092945,093312
