,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4781-0,,,,,,,,,,,,,,,,070108,070153,070415
1,AA7479-0,,,,,,,,,,,070108,070825,071047,071153,071258,071403,071519,071918
2,AA7530-0,,,,,,,,,070108,070415,070648,071802,071951,072110,072214,072247,072403,072719
3,AA7574-0,070225,070542,070859,071015,071204,071309,071446,071541,071635,072142,072425,073602,073824,074024,074140,074234,074411,074631
4,AA7759-0,,071414,071624,071730,071846,071929,072048,072131,072214,072635,072919,073940,074129,074234,074339,074411,074516,074853
5,AA6345-0,072330,072530,072730,072846,073013,073056,073224,073340,073424,073857,074035,075252,075335,075513,075618,075701,075839,080134
6,AA7312-0,073413,073624,073940,074223,074339,074443,074548,074653,074737,075219,075346,080501,080722,080933,081038,081143,081301,081617
7,MW4647-0,074306,074527,074853,075031,075136,075241,075429,075523,075607,080156,080355,081555,081817,082059,082204,082258,082437,082751
8,AA7721-0,,,080028,080217,080344,080428,080606,080711,080744,081301,081617,082802,083033,083211,083316,083432,083515,083853
9,MW4781-1,080450,,081143,081417,081555,081650,081755,081900,081943,082603,082907,084041,084252,084440,084556,084701,084805,085237
10,AA7479-1,081544,,082236,082426,082603,082636,082802,082856,083001,083504,083737,084650,084900,085048,085153,085248,085404,085646
11,AA7530-1,083820,084008,084325,084419,084534,084628,084712,084805,084849,085321,085552,090656,090846,091024,091118,091151,091319,091657
12,AA7637-0,,,,,,,,,,,,,,,,,083853,100835
13,AA6832-0,084827,085027,085321,085426,085530,085603,085741,085824,085908,090339,090623,091719,091940,092141,092258,092330,092520,092911
14,MP6359-0,085552,085657,085940,090046,090140,090223,090328,090413,090456,,091330,092247,092531,092742,092847,093006,093122,093354
15,AA7759-1,090035,090318,090551,090634,090739,,090919,091002,091046,091602,091824,092933,093154,093259,093426,093520,093626,093909
16,AA6345-1,090813,090951,091257,091424,091530,091635,091802,091857,091929,092341,092531,093709,093930,094119,094236,094352,094508,095024
17,AA7286-0,091235,091457,091740,091846,091940,092025,092225,092330,092403,092911,093100,094109,094435,094624,094729,094813,094908,095235
18,AA7312-1,092047,092341,092636,092826,092922,093006,093100,093216,093248,093836,094109,095235,095456,095646,095751,095856,100014,100319
19,MW4647-1,093354,093415,093814,093930,094047,094130,094257,094414,094457,095002,095246,100446,100707,100910,101026,101109,101246,101646
20,AA74-92-0,094308,094330,094813,095024,095139,095214,095319,095424,095507,,100308,101340,101613,,,,,
21,AA7721-1,094846,095118,095413,095602,095740,095823,095917,100025,100108,100634,100910,,,,,,,
22,MW4781-2,095906,,100634,100750,100859,100932,101047,101152,101235,,,,,,,,,
23,AA7479-2,100402,101026,101319,101445,101550,101635,,,,,,,,,,,,
