,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MX1135-0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
1,MZ3825-0,,,,,,,,,,,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
2,MZ3956-0,,,,,,,,,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
3,MZ3978-0,,1,2,4,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
4,MZ3987-0,-1,1,2,4,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
5,MW5964-0,-1,1,2,4,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
6,MZ4228-0,-1,1,2,4,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
7,MW5853-0,-1,1,2,4,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
8,MZ3556-0,-1,1,2,4,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
9,MZ3559-0,-1,1,2,4,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
10,MW5936-0,-1,1,2,4,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
11,MX1135-1,-1,1,2,4,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
12,MZ3825-1,-1,1,2,4,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
13,MX1197-0,-1,1,2,4,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
14,MZ3956-1,-1,1,2,4,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
15,MZ3978-1,-1,1,2,4,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
16,MZ3987-1,-1,1,2,4,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
17,MW5964-1,,1,2,4,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1
18,MW5943-0,-1,1,2,4,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1
19,MW5966-0,-1,1,2,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,-1,-1,-1,-1
20,MW5853-1,-1,1,2,4,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1
21,MZ4228-1,-1,1,2,4,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,-1,-1,-1,-1
22,MZ3559-1,-1,1,1,2,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1
23,MX1067-0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
24,MZ3556-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1
25,MX1084-0,,1,1,2,1,2,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
26,MX1197-1,-1,1,2,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
27,MW5936-1,-1,1,2,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
28,MX1135-2,-1,1,1,2,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
29,MZ3825-2,-1,1,2,3,1,4,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1
30,MZ3956-2,-1,1,2,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
31,MZ3978-2,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
32,MW5943-1,-1,1,1,1,1,1,1,1,,-1,1,1,-1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,-1,4,1,1,1,-1,-1,-1
33,MW5964-2,-1,1,2,3,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1
34,MZ3559-2,-1,1,1,3,2,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
35,MZ4228-2,-1,1,1,2,1,1,1,1,3,-1,1,1,-1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
36,MX1067-1,-1,1,1,3,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
37,MW5853-2,-1,1,1,2,1,1,1,1,2,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
38,MZ3556-2,-1,1,1,1,1,1,1,2,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1
39,MX1084-1,-1,1,1,2,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1
40,MW5936-2,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
41,MX1197-2,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
42,MX1135-3,-1,1,1,3,1,2,1,1,1,-1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
43,MZ3825-3,-1,1,1,2,1,1,1,1,3,-1,1,1,-1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1
44,MZ3956-3,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
45,MZ3978-3,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
46,MX1105-0,-1,1,1,2,1,1,1,1,2,-1,1,1,-1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,-1,1,1,1,1,1,-1,-1,-1
47,MZ3987-2,-1,1,1,1,1,1,1,1,2,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,2,3,3,-1,-1,-1,-1
48,MR7893-0,-1,1,1,1,1,2,1,2,2,-1,1,1,-1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,2,-1,-1,-1
49,MW5964-3,-1,1,2,2,1,1,1,2,2,-1,1,1,-1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,-1,-1,-1
50,MW5112-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,-1,-1,-1
51,MW5943-2,-1,1,1,3,1,1,1,1,2,-1,1,1,-1,1,1,1,1,1,2,1,1,1,1,1,1,1,-1,3,1,-1,5,3,3,1,1,-1,-1,-1
52,MZ4228-3,-1,2,1,3,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,-1,4,1,1,1,1,-1,-1,-1
53,MW5853-3,-1,1,1,2,1,1,1,2,1,-1,1,1,-1,1,1,1,1,1,2,1,2,1,1,1,4,1,1,2,1,1,5,1,1,1,1,-1,-1,-1
54,MW5966-1,-1,1,1,3,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,-1,1,1,1,1,1,-1,-1,-1
55,MZ3556-3,-1,1,2,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,-1,1,1,3,2,1,-1,-1,-1
56,MX1067-2,-1,1,1,2,3,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,-1,1,1,1,1,1,-1,-1,-1
57,MZ3559-3,-1,1,1,2,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
58,MX1084-2,-1,1,1,2,1,1,1,3,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
59,MW5936-3,,1,2,2,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
60,MX1135-4,-1,1,1,2,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
61,MZ3825-4,-1,1,1,2,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1
62,MX1197-3,-1,1,1,2,1,1,1,1,2,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,3,-1,1,1,-1,5,-1,1,1,1,-1,-1,-1
63,MZ3978-4,-1,1,1,3,1,2,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
64,MW5112-1,-1,1,1,2,1,1,1,1,2,-1,1,1,-1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1
65,MZ3956-4,-1,1,2,1,1,1,1,2,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
66,MX1105-1,-1,1,1,2,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1
67,MZ3987-3,-1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
68,MW5964-4,,1,1,1,1,1,1,1,2,,,1,-1,1,1,1,1,1,2,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1
69,MW5943-3,-1,1,1,1,2,1,1,3,3,-1,1,1,-1,1,1,1,1,1,1,1,3,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
70,MW5966-2,-1,2,1,1,1,2,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,-1,3,3,3,1,-1,-1,-1
71,MZ4228-4,-1,1,1,1,1,1,1,1,2,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
72,MW5853-4,,,1,1,1,1,1,1,2,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
73,MX1067-3,-1,1,1,1,1,3,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,1,1,1,1,1,-1,-1,-1
74,MX1135-5,-1,1,1,1,1,1,1,2,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
75,MZ3556-4,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1
76,MZ3559-4,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
77,MW5936-4,,2,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
78,MZ3825-5,-1,1,1,2,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
79,MW5112-2,-1,1,2,2,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1
80,MZ3978-5,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
81,MZ3987-4,-1,1,1,2,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,-1,-1,-1,-1
