,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MZ3734-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070110,070123,070211,070255,070339,070446,070541
1,MZ3740-0,,,,,,,,,,,,,,,,,,,,,,,,,070110,070123,070244,070350,070457,070541,070646,070740,070803,070824,070919,070952,071108,071153
2,MZ3825-0,,,,,,,,,,,,,,,,,,,,070110,070123,070211,070317,070446,070824,070930,071046,071141,071310,071353,071458,071553,071636,071658,071731,071804,071910,072004
3,MZ3978-0,,,,,,,,,,,070110,070123,070233,070339,070457,070552,070708,071003,071119,071259,071404,071426,071520,071647,072026,072215,072416,072511,072627,072711,072828,072901,072934,072955,073050,073111,073254,073349
4,MZ3987-0,,,,,,,070110,070144,070306,070519,070635,071119,071204,071259,071426,071520,071603,071859,072004,072109,072153,072248,072343,072522,072828,073028,073221,073316,073443,073538,073654,073727,073811,073832,073916,073949,074105,074202
5,MZ4228-0,070110,070646,070919,071035,071353,071720,071910,072026,072153,072405,072500,073017,073133,073254,073411,073516,073611,073854,073959,074116,074149,074224,074308,074435,074803,075013,075151,075246,075341,075413,075519,075625,075719,075730,075803,075825,075930,080025
6,MW5425-0,070200,070222,070402,070602,070835,071204,071310,071426,071625,071921,072047,072616,072722,072828,072955,073101,073158,073349,073443,073549,073738,073821,073905,074032,074424,074613,074803,074908,075013,075046,075140,075214,075257,075319,075352,075435,075541,075614
7,MX1213-0,071204,071310,071614,071815,071921,072131,072237,072354,072522,072754,072912,073411,073505,073611,073727,073843,073938,074149,074257,074435,074541,074635,074657,074835,075140,075308,075446,075614,075730,075825,075930,080025,080108,080130,080203,080236,080403,080426
8,MW5936-0,072310,072354,072627,072806,073122,073432,073633,073749,074010,074224,074340,074908,075002,075108,075225,075319,075413,075709,075814,075930,080014,080035,080130,080319,080637,080839,081123,081254,081422,081516,081623,081729,081823,081856,081950,082025,082141,082236
9,MW5943-0,072332,072806,073006,073232,073505,073832,074032,074138,074308,074613,074741,075319,075424,075541,075658,075741,075835,080108,080214,080330,080426,080458,080615,080720,081007,081232,081411,081527,081623,081718,081823,081907,081950,082025,082108,082130,082246,082342
10,MX1197-0,072839,073221,073516,073644,073843,074235,074435,074519,074657,075035,075203,075709,075803,075908,080046,080203,080309,080542,080637,080806,080945,081029,081051,081221,081600,081812,082014,082119,082214,082257,082342,082426,082520,082531,082615,082648,082805,082900
11,MW5964-0,073549,073633,073938,074138,074403,074646,074814,074941,075129,075435,075552,080025,080119,080214,080330,080437,080531,080817,080901,081018,081159,081243,081316,081433,081739,081907,082130,082236,082319,082353,082437,082520,082604,082615,082710,082732,082838,082911
12,MW5966-0,073927,074340,074646,074857,075118,075341,075552,075658,075846,080141,080214,080720,080817,080934,081102,081221,081316,081516,081623,081801,081950,082035,082108,082246,082615,082816,083028,083144,083302,083346,083503,083535,083630,083652,083746,083819,083936,084031
13,MX1067-0,,074919,075140,075341,075552,075941,080152,080319,080531,080901,081029,081612,081718,081845,082035,082141,082246,082520,082615,082754,082944,083028,083218,083335,083736,083947,084136,084337,084453,084547,084703,084735,084831,084915,084937,085009,085125,085210
14,MX1084-0,075552,075709,075941,080141,080330,080709,080945,081051,081243,081527,081656,082203,082308,082415,082542,082659,082816,083049,083155,083302,083357,083441,083503,083619,083936,084114,084304,084409,084525,084619,084724,084809,084842,084926,084958,085042,085147,085231
15,MX1135-0,080247,080458,080806,080934,081134,081505,081729,081845,082035,082342,082459,083006,083111,083206,083324,083441,083535,083736,083830,083958,084136,084220,084242,084409,084735,084915,085031,085136,085336,085409,085453,085547,085558,085631,085725,085809,085947,090030
16,MX1509-0,,081600,081801,081950,082214,082520,082721,082838,083038,083346,083535,084136,084304,084409,084619,084735,084853,085158,085304,085420,085547,085631,085714,085852,090230,090346,090619,090702,090829,090924,091008,091051,091134,,,091408,091503,091600
17,MZ3556-0,082119,082331,082604,082816,083028,083313,083546,083746,083947,084209,084337,084842,084937,085053,085220,085315,085431,085652,085758,085925,090030,090114,090220,090324,090713,090957,091219,091324,091430,091452,091600,091643,091705,091727,091823,091844,091949,092033
18,MZ3734-1,082849,083133,083419,083641,083903,084326,084609,084809,085031,085253,085409,085903,090019,090135,090303,090419,090513,090735,090829,090935,091145,091230,091251,091419,091727,091949,092138,092246,092351,092436,092542,092637,092721,092805,092829,092913,093041,093135
19,MZ3740-1,083925,084220,084630,084853,085210,085526,085758,085936,090230,090451,090608,091134,091240,091346,091535,091654,091811,092022,092116,092235,092340,092436,092521,092648,093008,093135,093414,093509,093626,093659,093806,093901,093934,093956,094051,094124,094252,094357
20,MZ3825-1,084724,085009,085231,085526,085820,090157,090430,090608,090851,091134,091251,091800,091917,092022,092149,092246,092403,092615,092710,092902,092946,093041,093124,093235,093531,093648,094007,094051,094208,094303,094441,094514,094536,094558,094653,094714,094820,094915
21,MZ3987-1,085431,091419,091705,092000,092403,092817,093030,093146,093414,093755,093934,094503,094620,094736,095032,095148,095244,095614,095720,095847,100016,100100,100229,100356,100748,101000,101149,101256,101423,101456,101615,101721,101805,101827,101911,101955,102112,102207
22,MZ3956-0,085609,085809,085958,090230,090513,090745,090957,091102,091357,091727,091844,092340,092447,092615,092817,092913,093019,093341,093436,093615,093744,093828,093956,094124,094441,094547,094736,094842,094959,095032,095159,095233,095306,095317,095412,095445,095550,095647
23,MZ3978-1,,090608,090819,091019,091346,091622,091823,092011,092212,092521,092659,093223,093330,093447,093615,093733,093828,094102,094208,094325,094514,094558,094725,094904,095222,095401,095647,095741,095836,095920,100016,100100,100132,100156,100240,100335,100503,100609
24,MW5425-1,092033,092235,092542,092754,093052,093424,093711,093850,094051,094357,094536,095032,095137,095233,095412,095550,095658,095920,100016,100143,100229,100313,100408,100514,100854,101011,101256,101350,101456,101529,101626,101721,101805,101827,101911,102006,102123,102207
25,MZ4228-1,092817,093019,093246,093553,093923,094419,094714,094831,095148,095625,095814,100313,100430,100558,100759,100916,101022,101256,101350,101507,101659,101732,101911,102050,102408,102620,102916,103021,103116,103213,103329,103424,103446,103519,103614,103636,103741,103847
26,MX1213-1,093659,093839,094157,094452,094558,095021,095306,095423,095741,100038,100207,100737,100843,101011,101234,101317,101423,101602,101710,101827,102039,102112,102145,102251,102558,102737,103032,103138,103246,103340,103435,103508,103541,103614,103657,103719,103836,103930
27,MW5898-0,,094853,095148,095445,095836,100229,100452,100631,100832,101138,101234,101743,101900,102028,102218,102346,102503,102748,102854,102959,103149,103235,103413,103530,103847,103953,104153,104250,104407,104439,104556,104640,104714,104736,104809,104820,104926,104959
28,MW5943-1,095614,095943,100143,100441,100715,101022,101256,101507,101732,101955,102101,102630,102726,102916,103116,103224,103319,103625,103719,103825,103919,104004,104131,104250,104629,104831,105042,105148,105307,105351,105541,105647,105730,105803,105857,105919,110026,110121
