,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4458-0,,,,,,,,,,,,,,,,,,,,,,070105,070151,070320
1,MX4535-0,,,,,,,,,,,,,,,,,,070105,070202,070247,070449,070807,070901,071017
2,MX3651-0,,,,,,,,,,,,,,070105,070139,070605,070807,071144,071405,071554,071742,072059,072216,072354
3,MX3783-0,,,,,,070105,070202,070320,070416,070510,070605,070700,070839,070912,070956,071427,071554,071804,072132,072321,072533,072859,073015,073203
4,MX4021-0,070416,070605,070733,070901,071133,071217,071605,071814,072038,072154,072310,072417,072544,072700,072754,073225,073351,073635,073907,074057,074256,074529,074728,074948
5,MX4041-0,070839,070956,071112,071206,071405,071510,071814,072016,072238,072343,072450,072544,072700,072816,072848,073319,073446,073845,074108,074245,074456,074633,074738,074959
6,MX4159-0,071659,071742,071859,072016,072154,072406,072649,072732,072837,072943,073048,073142,073319,073424,073507,073929,074108,074518,074832,075021,075304,075725,075830,080040
7,MX4338-0,,,,,072827,072921,073247,073446,073708,073751,073845,073940,074140,074234,074256,074655,074822,075104,075421,075620,075852,080051,080217,080406
8,MX4365-0,073456,073540,073635,073740,073856,074119,074434,074623,074717,074822,074916,075010,075137,075253,075337,075747,075913,080123,080354,080533,080732,081120,081249,081427
9,MX4383-0,073729,073918,074002,074057,074223,074350,074644,074811,074916,074959,075042,075115,,075315,075347,075758,075935,080134,080354,080544,080732,081120,081217,081322
10,MX4388-0,074234,074318,074402,074507,074655,074800,075021,075210,075315,075421,075515,075547,075631,075736,075819,080300,080406,080722,080932,081120,081322,081815,081931,082059
11,MX4458-1,075536,075714,075819,075935,080206,080406,080628,080816,081059,081217,081300,081354,081543,081626,081709,082110,082237,082426,082647,082835,083118,083552,083657,083813
12,MX4535-1,080522,080722,080816,080932,081109,081311,081615,081826,081931,082038,082143,082248,082448,082542,082614,083024,083151,083425,083813,084003,084119,084446,084601,084749
13,MX3651-1,081300,081459,081604,081720,081920,082027,082332,082426,082658,082803,082919,083024,083225,083319,083403,083802,083919,084235,084550,084749,084905,085314,085430,085620
14,MX3783-1,082437,082603,082719,082824,083013,083129,083458,083624,083857,084025,084140,084235,084413,084540,084623,085032,085148,085503,085736,085941,090307,090623,090749,090937
15,MX4041-1,084843,084949,085054,085148,085441,085609,085941,090035,090307,090423,090528,090601,090728,090843,090916,091326,091454,091759,092041,092230,092513,092957,093124,093357
16,MX4159-1,085441,085547,085642,085809,090003,090129,090507,090623,090728,090822,090937,091021,091210,091337,091421,091853,092009,092357,092640,092807,092946,093451,093609,093746
17,MX4338-1,090213,090329,090423,090507,090644,090811,091115,091232,091326,091432,091548,091643,091842,092020,092124,092607,092756,093019,093357,093546,093757,094302,094419,094558
18,MX4021-1,,,,,,,,,,,,,,,,090601,090739,090959,091315,091504,091915,092324,092440,092629
19,MX4365-1,091137,091221,091326,091410,091621,091810,092135,092219,092324,092440,092546,092640,092818,092924,093029,093430,093556,093830,094134,094335,094514,094913,095040,115602
20,MX4383-1,091632,091821,091926,092009,092157,092335,092651,092829,092924,093040,093135,093229,093440,093524,093609,093957,094134,094441,094724,094924,095207,100006,100111,100215
21,MX4388-1,092346,092451,092546,092713,092924,093124,093430,093620,093725,093819,093851,093946,094113,094218,094302,094652,094808,095051,095312,095451,095723,100625,100741,100941
22,MX4458-2,094113,094313,094357,094503,094703,094830,095124,095312,095419,095524,095629,095723,095839,095955,100100,100520,100647,100941,101357,101442,102115,102818,102913,103123
23,MX4535-2,094935,095029,095134,095301,095513,095640,100027,100226,100331,100458,100614,100709,100908,101003,101047,101503,101621,101948,102346,102535,103101,103654,103832,104011
24,MX4551-0,095911,100027,100132,100259,100520,100647,100930,101153,101419,101537,101654,101759,101948,102136,102230,102702,102851,103220,103727,103905,104432,105217,105345,105525
25,MX3651-2,100259,100458,100614,100709,100846,101036,101334,101537,101759,101915,102020,102125,102314,102430,102513,102923,103050,103421,103738,103928,104621,105631,105758,105914
26,MX3783-2,101141,101312,101408,101514,101654,101904,102209,102324,102535,102640,102746,102902,103050,103209,103304,103705,103832,104055,104306,104505,105345,110314,110430,110557
27,MX4021-2,103040,103134,103253,103442,103632,103832,104200,104338,104600,104748,104916,105011,105154,105323,105419,105841,110008,110314,110747,111040,111630,112230,112357,112556
28,MX4159-2,104233,104327,104411,104527,104716,104853,105217,105301,105525,105703,105808,105914,110041,110157,110241,110652,110819,111135,111536,111736,112357,112923,113038,113300
29,MX4598-0,104748,104949,105055,105239,105536,105808,110219,110409,110641,110757,110902,111029,111219,111336,111420,111842,112009,112357,112712,112912,113249,113754,113909,114121
30,MX4041-2,,,,,,,,,,,,,,,105631,110052,110230,110525,110924,111336,111820,112241,112357,112618
31,MX4338-2,,110052,110146,110303,110503,110608,110924,111135,111358,111503,111608,111703,111831,112020,112052,112535,112650,113006,113438,113700,114037,114605,114710,114815
32,MX4383-2,111903,112020,112103,112146,112324,112535,112912,113028,113238,113354,113510,113616,113754,113920,114014,114427,114605,114858,115403,115541,115909,120342,120447,120614
33,MW3974-0,112745,112912,113017,113154,,,113909,114121,114355,114511,114637,114742,,115046,115129,115602,115751,120131,120531,,121140,121635,121741,121857
34,MX4458-3,112912,113206,113249,113405,113510,113711,114004,114144,114406,114522,114648,114721,114836,114952,115046,115519,115729,120109,120458,120658,121046,121613,121730,121835
35,MX4388-2,114121,114543,114637,114742,114930,115119,115436,115624,115847,120003,120120,120215,120331,120447,120531,120930,121046,121329,121657,121846,122203,122728,122845,123003
36,MP5823-0,114427,114836,114952,115057,115309,115519,115812,120015,120237,120426,120625,120846,121024,121151,121224,121646,121835,122142,122446,122623,123057,123817,123944,124111
37,MX4551-1,120120,120226,120342,120509,120709,120835,121151,121319,121540,121835,122142,122309,122457,122645,122728,123215,123419,123817,124357,124545,125110,125814,130026,130157
38,MX4535-3,121213,121340,121434,121551,121802,122002,122309,122425,122656,122834,123141,123323,123513,123640,123723,124144,124324,124639,124932,125121,125542,130230,130335,130514
39,MX3651-3,122823,123024,123129,123251,123556,123723,124100,124302,124534,124701,124806,125026,125216,125343,125437,125908,130037,130503,130852,131136,131747,132328,132445,132655
40,MX3783-3,123734,123955,124111,124251,124451,124607,124954,125048,125259,125448,125720,125846,130014,130208,130241,130714,130841,131125,131452,131620,132043,132529,132644,132822
41,MX4598-1,124806,125016,125121,125216,125405,125520,125836,125952,130219,130408,130630,130808,130947,131125,131242,131653,131831,132138,132445,132601,132949,133612,133801,134022
42,MX4021-3,130059,130219,130314,130452,130725,130925,131303,131441,131726,131916,132244,132413,132623,132800,132844,133326,133505,133833,134253,134431,134758,135355,135544,135743
43,MX4041-3,130324,130503,130619,130736,130914,131042,131408,131503,131726,131916,132255,132507,132717,132844,132916,133411,133600,133844,134326,134536,134914,135605,135743,135954
44,MX4159-3,131053,131158,131314,131419,131620,131809,132054,132222,132445,132601,132906,133043,133221,133400,133455,133917,134043,134431,134830,134946,135323,135943,140048,140250
45,MX4338-3,132350,132507,132550,132644,132833,133011,133254,133337,133600,133739,133855,134043,134232,134420,134526,134957,135134,135500,135837,140005,140301,140903,141042,141221
