,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4598-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070127,070415,070626,070816,071207,071346,071525
1,AA7712-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070116,070222,070437,070542,070637,070732,070911,071006,071039,071451,071620,071831,072152,072416,072712,073042,073200,073404
2,MX4021-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070317,070415,070510,070615,070721,070754,070911,071017,071101,071547,071715,072012,072406,072607,072852,073235,073353,073554
3,MX4159-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070211,070317,070531,070604,070816,070911,071006,071039,071156,071335,071408,071821,071926,072203,072439,072629,072852,073246,073404,073627
4,MX4338-0,,,,,,,,,,,,,,,,,,,,,,,,070103,070149,070306,070350,070520,070637,070816,071006,071101,071503,071704,071937,072045,072152,072259,072439,072533,072607,073031,073200,073426,073744,073945,074125,074516,074633,074802
5,AA7600-0,,,,,,,,,,,,,,070103,,070211,070339,,070626,070743,070911,,,071726,071842,,,,,,,,073224,073510,,,073922,074041,074209,,074326,,,,075726,075915,075937,,080349,080506
6,AA7731-0,,,,,,,,,,,070103,070339,070459,070626,070827,070849,071006,071123,071207,071324,071440,071810,072012,072226,072248,072343,,072406,072712,072915,073053,,073605,073816,074052,074220,074315,074443,074706,074802,074813,075250,075429,,080104,080327,080528,080920,081037,081239
7,MX4388-0,,,,,,,,,,070103,070200,070710,070754,070900,070955,071039,071156,071251,071324,071346,071503,071821,072001,072141,072310,072416,072523,072712,072820,073149,073353,073554,073912,074019,074125,074231,074326,074432,074622,074802,074835,075301,075429,075726,080200,080305,080528,080909,081059,081323
8,MX3783-0,,,,070103,070116,070510,070615,070721,070944,071050,071440,072012,072119,072237,072354,072450,072640,072747,072831,073009,073115,073448,073554,073722,073838,073955,074052,074326,074454,074655,074857,075025,075323,075429,075703,075820,075915,080010,080149,080305,080338,080803,080931,081206,081556,081809,081915,082403,082509,082659
9,MX4365-0,,070328,070648,070721,070805,071039,071229,071324,071451,071631,072045,072533,072629,072736,072842,072948,073053,073149,073224,073320,073426,073722,073838,073955,074103,074220,074315,074527,074644,074802,075014,075130,075418,075619,075715,075820,075926,080021,080200,080316,080349,080814,081004,081356,081619,081820,081937,082436,082553,082732
10,AA7562-0,,070911,071112,071156,071335,071514,071704,071810,071926,072045,072259,072809,072904,073031,073138,073213,073331,073426,073521,073616,073733,074125,074231,074421,074611,074706,074802,074952,075057,075228,075418,075524,075842,080021,080127,080221,080327,080422,080550,080706,080803,081228,081440,081758,082021,082234,082458,082849,083018,083231
11,MX4551-0,071039,071503,071642,071726,071821,072130,072343,072439,072618,072712,073104,073616,073711,073816,073945,074041,074220,074337,074421,074443,074611,074930,075130,075333,075513,075641,075737,075937,080054,080232,080422,080550,080909,081026,081301,081440,081545,081641,081915,082010,082127,082626,082816,083220,083612,083825,084006,084409,084537,084728
12,AA7920-0,071251,072533,072702,072758,072937,073200,073353,073554,073733,073912,074136,074633,074739,074846,075003,075108,075301,075355,075406,075451,075557,075937,080149,080316,080400,080517,080623,080836,080931,081239,081429,081556,081915,082021,082127,082256,082436,082531,082805,082911,082944,083410,083538,083859,084251,084515,084621,085003,085133,085357
13,MX4598-1,071842,072226,072523,072651,072747,073042,073257,073404,073554,073722,073922,074443,074611,074739,074846,074941,075130,075228,075301,075418,075535,075853,080021,080211,080327,080455,080539,080717,080836,081004,081228,081440,081736,081831,082105,082234,082403,082458,082659,082827,082922,083348,083516,083837,084112,084302,084504,085003,085121,085313
14,MX4614-0,,073235,092858,092920,093144,093229,093345,093641,074231,074326,074527,075047,075141,075239,095043,075502,075546,075737,075758,075820,075937,080305,080411,080623,080655,080803,080836,081015,081110,081831,082054,082223,082542,082626,082732,082827,082911,083029,083209,,083505,083825,084050,084335,104453,,085156,085705,085906,110151
15,AA7712-1,,074220,074505,074600,074739,074952,075057,075215,075406,075557,080010,080550,080717,080909,081026,081133,081312,081429,081512,081619,081758,082127,082329,082553,082659,082816,082900,083102,083220,083527,083718,083943,084313,084431,084706,084813,084930,085048,085324,085431,085547,090036,090226,090600,091028,091229,091732,092209,092337,092611
16,AA7559-0,074505,,080858,080953,081037,081345,081534,081641,081820,082044,082256,082838,082956,083124,,083348,083527,083740,083825,083921,084112,084431,084548,084716,084919,085025,,085059,,085749,090025,,090311,090430,090657,090837,090943,091134,091302,091421,091516,091912,092051,,092803,093016,093345,,093904,094055
17,AA7450-0,074655,074813,075152,075301,075355,075831,080021,080327,080528,080825,081026,081556,081714,081820,081948,082032,082200,082351,082436,082520,082659,083018,083157,083348,083443,083612,083645,083859,084039,084218,084504,084515,084836,085025,085251,085431,085559,085738,090014,090237,090333,090815,091006,091346,091648,091901,092113,092717,092858,093133
18,MX4021-1,,075406,075809,075904,075948,080149,080243,080400,080634,080825,081228,081758,081853,082010,082200,082256,082436,082553,082626,082710,082838,083157,083304,083443,083549,083645,083729,084101,084218,084548,084836,084952,085302,085431,085525,085654,085811,085906,090131,090311,090408,090910,091039,091335,091839,092051,092304,092717,092920,093100
19,MX4159-1,075703,075926,080115,080200,080221,080601,080644,080750,080920,081015,081239,081915,082021,082127,082234,082340,082520,082604,082648,082816,083018,083359,083549,083752,083921,084112,084145,084313,084442,084813,084941,085059,085419,085621,085855,085952,090047,090142,090333,090454,090549,091039,091218,091539,091934,092125,092516,092847,093004,093207
20,MX4338-1,080953,081345,081630,081714,081747,081959,082211,082318,082447,082659,083102,083623,083729,083921,084006,084112,084313,084420,084453,084610,084739,085110,085218,085419,085525,085632,085738,085917,090047,090226,090419,090527,090848,091028,091251,091432,091528,091659,091828,092007,092051,092516,092655,093016,093345,093451,093832,094343,094501,094640
21,AA7600-1,,082211,082553,082721,082805,083029,083146,083432,083752,084028,084335,085014,085156,085335,085536,085749,085941,090153,090248,090419,090549,090859,091039,091229,091421,091516,091626,091817,091956,,092443,092728,,,093418,,,,,094106,,094640,094926,,095640,095758,100139,100723,100852,101211
22,MX4535-0,082743,082944,083209,083304,083359,083623,083814,083910,084112,084335,084739,085251,085357,085610,085705,085906,090025,090153,090248,090419,090600,090910,091039,091346,091443,091603,091637,091828,092007,092242,092527,092728,093100,093250,093356,093513,093619,093703,093821,094011,094033,094450,094629,094905,095236,095448,095736,100258,100415,100554
23,AA7731-1,083029,083443,083645,083752,083825,084156,084302,084420,084559,084750,085144,085738,085833,090014,090142,090204,090345,090549,090635,090719,090837,091229,091432,,091755,091912,091956,092158,,092505,092706,092836,093111,093250,093418,093557,093653,093759,093927,094022,094106,094556,094726,,095640,,095949,100543,100756,105239
24,AA7562-1,083304,090153,090505,090549,090622,091017,091156,091251,091443,091626,092040,092600,092750,092836,093016,093111,093323,093502,093608,093703,093810,094151,094343,094545,094651,094810,094832,095043,095149,095437,095651,095809,100117,100320,100543,100701,100829,100925,101116,101223,101317,101754,102007,102231,102612,102814,103110,103516,103633,103823
25,MX4388-1,083932,084409,084632,084706,084750,085036,085207,085313,085453,085610,085952,090516,090622,090741,090910,091017,091156,091335,091421,091505,091615,091956,092102,092231,092326,092432,092505,092655,092750,092909,093016,093250,093546,093715,093810,093916,094022,094106,094237,094354,094439,094832,095010,095258,095606,095809,100150,100734,100948,101339
26,MX4365-1,,085036,085408,085503,085559,090025,090248,090419,090549,090815,091017,091539,091626,091743,091901,092007,092158,092348,092432,092516,092633,093016,093250,093429,093546,093703,093748,093916,094106,094202,094439,094607,094926,095010,095116,095236,095352,095510,095651,095820,095915,100320,100510,100734,101105,101307,101710,102220,102359,102527
27,MX3783-1,085313,,085844,085917,085952,090153,090333,090443,090719,090826,091229,091806,091912,092051,092220,092304,092505,092622,092706,092836,092953,093345,093535,093810,093916,094033,094140,094332,094450,094651,094916,095021,095330,095555,095820,100011,100117,100213,100342,100510,100605,101032,101200,101530,101923,102136,102505,102931,103145,103337
28,AA7920-1,085525,093218,093608,093737,093916,094226,094343,094512,094713,094926,095149,095736,095853,100011,100213,100342,100533,100638,100734,100852,100959,101328,101457,101710,101805,101901,101945,102147,102315,102443,102634,102751,103134,103325,103538,103717,103834,103941,104143,104250,104335,104814,104953,105323,105739,105941,110352,110806,110935,111126
29,MX4551-1,090259,090815,091134,091302,091346,091659,091839,091945,092125,092253,092655,093323,093440,093608,093810,093938,094140,094406,094501,094629,094747,095116,095309,095606,095713,095820,095926,100139,100320,100510,100745,100937,101328,101446,101659,101827,102007,102125,102326,102516,102612,103121,103337,103823,104239,104442,104750,105323,105503,105654
30,MW5425-0,090611,091432,091806,091912,091956,092315,092516,092611,092739,092858,093250,093810,093916,094106,094237,094321,094501,094607,094651,094820,094916,095236,095426,095713,095747,095842,095949,100247,100342,100840,101032,101211,101457,101626,101850,101945,102041,102158,102410,102601,102656,103156,103337,103834,104239,104453,104728,105228,105407,105536
31,MX4598-2,,,,092527,092622,092909,093016,093155,093356,093546,093916,094534,094651,094832,094959,095054,095236,095342,095426,095544,095713,100022,,,100521,100638,100712,100914,101043,101200,101317,101519,101839,102018,102242,102432,102527,102634,102825,102931,103015,103421,103600,104037,104431,104632,105026,105440,105558,105728
32,MW5537-0,093502,093832,094151,094259,094428,094651,094843,094937,095202,095342,095747,100309,100415,100554,100745,100829,100959,101211,101255,101317,101434,101721,101956,102220,102315,102432,102505,102751,102847,103156,103314,103527,103834,104037,104312,104504,104610,104705,104847,105004,105037,105451,105621,110111,110425,110615,111104,111614,111805,112028
33,MW5112-0,093904,094321,094702,094820,094948,095202,095330,095448,095651,095820,100150,100712,100818,100948,101116,101200,101350,101541,101637,101816,101923,102220,102348,102634,102740,102847,102920,103110,103230,103347,103611,103812,104059,104228,104335,104453,104537,104644,104836,104931,105026,,110026,110111,110425,110615,111052,111614,111743,112006
34,AA7712-2,094534,095138,095437,095606,095747,100011,100202,100331,100510,100627,101021,101553,101710,101827,102041,102136,102304,102505,102601,102729,102847,103230,103410,103622,103728,103823,103918,104110,104239,104622,104847,105037,105356,105536,105801,105941,110048,110151,110341,110458,110531,110957,111233,111541,112039,112211,112625,113338,113551,113850
35,MW5645-0,095404,095617,095938,100033,100150,100353,100521,100649,100829,101021,101423,101956,102125,102242,102410,102454,102623,102718,102803,102920,103037,103421,103538,103750,103834,103930,104003,104205,104312,104504,104654,104858,105228,105345,105610,105739,105857,105952,110122,110246,110330,110744,110924,111137,111710,111933,112435,113124,113305,113603
36,MW5346-0,095532,102505,102931,102942,103110,103421,103538,103739,103952,104143,104515,105110,105217,105345,105503,105558,105750,105908,105952,110111,110224,110553,110806,111030,111200,111306,,111637,111743,112017,112211,112446,112933,113113,113327,113507,113659,113806,114019,114231,114326,114739,114920,115250,115607,115758,120116,120828,121007,121124
37,MW5191-0,095725,100225,100415,100533,100712,100914,101021,101116,101328,101434,101827,102443,102601,102707,102836,102931,103134,103241,103347,103454,103611,104003,104205,104431,104548,104644,104728,104931,105026,105356,105716,105823,110140,110308,110531,110711,110828,110946,111149,111328,111435,111911,112050,112350,112900,112956,113614,114209,114326,114516
38,MW5264-0,095758,101339,101637,101754,101912,102136,102337,102505,102656,102858,103303,103834,103941,104059,104228,104335,104537,104728,104802,104836,105004,105334,105536,105728,105846,105941,110026,110202,110308,110436,110627,110755,111104,111244,111508,111626,111754,111911,112050,112233,112255,112720,112900,113221,113603,113817,114359,115059,115206,115355
39,AA7450-1,100649,100925,101339,101457,101626,102018,102158,102326,102527,102656,103048,103622,103728,103845,104014,104110,104346,104526,104622,104705,104814,105048,105205,105440,105536,105716,105750,105941,110037,110213,110447,110458,111019,111222,111446,111626,111743,111849,112101,112211,112233,112636,112849,113305,113551,113828,114337,114858,115110,115406
40,AA7559-1,101434,,,,102337,102645,102836,102942,103145,103325,,104239,104335,104537,104644,104705,104847,104942,105026,105048,105217,105514,105558,105857,105941,110026,110111,110330,110553,110711,110902,,111317,111413,111648,111816,111933,112050,112317,112424,112508,112911,113051,,113828,113945,114716,115334,115501,115736
