,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW5142-0,,080453,080652,081052,081240,081428,081743,082101,083145,083239,083322,083438,083554,083650,083806,083901,084006,084112,084206,084310,084542,070110,085002
1,MW4557-0,,,,,,,,,,,,070110,070134,070240,070402,070446,070540,070646,070740,070858,071047,071355,071543
2,AA7301-0,,,,,,,,070110,070836,070941,071036,071227,071405,071500,071616,071805,071849,072007,072112,072250,072355,072700,072828
3,MW4647-0,,,,,,070110,070203,070317,071332,071438,071543,071711,071849,071954,072112,072217,072322,072428,072533,072700,072744,073016,073110
4,MW3430-0,,,,070110,070226,070435,070707,070836,071722,071816,071911,072040,072145,072250,072417,072500,072606,072711,072806,072944,073110,073354,073459
5,AA7336-0,,,070110,070317,070656,071025,071216,071343,072344,072500,072617,072806,072955,073121,073415,073521,073648,073858,074003,074141,074354,074807,074945
6,MW4781-0,,,070424,070718,071025,071310,071532,071816,072817,072911,073027,073143,073310,073426,073605,073659,073804,073920,074036,074214,074405,074828,074956
7,MW4825-0,,070813,071036,071332,071543,071754,072029,072156,073143,073248,073354,073521,073659,073804,073941,074047,074203,074332,074416,074556,074755,075051,075251
8,MW4837-0,071109,071310,071500,071733,072040,072250,072522,072817,073742,073847,073941,074108,074225,074332,074522,074617,074723,074901,074945,075102,075156,075545,075756
9,MP6380-0,071649,073038,073415,073648,073930,074119,074438,074628,075523,075628,075723,075850,075955,080101,080229,080324,080420,080526,080630,080736,080936,081218,081324
10,MR7938-0,,,,,071816,071933,072156,072333,073321,073415,073459,073626,073753,073847,074014,074058,074203,074332,074427,074556,074755,075051,075251
11,AA6802-0,,072029,072333,072744,073110,,074058,,,074850,074901,,075051,075334,075501,075607,,,080123,,080347,080714,080852
12,AA7480-0,072355,072522,072744,073049,073321,073448,073710,073826,074755,074923,075018,075218,075345,075450,075650,075723,075839,075944,080050,080207,080347,080714,080914
13,AA7479-0,072806,073742,074036,074343,074650,074945,075145,075251,080145,080240,080347,080515,080641,080757,080936,081019,081135,081240,081345,081501,081743,082101,082228
