,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7101-0,,,,,,,,,,,,,,,,,,,,070105,070222,070508,070602
1,MW4503-0,,,,,,,,,070105,070138,070222,070352,070540,070645,070803,070846,070951,071118,071224,071352,071530,071846,072025
2,MW4619-0,,,,,,,,070105,071002,071108,071151,071330,071435,071540,071741,071813,071908,072025,072130,072246,072446,072718,072908
3,MW4647-0,,,,,,,070105,070138,071118,071213,071308,071435,071551,071657,071824,071908,072003,072141,072235,072352,072446,072718,072919
4,AA6345-0,,,070105,070328,070540,070814,071035,071151,072141,072257,072352,072529,072645,072814,073002,073119,073237,073451,073545,073725,073758,074031,074157
5,MS4934-0,,,,,070222,070435,070707,070846,071730,071824,071908,072035,072203,072257,072435,072518,072613,072740,072835,073002,073202,073513,073619
6,MW4781-0,,,070306,070457,070740,071002,071202,071341,072329,072424,072518,072645,072803,072908,073035,073129,073248,073451,073608,073736,073936,074230,074442
7,MW4825-0,070540,070645,070835,071213,071540,071752,072025,072152,073140,073310,073406,073535,073703,073820,074042,074136,074241,074514,074608,074724,074946,075240,075357
8,MW4837-0,,,071540,071813,072046,072141,072518,072656,073809,073904,073958,074125,074241,074336,074442,074536,074641,074757,074851,075008,075146,075440,075607
9,AA7530-0,,071835,072130,072446,072656,072825,073013,073310,074357,074453,074547,074713,074851,074946,075157,075302,075418,075523,075628,075755,075944,080238,080418
10,MR7938-0,,,,,,,,072507,073524,073630,073725,,074009,074114,074241,074325,074430,074630,074724,074851,074946,075240,075346
11,MP6039-0,072551,073129,073406,073758,074103,074325,074652,074935,080005,080111,080205,080321,080450,080545,080702,080817,080925,081135,081240,081356,081545,081914,082020
12,MW4856-0,,,072825,073108,073344,073451,073652,073820,074735,074851,074935,075052,075208,075324,075429,075523,075618,075701,075806,075922,075954,080238,080429
13,AA7479-0,073451,073747,074052,074430,074713,075019,075240,075440,080355,080523,080629,080756,080936,081041,081229,081334,081451,081556,081650,081806,081946,082230,082346
14,MW5594-0,074052,074303,074652,074935,075124,075240,075556,075744,080734,080828,080914,081019,081135,081218,081312,081407,081502,081545,081650,081755,081935,082219,082346
15,AA7637-0,,074829,075408,075755,080111,080332,080607,080914,082031,082208,082252,082419,082546,082651,082925,083030,083209,083348,083504,083620,083758,084052,084157
16,MW4366-0,075418,075523,075701,080122,080310,080440,080734,081052,082136,082252,082335,082503,082608,082712,082925,083030,083136,083326,083420,083547,083747,083957,084157
17,AA7101-1,075817,080205,080450,080807,081019,081251,081545,081852,082841,082958,083052,083220,083326,083442,083653,083747,083947,084208,084302,084419,084546,084852,085019
18,MW4503-1,,081650,081828,082208,082441,082629,082914,083220,084346,084513,084619,084746,084936,085041,085240,085335,085503,085630,085735,085852,085946,090239,090428
19,AA6345-1,,081935,082335,082712,083042,083304,083536,083831,085041,085230,085335,085503,085641,085724,085914,085946,090030,090156,090312,090450,090605,090837,090953
20,MW4619-1,082335,082524,082903,,083420,083620,083903,084146,085251,085358,085452,085557,085735,085829,090102,090145,090301,090522,090627,090732,090805,091131,091248
21,MW4825-1,083030,083231,083431,083736,084030,084135,084502,084807,090102,090301,090345,090501,090616,090710,090837,090943,091109,091237,091342,091447,091541,091837,092016
22,MW4647-1,083714,083957,084230,084608,084829,084936,085208,085324,090910,091026,091131,091259,091447,091531,091815,091910,092110,092332,092450,092556,092745,093009,093231
23,AA7530-1,,084735,085030,085441,085724,085946,090312,090616,091731,091815,091910,092027,092205,092310,092534,092629,092756,093020,093136,093304,093526,093832,094009
24,MW4781-1,,,085735,,090439,090616,090826,090943,092027,092121,092216,092332,092512,092556,092903,092958,093104,093220,093326,093431,093548,093832,094031
25,MW4837-1,090323,090605,090921,091216,091520,091625,091921,092227,093209,093315,093409,093526,093631,093715,093842,093937,094052,094230,094335,094429,094512,094745,094924
26,MW4856-1,,,091943,092321,092556,092807,093114,093220,094208,094302,094345,,094651,094755,094935,095040,095145,095240,095345,095439,095606,095911,100100
27,AA7479-1,,,093315,093620,093937,094136,094418,094535,095544,095627,095711,095838,100005,100100,100248,100354,100500,100554,100709,100825,100930,101224,101403
28,MW5594-1,094020,094241,094640,095102,095323,095439,095722,095827,100941,101024,101118,101235,101329,101425,101541,101635,101740,101856,102003,102035,102202,102519,102656
29,AA7637-1,094914,095134,095450,095827,100216,100427,100720,100836,101801,101845,101939,102108,102235,102340,102519,102624,102740,102908,103015,103131,103320,103603,103731
30,MW4366-1,095733,095932,100248,100543,100919,101118,101352,101457,102541,102646,102740,102908,103037,103142,103415,103458,103603,103803,103909,103958,104104,104327,104537
31,AA6345-2,100847,101150,101603,101928,102307,102446,102656,102908,104009,104126,104221,104421,104547,104703,104925,105041,105208,105323,105439,105555,105744,105954,110143
32,MW4619-2,101624,101906,102130,102541,102814,102942,103437,103614,104547,104703,104746,104936,105102,105146,105323,105418,105533,105650,105755,105838,105943,110153,110258
33,MW4825-2,102529,102656,102921,103203,103520,103636,103947,104115,105113,105146,105240,105418,105544,105650,105849,105954,110110,110153,110258,110352,110511,110711,110817
34,AA7101-2,103142,103509,103731,103958,104348,104504,104746,104925,105838,105943,110038,,110331,110416,110617,110722,110828,111016,111121,111215,111436,111718,111824
35,AA7530-2,104148,104337,104526,104841,105052,105323,105606,105722,110628,110733,110828,,111038,111121,111331,111436,111530,111740,111856,112003,112203,112446,112613
36,MW4503-2,,105606,105849,110226,110438,110617,110922,111204,112203,112319,112413,112540,112707,112834,113033,113149,113305,113409,113525,113630,113839,114122,114300
37,MW4647-2,110806,111048,111447,111845,112152,112308,112551,112802,113756,113901,113955,114111,114249,114405,114532,114637,114742,114858,115004,115109,115203,115425,115709
38,MW4781-2,,,112540,112856,113221,113420,113536,113651,114648,114742,114848,115004,115058,115141,115257,115403,115447,115626,115742,115848,120109,120352,120625
39,MW4837-2,113901,114038,114415,114731,115004,115152,115447,115731,120719,120824,120929,121056,121203,121246,121458,121603,121708,121856,122000,122044,122159,122421,122547
40,MW4856-2,,115804,120026,120330,120542,120813,121107,121225,122116,122221,122304,,122515,122558,122703,122808,122903,123052,123218,123312,123450,123744,123838
41,MW5594-2,121107,121203,121341,121624,121917,122116,122421,122526,123544,123617,123639,123806,123900,123954,124120,124214,124308,124416,124522,124605,124742,124943,125109
42,MW4366-2,122609,122808,123207,123523,123838,124109,124341,124659,125708,125740,125834,125939,130105,130159,130347,130504,130641,130903,131019,131124,131345,131630,131830
43,AA7101-3,123429,123701,124026,124247,124522,124648,125120,125436,130504,130547,130641,130807,130914,131008,131135,131302,131429,131619,131725,131808,131926,132242,132442
44,MW4503-3,,,125341,125657,125906,130105,130453,130819,131904,131959,132043,132158,132337,132442,132620,132726,132831,132958,133103,133207,133428,133700,133859
45,MW4647-3,130105,130326,130652,131019,131240,131440,131714,131959,132925,133030,133124,133229,133417,133500,133606,133700,133816,133942,134110,134204,134342,134702,134841
46,MW4781-3,,,132021,132337,132642,132831,133030,133345,134309,134416,134501,134618,134724,134807,134926,135020,135137,135328,135455,135550,135657,135951,140108
47,MW4837-3,133251,133500,133859,134226,134416,134629,134947,135306,140401,140516,140611,140732,140848,140953,141126,141209,141345,141524,141640,141734,141912,142229,142501
48,MW4856-3,,,135222,135647,135835,140130,140350,140848,141850,141934,142029,142135,142251,142345,142555,142627,142815,142921,143026,143130,143225,143458,143615
49,MW5594-3,140119,140412,140826,141104,141345,141607,141912,142251,143447,143531,143626,143741,143847,143952,144108,144202,144339,144424,144528,144644,144855,145138,145304
50,MW4366-3,141745,141944,142145,142501,142754,142931,143258,144003,144939,145044,145127,145242,145420,145514,145724,145841,145958,150147,150252,150419,150556,150849,151049
51,AA7101-4,142921,143341,143520,143908,144307,144445,144749,145148,150252,150408,150502,150618,150734,150849,151100,151204,151311,151427,151532,151651,151915,152158,152359
52,MW4503-4,,144623,144834,145242,145525,145641,145958,150324,151510,151554,151639,151746,151915,151947,152042,152147,152231,152410,152516,152610,152821,153053,153241
53,MW4647-4,145641,150020,150441,150828,151217,151438,151735,152053,152959,153042,153136,153252,153451,153617,153850,153955,154112,154300,154417,154523,154700,155004,155130
54,MW4781-4,,,151628,,,152821,153042,153407,154628,154711,154754,,155025,155130,155329,155436,155530,155635,155741,155846,160003,160308,160426
55,MW4825-3,152053,152231,152548,152937,153701,153933,154217,154344,155352,155425,155530,155635,155730,155825,155941,160025,160130,160236,160341,160437,160553,160803,160941
56,MW4619-3,164628,164744,165111,165545,165652,165915,170159,170421,171341,171426,171510,171616,171815,171859,172119,172235,172351,172457,172613,172707,172803,152104,173131
57,MW4837-4,152653,153104,153357,153817,154700,154815,155025,155318,160247,160341,160426,160542,160658,160730,160908,160941,161057,161258,161415,161511,161649,161859,162006
58,MW5084-0,153534,155352,155730,160141,160625,160908,161151,161331,162416,162510,162553,162720,162837,162920,163109,163236,163353,163459,163615,163721,163921,164214,164436
59,AA7530-3,,153850,154155,154606,155414,155625,155930,160119,161002,161035,161129,161247,161353,161426,161605,161659,161743,161859,162006,162111,162228,162543,162658
60,MW4856-4,,,,155130,155730,155952,160203,160308,161258,161342,161437,161532,161638,161710,161826,161921,162028,162144,162238,162332,162416,162658,162815
61,MW5594-4,155908,,160341,161013,161320,161459,161732,162006,162953,163048,163109,163236,163342,163448,163637,163732,163826,163921,164026,164130,164257,164531,164700
62,AA7637-2,,160658,161129,161415,161804,162038,162238,162416,163404,163448,163531,163648,163815,163859,164026,164120,164214,164404,164509,164606,164700,164933,165111
63,MW4366-4,161521,161710,161921,162311,162521,162637,162848,163131,164130,164225,164319,164414,164520,164606,164744,164850,164933,165100,165205,165311,165418,165642,165758
64,AA7479-2,,162615,162953,163258,163604,163826,164141,164319,165418,165534,165631,165758,165915,165948,170116,170210,170410,170548,170727,170822,170951,171246,171353
65,AA7101-5,163026,163320,163520,163753,164058,164257,164542,164711,165758,165842,165926,170021,170127,170210,170327,170421,170516,170716,170810,170843,171002,171246,171404
66,MW4503-5,,163837,164036,164436,164639,164922,165132,165440,170421,170516,170548,170716,170810,170856,171013,171045,171150,171319,171415,171521,171732,171931,194911
67,MW4647-5,165249,165703,165915,170221,170443,170643,171013,171150,172202,172245,172351,172508,172624,172707,172858,173003,173057,173226,173321,173426,173554,173910,174134
68,AA6345-3,170327,170621,170951,171150,171531,171721,172202,172340,173521,173616,173711,173816,173932,174050,174229,174408,174514,174651,174756,174923,174956,175321,175520
69,MW4781-5,,,171805,172119,172446,172645,172941,173120,174250,174344,174430,,174713,174756,174923,175028,175133,175248,175342,175437,175542,175818,175915
70,MW4837-5,172245,172424,172836,173036,173310,173521,173910,174039,175248,175321,175416,175531,175648,175756,175904,175958,180054,180210,180315,180410,180548,180821,180937
71,AA7530-4,172718,173605,173910,,174702,175205,175416,175616,180726,180832,180915,181043,181148,181233,181400,181506,181611,181811,181916,182010,182148,182421,182549
72,MW4856-5,174218,174408,174713,174934,175227,175510,175853,180137,181948,182043,182127,182231,182348,182432,182643,182737,182854,183021,183115,183220,183347,183641,183758
73,MW5084-1,174923,175437,175807,180159,180421,180621,180959,181317,182937,183032,183115,183220,183325,183409,183608,183724,183842,184010,184137,184231,184358,184642,184841
74,MW5594-5,180243,180326,180610,180832,181137,181338,181611,181843,183209,183242,183336,183419,183524,183619,183820,183915,184021,184210,184315,184409,184537,184830,185015
75,AA7637-3,180726,180959,181400,181738,182043,182253,182516,182726,184220,184253,184347,184442,184558,184703,184904,185015,185056,185311,185419,185507,185550,185756,185916
76,MW4366-5,181255,181517,181916,182315,182654,182905,183115,183231,184642,184714,184808,184926,185045,185107,185300,185354,185443,185529,185637,185723,185938,190216,190329
77,AA7479-3,,182348,182726,183010,183314,183619,184043,184347,185456,185550,185650,185756,185927,190021,190216,190329,190448,190714,190831,190953,191143,191440,191617
