,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4503-0,,,,,,,,,,,,,,,,,,,,070109,070249,070513,070640
1,AA74-92-0,,,,,,,,070109,070702,070807,070851,,071146,071240,071357,071524,071546,071736,071830,071946,072137,,
2,MW4705-0,,,,,,,,070109,070713,070829,070924,071040,071218,071324,071440,071546,071652,071903,072008,072126,,,
3,MR7964-0,,,,,,070109,070205,070322,071346,071440,071535,071652,071808,071914,072116,072159,,,,,,,
4,AA6952-0,,,,,070109,,070205,070311,071208,071335,071429,071546,071747,071841,072105,072148,072253,,,,,,
5,AA69-59-0,,,070109,,070756,070945,071218,071357,,,,,,,,,,,,,,,
6,MW4781-0,,070109,071124,071440,071736,071957,072159,,,,,,,,,,,,,,,,
7,AA74-39-0,,070429,070713,071113,071408,071620,071852,072148,,,,,,,,,,,,,,,
8,MS4750-0,,,,,071218,071313,071535,071819,,,,,,,,,,,,,,,
9,AA6345-0,071240,,,,,,,,,,,,,,,,,,,,,,
10,MW4647-0,071251,071418,071546,071914,072105,072253,,,,,,,,,,,,,,,,,
11,MW3204-0,,,,,071546,071758,072032,072210,,,,,,,,,,,,,,,
12,AA7032-0,071819,072137,,,,,,,,,,,,,,,,,,,,,
