,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070138,070244,070327,070632,070736,070809,071303
1,MZ4228-0,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070349,070610,070726,071019,071124,071337,071525,071725,071819,071947,072240
2,MW5853-0,,,,,,,,,,,,,,070105,070244,070317,070537,070621,070726,071041,071124,071157,071303,071431,071558,071620,072135,072501,072639,073038,073154,073406,073630,073841,073946,074113,074345
3,MZ3556-0,,070222,070349,070432,070454,070537,070610,070653,070726,070852,070958,071103,071303,071348,071703,071747,071903,071947,072157,072356,072439,072523,072628,072755,072911,072954,073406,073703,073808,074041,074157,074345,074535,074756,074924,075041,075356
4,MZ3559-0,070559,070758,070925,070947,071009,071041,071103,071135,071209,071314,071420,071514,071642,071747,072019,072135,072240,072313,072450,072606,072650,072733,072817,072922,073005,073048,073502,073725,073903,074240,074345,074651,074913,075146,075240,075439,075722
5,MZ3734-0,071620,071841,072008,072041,072124,072157,072229,072302,072334,072501,072606,072722,072900,072933,073248,073429,073652,073746,073935,074208,074251,074345,074524,074640,074745,074829,075302,075555,075733,080005,080132,080407,080523,080935,081041,081157,081702
6,MX1135-0,072911,072944,073121,073154,073215,073248,073310,073355,073417,073534,073630,073714,073935,074041,074313,074419,074524,074618,074818,075019,075113,075207,075324,075450,075606,075701,080143,080407,080501,080649,080839,081008,081302,081557,081735,081808,082347
7,MZ3825-0,074008,074113,074324,074345,074408,074440,074513,074546,074618,074724,074807,074913,075113,075240,075606,075817,075933,080005,080154,080418,080501,080555,080722,080852,080935,081008,081524,081840,082020,082303,082419,082608,082736,083020,083220,083409,083725
8,MZ3956-0,074702,075345,075450,075523,075606,075639,075701,075744,075827,080005,080110,080205,080450,080555,080852,081019,081252,081357,081502,081735,081829,081914,082114,082252,082419,082514,083009,083315,083452,084230,,084651,084735,084936,085041,085219,085452
9,MZ3978-0,080617,080700,080828,080914,080935,080957,081019,081052,081135,081241,081335,081441,081546,081757,082125,082231,082452,082514,082640,082936,083041,083220,083420,083620,083746,083841,084335,084724,084914,085251,085358,085630,085757,090031,090136,090231,090535
10,MZ3987-0,081641,081808,081936,081958,082031,082104,082125,082209,082231,082336,082430,082546,,082947,083315,083431,083652,083736,083903,084241,084324,084408,084640,084757,084957,085041,085503,085757,085935,090441,090557,090936,091103,091325,091452,091640,092251
11,MZ4072-1,082841,083052,083157,083231,083253,083358,083420,083452,083525,083642,083736,083841,084009,084219,084546,084818,084914,084957,085113,085358,085442,085536,085652,085818,090008,090103,090535,090819,090958,091535,091651,091852,092135,092356,092502,092524,093020
12,MZ4228-1,084313,084346,084546,084608,084630,084713,084735,084829,084914,085030,085135,085240,085536,085641,085914,090020,090125,090220,090357,090619,090713,090830,090925,091103,091230,091314,091756,092030,092146,092408,092546,092852,093031,093440,093545,093701,094226
13,MW5853-1,085431,085536,085641,085713,085735,085808,085829,085914,085946,090053,090158,090303,090546,090713,091030,091219,091452,091524,091651,092030,092113,092207,092356,092524,092629,092724,093147,093502,093701,094153,094320,094458,094719,094941,095057,095140,095458
14,MZ3556-1,090408,090524,090640,090713,090735,090808,090840,090914,090947,091114,091157,091314,091524,091640,091957,092218,092334,092408,092535,092852,092925,093031,093147,093324,093451,093523,094005,094309,094436,094846,095002,095309,095414,095721,095900,100122,100605
15,MZ3559-1,091734,091818,091946,092019,092041,092113,092135,092251,092312,092430,092524,092629,092852,092958,093303,093418,093639,093733,093900,094121,094226,094320,094436,094625,094802,094846,095309,095542,095649,100027,100300,100521,100732,101058,101203,101341,101636
16,MZ3734-1,093125,093303,093429,093502,093523,093618,093639,093712,093744,093900,094005,094110,094247,094436,094741,094919,095140,095225,095436,095638,095721,095816,095954,100122,100249,100322,100753,101026,101203,101814,101940,102130,102308,102814,102908,103037,103353
17,MX1135-1,094131,094226,094403,094436,094520,094635,094708,094802,094835,094941,095046,095214,095414,095616,095911,100027,100249,100332,100605,100826,100932,101037,101257,101436,101625,101657,102119,102436,102635,102943,103059,103321,103459,103731,103836,104031,104526
18,MZ3825-1,095140,095225,095341,095403,095436,095520,095542,095616,095649,095805,095900,100038,100238,100354,100637,100753,101015,101058,101203,101436,101519,101614,101730,101908,102036,102057,102530,102835,102954,103216,103321,103520,103720,103947,104104,104210,104432
19,MZ3956-1,100616,101341,101519,101552,101614,101719,101741,101824,101857,102057,102152,102246,102509,102730,103037,103216,103437,103531,103709,103858,103947,104031,104221,104410,104537,104621,105114,105324,105513,105922,110028,110155,110332,110606,110723,110840,111315
20,MZ3978-1,102436,102541,102708,102741,102752,102835,102846,102932,102954,103059,103143,103248,103437,103647,104020,104137,104359,104454,104548,104820,104925,105009,105125,105252,105418,105502,105922,110144,110321,110744,110925,111253,111410,111622,111728,111843,112306
21,MZ3987-1,103520,103709,103825,103858,103925,104031,104104,104137,104210,104348,104432,104559,104820,104925,105208,105429,105534,105618,105850,110122,110216,110310,110500,110701,110840,110914,111359,111611,111717,112035,112151,112424,112646,112909,113014,113057,113636
22,MZ4072-2,104548,104737,104903,104936,105009,105041,105103,105157,105241,105346,105502,105545,105828,105933,110216,110354,110617,110701,110925,111125,111231,111326,111527,111706,111800,111843,112306,112635,112825,113119,113236,113414,113541,113940,114046,114202,114731
23,MW5943-0,105744,105756,105922,110007,110050,110238,110300,110332,110405,110511,110628,110755,110914,111103,111348,111505,111728,111843,112057,112402,112508,112613,112836,112952,113057,113130,113614,113856,114046,114352,114459,114626,114837,115131,115300,115427,115900
24,MZ4228-2,110606,110701,110819,110840,110903,110947,111009,111041,111125,111231,111315,111359,111600,111717,112013,112223,112328,112413,112530,112719,112825,112919,113046,113225,113341,113352,113802,114107,114246,114604,114710,114826,115048,115310,115450,115639,115900
25,MW5853-2,111611,111728,111906,112002,112024,112119,112140,112234,112317,112519,112613,112708,112930,113119,113509,113719,113951,114057,114307,114553,114659,114753,114954,115110,115300,115332,115827,120132,120426,120805,120921,121026,121226,121626,121753,122037,122437
26,MP5834-0,112424,112541,112708,112741,112803,112909,112930,113014,113057,113214,113308,113425,113552,113646,113940,114107,114340,114426,114604,114859,115004,115059,115238,115406,115512,115533,120005,120154,120447,121004,121121,121226,121426,121648,121753,122037,122459
27,MW5966-0,113341,113509,113636,113708,113730,113824,113845,113929,114035,114140,114224,114307,114509,114659,115059,115238,115501,115544,115816,120110,120205,120248,120415,120531,120710,120754,121237,121815,122110,122405,122532,122638,122932,123341,123509,123614,124058
28,MZ3559-2,114213,114426,114604,114626,114648,114720,114742,114826,114859,115015,115227,115332,115617,115722,120027,120154,120426,120520,120710,121015,121121,121226,121353,121553,121709,121753,122215,122437,122616,122953,123109,123236,123403,123825,123941,124047,124617
29,MW5936-0,115849,115911,120059,120154,120216,120321,120342,120426,120509,120627,120743,120848,121048,121248,121543,121659,121909,121953,122110,122321,122449,122543,122732,122859,123048,123131,123614,123857,124047,124403,124511,124650,124850,125114,125230,125450,125944
30,MZ3556-2,120754,120848,121015,121048,121132,121226,121248,121343,121437,121553,121648,121753,121942,122205,122532,122743,123015,123120,123414,123720,123836,123930,124109,124236,124416,124522,124947,125324,125533,125954,130110,130259,130616,131038,131251,131334,131819
31,MX1084-0,121909,121931,122037,122121,122154,122215,122248,122332,122427,122543,122627,122721,122953,123059,123414,123530,123742,123836,124026,124247,124352,124500,124628,124744,124936,125020,125439,125733,125922,130404,130554,130721,131038,131502,131630,131746,132328
32,MW5898-0,123225,123319,123458,123541,123614,123647,123720,123814,123847,124036,124203,124416,124639,124744,125157,125356,125639,125806,130038,130310,130448,130532,131735,131915,132044,132150,132613,132836,133036,133403,133541,133719,133846,134213,134318,134501,135053
33,MZ3734-2,123720,123951,124131,124203,124225,124258,124330,124403,124438,124606,124701,124755,125020,125136,125512,125555,125817,125911,130049,130259,130353,130448,130638,130816,130933,130955,131451,131819,132000,132402,132529,132718,132930,133403,133520,133741,134340
34,MX1135-2,,125324,125429,125523,125544,125618,125650,125723,125755,125900,125954,130038,130215,130310,130627,130711,130933,131038,131240,131535,131630,131841,132128,132244,132402,132435,132858,133235,133436,133951,134057,134318,134501,134723,134840,135020,135603
35,MZ3956-2,130110,131841,132011,132106,132139,132233,132306,132402,132445,132634,132751,132909,133108,133203,133552,133708,133918,134025,134151,134501,134544,134650,134818,135009,135137,135233,135719,135940,140130,140448,140615,140750,141051,141320,141458,141730,142553
36,MZ3825-2,130448,130554,130721,130805,130827,130922,130944,131016,131111,131240,131345,131451,131724,131841,132150,132350,132613,132707,132836,133152,133256,133352,133520,133625,133741,133813,134246,134501,134650,134958,135104,135328,135603,140003,140057,140353,140844
37,MZ3978-2,133025,133119,133318,133352,133403,133447,133509,133552,133636,133752,133846,133940,134141,134318,134650,134818,135031,135126,135350,135658,135730,135824,140014,140130,140246,140340,140739,141001,141147,141636,141741,142003,142353,142626,142826,143026,143742
38,MW5943-1,134014,134025,134141,134202,134235,134307,134352,134426,134512,134617,134701,134807,134958,135115,135528,135719,135951,140057,140246,140615,140725,140739,141001,141136,141256,141404,141835,142225,142415,142753,143004,143204,143448,143659,143804,143942,174956
39,MZ3987-2,134712,134936,135115,135137,135211,135306,135328,135401,135444,135614,135730,135824,140003,140130,140416,140637,140906,141001,141209,141509,141636,141730,141951,142109,142247,142341,142815,143037,143330,143710,143858,144203,144340,144543,144648,144753,145356
40,MZ4072-3,135824,140003,140141,140235,140257,140340,140427,140510,140543,140712,140801,140906,141125,141320,141636,141813,142036,142203,142448,142720,142804,142848,143048,143225,143415,143458,143942,144257,144637,145025,145203,145418,145639,150029,150133,150228,150732
41,MW5966-1,141027,141051,141245,141320,141341,141425,141436,141520,141553,141824,141941,142036,142225,142353,142731,142932,143153,143247,143437,143659,143815,143920,144203,144340,144510,144604,145036,145513,145756,150133,150300,150417,150721,151110,151217,151333,151831
42,MZ4228-3,141846,141951,142120,142203,142225,142320,142353,142426,142521,142626,142720,142804,143026,143236,143542,143648,143858,143942,144130,144543,144637,144753,144942,145109,145239,145323,145756,150144,150438,152621,152800,153023,153149,153548,153737,154010,154620
43,MW5853-3,142848,142921,143037,143110,143153,143225,143236,143319,143415,143659,143815,143920,144058,144141,144521,144604,144836,144942,145120,145429,145523,145629,145900,150039,150155,150239,150710,150954,151628,153138,153316,153443,153715,154126,154253,154515,155211
44,MW5936-1,143520,143648,143815,143836,143847,143942,144003,144047,144119,144214,144257,144353,144532,144659,145003,145131,145239,145334,145523,145723,145806,145911,150039,150206,150406,150511,150954,151417,152527,153505,153704,153936,154148,154547,154726,154948,155400
45,MZ3556-3,144329,144426,144626,144720,144742,144825,144847,144942,145025,145226,145345,145502,145828,145944,150250,150438,150710,150815,151059,151417,151522,151639,151853,152032,152148,152242,152738,153254,153559,154504,154704,154842,155021,155433,155603,155741,160130
46,MX1084-1,145250,145356,145534,145607,145639,145723,145806,145850,145933,150050,150155,150300,150438,150605,150910,151015,151250,151322,151450,151713,151809,151904,152126,152242,152359,152443,152917,153505,153820,154704,155116,155233,155411,155657,155803,160141,191350
47,MZ3559-3,150007,150438,150616,150659,150743,150826,150859,150943,151015,151153,151311,151417,151617,151853,152242,152337,152549,152716,152906,153244,153359,153432,153642,153820,153925,154021,154453,154758,155316,160214,160341,160637,160920,161142,161258,161415,162111
48,MZ3734-3,151026,151217,151333,151428,151450,151555,151628,151713,151747,151926,152010,152105,152253,152443,152822,153044,153327,153421,153610,153925,153958,154043,154232,154420,154537,154609,155054,155400,155646,160426,160648,160847,161058,161437,161616,161826,162342
49,MX1135-3,,152348,152516,152611,152643,152727,152811,152855,152939,153117,153211,153327,153548,153653,154010,154159,154431,154537,154704,155032,155211,155305,155444,155708,155835,155919,160415,160637,161026,162111,162215,162509,162646,162942,163109,163342,163804
50,MZ3825-3,152454,153432,153632,153726,153748,153831,153904,153947,154021,154210,154253,154420,154631,154726,155021,155127,155400,155455,155657,155951,160035,160141,160308,160426,160553,160637,161109,161500,161826,162953,163058,163258,163510,163721,163859,164120,164755
51,MW5898-1,152906,154526,154726,154747,154821,154926,154948,155021,155116,155327,155433,155550,155730,155919,160257,160426,160659,160804,161004,161320,161437,161544,161805,161943,162111,162143,162614,162942,190905,191401,191652,191848,192025,192253,192440,192530,193033
52,MZ3956-3,155200,155349,155550,155614,155657,155741,155803,155835,155919,160119,160214,160319,160437,160626,160847,161015,161226,161331,161448,161816,161921,162016,162226,162426,162542,162636,163142,163353,163721,164617,164755,164911,165227,165502,165641,165747,170254
53,MZ3978-3,160246,160426,160604,160637,160720,160815,160836,160920,161004,161142,161247,161353,161616,161711,162038,162122,162331,162426,162636,162920,163037,163120,163258,163448,163648,163754,164225,164415,164617,165216,165333,165619,165853,170305,170422,170527,170918
54,MZ3987-3,161004,161153,161342,161437,161511,161555,161616,161711,161805,161943,162049,162154,162436,162603,162920,163037,163258,163353,163532,163837,163921,164015,164131,164341,164459,164531,165006,165249,165502,170054,170222,170327,170516,170940,171046,171140,171838
55,MS2259-0,161533,161732,161910,161932,162016,162049,162111,162154,162237,162404,162458,162552,162719,162803,163131,163247,163459,163553,163815,164214,164247,164341,164509,164650,164850,164933,165418,165703,165904,170505,170622,170749,170951,171415,171543,171721,171932
56,MW3417-0,,162751,162909,163004,163026,163058,163120,163225,163258,163415,163542,163743,163921,164037,164353,164521,164755,164901,165122,165440,165534,165631,165809,165926,170054,170149,170622,170940,171151,171827,171954,172133,172440,172756,173009,173209,173535
57,MZ4072-4,163426,163459,163637,163732,163815,163859,163921,164015,164048,164236,164330,164415,164722,164850,165206,165311,165534,165631,165853,170200,170305,170411,170549,170717,170822,170833,171307,171554,171754,172513,172651,172936,173125,173358,173535,173651,174051
58,MW5966-2,165333,165356,165524,165556,165652,165747,165809,165915,165949,,,,,,171107,171235,171459,171554,171805,172048,172154,172311,172535,172713,172904,172947,173419,173651,173851,174702,174840,174956,175239,175744,175853,180116,180634
59,MW5853-4,,170422,170549,170727,170749,170844,170940,171046,171107,171415,171510,171627,171743,171943,172216,172418,172702,172756,172958,173314,173441,173535,173818,173945,174102,174157,174757,175145,175533,175948,180116,180402,180729,181141,181331,181553,182226
60,MZ4228-4,170833,171046,171213,171257,171329,171415,171426,171554,171638,171805,171859,172027,172238,172407,172734,172840,173103,173157,173408,173619,173702,173756,173934,174040,174229,174313,174913,175333,175543,180245,180446,180602,180740,181141,181354,181553,181826
61,MW5936-2,172110,173325,173513,173608,173640,173745,173807,173945,174029,174208,174251,174430,174608,174724,175029,175217,175449,175554,175744,180116,180221,180328,180613,180836,181047,181119,181604,181847,182058,182639,182839,183018,183303,183725,183915,184211,184655
62,MZ3556-4,172205,172333,172513,172556,172629,172702,172745,172958,173030,173220,173303,173419,173640,173818,174124,174240,174503,174608,174735,175112,175155,175311,175554,175818,180021,180054,180529,180825,181025,181521,181837,182026,182438,182945,183124,183230,183938
63,MZ3559-4,173840,174051,174219,174240,174313,174345,174419,174514,174546,174713,174818,174945,175155,175416,175700,175840,180105,180159,180424,180729,180857,181014,181247,181426,181658,181753,182204,182511,182817,183714,183841,184022,184400,184814,184953,185157,190007
64,MZ3734-4,174745,175018,175155,175228,175301,175416,175438,175543,175616,175818,175853,180010,180149,180307,180656,180825,181119,181215,181459,181815,181953,182058,182309,182438,182722,182817,183303,183545,183938,185102,185245,185436,185706,190059,190205,190330,190916
