,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4614-0,,075136,075252,075418,075512,075722,080014,080224,080456,080622,080737,080821,081020,081114,081157,081616,081732,082035,082256,082340,082540,082832,070105,083719
1,MX4041-0,,,,,,,,,,,,,,,,,,,,,070105,070232,070315,070503
2,MX3651-0,,,,,,,,,,,,,,,070105,070452,070608,070944,071153,071239,071426,071802,071906,072043
3,MX4604-0,,,,,,,070105,070127,070347,070452,070557,070640,070807,070850,070923,071343,071459,071802,072137,072221,072410,072745,072901,073038
4,MX4021-0,070105,070304,070358,070503,070651,070818,071110,071239,071510,071614,071719,071802,071928,072043,072126,072536,072652,073017,073300,073344,073448,073709,073835,074014
5,MX4598-0,070618,071049,071206,071311,071426,071603,071834,072000,072105,072159,072253,072336,072525,072619,072713,073122,073300,073637,073918,074057,074257,074601,074717,074854
6,MX4159-0,071813,072221,072336,072432,072630,072724,073038,073132,073333,073437,073531,073626,073742,073908,073951,074435,074601,074854,075209,075252,075522,075816,075921,080140
7,MX4338-0,072221,072432,072525,072630,072756,072944,073228,073311,073521,073605,073720,073753,073908,074014,074046,074456,074634,074854,075220,075356,075700,075816,075931,080151
8,MX4365-0,073521,073616,073731,073835,074035,074129,074446,074634,074854,074959,075053,075115,075231,075346,075407,075816,075942,080318,080539,080726,080915,081042,081157,081334
9,MX4383-0,073731,074151,074245,074340,074634,074749,075042,075220,075324,075418,075512,075617,075733,075859,075942,080350,080506,080737,081136,081313,081500,081931,082057,082234
10,MW5346-0,075711,075921,080036,080119,080307,080350,080715,080821,081053,081219,081334,081439,081554,081732,081815,082234,082351,082612,082854,083041,083255,083434,083528,083657
11,MX4458-0,075859,080318,080434,080539,080854,080915,081146,081240,081500,081616,081710,081804,081952,082035,082119,082540,082655,083020,083255,083317,083528,083846,083951,084108
12,MX4041-1,080843,081103,081146,081251,081439,081627,081909,082025,082256,082351,082445,082529,082644,082738,082759,083157,083306,083635,084003,084057,084257,084437,084531,101845
13,MX3651-1,081815,082046,082140,082223,082424,082633,082926,083020,083255,083351,083456,083539,083719,083802,083846,084247,084404,084657,085001,085200,085503,085850,090006,090205
14,MX4604-1,082057,082633,082738,082905,083052,083146,083507,083625,083846,084003,084119,084214,084342,084509,084541,084951,085138,085503,085723,085806,085923,090226,090435,090625
15,MX4021-1,083412,083824,083918,084036,084225,084330,084614,084824,085055,085200,085315,085409,085535,085702,085745,090226,090352,090552,090918,091055,091316,091748,091903,092113
16,MX4598-1,084152,084603,084657,084813,084929,085106,085409,085618,085723,085817,085934,085955,090205,090248,090320,090802,090929,091149,091455,091643,091903,092207,092333,092501
17,MX4159-1,085326,085546,085651,085745,090039,090259,090635,090813,090929,091044,091149,091222,091350,091528,091611,092051,092228,092605,092825,093012,093258,093657,093812,094010
18,MX4338-1,090111,090342,090435,090531,090802,091023,091316,091423,091654,091820,091925,092029,092156,092311,092407,092825,092940,093215,093552,093750,093949,094324,094440,094606
19,MX4365-1,090846,090939,091033,091138,091339,091528,091853,092019,092124,092228,092322,092354,092511,092626,092720,093128,093309,093624,093927,094126,094335,094732,094848,095025
20,MX1447-0,091633,091925,092019,092134,092354,092605,092951,093034,093149,093236,093342,093425,093613,093740,093823,094252,094429,094649,094931,095119,095413,095834,100000,100126
21,MX4383-1,092040,092301,092428,092533,092720,092825,093128,093236,093330,093425,093530,093635,093801,093906,093949,094408,094534,094848,095119,095320,095603,095855,100011,100158
22,MX4614-1,,092659,092814,092940,093055,093319,093613,093812,093916,094021,094137,094241,094450,094544,094627,095047,095204,095529,095729,095906,100231,100710,100837,101046
23,MX4458-1,093225,093447,093552,093718,093927,094053,094408,094544,094805,094910,095004,095047,095258,095403,095446,095906,100021,100324,100627,100710,100942,101342,101446,101551
24,MW5346-1,094021,094627,094743,094931,095204,095352,095707,095855,100115,100231,100335,100450,100638,100816,100910,101330,101457,101802,102151,102340,102645,103128,103255,103433
25,MX4551-0,095801,100011,100126,100209,100356,100512,100827,101003,101225,101352,101457,101602,101740,101907,102003,102402,102529,102813,103138,103316,103527,103935,104051,104239
26,MX3651-2,095801,100158,100241,100407,100649,100910,101203,101342,101446,101541,101635,101708,101834,101939,102014,102424,102601,103001,103316,103506,103759,104217,104332,104509
27,MX4604-2,101151,101530,101635,101740,101928,102151,102507,102656,102918,103012,103106,103233,103412,103517,103611,104008,104123,104437,104646,104835,104940,105256,105423,105538
28,MX4021-2,102308,102728,102846,102940,103222,103433,103748,103946,104051,104228,104332,104426,104614,104740,104835,105318,105455,105715,110018,110155,110533,111002,111139,111329
29,MX4598-2,103044,103455,103611,103759,103914,104029,104343,104520,104751,104907,105023,105139,105350,105455,105600,110018,110144,110334,110731,110825,111024,111434,111600,133705
30,MX4159-2,104029,104239,104332,104437,104657,104907,105256,105455,105725,105841,105946,110040,110207,110334,110407,110908,111046,111340,111716,111904,112220,112722,112848,115827
31,MX4338-2,104707,104929,105023,105213,105401,105538,105852,110018,110251,110407,110512,110627,110804,110919,111012,111456,111633,111948,112314,112502,112744,113109,113225,113353
32,MX4365-2,110029,110144,110240,110439,110659,110846,111203,111329,111549,111716,111831,111915,112053,112220,112314,112711,112848,113215,113447,113636,113929,114413,114539,114706
33,MX4383-2,110450,110659,110804,110846,111129,111235,111600,111705,111810,111959,112053,112147,112314,112430,112513,112921,113047,113415,113657,113846,114128,114655,114800,114916
34,MP6039-0,112556,113036,113130,113248,113447,113603,114035,114139,114351,114456,114623,114739,114916,115031,115126,115629,115806,120122,120531,120730,121055,121643,121831,122019
35,MX1447-1,,,112805,113003,113141,113321,113730,113950,114212,114340,114507,114623,114822,115010,115115,115618,115755,120111,120520,120719,121055,121632,121759,121936
36,MX4458-2,113025,113447,113541,113646,113835,114002,114244,114340,114550,114717,114905,115053,115232,115358,115441,115851,120039,120310,120542,120740,121045,121456,121611,121748
37,MX4614-2,114518,114844,114959,115053,115315,115502,115902,120017,120238,120405,120531,120636,120835,120951,121045,121517,121643,121958,122250,122438,122803,123140,123235,143425
38,MX4551-1,,,,120437,120657,120824,121213,121328,121549,121737,121842,122019,122156,122333,122449,122919,123056,123413,123758,123946,124218,124636,124802,124928
39,MX4041-2,120708,120751,120835,120929,121055,121213,121506,121654,121748,121915,122009,122124,122229,122354,122500,122930,123118,123423,123809,123956,124333,124845,125011,125138
40,MX3651-3,122333,122626,122731,122836,122952,123118,123351,123539,123809,123924,124029,124123,124312,124438,124521,124939,125105,125442,125851,130039,130310,130603,130708,130846
41,MX4604-3,123118,123319,123434,123600,123758,124008,124301,124449,124719,124845,124950,125033,125212,125410,125453,125902,130018,130310,130636,130740,131034,131520,131636,131815
42,MX4021-3,124856,125001,125054,125159,125359,125525,125851,125956,130216,130343,130459,130603,130740,130929,131023,131437,131603,131941,132245,132402,132739,133200,133318,133455
43,MX4159-3,130907,131139,131259,131437,131625,131742,132151,132413,132634,132815,132930,133023,133200,133340,133434,133916,134114,134439,134836,134940,135307,135833,135959,140209
44,MX4338-3,131117,131405,131458,131614,131825,132035,132318,132424,132645,132825,132941,133117,133257,133423,133517,133948,134218,134439,134846,135013,135435,135844,140021,140136
45,MX4365-3,132739,132908,133013,133117,133307,133412,133726,133905,134135,134323,134500,134626,134814,134929,135023,135435,135602,135855,140230,140345,140712,141254,141431,141608
46,MX4383-3,133455,133820,133937,134042,134218,134417,134803,135013,135246,135413,135550,135645,135833,140010,140053,140501,140639,140924,141254,141409,141746,142238,142343,142511
47,MX4458-3,134929,135613,135739,135905,140136,140345,140712,140902,141134,141254,141358,141503,141703,141841,141913,142354,142544,142954,143414,143550,143857,144309,144436,144635
48,MX4551-2,,140734,140840,140956,141232,141453,141913,142018,142300,142438,142721,142921,143142,143320,143425,143930,144107,144425,144835,144951,145238,145815,145942,150130
49,MX4041-3,141123,141221,141326,141420,141619,141746,142133,142354,142616,142731,143026,143205,143331,143446,143518,143940,144150,144425,144846,144951,145300,150014,150130,150341
50,MX3651-4,141852,142050,142133,142227,142416,142616,142932,143120,143342,143550,143835,144002,144202,144258,144403,144824,144951,145238,145638,145743,150308,150856,151001,151138
51,MX4604-4,142827,143037,143131,143215,143331,143529,143857,144045,144309,144447,144624,144739,144918,145117,145206,145605,145721,150036,150424,150540,151011,151624,151740,151907
52,MX4021-4,144002,144236,144425,144541,144803,144940,145300,145406,145627,145805,150036,150225,150413,150551,150645,151116,151307,151550,152036,152209,152440,153036,153252,153501
53,MX4598-3,144940,145238,145417,145532,145710,145942,150214,150319,150540,150729,150845,151044,151245,151434,151518,152014,152151,152555,153046,153252,153817,154215,154342,154531
54,MX4159-4,150036,150257,150402,150518,150729,150845,151256,151424,151657,151856,152230,152523,152722,152942,153014,153501,153650,154047,154448,154625,155117,155720,155907,160142
55,MX4338-4,150507,150834,150928,151044,151307,151413,151802,152003,152230,152555,153303,153512,153733,153921,154037,154603,154835,155117,155448,155636,160003,160453,160619,160841
56,MX4365-4,151950,152141,152230,152335,152545,152711,153108,153303,153555,153943,154237,154437,154625,154802,154846,155311,155448,155730,160232,160326,160640,161133,161254,161431
57,MX4383-4,153314,153440,153544,153744,153900,154005,154320,154415,154635,154824,155139,155300,155438,155625,155720,160142,160337,160557,161039,161154,161651,162207,162344,162542
58,MX4614-3,153827,153932,154047,154130,154353,154520,154740,154951,155227,155405,155553,155730,155918,160047,160152,160630,160745,161039,161441,161557,162121,162427,162532,162719
59,MX4458-4,154929,155056,155150,155300,155510,155730,160025,160243,160525,160724,161050,161211,161420,161503,161557,162027,162207,162449,162835,162951,163258,163803,163930,164108
60,MX4041-4,160337,160503,160608,160713,160935,161122,161431,161557,161838,162048,162449,162647,162846,163002,163057,163540,163720,163930,164322,164522,164940,165301,165427,165554
61,MX3651-5,161524,161640,161723,161806,162016,162218,162449,162658,162941,163119,163341,163456,163647,163825,163908,164322,164500,164753,165117,165322,165616,165848,170014,170151
