,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070200,070306,070350,070655
1,MZ4228-0,,,,,,,,,,,,,,,,,,,,,,070105,070223,070328,070434,070445,070916,071221,071326,071557,071714,071902,072017,072416,072542,072636,073105
2,MW5853-0,,,,,,,,,,,,,070105,070200,070507,070655,070759,070843,071009,071232,071315,071337,071453,071619,071735,071829,072311,072646,072751,073054,073210,073408,073513,073858,074003,074129,074551
3,MZ3556-0,070105,070223,070339,070424,070456,070550,070611,070644,070738,070854,071042,071135,071305,071348,071735,071829,072039,072122,072249,072531,072614,072719,072845,073000,073105,073147,073638,073920,074025,074308,074435,074645,074749,075020,075125,075231,075617
4,MZ3559-0,,070937,071114,071146,071210,071232,071305,071337,071409,071630,071735,071819,072007,072039,072354,072531,072636,072719,072907,073032,073105,073147,073242,073357,073451,073545,073941,074118,074224,074507,074634,074738,074916,075220,075324,075429,075650
5,MZ3734-0,071608,071724,071840,071923,071945,072017,072039,072122,072155,072416,072510,072614,072719,072834,073115,073253,073336,073408,073545,073743,073815,073837,073952,074057,074202,074245,074706,074937,075031,075418,075544,075722,075859,080151,080413,080550,080759
6,MZ3956-0,072740,,073115,073137,073147,073221,073253,073325,073419,073556,073711,073754,074003,,074340,074435,074518,074623,074728,074926,075010,075103,075231,075335,075440,075523,075942,080151,080257,080528,080622,080905,080948,081219,081323,081407,081627
7,MZ3825-0,074118,074202,074340,074402,074435,074507,074518,074612,074655,074948,075053,075147,075324,075440,075754,080014,080119,080203,080340,080643,080727,080811,080915,081020,081146,081219,081638,081837,081942,082340,082445,082655,082843,083104,083223,083328,083456
8,MW5936-0,075335,075418,075544,075617,075650,075743,075816,075859,075931,080130,080224,080329,080445,080633,080937,081031,081251,081334,081543,081837,081931,082014,082119,082223,082328,082413,082916,083104,083244,083518,083730,084014,084246,084517,084643,084915,085146
9,MZ3978-0,080413,080600,080737,080811,080854,080915,080948,081020,081114,081302,081356,081500,081638,081804,082057,082223,082445,082529,082706,082916,082948,083042,083223,083328,083434,083507,083951,084319,084423,084622,084726,084915,085157,085419,085545,085640,090112
10,MZ3987-0,081721,081815,081942,082014,082036,082108,082130,082202,082245,082445,082540,082634,082854,083031,083317,083423,083528,083550,083719,083856,083940,084025,084130,084246,084413,084456,084958,085146,085314,085534,085651,085912,090006,090249,090416,090521,091023
11,MZ4072-1,082905,083104,083244,083306,083328,083401,083423,083456,083550,083824,083929,084119,084319,084445,084759,084831,084936,085020,085209,085358,085441,085534,085640,085734,085901,085934,090416,090803,090908,091128,091235,091539,091740,092002,092046,092150,092633
12,MZ4228-1,084057,084246,084351,084445,084456,084611,084633,084716,084810,084958,085041,085209,085408,085629,085923,090028,090300,090321,090521,090741,090803,090846,091002,091128,,091257,091729,092024,092212,092507,092622,092855,093105,093305,093525,093620,094029
13,MW5853-1,084340,085502,085640,085701,085723,085756,085817,085912,085945,090144,090227,090321,090521,090647,091012,091214,091308,091351,091539,091834,091907,092002,092108,092233,092340,092413,092834,093054,093243,093631,093819,094112,094332,094553,094719,094907,095338
14,MZ3556-1,090521,090626,090752,090824,090835,090940,091002,091045,091118,091330,091445,091539,091719,091813,092108,092223,092456,092528,092717,093032,093115,093211,093337,093514,093631,093714,094134,094311,094417,094730,094846,095106,095244,095620,095757,095840,100237
15,MZ3559-1,091224,091657,091813,091845,091856,092002,092057,092150,092223,092456,092601,092655,092906,093011,093305,093420,093536,093558,093736,094029,094112,094206,094417,094543,094636,094709,095149,095536,095631,100111,100216,100508,100717,101009,101136,101328,101801
16,MZ3734-1,092855,093000,093137,093222,093254,093348,093410,093442,093525,093642,093757,093923,094145,094322,094615,094741,095012,095044,095211,095443,095547,095631,095757,095934,100100,100132,100613,101009,101146,101455,101632,101928,102057,102623,102802,102950,103412
