,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7536-0,,075021,075213,075529,075732,080501,,080937,081944,082050,082144,082301,,070111,082704,082810,083021,,,,,083847,084545
1,AA7842-0,082111,082440,082938,083509,083908,084225,084650,085149,090629,090756,090912,070111,070146,070303,070516,070559,070654,070906,071023,071203,071308,092906,115145
2,MW4705-0,,,,,,,,070111,070347,070454,070549,070716,070855,070939,071055,071203,071257,071415,071520,071626,071825,072100,072228
3,AA7530-0,,,,,,,,070111,070538,070643,070822,070906,071033,071139,071403,071510,071615,071709,071815,071942,072038,072345,072502
4,AA6952-0,,,084545,084842,085117,,070111,070157,071352,071510,071604,071742,071942,072049,072239,072356,072502,072652,072758,072926,073148,073444,093742
5,AA7303-0,070111,070939,071117,071426,071637,071647,072217,072513,073600,073749,073844,074110,074143,074249,074355,074451,074556,074734,074839,075010,075150,075424,075540
6,MR7964-0,,,,,070208,070442,070716,070844,071753,071858,071942,072122,072250,072356,072608,072641,072747,072842,072948,073115,073211,073528,073717
7,AA7759-0,,070325,070643,071055,071531,071753,071920,072028,073137,073255,073350,073517,073655,073801,074003,074059,074216,074311,074418,074545,074756,075054,075224
8,MW4647-0,071319,095322,095511,095827,100101,100301,100721,100944,102026,102131,102225,102356,102524,102607,102830,102947,103103,103230,103335,103451,103618,103934,104206
9,MW4825-0,071330,071459,071731,072100,072429,072619,072948,073306,074406,074513,074607,074734,074850,074959,075116,075234,075350,075456,075603,075721,075947,080254,080355
10,AA7101-0,,,,071836,072239,072524,072714,072959,073941,074059,074205,074333,074524,074629,074756,074828,074948,075150,075245,075413,075551,075826,080043
11,MW4938-0,,072133,072418,072747,073126,073255,073528,073801,074828,074937,075032,075150,075256,075350,075518,075625,075732,075925,080021,080138,080355,080639,080807
12,AA7492-0,072323,072641,073115,073506,073855,,074502,074618,075647,075804,075849,080021,080149,080254,080428,080534,080650,080756,080851,081010,081148,081423,081540
13,MW3430-0,,,,072630,072937,073115,073444,073801,074817,074915,075010,075116,075245,075340,075456,075551,075709,075914,080009,080127,080343,080639,080818
14,AA7252-0,,073255,073611,074037,,,074904,075202,,,,080534,080701,080807,081010,081126,081231,081423,081551,081659,081815,,082642
15,AA7871-0,,073919,074132,,074904,075139,075456,075816,080818,080926,081031,,081315,081423,081551,081647,081815,082039,082144,082301,082355,082726,082916
16,AA7637-0,,075849,080306,080639,080937,081253,081647,082111,083402,083531,083626,083742,083941,084109,084334,084450,084701,084820,084938,085044,085200,085457,085636
17,MW4366-0,080149,080523,080818,081253,081529,081742,082144,082451,083658,083825,083919,084048,084204,084247,084417,084523,084701,084830,084938,085055,085149,085446,085625
18,MS1935-0,080450,080756,081338,081732,082039,082301,082704,083054,084534,084701,084735,,092610,,,,,,,,,,
19,AA7488-0,,,085909,,090439,090618,090923,091230,081042,092422,092505,092643,092811,092855,093024,093139,093341,093540,093657,093753,093847,094141,094403
20,AA7530-1,081115,081518,081848,082322,082642,082916,083138,083836,085245,085402,085457,085625,085826,085931,090203,090309,090522,090651,090807,090923,091146,091421,091548
21,MW4705-1,082832,083116,083447,084004,084236,084450,085000,085530,091028,091157,091252,091410,091559,091632,091854,092010,092315,092455,092559,092705,092801,093045,093213
22,MW4825-1,084628,085044,085329,085804,090058,090258,090544,090850,091959,092116,092221,092359,092610,092716,092855,093002,093213,093402,093518,093625,093825,094047,094246
23,AA7759-1,090131,090321,090651,,091348,091453,091748,092105,093034,093202,093246,093424,093551,093657,093825,093931,094109,094225,094341,094458,094602,094901,095112
24,AA7303-1,090734,,091219,091610,091904,092221,092444,092727,093825,093931,094025,094203,094352,,094658,094754,094850,095101,095206,095311,095511,095743,095849
25,AA7101-1,091303,091843,092032,092337,092610,092951,093246,093529,094719,094816,094912,,,,095450,095555,095700,095827,095945,100101,100239,100532,100710
26,MW4938-1,,092643,093056,093529,093931,094203,094552,094839,100039,100134,100239,100406,100532,100638,100817,100900,101006,101133,101238,101334,101544,101826,101953
27,AA7492-1,092927,093424,093625,094014,094330,,094754,095007,100050,100155,100311,,100616,100721,100922,101028,101111,101205,101311,101417,101605,101837,102004
28,AA7871-1,093657,094203,094425,,095050,095300,095544,095711,100933,101038,101143,,101439,101522,101659,101804,101920,102109,102214,102308,102502,102830,103009
29,AA7252-1,,094754,094945,095700,095722,095934,100239,100500,,,,102142,102247,102356,102619,102702,102819,102915,103031,103136,103240,103556,103650
30,AA7536-1,,,,101017,101238,101605,101710,101826,102947,103052,103136,103313,103407,103440,103607,103712,103828,104028,104134,104239,104355,104659,105417
31,AA7637-1,,101249,101627,102037,102441,102640,102841,103103,104322,104427,104522,104710,104827,104859,105039,105155,105322,105450,105606,105711,105849,110133,110228
32,MW4366-1,101953,102203,102430,103009,103324,103502,103806,103923,105028,105155,105250,105355,105533,105627,105827,105934,110050,110250,110347,110453,110623,110846,111025
33,AA7530-2,102756,103147,103502,103839,104155,104322,104743,104912,110101,110303,110358,,110718,110802,110941,111036,111203,111403,111508,111636,111741,112046,112246
34,AA7759-2,,104637,105050,105501,,105955,110250,110347,111425,111457,111552,,,111919,112046,112152,112329,112519,112635,112752,113027,113301,113439
35,MW4705-2,110539,110751,110941,111341,111530,111647,111940,112130,113344,113449,113544,113701,113818,113925,114115,114220,114325,114536,114641,114746,114912,115156,115251
36,AA6952-1,,111708,132312,,112708,113111,113312,113640,114630,114735,114840,114956,115156,115251,115545,115702,115818,115955,120101,140258,120357,140736,140809
37,AA7488-1,,112836,113111,113449,113746,113935,114242,114420,,,,,,,,,120302,,,,,,121639
38,AA7303-2,113713,113935,114158,114504,114923,115302,115335,115556,120557,120651,120745,,121051,121146,121418,121545,121650,121806,121934,122040,122251,122607,122735
39,MW4938-2,,115156,115502,115756,120134,120302,120546,120850,121912,122007,122051,122229,122440,122524,122735,122831,122948,123115,123220,123315,123548,123831,124020
40,AA7492-2,115756,120206,120546,120913,121251,121628,121712,121900,122948,123043,123148,123253,123443,123515,123705,123821,124009,124052,124208,124302,124502,124808,124927
41,AA7252-2,,,121900,122356,122629,122948,123432,123715,124830,124927,125021,125137,125316,125423,,,,,,,,130912,131324
42,AA7536-2,,122640,122937,,123705,123842,124125,,125635,125740,125823,,130129,130235,130319,130425,130625,130731,130849,131007,131113,131357,131534
43,AA7637-2,123421,124114,124546,124841,125338,125507,125718,125907,130945,131040,131145,131313,131440,131534,131755,131912,132050,132301,132418,132523,132628,132912,133039
