,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7101-0,,,,,,,,,,,,,,,,,,,070103,070159,070433,070600
1,AA7536-0,,,,,,,,,,070103,,070127,070233,070400,070433,070505,070621,070715,070811,070917,071210,071316
2,AA7706-0,,,,,,,,070103,070538,070621,070821,070938,071043,071221,071316,071421,071558,071652,071819,072040,072252,072440
3,AA7248-0,,,,,070103,070138,070148,070255,071337,071442,071630,071757,071851,072102,072208,072314,072357,072502,072618,072756,073031,073052
4,AA7149-0,,070103,070422,070737,071022,071138,071316,071421,072335,072535,072756,072936,073042,073302,073418,073523,073639,073734,073849,073955,074205,074321
5,AA7195-0,070443,,070844,071159,071359,071630,071641,071830,072914,072947,,073302,073408,073513,073545,073639,073817,073922,074005,074143,074405,074437
6,AA6952-0,071337,071453,071714,071924,072124,,072524,072640,073744,073839,074027,074205,074300,074531,074626,074658,074836,074941,075035,075141,075352,080741
7,AA7488-0,072241,072419,072756,073136,073313,073440,073734,073900,074752,074836,075057,075203,075257,075519,075613,075708,075909,080014,080058,080203,080446,080552
8,AA7721-0,,073251,073628,074027,074238,074459,,074741,075719,075814,075952,080119,080214,080319,080352,080457,080613,080708,080752,080941,081225,081342
9,MW4640-0,073944,074205,074459,074730,074836,074930,075141,075246,080058,080152,080330,080446,080541,080657,080741,080835,080930,081024,081108,081203,081353,081447
10,AA7530-0,,075035,075341,075646,075909,080236,080341,080508,081342,081447,,081826,081932,082120,082204,082258,082352,082457,082553,082741,083014,083109
11,AA7322-0,075540,075719,080003,080236,,,,080814,081720,081754,,,082153,082320,082425,082457,082647,082752,082836,082941,083152,083330
12,AA7101-1,080225,080530,080825,081046,081309,081447,081720,082015,082952,083058,083319,083457,083614,083814,083908,083952,084119,084214,084330,084541,084835,084951
13,AA7536-1,081414,,081709,081932,082226,082425,082509,082636,083540,083636,083846,083941,084013,084152,084235,084330,084424,084541,084624,084752,085034,085235
14,AA7706-1,082142,082446,082741,083203,083435,083625,083908,084141,085118,085213,085413,085540,085613,085836,085919,090025,090130,090246,090341,090552,090805,090943
15,AA7195-1,,083319,083625,083846,084057,,084530,084707,085529,085624,,085941,090014,090214,090257,090341,090458,090614,090647,090753,090954,091111
16,AA7248-1,084152,084435,084657,085002,085224,085730,085742,085846,090731,090827,,091205,091227,091354,091437,091553,091710,091826,091910,092143,092405,092605
17,AA7149-1,,085529,085742,090025,090308,090447,090636,090742,091721,091826,,092205,092238,092448,092543,092648,092805,092921,093015,093204,093415,093553
18,AA6952-1,,,090827,091100,091321,,091721,091816,092732,092827,093015,093153,093237,093415,093448,093542,093658,093803,093846,094046,094329,094447
19,AA7488-1,091659,091921,092110,092448,092627,092754,093110,093226,094202,094318,,094719,094824,095045,095150,095254,095421,095526,095621,095726,100008,100124
20,MW4640-1,093120,093404,093604,093857,094108,094256,094457,094613,095504,095537,095726,095853,095936,100030,100114,100208,100357,100501,100606,100700,100851,100956
21,AA7530-1,093215,094740,094907,095254,095558,095642,095853,100008,100945,101039,,101354,101459,101709,101753,101836,102003,102119,102203,102341,102551,102656
22,AA7322-1,095558,095925,100135,100617,,,101249,101521,102602,102645,102846,102951,103034,103211,103316,103410,103559,103715,103758,103841,104114,104220
23,AA7706-2,100956,101405,101626,102025,102246,102446,102741,102918,103946,104053,,104419,104503,104651,104756,104914,105030,105146,105241,105512,105830,105935
24,AA7195-2,102518,,,103359,103453,,,103957,104936,105030,105219,105345,105439,105606,105649,105745,105830,105935,110030,110241,110503,110557
25,AA7101-2,,103957,104303,104630,104914,105136,105418,105649,110809,110913,111135,111324,111440,111652,111746,111903,112052,112157,112325,112515,112748,112925
26,AA7536-2,105019,105335,105555,105913,110241,110452,110747,111051,112432,112515,,112958,113114,113335,113429,113608,113652,113830,113924,114155,114419,114607
27,AA7248-2,,,111357,111534,111819,112125,112146,112314,113346,113440,113641,113724,113808,114050,114155,114302,114440,114545,114639,114744,115029,115134
28,AA7149-2,,112336,112559,112842,113031,,113357,113630,114545,114650,,115040,115134,115356,115501,115639,115737,115843,115937,120044,120312,120511
29,AA6952-2,,114007,114302,114607,114806,,115218,115501,120406,120500,,120816,120900,121100,121133,121228,121355,121511,121554,121733,122038,122143
30,AA7488-2,115218,115323,115533,,120055,120202,120439,120711,121816,121911,122132,122343,122427,122606,122701,122829,122945,123051,123207,123419,123632,123758
31,MW4640-2,120616,120944,121249,121616,121733,121921,122143,122404,123358,123430,123621,123715,123758,123929,124003,124057,124223,124339,124436,124543,124742,124910
32,AA7322-2,,122555,122701,123051,123241,123441,123654,124003,125015,125048,,125331,125426,125605,125637,125721,125838,125954,130059,130215,130436,130603
33,AA7101-3,123536,123916,124202,124508,124838,125142,125331,125616,130625,130658,130941,131046,131203,131416,131531,131636,131910,132026,132131,132247,132531,132624
34,AA7536-3,124753,125109,125448,,130131,130259,130415,130825,131932,132005,,132341,132425,132552,132646,132847,133025,133141,133236,133402,133635,133815
35,AA7248-3,,130059,130730,130952,131236,,131658,132015,132930,133057,,,,133657,133804,134004,134141,134247,134403,134510,134721,134805
36,AA7149-3,,131921,132110,132309,132635,132825,132952,133246,134436,134532,134755,134911,135016,135237,135320,135636,135752,135908,140003,140155,140417,140605
37,AA6952-3,133046,133319,133552,133909,134225,134448,134721,135005,140155,140301,,,,140900,140954,141132,141331,141447,141542,141649,141936,142031
38,AA7488-3,134615,134827,135110,,135636,135741,140025,140533,141638,141745,141946,142125,142209,142347,142431,142547,142759,142925,143030,143146,143431,143547
39,MW4640-3,135847,140355,140555,140900,141005,141132,141320,141807,142759,142831,143030,143303,143409,143631,143820,144020,144221,144326,144426,144637,144908,145003
40,AA7322-3,141553,141913,142231,142515,142714,142936,143314,143820,145003,145046,,145446,145552,145848,145954,150111,150312,150430,150524,150723,150936,151053
41,AA7101-4,143009,143347,143703,143936,144253,144448,144731,145235,150417,150513,150756,150947,151103,151242,151337,151632,151748,152044,152211,152410,152716,152905
42,AA7536-4,144510,144615,145024,145403,145635,,150026,150344,151231,151327,,151748,151821,152000,152044,152337,152526,152632,152727,152938,153233,153421
43,AA7248-4,145836,,150333,150545,150903,,,151810,153011,153149,,,,153825,153857,154046,154140,154307,154425,154624,154907,155023
44,AA7149-4,151042,151410,151548,151855,152127,152254,152537,152855,153814,153847,154046,154245,154340,154541,154634,154813,154929,155045,155150,155402,155604,155709
45,AA7195-3,,152243,152526,152759,153011,153200,153316,153613,154613,154719,,155023,155117,155318,155351,155520,155731,155847,155930,160119,160319,160435
46,AA6952-4,152759,153105,153443,153646,153836,154130,154213,154530,155553,155626,,160003,160036,160236,160330,160446,160541,160657,160752,160848,161121,161238
