,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4535-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070111,070208,070348,070454,070821,070938,071225
1,MX3651-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070111,070125,070208,070254,070705,070832,071139,071458,071710,071911,072335,072453,072611
2,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070111,070232,070337,070610,070705,070810,070843,071011,071055,071128,071553,071710,072006,072409,072453,072600,072919,073036,073142
3,MX4021-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070111,070136,070254,070432,070727,070905,071139,071247,071341,071414,071542,071648,071722,072134,072302,072611,072835,073036,073215,073426,073543,073721
4,MX4041-0,,,,,,,,,,,,,,,,,,,,070111,070125,070432,070705,070905,071011,071150,071225,071425,071542,071733,071944,072101,072409,072600,072824,072941,073058,073153,073310,073404,073448,073900,074028,074250,074501,074651,074903,075317,075434,075603
5,MX4159-0,,,,,,,,,,,,,,,,070111,070208,070305,070337,070421,070527,070843,070938,071150,071247,071403,071436,071627,071754,072155,072302,072442,072729,072802,073014,073131,073237,073259,073404,073510,073532,073944,074101,074301,074640,074841,075104,075350,075456,075708
6,MX4338-0,,,,,,,,,,,070111,070516,070600,070654,070759,070843,071011,071214,071257,071341,071436,071754,071922,072134,072228,072346,072431,072549,072656,,073248,073426,073700,073817,073922,074039,074133,074239,074356,074450,074556,075009,075115,075317,075540,075743,075911,080156,080314,080442
7,MX4365-0,,,,,,070111,070136,070232,070348,070600,070821,071352,071447,071553,071659,071805,071911,072006,072050,072112,072218,072516,072707,072857,073003,073109,073153,073404,073510,073721,073849,074039,074323,074417,074523,074629,074735,074819,074936,075053,075115,075529,075719,080123,080431,080633,080857,081112,081229,081335
8,MX4383-0,070111,,070610,070654,070738,070916,071033,071128,071308,071436,071838,072420,072516,072634,072751,072846,073014,073120,073215,073248,073415,073710,073817,073944,074050,074155,074250,074428,074556,074724,074925,075115,075350,075456,075657,075911,080028,080123,080314,080358,080453,080930,081100,081347,081609,081810,081926,082338,082444,082600
9,MX4388-0,070759,071214,071447,071531,071553,071838,071922,072028,072155,072251,072453,073014,073109,073215,073343,073415,073532,073626,073710,073817,073933,074239,074439,074556,074702,074830,074925,075126,075244,075456,075635,075838,080134,080230,080453,080611,080655,080750,080857,081004,081050,081452,081620,081959,082232,082444,082706,083217,083335,083441
10,MX4458-0,071710,072050,072251,072335,072409,072707,072824,072930,073058,073259,073510,074028,074133,074239,074406,074501,074607,074746,074830,074925,075031,075350,075603,075805,075900,080017,080112,080241,080358,080526,080802,081004,081313,081430,081704,081820,081948,082043,082210,082316,082349,082814,082953,083228,083609,083821,084105,084414,084531,084659
