,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MW2816-0,,,,,,,,,,,,,,,,,,,,,,,,,,,070111,070242,070336,070525,070608,070652,070725,070758,070939,071056,071426,071658,071921,072016,072134,072206
1,MW2856-0,,,,,,,,,,,,,,070111,070452,070558,070641,070758,070906,071034,071056,071225,071426,071626,071720,071804,071921,072038,072144,072301,072408,072503,072547,072609,072652,072758,073230,073442,073641,073725,073819,073902
2,MW3116-0,070111,071943,072239,072452,072747,073147,073252,073453,073558,073630,073841,073946,073957,074324,074713,074829,074915,075032,075116,075316,075455,075709,080015,080225,080344,080428,080534,080701,080807,080958,081104,081147,081337,081423,081456,081614,081930,082110,082355,082441,082558,082642
3,MW3053-0,,070230,070358,070547,070652,070939,071045,071140,071426,071520,071709,071742,071859,072239,072631,072758,072831,073009,073104,073303,073348,073620,073924,074240,074335,074429,074535,074651,074756,074937,075021,075148,075338,075411,075455,075614,080003,080236,080355,080501,080617,080650
4,MS1953-0,,073902,074335,074735,075021,075359,075517,075709,080037,080131,080257,080606,080701,081031,081434,081658,081741,082015,082121,082408,082503,082938,083212,083446,083551,083648,083804,084015,084120,084214,084308,084439,084556,084629,084702,084808,085148,085348,085541,085635,085730,085813
5,MS2365-0,,080257,080755,081412,081625,082121,082310,082547,082938,083022,083223,083329,083519,083909,084258,084417,084501,084640,084808,085148,085243,085519,085751,090119,090214,090308,090436,090614,090719,090952,091036,091258,091404,091448,091510,091627,091934,092146,092441,092535,092640,092723
6,MW2390-0,,083508,083826,084037,084428,084841,085148,085305,085519,085635,085835,085929,090130,090552,091003,091141,091225,091414,091459,091700,091754,091945,092146,092430,092546,092651,092756,092901,093006,093206,093300,093406,093500,093545,093712,093923,094325,094430,094641,094831,094958,095031
7,MW2816-1,,084534,084831,085116,085327,085751,090013,090152,090330,090436,090603,090658,090847,091236,091700,091849,091923,092146,092240,092441,092513,092712,092923,093133,093238,093322,093427,093618,093701,093923,093955,094123,094218,094301,094325,094452,094852,094947,095147,095255,095339,095423
8,MW2856-1,,090152,090458,090803,091225,091521,091733,091912,092240,092357,092546,092651,092817,093206,093556,093712,093756,093944,094018,094156,094250,094452,094735,094947,095103,095158,095328,095445,095550,095803,095836,095929,100047,100109,100130,100309,100635,100740,100920,101036,101141,101224
9,MW3053-1,093006,093111,093438,093850,094102,094357,094547,094809,095147,095244,095445,095539,095603,095940,100341,100519,100602,100708,100803,100952,101046,101319,101603,101825,101909,101952,102130,102356,102451,102755,102901,102956,103101,103144,103312,103438,103839,104112,104355,104501,104617,104711
10,MW3060-0,,094651,094852,095125,095350,095741,100036,100247,100552,100646,100858,101003,101141,101542,101930,102057,102141,102319,102418,102556,102650,102850,103155,103406,103511,103606,103711,103828,103934,104112,104206,104322,104417,104501,104606,104744,105228,105428,105627,105722,105838,105912
11,MW3116-1,,095741,100109,100330,100646,101014,101246,101603,101909,101952,102141,102247,102356,102734,103112,103239,103323,103500,103555,103755,103839,104050,104312,104501,104606,104700,104816,104955,105028,105228,105312,105417,105512,105544,105606,105733,110051,110218,110409,110504,110623,110707
12,MP5823-0,102945,103500,103755,103945,104312,104617,104923,105239,105627,105722,105849,105956,110145,110539,110907,111034,111128,111318,111403,111635,111751,112046,112307,112541,112657,112751,112921,113111,113206,113345,113450,113607,113756,113851,113925,114042,114432,114610,114820,114926,115042,115136
13,MS1953-1,,105627,105956,110229,110431,110835,111056,111614,112002,112119,112246,112351,112541,112910,113250,113439,113544,113734,113914,114042,114149,114454,114715,114926,115020,115114,115158,,,115556,115713,115818,115902,115945,120050,120207,,,,120924,121007,121051
14,MS2365-1,,,,,,,,,,,,,,,,,,,,,,110431,110718,110929,111023,111107,111246,111414,111457,111657,111751,111856,111940,112024,112140,112257,112635,112803,113100,113217,113334,113406
15,MW2390-1,,113345,113607,113914,114305,115125,115556,120018,120535,120640,120924,121029,121207,121628,122040,122251,122335,122513,122619,122831,122926,123127,123410,123632,123738,123832,123938,124128,124223,124427,124543,124616,124721,124816,124923,125050,125420,125610,125715,125831,125926,130010
16,MW2816-2,,114432,114747,114958,115208,115945,120419,120901,121334,121418,121607,121712,121755,122146,122513,122630,122652,122808,122903,123032,123116,123326,123610,123832,123917,123949,124056,124223,124306,124438,124554,124626,124721,124754,124816,124923,125230,125358,125610,125715,125820,125842
17,MW2856-2,,120545,120839,121124,121345,122218,122937,123254,123727,123759,123949,124045,124244,124626,125039,125219,125503,125621,125759,130010,130140,130458,130805,131007,131112,131206,131323,131450,131606,131805,131921,132058,132247,132341,132457,132635,133013,133203,133449,133555,133711,133756
18,MW3060-1,,124827,125134,125347,125632,125936,130151,130414,130625,130719,130934,131039,131239,131616,132026,132247,132425,132603,132719,132930,133013,133224,133522,133756,133841,133946,134124,134346,134440,134618,134701,134828,134913,134934,134945,135101,135549,135751,135951,140130,140225,140258
19,MW3053-2,,,,,,,,,,,,,,,,,,,,130731,130816,131050,131333,131555,131638,131732,131826,131942,132026,132152,132236,132319,132435,132457,132541,132708,133108,133319,133449,133555,133722,133756
20,MW3116-2,130900,130956,131239,131616,131815,132131,132341,132435,132741,132835,133024,133203,133405,133830,134208,134357,134502,134629,134734,134934,135040,135251,135517,135740,135845,135951,140109,140247,140345,140504,140621,140759,140927,141000,141137,141305,141647,141825,142109,142214,142341,142426
21,MS1953-2,133130,133343,133628,133841,134146,134556,134755,134900,135145,135251,135517,135623,135802,140130,140515,140621,140715,140832,141011,141116,141232,141445,141858,142120,142225,142320,142426,142542,142637,142848,142943,143154,143331,143404,143437,143544,143913,144040,144207,144322,144417,144501
22,MW2390-2,135442,135740,140058,140356,140726,141159,141243,141636,142003,142047,142214,142341,142553,142921,143310,143448,143544,143713,143840,144051,144156,144406,144711,145006,145100,145154,145259,145523,145630,145851,150123,150344,150510,150616,150733,150900,151246,151413,151708,151813,151934,152028
23,MW2816-3,141305,141625,141952,142236,142509,142826,143110,143342,143512,143639,143934,144051,144301,144700,145049,145248,145333,145501,145608,145829,145934,150217,150554,150816,150924,151019,151151,151329,151445,151730,151859,152050,152250,152333,152428,152544,152903,153032,153212,153306,153413,153446
24,MW2856-3,143533,144007,144250,144627,145038,145439,145545,145725,145945,150101,150239,150438,150459,150849,151257,151445,151540,151646,151752,151956,152050,152301,153918,154330,154426,154520,154625,154741,154836,155109,155227,155332,155416,155500,155605,155744,160126,160243,160442,160558,160714,160747
25,MW3053-3,150250,150427,150605,150816,151029,151318,151624,151802,152039,152134,152322,152439,152555,152937,153413,153551,153646,153812,153918,154057,154151,154520,160925,161414,161447,161542,161709,161846,161919,162108,162225,162311,162417,162501,162555,162733,163114,163253,163546,163714,163830,163915
26,MS2365-2,,151802,152028,152344,152555,152937,153212,153518,153801,153844,154024,154130,154308,154658,155131,155311,155343,155543,155700,155913,160019,160420,162108,162354,162439,162522,162649,162806,162840,163020,163136,163209,163304,163336,163358,163513,163830,163948,164139,164351,164508,164540
27,MW3060-2,153200,153624,153951,154224,154520,154920,155205,155554,160126,160210,160420,160515,160630,161020,161531,161719,161803,161930,162036,162333,162428,162649,163642,163926,164010,164117,164234,164403,164508,164718,164814,164941,165141,165248,165405,165522,165904,170103,170253,170412,170517,170601
28,MW3116-3,155827,160031,160359,160841,161104,161351,161542,161846,162450,162555,162733,162851,163041,163430,163841,164045,164212,164435,164540,164751,164909,165130,165416,165638,165722,165829,165936,170157,170253,170434,170517,170611,170749,170833,170906,171026,171353,171552,171835,171941,172110,172143
29,MW3343-0,,161636,162046,162333,162755,163524,163736,163915,164212,164318,164508,164613,164729,165057,165500,165700,165818,170009,170103,170337,170550,170833,171120,171331,171425,171436,171614,171730,171825,172037,172121,172216,172353,172426,172459,172616,173015,173215,173510,173604,173659,173732
30,MS1953-3,164551,164836,165416,165746,170009,170423,170823,171048,171414,171531,171730,171951,172132,172543,172932,173131,173248,173426,173615,173754,173913,174421,175427,175638,175710,175806,175935,,,180339,180447,180542,180626,180722,180817,180957,181400,181614,181825,181932,182059,182132
31,MW2780-0,171058,171248,171603,171908,172132,172627,173026,173248,173543,173648,173838,173935,174052,174432,174905,175105,175150,175342,175449,175721,175817,180053,181456,181709,181825,181910,182048,182205,182259,182417,182522,182616,182743,182815,182837,183004,183311,183449,183649,183754,183900,183936
32,MW2390-3,173343,173648,174030,174517,174854,175449,175806,180053,180414,180531,180733,180849,181041,181507,182015,182238,182343,182511,182627,182920,183025,183322,185200,185651,185746,185840,185935,190102,190157,190335,190451,190607,190745,190831,190905,191056,191416,191653,191832,191939,192057,192141
33,MW2816-4,174102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182343
34,MW3053-4,,175817,180232,180626,180946,181400,181625,182037,182500,182544,182710,182815,182931,183355,183925,184052,184146,184346,184451,184714,184831,185103,191310,191536,191609,191653,191748,191905,192003,192152,192246,192414,192540,192613,192646,192824,193141,193403,193552,193709,193826,193910
35,MS2365-3,,190219,190451,190756,191044,191321,191524,191737,192214,192330,192656,192813,192952,193341,193804,194005,194100,194242,194410,194715,194810,195116,195338,195551,195636,195720,195825,195930,200013,200140,200245,200329,200414,200457,200613,200741,201047,201258,201447,201531,201658,201752
36,MW3060-3,,192352,192613,192941,193203,193552,193815,193943,194325,194454,194715,194821,194959,195349,195814,200003,200046,200213,200318,200508,200603,200836,201131,201331,201425,201520,201625,201813,201929,202235,202351,202446,202624,202740,202835,202951,203404,203606,203829,203946,204116,204202
37,MS1953-4,194027,194230,194516,194715,195116,195518,195814,195908,200224,200403,200530,200624,200814,201142,201531,201709,201730,201929,202024,202224,202318,202519,202813,203035,203107,203152,203247,203404,203449,203818,203946,204041,204257,204340,204520,204647,205035,205141,,205543,205649,205743
38,MW3343-1,,,,,,,,,,,,,,,,,,,,,,,,195445,195529,195614,195720,195825,195919,200129,200224,200318,200403,200446,200613,200719,201036,201247,201403,201509,201603,201658
39,MW2390-4,,202846,203203,203342,203449,203807,204030,204202,204509,204553,204731,204825,205024,205436,205921,210048,210131,210259,210342,210531,210636,210826,211047,211320,211403,211457,211541,,,,212236,212404,212552,212636,212720,212836,213216,213344,213543,213649,213756,213840
40,MW2816-5,203342,203913,204052,204308,204520,204803,204847,205035,205331,205436,205638,205721,205848,210215,210542,210710,210754,210921,210953,211131,211215,211447,211718,211918,211940,212036,212130,212509,212552,212720,212836,212919,213003,213120,213216,213344,213638,213818,213935,214041,214124,214157
41,MW2856-4,,205003,205119,205248,205415,205805,205910,210004,210237,210331,210458,210614,210815,211131,211457,211551,211635,211751,211856,212025,212057,212225,212426,212625,212658,212752,212836,212952,213036,213205,213300,213344,213522,213543,213616,213745,214103,214231,214430,214525,214619,214641
42,MW3053-5,,212258,212436,212625,212836,213216,213333,213438,213700,213807,213946,214041,214219,214558,214957,215114,215210,215326,215431,215643,215738,220003,220205,220406,220500,220544,220628,220745,220851,221007,221101,221156,221251,221335,221504,221600,221940,222120,222237,222342,222427,222500
43,MS2365-4,213807,214019,214242,214430,214558,214852,215148,215253,215526,215547,215759,215856,220026,220343,220745,220934,220956,221133,221303,221419,221504,221644,221918,222120,222153,222248,222342,222449,222533,222723,222818,222902,223113,223156,223230,223336,223702,223808,,224137,224242,224326
44,MW3116-4,215040,215114,215253,215431,215643,220048,220259,220428,220701,220807,220956,221050,221229,221600,221951,222058,222131,222259,222405,222617,222700,222924,223146,223325,223408,223452,223535,223651,223757,223946,224029,224115,224242,224326,224443,224620,224959,225208,225411,225529,225636,225732
45,MS1953-5,,221940,222142,222331,222628,222913,223241,223452,223840,223924,224126,224231,224421,224810,225219,225338,225359,225529,225636,225827,225900,230123,230346,230545,230650,230734,230829,230955,231039,231239,231311,231406,231605,231649,231710,231827,232142,232332,232522,232616,232722,232756
46,MW2390-5,223924,224104,224253,224443,224559,224926,225020,225114,225518,225625,225754,225849,230028,230357,230756,230923,230955,231122,231206,231344,231406,231616,231838,232048,232153,232237,232332,232437,232511,232638,232722,232818,,,,,,,,,,
47,MW2856-5,,230451,230618,230840,230944,231155,231300,231427,231605,231659,231827,231910,232026,232343,232745,,,,,,,,,,,,,,,,,,,,,,,,,,,
