,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4383-0,,,,,,,,,,,,,,,,,,,,,,070108,070143,070321
1,MX4604-0,,,,,,,,,,,,,,,,,070108,070332,070625,070825,071130,071446,071603,071803
2,MX4021-0,,,,,,,,,,,,070108,070121,070227,070321,070730,070858,071141,071508,071709,071919,072439,072606,072756
3,MX3651-0,,,,,070108,070154,070531,070719,070825,070930,071058,071152,071319,071446,071540,072014,072204,072417,072830,073104,073446,073731,073858,074035
4,MX4159-0,070108,070259,070415,070520,070636,070814,071119,071257,071518,071636,071720,071814,071952,072058,072153,072555,072734,073020,073316,073519,073742,074151,074329,074634
5,MX4338-0,,070719,070825,070930,071225,071236,071709,071836,071941,072036,072131,072225,072405,072555,072639,073042,073243,073625,074035,074307,074655,075234,075413,075614
6,MX4365-0,071402,071508,071614,071731,071952,072142,072522,072617,072830,072947,073104,073211,073349,073519,073625,074119,074256,074655,075118,075540,080057,080500,080639,100740
7,MX4598-0,072153,072511,072617,072734,072947,073114,073402,073625,073731,073836,073941,074025,074245,074339,074434,074846,075034,075540,075814,080342,080818,081346,081513,081756
8,MX4388-0,073149,073254,073413,073530,073752,073930,074235,074423,074655,074824,074940,075045,075223,075413,075445,075857,080036,080533,081146,081335,081651,082207,082345,082608
9,MX4458-0,074339,074423,074550,074655,074908,075202,075625,075825,075930,080119,080225,080353,080554,080840,080935,081408,081546,082018,082546,082746,083128,083620,083758,083948
10,MX4535-0,075413,075551,075657,075752,075941,080141,080712,080840,081102,081230,081357,081546,081756,082018,082113,082557,082735,083222,083809,083948,084315,084916,085116,085359
11,MX4551-0,,,080236,080331,080511,080701,080957,081219,081335,081430,081535,081651,081840,082051,082146,082640,082757,083233,083830,084009,084326,084927,085159,085442
12,MX4383-1,081102,081252,081357,081513,081651,081818,082146,082240,082451,082619,082735,082854,083139,083432,083504,083937,084114,084503,084916,085137,085326,085641,085808,085945
13,MX4614-0,081629,081756,081902,082007,082146,082345,082702,082832,083055,083200,083254,083359,083559,083809,083841,084315,084442,084927,085210,085525,085757,090102,090229,090429
14,MX4604-1,083044,083200,083305,083359,083548,083714,084042,084220,084503,084632,084759,084938,085159,085359,085431,085851,090040,090324,090545,090743,091102,091407,091534,091807
15,MX4021-1,083526,083841,083958,084136,084409,084619,084949,085221,085337,085453,085557,085725,085851,090051,090113,090545,090722,090957,091429,091650,091945,092449,092605,092900
16,MX3783-0,084854,085011,085116,085221,085420,085536,085924,090029,090301,090346,090450,090555,090755,090946,091052,091513,091639,092007,092521,092743,093111,093542,093731,094026
17,MX3651-1,085913,090029,090134,090229,090450,090639,090957,091219,091324,091451,091556,091713,091840,091956,092050,092554,092722,093027,093343,093553,093825,094405,094532,094743
18,MX4041-0,090250,090440,090523,090649,090840,091030,091356,091440,091650,091818,091935,092039,092217,092343,092438,092943,093121,093415,093803,093836,094142,094615,094732,095037
19,MX4159-1,091041,091230,091324,091418,091618,091829,092133,092238,092459,092627,092722,092911,093100,093205,093248,093658,093857,094226,094604,094721,095026,095519,095646,100024
20,MX4338-1,091702,091745,091840,091935,092101,092217,092616,092827,092932,093038,093154,093259,093437,093637,093731,094204,094320,094637,095015,095153,095414,095951,100119,100256
21,MS2259-0,092332,093038,093143,093248,093448,,094015,094215,094320,094426,094532,094637,,,095026,095435,095551,095918,100256,100402,100729,101225,101427,101606
22,MX4598-1,093637,093803,093846,094026,094416,094521,094921,095131,095403,095551,095719,095918,100108,100151,100246,100718,100857,101141,101544,101755,102041,102706,102845,103345
23,MX4388-1,094437,094542,094637,094827,094953,095153,095541,095708,095940,100119,100224,100318,100457,100613,100718,101141,101320,101555,101838,102030,102346,103001,103106,103236
24,MX4458-1,094921,095015,095110,095204,095352,095624,100024,100246,100507,100656,100813,100857,101035,101152,101225,101639,101828,102157,102601,102749,103012,103407,103535,103758
25,MX4535-1,095719,095929,100024,100141,100329,100540,100918,101024,101247,101416,101523,101639,101838,102019,102114,102601,102811,103214,103631,103820,104136,104715,104853,105114
26,MW3387-0,100446,100646,100751,100857,101057,101236,101544,101744,102008,102135,102241,102335,102513,102644,102706,103117,103248,103631,103936,104136,104358,104842,104958,105230
27,MX4551-1,,,,100646,100857,101225,101534,101755,102019,102146,102252,102346,102601,102655,102739,103225,103334,103631,104103,104252,104642,105136,105230,105430
28,MX4383-2,100718,100940,101046,101141,101416,101606,101913,101957,102208,102346,102440,102524,102717,102811,102845,103248,103418,103831,104219,104325,104620,105103,105209,105347
29,MX4614-1,101258,101427,101512,101555,101755,101902,102135,102324,102550,102655,102739,102845,103023,103117,103139,103557,103725,104041,104420,104609,104926,105546,105724,105934
30,MX4604-2,102219,102346,102451,102622,102811,102928,103302,103620,103852,104020,104147,104303,104620,104726,104820,105303,105514,105902,110333,110521,110742,111257,111424,111625
31,MW3343-0,102811,102856,103044,103139,103451,103557,103903,104009,104230,104347,104442,104526,104653,104820,104915,105325,105441,105724,110144,110249,110648,111003,111119,111308
32,MW2780-0,103033,103203,103312,103429,103557,103714,104020,104158,104303,104431,104548,104653,104820,104936,105031,105430,105608,105924,110354,110543,110847,111457,111551,111824
33,MX4021-2,103947,104114,104158,104336,104453,104620,104958,105125,105358,105546,105652,105819,110018,110123,110217,110648,110836,111141,111540,111730,112024,112552,112708,112857
34,MS1935-0,104431,104537,104642,104831,105136,105358,105714,105851,110123,110300,110405,110532,110709,110804,110858,111330,111457,111752,112235,112319,112603,113214,113330,113530
35,MW5191-0,104853,105136,105303,105358,105546,105735,110050,110238,110500,110626,110742,110858,111058,111224,111330,111803,111940,112203,112719,112814,113046,113551,113730,113857
36,MX3783-1,105652,105808,105902,105945,110112,110300,110637,110815,111036,111224,111330,111446,111635,111752,111824,112246,112435,112803,113046,113236,113624,114215,114353,114554
37,MW5264-0,105902,110217,110322,110416,110720,110931,111235,111340,111614,111741,111846,112003,112130,112246,112329,112741,112919,113203,113457,113646,113951,114510,114616,114753
38,MX4041-1,110836,110952,111058,111214,111402,111603,111940,112119,112340,112508,112624,112730,112857,112952,113035,113457,113624,113846,114237,114427,114815,115403,115530,115846
39,MX4338-2,,,,111835,112024,112141,112446,112646,112908,113035,113130,113236,113352,113530,113614,114037,114226,114448,114815,114909,115309,115741,115846,120036
40,MW5346-0,111951,112057,112203,112246,112413,112519,112847,113035,113141,113258,113352,113435,113614,113730,113752,114153,114321,114627,115014,115141,115518,115940,120047,120246
41,MX3651-2,,,,113119,113330,113446,113802,113951,114215,114342,114438,114532,114659,114826,114909,115330,115457,115857,120213,120351,120707,121237,121405,121542
42,MS2259-1,113846,114310,114353,114521,114753,,115152,115309,115518,115657,115813,120014,120119,120235,120318,120731,120859,121142,121542,121742,122132,122836,122941,123129
43,MX4159-2,114627,114742,114837,114931,115203,115258,115624,115824,115929,120108,120213,120308,120530,120613,120707,121120,121248,121531,121837,122037,122437,122941,123057,123835
44,MX4365-1,,120025,120130,120246,120447,120720,121037,121153,121405,121604,121720,121858,122015,122216,122310,122720,122858,123213,123603,123814,124152,124741,124919,125108
45,MW3974-0,,,,,,,142131,142236,121204,,,122015,122310,122426,122531,122941,144310,,145320,145425,145835,,,151113
46,MX4598-2,121248,121615,121709,121804,121931,122143,122531,122636,122908,123035,123213,123330,123541,123708,123803,124224,124402,124635,125130,125236,125615,130154,130332,130911
47,MX4458-2,122603,122741,122836,122952,123235,123414,123730,123940,124202,124351,124508,124635,124825,125014,125057,125531,125754,130111,130427,130521,130827,131332,131449,131648
48,MX4535-2,123730,123908,124014,124141,124424,124530,124857,125046,125319,125509,125637,125816,125932,130111,130205,130710,130911,131321,131710,131859,132205,132553,132731,132921
49,MX4388-2,124424,124530,124624,124719,124952,125152,125458,125637,125848,130027,130133,130300,130449,130659,130753,131226,131416,131743,132144,132249,132532,133005,133120,133330
50,MW3387-1,124436,125203,125330,125436,125615,125659,130027,130205,130417,130511,130627,130742,130911,131059,131143,131554,131721,131932,132321,132416,132721,133016,133215,133352
51,MX4383-3,125816,125910,125954,130038,130238,130427,130721,130933,131154,131321,131427,131543,131721,131848,131921,132332,132520,132954,133258,133457,133740,134046,134213,134403
52,MX4614-2,130227,130310,130406,130532,130721,130816,131059,131310,131416,131521,131637,131732,131910,132017,132039,132510,132626,133026,133435,133635,133929,134552,134719,135003
53,MW2780-1,131648,131827,131943,132111,132310,132448,132838,133005,133225,133341,133519,133624,133802,133929,134024,134457,134646,135035,135448,135554,140026,140440,140545,140724
54,MX4021-3,132520,132753,132911,133016,133215,133330,133718,133919,134141,134329,134446,134541,134740,134930,135013,135510,135659,140100,140451,140651,141124,141606,141754,142058
55,MX3651-3,133740,133835,133951,134119,134319,134457,134825,135035,135258,135437,135554,135710,135858,140100,140157,140651,140829,141135,141544,141754,142058,142645,142824,143118
56,MX4159-3,134657,135047,135215,135416,135753,140003,140346,140524,140808,141007,141145,141334,141555,141649,141743,142141,142602,143035,143259,143501,143838,144321,144425,144614
57,MX4338-3,,135837,135931,140038,140230,140346,140651,140902,141018,141135,141302,141428,141617,141754,141838,142308,142457,142941,143310,143501,143849,144353,144520,144719
58,MX4365-2,140607,140724,140808,140851,141051,141251,141638,141838,142058,142319,142424,142529,142656,142835,142908,143332,143501,143806,144111,144321,144719,145141,145341,145613
59,MX4598-3,141356,141555,141711,141910,142036,142257,142707,142941,143213,143406,143544,143649,143911,144027,144111,144603,144751,145236,145646,145907,150236,150935,151102,151324
60,MX4458-3,142551,142656,142814,143024,143248,143439,143806,143922,144143,144310,144425,144603,144740,144941,145025,145519,145729,150247,150628,150828,151146,151714,151830,152104
61,MX4535-3,143512,143733,143900,144038,144353,144603,144908,145036,145258,145457,145657,145835,150024,150152,150247,150806,151007,151335,151841,151936,152303,152924,153052,153243
62,MX4388-3,145108,145247,145341,145508,145802,145845,150203,150331,150606,150755,151007,151124,151302,151431,151525,151958,152158,152557,152957,153221,153536,154123,154312,154522
63,MW3387-2,145258,150141,150247,150415,150617,150817,151208,151431,151714,151925,152125,152252,152441,152557,152640,153052,153221,153620,153946,154051,154500,155036,155203,155436
64,MX4383-4,150119,150711,150817,150935,151146,151241,151725,151830,152042,152241,152430,152618,152851,152935,153030,153453,153630,154040,154438,154627,154953,155236,155414,155658
65,MX4614-3,150649,151536,151652,151830,152042,152147,152546,152745,153019,153157,153348,153525,153714,153852,153946,154438,154638,155058,155436,155658,160120,160603,160731,161025
66,MW2780-2,151947,152303,152430,152557,152756,153008,153348,153515,153736,153914,154250,154406,154605,154721,154754,155257,155436,155930,160436,160552,161014,161330,161532,161859
67,MX4021-4,,153041,153135,153221,153504,153652,154040,154239,154500,154732,155015,155141,155425,155530,155614,160047,160330,160720,161319,161554,161921,162427,162543,162816
68,MX3783-2,153652,153747,153903,154008,154217,154417,154815,155004,155236,155403,155519,155625,155858,160036,160131,160614,160847,161414,161910,162026,162320,162838,162954,163204
69,MX4041-2,154155,154910,155026,155141,155330,155458,155858,160109,160341,160552,160815,160931,161131,161341,161437,161910,162059,162543,163005,163215,163509,164130,164257,164508
70,MX3651-4,154206,154323,154438,154605,154721,154826,155131,155214,155425,155603,155803,155909,160058,160203,160247,160742,161036,161437,161921,162131,162500,162849,163048,163259
71,MX4159-4,155403,155458,155625,155741,155941,160141,160530,160658,160920,161109,161236,161414,161648,161743,161815,162237,162416,162911,163414,163636,163952,164602,164740,165110
