,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4338-0,,,,,,,,,,,,,,,,,,,,,070120,070145,070345,070523,070606,070723,070818
1,MX4365-0,,,,,,,,,,,,,,,,070120,070133,070239,070312,070428,070555,070923,071144,071326,071443,071612,071707
2,MX4383-0,,,,,,,,,,,070120,070301,070355,070501,070606,070701,070818,070945,071017,071101,071229,071612,071707,071844,071940,072057,072141
3,MX4388-0,,,,,,,,,,070120,070207,070712,070818,070912,071017,071101,071229,071326,071411,071538,071707,072025,072214,072436,072541,072658,072753
4,MR8024-0,,,,,070120,070323,070417,070639,070818,071017,071240,071812,071918,072036,072203,072308,072425,072625,072709,072848,073027,073351,073625,073858,074015,074133,074229
5,MX4458-0,,070120,070207,070250,070334,070639,070807,070850,071017,071218,071432,071940,072036,072141,072257,072403,072530,072658,072742,072859,073049,073456,073804,074037,074122,074240,074313
6,MX4535-0,070250,070617,070829,070912,070956,071240,071454,071549,071728,071855,072246,072910,073016,073138,073434,073539,073731,073826,073920,074015,074156,074546,074746,074927,075106,075235,075308
7,MX4551-0,070555,071337,071612,071707,071750,072047,072214,072308,072541,072709,073110,073636,073804,073920,074037,074144,074323,074418,074502,074608,074735,075117,075319,075552,075709,075836,075930
8,MX4598-0,071600,,072246,072330,072414,072647,072826,072943,073138,073329,073507,074015,074144,074240,074429,074535,074714,074757,074842,075011,075150,075541,075730,,080108,080225,080309
9,MW3291-0,071750,,072520,072603,072625,072921,073038,073151,073318,073507,073720,074334,074451,074630,074725,074819,074949,075139,075225,075246,075426,075803,075908,080141,080236,080352,080426
10,MX4614-0,,072658,073038,073121,073202,073456,073731,073858,074037,074313,074546,075128,075225,075330,075458,075603,075814,075941,080014,080036,080152,080531,080614,080846,080941,081035,081108
11,MX4604-0,072720,073246,073625,073720,073815,074207,074429,074652,074938,075235,075603,080119,080236,080352,080531,080625,080836,080941,081035,081119,081246,081626,081732,081859,082027,082133,082217
12,MX3651-0,073826,074156,074524,074735,074938,075603,075825,080046,080247,080426,080836,081415,081553,081837,082122,082217,082449,082605,082649,082819,082937,083247,083437,083617,083733,083850,083934
13,MX3783-0,074757,075426,080014,080141,080236,080836,081130,081437,081721,082038,082700,083319,083459,083712,084039,084228,084504,084621,084705,084821,084949,085349,085600,085834,085939,090059,090143
14,MX4021-0,075128,080057,080708,080919,081035,081659,081815,082027,082406,082722,083319,083901,083956,084123,084430,084610,084854,085000,085105,085222,085422,085834,090003,090216,090310,090417,090451
15,MX4041-0,075214,080437,081510,081659,081804,082333,082500,082617,082807,083214,083733,084239,084346,084526,084854,085010,085244,085349,085433,085612,085812,090143,090249,090502,090651,090808,090841
16,MX4159-0,080437,080908,081742,081910,082027,082807,082937,083236,083555,083934,084346,085000,085105,085305,085539,085717,085856,090015,090048,090216,090321,090640,090808,091000,091105,091159,091232
17,MX4338-1,081732,082322,083043,083203,083404,083945,084239,084548,085043,085549,090003,090546,090702,090841,091010,091105,091243,091338,091433,091517,091656,092046,092256,092456,092634,092728,092825
18,MS2259-0,,083247,084537,084705,085010,085600,085823,090003,090343,090808,091433,092013,092129,092318,092424,092518,092707,092803,092847,093025,093130,093542,093604,,093931,094026,094109
19,MX4365-1,,083606,084504,084559,084737,085433,085812,085950,090300,090629,091221,091801,091855,092024,092213,092340,092551,092750,092836,093025,093204,093553,093742,093931,094036,094153,094247
