,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
25,AA7101-1,103456,103928,104232,104526,104736,104937,105136,105357,110335,110407,110606,110755,110838,111027,111121,111226,111320,111425,111541,111646,111907,112036
26,AA7536-2,105020,105125,105512,105807,110052,110650,110744,110954,112140,112246,112551,112718,112751,112941,113046,113203,113340,113507,113636,113741,113951,114057
27,AA7248-2,110954,111048,111436,111708,112014,112140,112541,112803,113752,113857,114151,114246,114319,114603,114708,114825,114941,115057,115203,115235,115508,115614
28,AA7149-2,,,112519,112857,113214,113445,113708,113825,114741,114825,115108,115308,115403,115541,115624,115813,115929,120046,120151,120341,120626,120754
29,AA6952-2,,,114224,114825,114941,,,115424,120341,120437,,120816,,121026,121120,121308,121508,121614,121720,121838,122143,122449
30,AA7488-2,114930,115446,115719,120057,120330,120459,120648,120859,121732,121805,122016,122143,122332,122510,122615,122710,122805,122932,123015,123131,123403,123519
31,AA7440-2,120849,120910,121142,121424,121709,121805,122059,122216,123153,123247,123425,123530,123614,123814,123919,124024,124108,124223,124308,124446,124656,124802
32,AA7322-2,122510,122744,123005,123403,,,124035,124246,125224,125307,,125611,125654,125842,125958,130114,130314,130441,130535,130701,130945,131039
33,AA7101-2,123225,123625,123835,124046,124318,124518,124718,124857,125726,125810,125947,130103,130136,130241,130335,130430,130629,130723,130808,130902,131144,131311
34,AA7536-3,124824,124929,125224,125538,125853,,130324,130618,131554,131626,,,,132320,132415,132458,132718,132825,,133128,133413,133540
35,AA7149-3,131511,131659,132004,132330,132624,132919,133023,133128,134236,134342,134553,134730,134803,134930,135035,135214,135425,135530,135624,135741,140013,140119
36,AA7488-3,133246,134647,134941,,135603,135752,140035,140258,141403,141457,141751,141950,142046,142140,142247,142414,142624,142750,142836,143058,143321,143531
37,AA6952-3,,153100,133508,133751,134046,153943,154049,134741,135802,135907,140141,140319,140425,140603,140657,140836,141024,141202,141309,141436,141718,161229
38,AA7440-3,140057,140203,140552,140846,141129,141258,141508,141646,142635,142729,142908,143014,143119,143236,143415,143542,143731,143847,143951,144213,144425,144603
39,AA7322-3,141319,,142202,142602,142750,142941,143236,143415,144414,144446,,144836,144930,145057,145257,145445,145647,145752,145847,150058,150319,150457
40,AA7101-3,,143130,143531,143836,144118,144308,144614,144752,145803,145847,,150224,150330,150541,150657,150858,150952,151119,151236,151414,151635,151741
41,AA7536-4,,144540,144825,145203,145456,,145836,150130,151236,151352,,151741,151825,152037,152153,152448,152543,152659,152806,153049,153249,153448
42,AA7248-3,,150036,150435,150814,151057,,151541,151858,153016,153111,,153615,153658,153922,154059,154353,154521,154637,154755,154922,155142,155353
43,AA7195-3,150446,152320,152733,153038,153311,153615,153720,153900,155121,155205,,155530,155636,155835,155940,160214,160414,160519,160625,160807,161029,161207
44,AA7149-4,150541,151414,151752,152015,152258,152521,152721,152922,154121,154216,,154626,154709,154900,155049,155248,155425,155541,155657,155845,160129,160258
45,AA7488-4,153720,154733,155132,,155751,155940,160225,160541,161702,161734,161934,162051,162156,162418,162450,162628,162935,163112,163218,163417,163638,163839
46,AA7188-0,,153755,154059,154405,154709,154828,155049,155216,160331,160414,160614,160733,160901,161102,161146,161356,161512,161617,161702,161912,162207,162250
47,AA7440-4,155845,155951,160225,160541,160807,160956,161218,161345,162312,162345,162534,162736,162819,162956,163051,163229,163417,163522,163638,163806,164100,164216
48,AA7322-4,161146,161451,161818,162218,162407,162617,162935,163145,164205,164238,,164626,164733,164911,,,,,,,,
49,AA7101-4,162239,162736,162913,163134,163522,163711,163828,164100,,,,,,,,,,,,,,
50,AA7536-5,163755,163900,164111,164438,164710,,,,,,,,,,,,,,,,,
51,AA7706-3,164332,164648,164943,,,,,,,,,,,,,,,,,,,
