,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MW2390-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070106,070140,070235,070748,070948,071138,071255,071422,071455,071528,071624,071743,071838,072006,072156,072250
1,MW5645-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070106,070130,070246,070319,070520,070637,071338,071528,071709,072050,072207,072356,072512,072556,072639,073135,073335,073534,073640,073757,073851,074020,074125,074219,074305,074421,074937,075159,075327,075538,075632,075716,075811,075916,080021,080148,080327,080412,080456
2,MW3496-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070352,,,,,,070106,,,,,,,,,,,,,,,,,,,,,071349,071455,071550,071720,071805,071911,072006,072112,072628,072902,073124,073157,073324,073356,073451,073556,073651,073746,073902,073946,074030
3,MW2780-0,,,,,,,,,,,,,,,,,,,,,,,,,,,070106,070202,070414,070447,070531,070637,070721,070759,070904,071211,071305,071539,071636,071754,071827,071933,072101,072356,072556,072712,,,,,073345,073418,073840,074052,074232,074315,074421,074526,074653,074759,074904,074926,075042,075527,075738,075905,075949,080116,080221,080305,080349,080434,080540,080656,080751,080909
4,MS2259-0,,,,,,,,,,,,,,070106,070257,070436,070615,070626,070721,,070832,071054,071159,071400,071433,071614,071743,071827,071954,072028,072101,072145,072218,072239,072334,072617,,,072935,073051,073135,073356,073451,074219,074315,,074653,074737,074820,074915,074948,075020,075432,075632,075822,075927,080021,080105,080232,080316,080412,080507,080612,081050,081324,081525,081715,081748,081854,081948,082043,082149,082222,082411,082516,082622
5,MW3430-0,070106,070246,070414,070615,070916,071222,071433,071517,071614,071647,071849,071943,072123,072523,072935,073102,073146,073302,073418,073607,073651,073829,074041,074254,074359,074621,074748,074853,075042,075126,075221,075349,075411,075454,075600,075938,080116,080305,080412,080529,080601,080814,080931,081302,081420,081558,081915,082032,082222,082327,082433,082527,083026,083311,083501,083630,083736,083819,084009,084053,084159,084243,084400,084920,085226,085415,085543,085649,085733,085839,085945,090051,090157,090410,090526,090621
6,MW2856-0,071539,071754,071827,072006,072145,072345,072534,072628,072746,072808,072935,073008,073113,073440,073818,073935,074009,074125,074158,074305,074326,074504,074715,074937,075020,075159,075243,075327,075432,075516,075549,075738,075800,075822,075927,080211,080327,080529,080612,080729,080825,081004,081101,082138,082316,082454,082803,082909,083026,083122,083206,083250,083736,083936,084104,084159,084254,084349,084506,084601,084657,084741,084847,085332,085554,085711,085828,085956,090135,090243,090326,090421,090515,090559,090716,090810
7,MW3053-0,,073451,073702,073913,074232,074453,074610,074704,074759,074853,075104,075137,075243,075611,080010,080127,080211,080305,080349,080529,080551,080718,080920,081122,081207,081358,081525,081620,081737,081821,081854,081937,082021,082043,082149,082433,082600,082728,082836,083004,083037,083206,083322,083736,084009,084104,084433,084528,084623,084729,084825,084909,085437,085700,085850,085945,090040,090146,090304,090337,090443,090537,090654,091148,091432,091643,091821,091937,092116,092210,092254,092402,092529,092824,093024,093130
8,MW2390-1,074926,075148,075421,075600,075643,075800,075927,080010,080105,080159,080305,080349,080412,080729,081112,081229,081302,081431,081525,081631,081704,081821,081959,082222,082305,082505,082611,082655,082814,082847,082920,083004,083037,083110,083206,083512,083725,083925,084031,084148,084221,084338,084455,084550,084752,084836,085109,085215,085415,085521,085605,085638,090146,090337,090526,090643,090727,090810,090927,091021,091116,091148,091316,091759,092032,092243,092413,092456,092602,092708,092802,092857,092941,093151,093341,093458
9,MW3496-1,,080847,081026,081218,081409,081547,081726,081821,081959,082054,082222,082349,082444,082750,083144,083311,083355,083523,083556,083725,083758,083947,084137,084327,084422,084612,084741,084836,085025,085058,085142,085226,085237,085310,085415,085649,085744,085923,090029,090146,090219,090348,090443,090705,090832,091011,091232,091327,091421,091516,091559,091632,092054,092328,092507,092624,092718,092824,092930,093024,093119,093151,093257,093805,094101,094312,094555,094701,094808,094924,095019,095102,095157,095421,095505,095548
