,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654/2,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ3956-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070106,070129,070201,070657
1,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,070106,,,071119,071236,071446,071551,071805,071848,071921,072111
2,MZ4228-0,,,,,,,,,,,,,,,,,,,,070106,070129,070201,070308,070414,070508,070541,071014,,,072249,072405,072532,072648,072900,072954,073038,073310
3,MX1067-0,,,,,,,,,,,,,070106,070201,070457,070718,070940,071035,071140,071508,071551,071636,071805,071932,072100,072154,072637,,,074320,074459,074710,074850,075017,075144,075406,075639
4,MZ3825-0,070318,070414,070530,070613,070635,070729,070802,070846,070918,071035,071130,071308,071508,071658,072016,072216,072438,072510,072615,072827,072911,072943,073048,073215,073321,073414,073845,,,075511,075618,075746,075923,080157,080240,080346,080925
5,MZ3556-0,071057,071151,071257,071341,071402,071446,071457,071540,071603,071658,071805,071943,072143,072216,072438,072554,072648,072721,072911,073110,073205,073215,073321,073414,073520,073530,074004,,,075501,075618,075756,075934,080157,080314,080503,080936
6,MZ3559-0,,071932,072049,072111,072133,072216,072227,072311,072343,072438,072543,072648,072827,072943,073215,073404,073458,073530,073718,074004,074036,074059,074237,074331,074437,074532,075006,,,080619,080820,080925,081125,081408,081546,081736,082019
7,MZ3740-0,072954,073205,073321,073342,073414,073458,073530,073603,073635,073740,073845,073950,074132,074320,074604,074817,074901,074933,075111,075312,075344,075406,075511,075628,075735,075818,080229,,,081608,081725,081841,081957,082146,082240,082441,082829
8,MZ3734-0,074215,074320,074448,074532,074554,074626,074648,074720,074806,074901,075006,075154,075355,075417,075712,075818,075913,080018,080135,080431,080514,080557,080713,080757,080903,080947,081430,,,082945,083051,083229,083356,083545,083641,083713,084157
9,MZ3987-0,075511,075618,075746,075840,075913,075945,080018,080051,080124,080229,080346,080441,080702,080831,081114,081219,081335,081419,081546,081851,081935,082030,082146,082251,082345,082408,082840,,,084240,084418,084701,084922,085132,085226,085259,085711
10,MZ3978-0,080757,080925,081052,081114,081135,081208,081241,081303,081335,081441,081535,081641,081757,081957,082302,082419,082513,082546,082746,082924,083018,083051,083156,083335,083429,083501,083914,,,085204,085321,085458,085616,085805,085911,085944,090228
11,MZ3956-1,082008,082124,082229,082251,082302,082334,082356,082430,082513,082630,082735,082913,083029,083208,083407,083619,083724,083746,083946,084135,084218,084251,084345,084502,084556,084607,085049,,,090355,090501,090701,090839,091113,091207,091418,091735
12,MZ4072-1,083251,083429,083534,083630,083641,083724,083746,083818,083851,084030,084124,084229,084440,084556,084817,085016,085121,085204,085342,085542,085616,085711,085805,085922,090039,090123,090556,,,092250,092440,092712,092923,093155,093301,093500,093848
13,MZ4228-1,083523,084922,085038,085100,085121,085154,085215,085259,085321,085437,085531,085648,085838,090018,090239,090418,090523,090617,090744,091007,091113,091146,091251,091407,091502,091523,091946,,,093239,093344,093500,093543,093838,093953,094215,094520
14,MZ3825-1,090239,090407,090523,090545,090628,090701,090722,090807,090828,090956,091113,091313,091523,091746,092029,092217,092334,092429,092639,092829,092923,093018,093123,093250,093405,093449,093921,,,095531,095743,095921,100111,100332,100459,100604,101100
15,MX1067-1,,091102,091218,091251,091324,091356,091418,091451,091534,091640,091735,091935,092144,092250,092512,092617,092734,092818,093007,093239,093322,093416,093543,093659,093816,093910,094331,,,095838,100016,100122,100238,100553,100733,100901,101300
16,MZ3556-1,091924,092101,092228,092250,092312,092344,092407,092450,092534,092712,092807,093007,093145,093322,093626,093827,094059,094142,094342,094615,094658,094743,094911,095049,095205,095248,095709,,,101405,101615,101920,102120,102258,102425,102541,103034
17,MZ3559-1,093051,093155,093301,093355,093405,093500,093510,093554,093626,093732,093827,094015,094142,094331,094625,094754,095016,095110,095310,095604,095647,095743,095849,100005,100111,100143,100553,,,102203,102414,102530,102635,102908,103002,103118,103424
18,MZ3740-1,094436,094531,094709,094732,094754,094838,094933,095016,095049,095205,095259,095426,095553,095743,100005,100100,100321,100416,100604,100817,100923,101006,101122,101249,101405,101459,101920,,,103330,103446,103540,103835,104038,104154,104354,104712
19,MZ3734-1,095216,095321,095510,095553,095615,095647,095709,095754,095827,095943,100049,100216,100438,100626,100923,101017,101249,101321,101532,101805,101848,101942,102058,102226,102352,102446,102929,,,104405,104522,104735,104902,105123,105250,105333,105806
