,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7706-0,,,,,,,,,,,,,070109,070148,070229,070334,070440,070546,070651,070819,071102,071156
1,MW4705-0,,,,,,,,070109,070524,070608,070819,070946,071051,071251,071345,071501,071555,071711,071828,071934,072229,072409
2,AA7530-0,,,,,,,,070109,070513,070557,070808,070924,071008,071113,071145,071240,071418,071501,071617,071722,071955,072102
3,AA6952-0,,,,,070109,,070207,070323,071323,071439,071638,071828,071934,072135,072240,072346,072536,072631,072757,072841,073136,073252
4,AA7149-0,,070109,071145,071428,071733,071944,072207,072335,073335,073451,073701,073840,074102,074228,074333,074441,074556,074701,074818,074945,075240,075346
5,AA7488-0,070109,070134,070323,070746,070935,071102,071218,071334,072357,072503,,072830,072936,073157,073241,073357,073534,073629,073745,073955,074228,074333
6,MR7964-0,,,,,070148,070313,070535,070702,071555,071638,071839,071955,072102,072218,072302,072357,072536,072642,072757,072841,073136,073303
7,AA7248-0,071145,073945,074228,074535,074902,,075251,075440,080333,080439,080700,080840,,081104,081231,081336,081524,081619,081736,081936,082230,082346
8,AA7214-0,071912,071955,072218,072431,072736,072958,,,074333,074430,074618,074734,074840,074956,075102,075157,075240,075346,075501,075556,075840,080050
9,AA7101-0,,,,,072619,072808,073019,073146,074123,074228,074441,074556,074712,074829,074924,075029,075240,075346,075501,075556,075840,080039
10,AA7195-0,072903,,073136,073502,073829,073955,074156,074301,075146,075240,075450,075640,075734,075934,080028,080144,080312,080406,080522,080555,080851,081031
11,MW3346-0,,,,,,,,073955,075018,075102,075302,075429,075534,075734,075840,075923,080018,080101,080206,080344,080605,080733
12,AA7536-0,,,075029,075240,075501,075702,075818,080101,081209,081314,,081652,081747,082009,082114,082219,082359,082515,082559,082747,083125,083220
13,AA7522-0,075240,075556,075840,080206,080522,080840,081104,081325,082335,082504,082737,082903,083020,083136,083252,083409,083620,083726,083853,083958,084313,084450
14,AA7530-1,,080417,080628,081008,081231,081452,081736,082031,082958,083114,083325,083452,083609,083737,083831,083947,084125,084230,084335,084545,084828,084912
15,AA7322-0,080924,081358,081652,082009,082230,,082737,083030,084019,084114,,084523,084618,084807,084912,085112,085155,085301,085406,085544,085806,085933
16,AA7706-1,081808,082219,082515,082947,083136,083303,083546,083714,084901,085017,,085500,085605,085744,085850,090006,090206,090310,090417,090545,090829,091018
17,MW4705-1,082852,083114,083314,083758,084030,084136,084356,084639,085605,085659,085912,090100,090144,090310,090417,090545,090723,090850,090956,091144,091524,091651
18,AA6952-1,,084103,084629,085017,085301,085638,085817,085955,091039,091144,091524,091619,091713,091934,092039,092206,092322,092449,092545,092745,093041,093302
19,AA7488-1,084934,085133,085428,085755,085944,090122,090332,090606,091557,091651,091934,092406,092511,092712,092819,092924,093146,093302,093345,093534,093946,094134
20,AA7149-1,090039,,090512,090807,091039,091314,091514,091745,092841,092946,093157,093335,093418,093640,093734,093851,093956,094124,094228,094441,094703,094811
21,AA7101-1,,091441,091818,092155,092545,092756,093102,093219,094441,094525,094737,094927,094959,095150,095258,095404,095603,095708,095813,095951,100213,100413
22,AA7214-1,092534,092618,092913,093240,093618,093851,094239,094408,095404,095508,095752,095907,095951,100119,100213,100307,100402,100507,100623,100717,100940,101046
23,AA7248-1,093146,095034,095309,095636,100024,,,100814,101813,101856,102130,102330,102435,102540,102623,102734,102944,103111,103207,103323,103523,103735
24,AA7195-1,093523,093946,094239,094652,095023,095447,095603,095824,100825,100908,101151,101236,101330,101551,101657,101813,102003,102119,102202,102402,102659,102817
25,AA7536-1,,100046,100351,100728,101046,,,101751,102817,102912,103228,103323,103418,103629,103724,103902,104050,104155,104300,104438,104700,104850
26,AA7522-1,100507,100919,101425,101834,102108,102340,102648,102912,104028,104144,104417,104605,104649,104934,105040,105208,105345,105450,105556,105744,110100,110205
27,AA7322-1,,102130,102507,102901,103155,,,103902,104818,104912,,105251,105334,105501,105607,105734,105839,105955,110049,110132,110332,110511
28,AA7530-2,103418,103724,104112,104532,,105146,105428,105628,110626,110721,,111059,111216,111353,111458,111615,111742,111846,111941,112152,112449,112543
29,AA7706-2,104850,105102,105428,105839,110132,110321,110605,110827,111742,111836,112047,112225,112258,112500,112605,112700,112850,113007,113122,113312,113619,113735
30,MW4705-2,110121,110554,110805,111216,111520,111636,111908,112036,112956,113101,113346,113524,113629,113818,113923,114041,114146,114302,114419,114619,114915,115115
31,AA6952-2,111542,111919,112353,112733,113218,113651,113829,114019,115148,115304,115547,115747,115853,120030,120157,120359,120537,120643,120759,121032,121306,121739
