,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4837-0,,,,,,,,,,,,,,,,070112,070157,070441
1,MW4856-0,,,,,,,,,,,070112,070830,071101,071228,071333,071405,071543,071909
2,MW5594-0,,,,,,,,,070112,070335,070503,071637,071753,071909,072016,072049,072132,072332
3,MW4366-0,070112,070157,070419,070641,070746,070840,070956,071050,071123,071605,071731,072804,073048,073225,073342,073425,073508,073847
4,MW5142-0,071007,071217,071510,071742,071909,071953,072143,072249,072332,072826,073037,074246,074528,074717,074822,074916,075000,075414
5,MW4557-0,072311,072459,072837,073109,073225,073308,073457,073614,073708,074213,074445,075914,080148,080336,080454,080600,080749,081054
6,MW4619-0,,073542,073824,074036,074151,074246,074351,074434,074517,075044,075341,080443,080644,080843,080948,081104,081159,081547
7,MW4647-0,074550,074612,074906,075033,075152,075246,075403,075457,075544,080009,080210,081347,081622,081823,081950,082036,082248,082651
8,MW4781-0,075330,,,080031,080148,080253,080421,080505,080549,081126,081513,082522,082756,082945,083050,083134,083228,083733
9,MW4837-1,080538,080854,081137,081242,081347,081430,081559,081706,081750,082226,082511,083649,083922,084132,084248,084342,084521,084837
10,MW4856-1,081728,081856,082058,082226,,082416,082501,082556,082640,083134,083344,084320,084542,084720,084826,084933,085050,085348
11,MP6403-0,082310,082629,082945,083050,083155,083228,083344,083427,083522,084205,084342,085443,085721,085911,090005,090101,090155,090427
12,MW5124-0,083101,083333,083754,084017,084143,084248,084448,084553,084637,085302,085517,090921,091342,091535,091640,091735,091852,092326
13,MW5594-1,083900,084006,084320,084437,084542,084615,084804,084909,085006,085614,085743,091059,091342,091520,091629,091725,091852,092304
14,MW4366-1,084658,084815,085050,085240,085359,085454,085517,085625,085710,090155,090354,091415,091651,091830,091936,092021,092148,092538
15,AA7480-0,085207,085603,085922,090038,090144,090217,090405,090510,090543,091226,091437,092548,092822,093043,093148,093304,093504,093926
16,MW5142-1,085816,085944,090300,090427,090532,090627,090743,090848,090921,091535,091714,092905,093148,093337,093453,093536,093654,093947
17,MW4705-0,,091004,091320,091437,091556,091640,091841,092010,092053,092621,092938,094020,094315,094526,094643,094759,094854,095304
18,MW4557-1,091545,,092032,092220,092337,092443,092610,092705,092749,093337,093536,094821,095125,095253,095409,095514,095609,100051
19,MW4619-1,,092137,092516,092632,092749,092844,092938,093043,093126,093737,094031,095231,095325,095420,095525,095642,095808,100113
20,AA7149-0,092716,092844,093243,093359,093504,093536,093631,093737,093810,094243,094410,095514,095757,,100018,100123,100218,100548
21,MW4647-1,093442,093620,094009,094137,094243,094337,094537,094643,094715,095220,095503,100632,100916,101115,101220,101315,101409,101914
22,AA6625-0,094220,094443,094843,095042,095209,095314,095452,095609,095703,100135,100324,101442,101737,101936,102042,102146,102252,102723
23,MW4781-1,095009,,095420,095620,095736,095808,095935,100029,100113,100653,100832,101936,102052,102241,102346,102429,102546,103028
24,MW4837-2,,100207,100420,100610,100715,100759,100948,101043,101115,101621,101820,102923,103217,103344,103500,103543,103648,104047
25,MW4856-2,101242,,101621,101831,101936,102020,102136,102230,102335,102934,103155,104413,104646,104847,104952,105047,105213,105647
26,MW5124-1,102241,102324,102828,103006,103112,103206,103322,103416,103510,104036,104329,105507,105825,110014,110141,110224,110318,110749
27,MW5594-2,103017,103155,103438,103543,103710,103743,103910,104004,104036,104603,104802,105847,105953,110119,110224,110350,110529,111000
28,MW4366-2,,104435,104708,104847,105025,105108,105213,105308,105424,105858,110109,111318,111613,111813,111920,112015,112121,112603
29,AA7480-1,105235,105329,105614,105804,105909,105942,110109,110213,110246,,111150,112321,112437,112636,112752,112847,112941,113351
30,MW4705-1,,110634,111022,111128,111307,111351,111434,111539,111624,112259,112553,113613,113909,114058,114225,114341,114530,115024
31,AA7149-1,111824,112015,112310,112415,112542,112636,112741,112835,112909,113434,113624,114624,114908,115057,115151,115235,115330,115741
32,MW5142-2,113140,113151,113507,113707,113835,113920,114109,114152,114247,114814,115002,120047,120340,120540,120645,120750,120909,121330
33,MW4557-2,114751,,,,,,,,,,,,,,,,,123326
34,MW4647-2,120413,120518,120909,121046,121225,121309,121403,121446,121530,122108,122402,123525,123809,123958,124103,124158,124304,124600
35,MW4781-2,122035,,122424,122550,122717,122749,122843,122959,123032,123609,123736,124858,125153,125330,125435,125508,125635,125909
36,MW4837-3,122948,123158,123914,124052,124209,124304,124443,124600,124655,125131,125330,130634,130928,131211,131327,131401,131517,132032
37,MW4856-3,125015,125120,125403,125540,125657,125741,125909,130025,130120,,130855,131810,132054,132253,132358,132452,132558,132841
38,MW5594-3,130434,130612,131000,131244,131350,131423,131517,131611,131705,132105,132220,133351,133641,133831,133925,134009,134115,134442
39,MW4366-3,132021,132137,132431,132536,132736,132841,132957,133106,133213,133736,133936,135120,135413,135611,135716,135800,135854,140336
40,MW5142-3,133413,133641,134032,134231,134335,134431,134626,134741,134836,135456,135655,141105,141348,141610,141715,141809,141915,142221
41,MW4557-3,134503,134647,135246,135351,135507,135550,135810,135938,140031,140620,140831,142032,142337,142537,142653,142758,142915,143253
42,MW4647-3,140115,140231,140526,140642,140747,140842,140937,141032,141126,141737,142032,143020,143315,143516,143621,143726,143820,144103
43,MW4781-3,,141820,142115,142315,142453,142537,142715,142842,142947,143559,143831,145018,145250,145522,145627,145722,145848,150154
44,MW4837-4,143042,143315,143642,143853,144020,144114,144230,144335,144420,144923,145112,150321,150625,151035,151141,151246,151413,152057
45,MW4856-4,,,145228,145344,145450,145555,145722,145826,145921,150404,150636,151646,151950,152328,152423,152456,152601,152905
46,MW5594-4,150016,150100,150658,150825,150952,151046,151213,151308,151351,152035,152212,153643,153936,154146,154251,154345,154440,154945
47,MW4366-4,151646,151813,152140,152328,152456,152550,152716,152832,152937,153621,153842,155017,155311,155743,155848,155943,160048,160635
48,MW5142-4,152937,153242,153559,153759,153853,153925,154052,154157,154251,154850,155100,160447,160740,161539,161646,161740,161920,162446
49,MW4557-4,154157,,154607,154734,154901,154934,155100,155155,155228,155815,160015,161203,161445,162036,162142,162236,162330,162729
50,MW4619-2,154934,155228,155500,155649,155753,155826,155953,160059,160142,160719,,162236,,162824,162942,163047,163141,163551
51,MW4647-4,155649,155910,160153,160425,160530,160635,160729,160845,160929,161445,161802,163330,163635,163928,164046,164153,164248,164638
52,MW4705-2,,160845,161128,161351,161445,161550,161730,161824,161909,162403,162646,164259,164605,164805,164921,165015,165110,165404
53,MW4781-4,161235,,,161751,161909,161953,162142,162319,162352,,163330,165048,165331,165530,165635,165741,165824,170211
54,AA7149-2,161635,,162236,162457,162602,162656,162803,162858,162942,163507,163845,165635,165931,170116,170221,170305,170400,170837
55,MP6054-0,162247,163812,164108,164320,164416,164522,164722,164921,165005,165530,165751,171734,172029,172300,172406,172450,172607,172945
56,MW4837-5,162508,162718,163014,163225,163340,163413,163507,163602,163707,164226,164416,170221,170517,170719,170826,170932,171058,171510
57,MW4229-0,163917,165026,165331,165447,165552,165646,165751,165848,165954,170505,170708,173050,173356,173609,173716,173821,173918,174300
58,MW4856-5,164342,164511,164805,164910,165015,165153,165331,165436,165530,,170349,172523,172807,172956,173112,173218,173323,173759
59,MW5594-5,165425,165520,170116,170254,170411,170541,170636,170730,170826,171237,171510,173643,173940,174141,174311,174355,174451,174841
60,AA7480-2,170316,170614,170859,171047,171215,171342,171521,171628,171745,172355,172607,174429,174735,175009,175126,175231,175348,175816
61,MW4366-5,171320,171427,171745,172040,172156,172250,172406,172501,172618,173112,173323,174830,175126,175421,175541,175710,175838,180356
62,MW5124-2,171956,172228,172640,172839,172945,173250,173428,173547,173705,174333,174640,175945,180250,180617,180744,180913,181018,181516
63,MW5142-5,172450,172756,173145,173428,173536,173654,173844,173940,174047,174651,174914,180334,180639,181018,181145,181239,181432,182026
64,MW4557-5,173123,,,174025,174141,174226,174322,174451,174545,175530,175732,181516,181813,182215,182321,182416,182557,183105
65,AA7149-3,,,,173929,174036,174120,174311,174451,174545,175516,175945,181336,181803,182215,182321,182416,182557,183105
66,MW4619-3,,174238,174523,174640,,,175042,175209,175315,180239,180639,182142,182343,182630,182748,182843,183011,183413
67,MW4647-5,174758,175031,175410,175659,175806,175900,180051,180239,180356,180924,181410,182641,182938,183212,183341,183446,183635,184151
68,MW4705-3,175614,175838,180134,180312,180450,180545,180649,180818,180934,181454,181847,183224,183519,183812,183917,184024,184129,184635
69,MW4781-5,180934,,181359,181635,181752,181847,182036,182153,182249,182905,183246,184552,184857,185129,185235,185351,185508,190016
70,MW4837-6,181920,182036,182416,182619,182748,182843,183011,183138,183235,183802,183950,185709,190005,190238,190406,190501,190619,191027
71,MP6054-1,182714,183341,183646,183823,183950,184057,184234,184458,184552,185107,185340,190714,191016,191318,191435,191532,191711,192053
72,MW4856-6,184329,184340,184740,184857,185013,185118,185235,185351,185446,185859,190100,191254,191532,191805,191911,191946,192128,192627
73,MW4229-1,185213,185340,185625,185848,190005,190038,190154,190321,190417,191003,191135,192413,192713,193001,193106,193215,193310,193713
74,MW5594-6,190016,190249,190523,190630,190736,190856,191102,191231,191329,191900,192043,193248,193542,193830,193926,194022,194106,194436
75,MW4366-6,191446,191606,191946,192104,192213,192318,192446,192605,192649,193226,193437,194636,194836,195028,195144,195240,195419,195841
76,MW5142-6,,193248,193615,193830,193948,194044,194212,194318,194425,194922,195122,200320,200639,200831,200937,201022,201117,201458
77,MW4619-4,194647,194836,195101,195218,195355,,195525,195630,195725,200210,200521,201720,201923,,202029,202136,202329,
78,MW4557-6,200606,,200948,201033,201211,201257,201425,201530,201626,202136,202305,203529,203731,203901,204006,204111,204216,204447
79,MW4647-6,202006,202136,202524,202727,202843,202915,203043,203148,203254,203720,204006,204932,205251,205449,205554,205700,205816,210059
80,MW4781-6,203506,,204006,204227,204343,204415,204521,204606,204711,205313,205427,210731,210942,211109,211225,211319,211424,211826
81,MW4837-7,204900,205313,205605,205732,205838,205910,210004,210110,210153,210615,210753,212120,212319,212446,212552,212635,212802,213121
82,MW4856-7,,211120,211319,211413,211555,211627,211859,212015,212109,212541,212719,213902,214113,214302,214356,214501,214639,215027
83,MW5594-7,212635,212657,212921,213059,213217,213238,213355,213438,213511,213913,214041,215238,215438,215616,215710,215805,215910,220122
84,MW4366-7,214218,214240,214639,214755,214922,215005,215121,215228,215311,215838,220038,221312,221522,221721,221837,221921,222016,222236
