,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4837-0,,,,,,,,,,,,,,,,,070105,070431
1,MW5132-0,,,,,,,,,,,070105,070827,070931,071026,071131,071235,071401,071715
2,MW5594-0,,,,,,,070105,070148,070231,070650,070816,071955,072111,072153,072258,072330,072445,072748
3,MW4366-0,070618,070650,070942,071037,071203,071235,071350,071444,071516,071955,072121,073300,073405,073531,073635,073718,073801,074108
4,MW4557-0,,,072550,072738,072904,073009,073135,073239,073405,073918,074130,075412,075653,075830,075945,080028,080215,080656
5,MW4619-0,073624,073750,074047,074213,074338,074432,074702,074817,074900,075402,075653,080906,081125,081312,081439,081544,081648,081930
6,MW4647-0,074609,074745,075131,075329,075423,075516,075725,075819,075851,080425,080728,081847,082119,082317,082433,082527,082632,083007
7,MW4781-0,074724,,080039,080309,080414,080519,080613,080728,080811,,081732,082653,082809,082956,083101,083206,083238,083603
8,MW4837-1,080215,080844,081125,081356,081500,081555,081638,081732,081815,082317,082454,083509,083731,083908,084015,084058,084214,084623
9,MW5132-1,082014,082140,082422,,082642,,082841,082935,083007,083530,083720,084811,085041,085218,085322,085418,085544,085930
10,MW5645-0,082830,083112,083343,083447,083552,083648,083742,083835,083908,084435,084623,085753,085908,090046,090150,090222,090327,090723
11,MW5594-1,083846,084003,084236,084403,084508,084602,084645,084728,084811,085250,085418,090608,090838,091004,091109,091141,091307,091516
12,MW4229-0,084915,085041,085418,085533,085648,085720,085825,085919,085951,090503,090712,091913,092144,092321,092425,092519,092612,092843
13,MW4366-1,085825,085930,090201,090244,090359,090431,090546,090640,090712,091152,091328,092404,092634,092800,092915,093009,093102,093428
14,MW4557-1,,,091350,091559,091736,091840,091945,092101,092206,092810,093019,094349,094631,094841,094945,095051,095134,095603
15,MW4705-0,091433,091505,091830,091934,092050,092144,092227,092321,092404,092936,093228,094349,094642,094851,095008,095051,095145,095603
16,MW4619-1,091830,092018,092259,092457,092612,092717,092832,092926,093009,093511,093813,094841,095123,095300,095405,095448,095542,095857
17,MW4825-0,,,093228,093417,093522,093605,093731,093835,093940,094505,094642,095636,095752,095929,100035,100108,100255,100704
18,MW4647-1,093407,093543,093857,094003,094118,094212,094349,094432,094526,095019,095300,100317,100600,100726,100831,100915,101030,101439
19,MW4846-0,094025,094317,094631,094736,094841,094924,095102,095156,095300,095720,095918,100947,101113,101217,101335,101418,101523,101942
20,MW4781-1,094924,095102,095354,095510,095625,095709,095825,095929,100002,,100915,101931,102057,102223,102338,102442,102619,103111
21,MW4837-2,095814,100108,100400,100610,100726,100821,101008,101113,101145,101606,101753,102745,102901,103100,103205,103310,103403,103823
22,MW5132-2,101008,101113,101429,101523,101700,101753,101859,101942,102025,102504,102630,103907,104201,104338,104453,104547,104734,105203
23,MW5645-1,,102201,102432,102641,102756,102850,102912,103006,103100,103625,103823,104900,105026,105203,105307,105340,105434,105726
24,MW5594-2,102944,103027,103320,103425,103518,103604,103646,103729,103802,104223,104359,105704,105830,110019,110124,110206,110300,110530
25,MW4229-1,104525,104547,104839,105047,105203,105235,105412,105455,105538,110145,110343,111502,111650,111805,111910,111942,112057,112339
26,MW4366-2,,110113,110405,110541,110645,110729,110846,110939,111022,111451,111639,112632,112925,113051,113144,113238,113332,113718
27,MW4705-1,,111607,111910,112036,112202,112256,112349,112434,112538,113040,113343,114408,114555,114742,114847,114919,115023,115326
28,MW4825-1,,113238,113447,113541,113739,113833,113937,114114,114146,114627,114815,115911,120213,120411,120526,120619,120724,121152
29,MW4557-2,114605,114908,115233,115420,115535,115630,115723,115828,115911,120411,120630,121841,122144,122332,122508,122624,122750,123138
30,MW4647-2,120504,120702,121005,121110,121214,121307,121444,121621,121725,122249,122519,123722,124005,124141,124328,124435,124529,124925
31,MW4781-2,122040,122122,122425,122602,122728,122824,122929,123033,123116,,123942,125112,125353,125552,125707,125800,125915,130238
32,MW4837-3,123253,123606,123910,124058,124203,124256,124413,124507,124601,125051,125227,130436,130551,130739,130846,130950,131012,131252
33,MW5132-3,,125029,125259,125404,125509,125552,125717,125822,125854,130404,130551,131815,131931,132109,132224,132318,132424,132821
34,MW5594-3,130728,130846,131116,131231,131357,131429,131617,131700,131743,132307,132446,133552,133835,134013,134118,134223,134317,134655
35,MW4366-3,132446,132457,132853,132947,133102,133134,133228,133332,133426,133857,134035,135119,135245,135401,135454,135559,135726,140238
