,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4021-0,,,,,,,,,,,,,,,,,,,,,,,,,070103,070219,070335
1,MX4159-0,,,,,,,,,,,,,,,070103,070115,070241,070335,070419,070535,070712,071038,071237,071416,071520,071636,071730
2,MX4338-0,,,,,,,,,070103,070158,070408,071027,071121,071226,071343,071416,071531,071636,071719,071846,072014,072359,072514,072629,072827,072932,073058
3,MX4383-0,,070103,070345,070451,070546,070712,070806,070900,071027,071215,071426,072035,072140,072244,072420,072514,072651,072744,072827,072953,073119,073443,073631,,074005,074120,074235
4,MX4458-0,070103,071332,071510,071542,071730,071908,072003,072046,072212,072431,072651,073151,073245,073339,073454,073548,073714,073807,073850,074005,074141,074456,074643,074748,074926,075042,075219
5,MX3651-0,072629,072953,073224,073307,073401,073516,073714,073756,073911,074120,074328,074854,074948,075042,075147,075251,075429,075544,075617,075700,075826,080057,080212,080348,080442,080557,080755
6,MX4598-0,,,,,074820,075042,075126,075240,075407,075544,075753,080316,080421,080525,080640,080745,080900,081005,081048,081213,081350,081715,081832,082042,082146,082312,082522
7,MX4021-1,075418,075753,080057,080150,080222,080503,080640,080723,080850,081005,081224,081737,081843,081937,082052,082146,082323,082418,082501,082616,082753,083107,083235,083351,083455,083610,083726
8,MX4159-1,075836,081224,081516,081643,081737,082042,082229,082335,082512,082648,082858,083412,083517,083621,083809,083903,084040,084155,084238,084321,084426,084750,084857,085127,085232,085347,085441
9,MX4338-1,082240,,082930,083057,083150,083434,083549,083653,083830,084112,084321,084824,084918,085023,085159,085243,085430,085546,085629,085712,085838,090130,090246,090456,090611,090716,090820
10,MX4383-1,082555,083935,084321,084354,084531,084907,085127,085221,085358,085546,085755,090246,090350,090456,090622,090716,090832,090947,091030,091113,091218,091521,091626,091907,092022,092126,092335
11,MX4551-0,082952,090832,091145,091301,091344,091647,091835,091939,092105,092231,092450,092951,093056,093211,093337,093431,093608,093807,093901,094027,094153,094518,094706,094915,095020,095135,095241
12,MX4458-1,083946,085347,085651,085734,085806,090058,090256,090350,090539,090633,091019,091521,091626,091730,091845,091928,092043,092148,092231,092314,092429,092721,092908,093056,,093421,093536
13,MX3651-1,091636,091802,091928,092054,092137,092314,092501,092605,092721,092836,093045,093525,093619,093713,093807,093850,093954,094037,094120,094225,094318,094601,094811,095020,095114,095208,095251
14,MX4598-1,,092846,093106,093222,093316,093557,093619,093724,093911,094120,094318,094843,094948,095103,095230,095335,095501,095649,095732,095815,095940,100305,100442,100557,100702,100817,100849
15,MW5191-0,093327,094811,095146,095241,095346,095627,095721,095825,100002,100150,100410,101004,101058,101213,101328,101422,101527,101725,101808,101851,102039,102333,102510,102647,102752,102846,102950
16,MX4021-2,093359,093911,094203,094257,094424,094612,094811,094915,095052,095157,095544,100056,100150,100254,100410,100504,100629,100755,100849,100921,101047,101433,101621,101830,101934,102050,102154
17,MX4159-2,094120,095743,100107,100150,100305,100608,100745,100838,101058,101213,101422,101913,102006,102111,102226,102320,102438,102636,102719,102803,102907,103210,103357,103556,103711,103921,103932
18,MW5264-0,100337,100900,101235,101339,101505,101736,101934,102028,102226,102438,102647,103210,103325,103440,103628,103732,103932,104026,104109,104218,104334,104720,104921,105120,105225,105341,105507
19,MX4338-2,101307,,102205,102320,102427,102626,102835,102929,103116,103253,103502,103943,104048,104152,104312,104355,104532,104720,104803,104836,104943,105247,105435,105646,105801,105855,110235
20,MX4383-2,101350,103743,104130,104250,104322,104615,104814,104900,105047,105330,105539,110032,110136,110245,110424,110529,110644,110800,110843,111010,111115,111441,111618,111805,111859,111941,112203
21,MX4458-2,102100,,105539,105614,105751,105938,110125,110235,110424,110601,110811,111315,111409,111514,111650,111805,111920,112047,112130,112203,112318,112706,112854,113030,113156,113303,113357
22,MX4388-0,102405,102824,103159,103231,103347,103545,103743,103921,104015,104120,104511,105026,105120,105236,105352,105456,105614,105718,105801,105855,110021,110318,110445,110655,110800,110843,111020
23,MX4551-1,103932,110937,111304,111348,111514,111733,111931,112037,112224,112435,112644,113231,113324,113450,113616,113721,113858,114003,114047,114141,114259,114635,114750,115013,115128,115258,115445
24,MX3651-2,112015,112727,113030,113102,113124,113357,113450,113555,113731,113908,114259,114813,114908,115002,115117,115215,115341,115434,115507,115550,115643,115926,120030,120240,120335,120418,120627
25,MX4598-2,,,,115117,115202,115341,115528,115622,115854,115947,120145,120659,120805,120909,121024,121118,121256,121350,121433,121526,121631,121955,122153,,122543,122647,122814
26,MX4021-3,,120251,120451,120534,120710,120920,121035,121140,121317,121558,121829,122406,122510,122615,122730,122836,122951,123149,123222,123254,123409,123712,123816,124120,124216,124310,124533
27,MW5264-1,121714,122028,122416,122500,122626,122836,123023,123117,123315,123452,123910,124500,124615,124731,124857,124940,125106,125233,125316,125432,125609,125955,130121,130330,130445,130601,130706
28,MX4458-3,121955,130204,130507,130601,130655,130930,131045,131150,131319,131423,131820,132431,132536,132651,132828,132921,133109,133322,133406,133542,133720,134150,134349,134631,134735,134901,135100
29,MX4338-3,123441,124005,124227,124333,124417,124658,124835,124940,125056,125316,125525,130049,130153,130258,130424,130507,130633,130727,130813,130940,131056,131412,131600,131758,131905,131958,132316
30,MX4551-2,124216,131622,131916,132010,132032,132316,132504,132546,132723,132838,133036,133542,133637,133753,133919,134003,134118,134244,134328,134515,134641,135049,135259,135542,135729,135844,140043
31,MX3651-3,132712,132911,133249,133344,133427,133709,133753,133836,134003,134107,134255,134757,134851,135006,135121,135215,135344,135427,135510,135614,135740,140021,140137,140336,140431,140546,140829
32,MX4598-3,,,134537,134609,134631,134912,135027,135110,135248,135354,135729,140252,140357,140525,140651,140807,140944,141049,141132,141301,141427,141824,141929,142235,142308,142424,142601
33,MX4021-4,135320,135751,140104,140137,140220,140442,140618,140723,140850,141006,141405,141940,142046,142235,142402,142446,142612,142749,142905,142959,143104,143431,143557,143807,143901,144027,144329
34,MW5264-2,140818,141204,141405,141521,141604,141846,142025,142151,142329,142612,142833,143453,143608,143735,143933,144059,144236,144424,144507,144644,144800,145136,145335,145544,145700,145952,150435
35,MX4338-4,142319,142645,142959,143104,143147,143420,143619,143702,143839,144048,144308,144906,145010,145136,145303,145357,145544,145722,145804,145847,150003,150413,150529,150749,150905,151314,151755
36,MX3783-0,144612,,145231,145335,145407,145617,145826,145931,150118,150339,150800,151325,151430,151607,151806,151911,152058,152329,152424,152550,152727,153053,153213,153515,153703,153829,154310
37,MX4458-4,145555,145847,150224,150339,150402,150623,150800,150959,151147,151358,151629,152141,152246,152350,152539,152644,152810,152916,153010,153126,153245,153558,153703,153901,154017,154153,154533
38,MX4388-1,,151126,151419,151545,151640,152026,152214,152318,152445,152633,152855,153400,153515,153641,153756,153850,154038,154217,154300,154321,154450,154805,154943,155143,155227,155554,160046
39,MX4551-3,152844,153829,154217,154310,154344,154710,154849,154943,155132,155344,155605,160140,160236,160342,160458,160602,160739,160847,160930,161046,161202,161540,161718,162011,162137,162505,162938
40,MX4598-4,,,152916,153136,153223,153526,153631,153735,153901,154110,154344,154839,154933,155038,155227,155321,155449,155554,155626,155742,155908,160247,160404,,160814,161129,161613
41,MX4021-5,154554,154817,155132,155259,155344,155659,155908,160024,160202,160414,160635,161150,161246,161412,161550,161645,161812,161938,162022,162148,162306,162620,162725,162948,163104,163454,163840
42,MX3651-4,,160247,160645,160718,160750,160951,161139,161224,161340,161506,161917,162411,162505,162620,162736,162810,162948,163053,163125,163157,163328,163642,163819,164007,164111,164405,164719
43,MX4338-5,161506,162317,162704,162736,162820,163157,163255,163349,163516,163631,164007,164521,164625,164741,164908,165013,165139,165319,165402,165529,165656,170011,170148,170410,170515,170620,171007
44,MW5264-3,164122,164542,164802,164857,164952,165203,165341,165435,165624,165855,170115,170620,170724,170829,171017,171111,171250,171405,171448,171510,171635,171938,172127,172347,172535,172701,172942
45,MX3783-1,165445,165646,171101,171144,171207,171510,171614,171708,171855,172011,172221,172711,172816,172942,173109,173151,173342,173540,173624,173718,173812,174127,174254,174504,174608,174713,174850
46,MX4458-5,170724,170934,171133,171301,171344,171553,171635,171834,171959,172210,172420,172921,173015,173130,173248,173342,173508,173603,173657,173826,173948,174316,174504,174641,174828,174954,175059
47,MX4388-2,171459,171812,172105,172138,172221,172409,172503,172556,172744,173026,173248,173812,173916,174044,174210,174316,174442,174547,174641,174817,174933,175308,175549,175841,175946,180050,180228
