,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
29,MS2259-3,,143339,143435,143558,174414,144128,144435,144541,175209,144954,145218,175621,145506,150029,150433,150612,150742,150912,180947,181148,151317,151614,151815,152017,152123,152312,152524,152620,152844,153013,153247,153415,153459,153630,153758,154106,154246,154544,154713,155233,155350,155628,155756,185133,185336,160521,160841,160947,161125,161402,161530,161636,162227,162523,162704,162854,163011,163141,163331,192337,163605,163638,163817,164315,164705,165150,165247,165521,165828,165956,170124,,195001,171006,171039,195458
30,MW3430-3,,,145943,150253,150707,151042,151306,151445,151742,152017,152145,152345,152502,152907,153510,153724,153820,153938,154033,154235,154331,154606,154830,155105,155127,155339,155458,155532,155712,155756,155851,160116,160200,160340,160521,160841,161008,161147,161318,161921,162227,162523,162704,163033,163309,163437,163722,163850,164114,164348,164516,164611,165139,165352,165605,165733,165901,170019,170158,170255,170400,170456,170645,171155,171524,171738,171927,172118,172246,172436,172615,172804,172915,173213,173414,173531
31,MW2856-3,151328,151551,151720,152017,152228,152524,152654,152823,153035,153203,153404,153545,153736,154235,155138,155255,155350,155521,155606,155745,155829,160031,160256,160510,160532,160756,160936,161019,161211,161256,161413,161624,161657,161742,161910,162249,162428,162642,162832,163320,163700,163912,164030,164158,164337,164410,164800,164917,165044,165309,165510,165542,170114,170411,170550,170719,170837,171006,171122,171239,171345,171440,171619,172118,172436,172709,172840,172948,173128,173414,173531,173700,173818,174042,174232,174435
32,MW3053-2,,153724,153949,154246,154555,154904,155116,155233,155445,155628,155902,155957,160127,160521,161125,161308,161340,161457,161624,161804,161910,162132,162344,162535,162557,162759,162938,163044,163236,163331,163459,163711,163755,163912,164030,164443,164611,164950,165139,165627,170030,170400,170518,171155,171440,171546,171905,172011,172224,172458,172625,172720,173236,173520,173722,173829,173946,174053,174232,174339,174446,174530,174709,175147,175431,175717,175835,180014,180226,180438,180544,180735,180925,181148,181256,181446
33,MW5645-2,,155807,155924,160351,160925,161158,161234,161446,161730,161848,162110,162205,162311,162715,163141,163415,163510,163700,163806,164008,164041,164432,164644,164855,164928,165117,165247,165404,165638,165722,165806,165934,170019,170158,170317,170601,170742,170849,171017,171407,171619,171844,172000,172140,172319,172458,172753,172904,173021,173308,173458,173542,174019,174243,174446,174530,174647,174755,174923,175029,175158,175242,175431,175930,180226,180533,180641,180758,181053,181424,181615,181743,181910,182220,182305,182433
34,MW2390-4,,161730,162005,162216,162439,162631,162832,163130,163437,163543,163744,163828,164008,164348,164738,164917,165000,165139,165235,165404,165437,165638,165901,170114,170147,170328,170456,170539,170804,170859,171006,171155,171250,171418,171608,172000,172106,172352,172509,172636,172959,173224,173330,173638,173840,174019,174424,174552,174636,174934,175103,175209,175717,175930,180058,180204,180310,180438,180607,180651,180808,180841,181031,181530,181921,182338,182539,182645,182825,182953,183131,183311,183428,183746,183841,183958
35,MW3496-4,163309,163532,163733,163956,164158,164421,164527,164644,164800,164917,165106,165202,165320,165733,170135,170244,170306,170434,170550,170708,170804,170955,171144,171334,171407,171546,171705,171811,171927,172022,172106,172202,172235,172414,172519,172804,172948,173055,173224,173330,173447,173807,173935,174339,174457,174636,174945,175051,175231,175504,175621,175654,180204,180427,180641,180746,180852,181009,181148,181233,181340,181413,181508,182029,182338,182550,182707,182814,182953,183142,183249,183417,183523,183757,183852,184021
36,MS5097-4,,165649,165839,170103,170328,170645,170708,171028,171301,171440,171643,171938,172055,172436,172926,173055,173150,173308,173352,173542,173638,173840,174115,174446,174519,174614,174755,174850,175040,175125,175209,175348,175431,175504,175610,175919,180204,180427,180511,180641,180702,180914,181031,181402,181604,181743,182147,182316,182433,182707,182847,182953,183355,183556,183746,183852,184021,184127,184317,184446,184541,184658,184805,185303,185706,185906,190034,190201,190351,190509,190615,190732,190859,191038,191239,191406
37,MW2780-4,,171643,171738,171916,172033,172308,172519,172636,172853,172937,173139,173257,173330,173711,174053,174232,174254,174435,174530,174658,174744,175018,175315,175515,175548,175717,175846,175941,180142,180226,180259,180354,180427,180511,180641,180947,181115,181340,181435,181541,181637,181838,181932,182338,182506,182634,182953,183058,183227,183512,183651,183735,184200,184424,184552,184731,184827,185006,185122,185207,185314,185358,185515,190034,190318,190542,190732,190910,191016,191206,191312,191417,191512,191606,191711,191830
38,MW3430-4,,175632,175835,180014,180131,180332,180544,180713,181031,181137,181424,181508,181659,182103,182455,182645,182751,182920,182953,183205,183300,183450,183735,183936,184010,184149,184328,184435,184647,184742,184838,184955,185006,185100,185218,185548,185738,190000,190034,190150,190234,190414,190509,190837,191049,191239,191555,191701,191819,192135,192253,192337,192833,193055,193235,193352,193459,193616,193755,193912,194008,194113,194219,194716,195057,195353,195520,195711,195829,200019,200136,200253,200337,200610,200833,200950
39,MW2856-4,,181648,181816,182040,182243,182634,182718,182825,183026,183109,183322,183406,183545,183936,184350,184541,184625,184805,184911,185100,185155,185420,185655,185917,190000,190212,190329,190436,190721,190815,190910,191144,191239,191417,191545,191935,192041,192253,192422,192527,192611,192844,192939,193150,193403,193532,193817,193934,194030,194304,194453,194526,195057,195309,195447,195616,195722,195829,195957,200103,200219,200315,200454,200928,201214,201414,201543,201722,201838,201944,202051,202219,202316,202521,202616,202745
40,MW5645-3,183757,183925,184149,184328,184446,184636,184838,185006,185133,185241,185537,185633,185738,190150,190542,190732,190815,190943,191027,191217,191301,191512,191746,191946,192041,192231,192348,192433,192622,192717,192811,192950,193022,193055,193203,193553,193649,193828,193923,194041,194124,194242,194348,194610,194749,194844,195203,195309,195425,195531,195722,195808,200242,200443,200621,200716,200833,201001,201117,201203,201330,201425,201543,202113,202436,202616,202818,202934,203051,,,,,203918,204003,204141
41,MW3053-3,,190403,190615,190815,191016,191301,191450,191555,191701,191808,191957,192103,192253,192633,193033,193235,193258,193414,193521,193711,193817,194030,194219,194421,194515,194654,194833,194950,195203,195247,195404,195553,195638,195819,195925,200242,200454,200654,200800,200906,201001,201139,201308,201732,201911,202007,202339,202447,202521,202756,202902,202945,203410,203706,203907,204046,204214,204320,204500,204554,204735,204830,205010,205531,205932,210156,210324,210430,210537,210705,210822,210949,211107,211309,211509,211626
42,MW2390-5,,192348,192538,192749,193139,193309,193414,193509,193627,193722,193901,194008,194124,194515,194906,195046,195130,195236,195331,195458,195605,195841,200052,200315,200359,200549,200705,200749,200906,200950,201033,201150,201225,201352,201510,201805,201955,202146,202243,202351,202425,202605,202711,203040,203231,203348,203655,203813,204003,204247,204426,204511,204959,205246,205436,205542,205709,205826,210005,210049,210156,210240,210408,211011,211342,211615,211745,211850,212017,212134,212301,212419,212525,212726,212917,213023
43,MW3496-5,,194632,194833,195023,195108,195342,195425,195520,195638,195757,195903,195947,200114,200432,200833,200950,201022,201128,201225,201352,201448,201627,201817,202007,202051,202219,202339,202436,202627,202711,202745,202851,202945,203040,203146,203516,203622,203739,203845,203940,204003,204225,204320,204735,204925,205021,205308,205414,205509,205731,205815,205859,210313,210526,210705,210811,210917,211000,211117,211214,211331,211415,211520,212017,212430,212715,212855,213012,213203,213415,213520,213626,213732,213849,214016,214144
44,MS5097-5,,200800,200844,201011,201044,201330,201414,201510,201616,201732,201900,201955,202135,202521,202851,203029,203102,203208,203242,203454,203549,203802,204035,204258,204320,204416,204532,204616,204841,204925,205021,205115,205202,205257,205414,205709,205910,210049,210218,210324,210346,210452,210559,210727,210938,211045,211342,211426,211542,211756,211934,212028,212430,212642,212822,212917,213023,213109,213236,213331,213426,213509,213615,214111,214438,214745,214946,215053,215231,215421,215516,215612,215707,215910,220005,220122
45,MW2780-5,,203315,203516,203739,203940,204225,204320,204416,204543,204649,204819,205010,205137,205542,210016,210218,210302,210452,210610,210738,210822,211022,211247,211520,211615,211756,212039,212134,212334,212419,212503,212620,212715,212833,213012,213404,213626,213743,213849,214027,214111,214300,214416,214829,215053,215158,215549,215718,215837,220112,220218,220324,220852,221126,221412,221541,221743,221911,222050,222145,222326,222410,222600,223203,223543,223829,223945,224146,224254,224410,224516,224643,224811,225033,225150,225426
46,MW3430-5,205731,205848,210049,210313,210419,210738,210927,211033,211139,211320,211437,211604,211756,212145,212547,212748,212833,213012,213057,213309,213404,213553,213805,214016,214049,214216,214321,214405,214555,214650,214723,214840,214924,215007,215125,215421,215612,215815,215910,220026,220059,220207,220313,220651,220808,220841,221210,221327,221518,221743,221849,221933,222505,222729,222919,223036,223141,223258,223415,223510,223617,223700,223850,224410,224727,224917,225106,225202,225319,225437,225531,225648,225754,230008,230208,230315
47,MW3053-4,,212631,212833,213012,213120,213353,213542,213626,213754,213922,214049,214205,214405,214756,215209,215359,215454,215612,215656,215826,215910,220134,220335,220546,220619,220808,220936,221042,221232,221327,221412,221456,221541,221708,221838,222207,222315,222549,222707,222825,222857,223003,223108,223531,223745,223829,224102,224207,224315,224421,224600,224654,225106,225331,225520,225605,225710,225816,225955,230030,230136,230232,230339,230829,231136,231411,231539,231708,231753,231921,232016,232111,232227,232556,232712,232841
48,MW2390-6,214701,214756,214935,215136,215253,215516,215645,215859,220005,220059,220251,220408,220546,220947,221339,221456,221541,221708,221754,221933,222017,222231,222443,222645,222718,222846,223014,223119,223247,223331,223404,223521,223617,223745,223901,224232,224443,224716,224811,224939,225012,225128,225235,225637,225816,225922,230253,230403,230541,230806,230946,231030,231528,231804,232005,232122,232227,232333,232501,232556,232701,232756,232936,,,,,,,,,,,,,
49,MW3496-6,,221327,221530,221720,221816,222123,222348,222505,222623,222814,222952,223119,223214,223531,223934,224051,224135,224243,224337,224454,224549,224716,224950,225139,225213,225342,225448,225542,225710,225754,225827,225944,230019,230041,230147,230436,230541,230744,230840,230957,231030,231136,231232,231731,231859,232049,232311,232417,232607,232712,232841,232925,233410,,,,,,,,,,,,,,,,,,,,,,,
50,MS5097-6,,,224516,224705,224800,224950,225022,225117,225224,225319,225509,225553,225616,225944,230328,230436,230531,230625,230658,230829,230913,231103,231316,231506,231550,,231753,231848,232016,232049,232133,232216,232300,232417,232534,232852,232936,233104,233210,233315,233348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
