,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,070109,070143,070559,070841,071008,071123,071307,071340,071446,071614,071731,,072017,072144,072241
1,MS2365-0,,,,,,,,070109,070121,070232,070316,070359,070820,071019,071212,071329,071446,071551,071720,071814,071943,072017,072122,072629,072902,073007,073145,073255,073350,073445,073550,073647,073815,073943,074102,074219
2,MW2390-0,070924,071040,071134,071245,071435,071540,071836,071943,072017,072101,072144,072230,072702,072912,073101,073211,073306,073412,073550,073636,073731,073826,073932,074419,074641,074852,075029,075134,075326,075442,075549,075653,075820,080020,080147,080306
3,MW2856-0,072724,072819,072912,073007,073317,073412,073742,073910,074029,074124,074208,074251,074724,074924,075113,075220,075315,075409,075527,075621,075726,075809,075947,080411,080653,080832,081054,081211,081328,081444,081538,081656,081801,081906,082025,082202
4,MW5346-0,080854,081032,081127,081233,081444,081634,081928,082057,082224,082329,082403,082447,083037,083313,083524,083715,083810,083854,084011,084116,084233,084328,084446,085024,085319,085602,085802,085950,090106,090211,090338,090505,090643,090811,091000,091128
5,MW3116-0,083037,084149,084244,084413,084541,084646,085003,085108,085235,085456,085613,085645,090306,090549,090716,090855,091000,091044,091214,091320,091458,091531,091709,092155,092448,092721,092827,093017,093223,093351,093456,093615,093849,094026,094217,094449
6,MW3098-0,,,,083206,083451,083545,083938,084105,084222,084457,084551,084635,085057,085329,085540,085707,085823,085907,090044,090149,090306,090338,090516,091011,091258,091542,091659,091804,091919,092131,092249,092405,092543,092933,093101,093424
7,MS1953-1,084403,090044,090138,090306,090432,090611,090906,091033,091225,091320,091425,091458,092037,092322,092510,092648,092816,092900,093050,093200,093318,093402,093540,094026,094312,094511,094627,094754,094912,095050,095156,095303,095609,095747,095925,100103
8,MS2365-1,092333,092405,092532,092615,092805,092848,093200,093340,093435,093648,093755,093827,094616,094912,095112,095314,095420,095547,095725,095830,095936,100041,100209,100758,101053,101256,101402,101551,101755,101954,102155,102323,102513,102735,102915,103220
9,MW2390-1,094132,094334,094428,094555,094807,094956,095220,095336,095503,095736,095903,095936,100347,100608,100821,100937,101031,101138,101317,101413,101540,101637,101744,102250,102524,102819,102958,103126,103253,103631,103725,103914,104052,104303,104430,104715
10,MW2856-1,100041,100136,100219,100325,100503,100619,100904,100958,101149,101245,101351,101446,101849,102121,102334,102440,102557,102651,102808,102904,102958,103053,103220,103736,104146,104358,104514,104620,104810,104938,105105,105308,105530,105753,110015,110228
11,MW3053-0,,102808,102853,103009,103231,103325,103620,103725,103758,104030,104125,104209,104715,105753,110015,110132,110249,110405,110555,110650,110755,110850,111028,111525,111820,112041,112233,112425,112616,112754,113028,113313,113629,113850,114100,114439
12,MW5346-1,104030,104358,104453,104559,104810,104949,105224,105352,105508,105720,105825,105920,110744,111241,111503,111714,111852,112008,112159,112255,112425,112521,112649,113144,113451,113701,113828,114006,,,,,,115754,115943,120154
13,MW3098-1,110405,110532,110650,110755,110956,111134,111525,111631,111725,111936,112135,112223,113017,113440,113640,113807,113955,114100,114250,114355,114534,114607,114735,115236,115532,115754,115849,120005,120216,120405,121046,121534,121914,122600,122952,123205
14,MW3116-1,112414,113712,113756,113912,114100,114322,114747,114916,115054,115309,115510,115554,120249,120615,120836,121035,121334,121439,121555,121701,121807,121914,122030,122600,122908,123205,123334,123438,123533,123732,124523,125134,125558,125958,130232,130432
15,MS2365-2,120132,120311,120354,120532,120836,120930,121301,121439,121651,121925,122114,122147,122717,123014,123205,123355,123533,123638,123826,123931,124110,124153,124333,124818,125101,125325,125503,125653,125737,125853,130137,130621,131211,131517,131719,132057
16,MS1953-2,122422,123449,123605,123711,123942,124048,124406,124534,124651,124923,125039,125123,125759,130137,130359,130537,130705,130810,131010,131105,131211,131306,131507,131940,132307,132551,132719,132827,132944,133050,133253,133432,134101,134453,134641,135022
17,MW2390-2,125525,125715,125810,125925,130115,130232,130548,130716,130915,131138,131255,131339,131940,132235,132508,132635,132849,133017,133208,133336,133443,133526,133644,134230,134525,134820,134959,135128,135308,135541,135709,135847,140206,140438,140556,140912
18,MW2856-2,132351,132457,132540,132646,132900,133006,133526,133633,133717,133930,134050,134145,134619,134809,135010,135202,135552,135658,135858,140004,140109,140154,140322,140755,141038,141313,141440,141545,141704,141831,142009,142254,142550,142801,142950,143402
19,MW5346-2,141240,141429,141523,141631,141820,141947,142349,142505,142600,142823,142950,143034,143752,144140,144403,144541,144815,145016,145301,145406,145545,145640,145807,150254,150610,151054,151235,151446,151721,151816,152030,152231,152706,153202,153416,154051
20,MW3098-2,142505,142801,142845,143012,143224,143402,143708,143835,144035,144319,144447,144519,145132,145502,145713,145957,150146,150316,150454,150548,150704,150811,150938,151435,151816,152052,152231,152349,152622,152917,153226,153522,154417,154955,155159,155859
21,MW3116-2,144530,145037,145143,145250,145523,145629,145924,150051,150305,150537,150704,150759,151329,151816,152052,152209,152444,152611,152822,152917,153106,153214,153354,153850,154156,154533,154650,154828,155134,155349,160615,161615,162501,162830,163136,163614
22,MS2259-0,150727,151340,151456,151603,,151945,152506,152611,152727,153001,153202,153237,153828,154145,154355,154500,154712,154839,,155134,155305,155411,155517,160041,160425,160858,160953,161109,161415,162925,163434,163825,164036,164258,164508,165121
23,MS1953-3,152209,153248,153416,153511,153828,153945,154355,154533,154745,155028,155221,155328,155912,160158,160414,160531,160953,161120,161342,161459,161638,161722,161911,162450,163019,163825,164015,164131,164320,164552,164804,165048,165557,170010,170200,170753
24,MW2390-3,154933,155145,155232,155328,155528,155659,160041,160147,160256,160520,160648,160731,161426,161911,162133,162250,162523,162617,162734,162903,163052,163147,163337,163836,164731,165346,165441,165557,165748,165937,170105,170327,170753,171121,171325,171840
