,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,CC2345-0,,,,,,,,,,,,,,,,,,,,070107,070141,070510,070626,071404
1,AA7685-0,,,,,,,,,,,,,,,,,,,,070107,070141,070510,070626,071404
2,AA6942-0,,,,,,,,,,,,,,,,070107,070141,,070615,070931,,,071709,071910
3,AA7931-0,,,,,,070107,070426,070553,070658,070836,071003,071108,071309,071404,071459,071921,072100,072407,072629,072842,073043,073532,073652,073841
4,MX4021-0,,,,070107,070141,070342,070647,070742,070847,070941,071108,071141,071309,071437,071510,071921,072111,072418,072640,072853,073105,073606,073736,073937
5,MX4159-0,070319,070415,070553,070709,070836,071108,071553,071720,071943,072100,072155,072238,072513,072629,072735,073203,073341,073641,074010,074305,074710,075128,075307,075636
6,MX4338-0,070803,071141,071258,071415,071542,071709,072005,072100,072322,072429,072524,072618,072915,072959,073043,073510,073641,074043,074615,074732,075256,075731,075901,080050
7,AA7485-0,072356,072502,072629,072735,073021,073213,073736,073841,074105,074222,074341,074436,074626,074817,074904,075318,075531,075934,080722,081312,081841,082515,082704,083106
8,MX4365-0,072724,072819,072926,073021,073224,073448,073819,074021,074127,074305,074520,074626,074839,075055,075150,075625,075752,080239,081535,081757,082043,082726,082854,083117
9,AA7890-0,073510,073543,073641,073819,074138,074341,074710,074828,075055,075223,075329,075436,075814,075934,075956,080439,080744,081440,082148,082515,082737,083214,083405,083649
10,MX3783-0,074425,074509,074626,074732,074926,075106,075414,075625,075731,075849,075934,080112,080311,080417,080511,080945,081113,081451,082243,082548,082905,083405,083533,083805
11,MX4551-0,080311,080417,080533,080638,080924,081102,081535,081629,081903,082032,082159,082253,082515,082905,083011,083500,083700,084451,085010,085540,085847,090428,090607,090808
12,CC2345-1,080605,081007,081113,081218,081535,081651,082043,082221,082453,082559,082704,082832,083022,083405,083500,083956,084145,084903,085719,085953,090141,,090935,
13,AA7685-1,080605,081007,081113,081218,081535,081651,082043,082221,082453,082559,082704,082832,083022,083405,083500,083956,084145,084903,085719,085953,090141,110053,090935,110348
14,MX4614-0,081418,081502,081607,,081903,081958,082443,082620,082726,082821,082927,083044,083225,083606,083700,084123,084301,084959,085920,090214,090344,090640,090819,091029
15,AA7539-0,,,,,,,,,,,,,,,,082421,082631,083258,083627,083945,084356,084702,084948,085256
16,AA6942-1,082843,082927,083033,083225,083638,,083849,084028,084251,084407,084535,084651,084903,085010,085054,085540,085824,090321,091102,091113,091654,092137,092315,092550
