,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070112,070442,070714,070843,070948,071042,071126,071252,071358,071503,071557,071734,071840,071944
1,MS2259-0,,,,,,,,,070112,070124,070208,070252,070703,070843,071031,071158,071303,071358,071640,,071724,071756,071901,072405,072648,072836,,,073154,073427,073510,073534,073556,073651,073818,073944
2,MW5645-0,070112,071158,071314,071347,071535,071640,071955,072111,072311,072416,072521,072554,073132,073354,073607,073712,073829,073933,074102,074145,074240,074334,074503,074935,075229,075500,075629,075746,075819,075914,080020,080125,080230,080347,080454,080632
3,MX1517-0,,072931,073048,073143,073310,073459,073756,073912,074018,074112,074156,074250,074713,074914,075124,075218,075355,075449,075607,075651,075757,075852,080020,080516,080809,081020,081114,081158,081347,081611,081717,081823,081939,082142,082321,082449
4,MS2243-0,,,,,,,075511,075607,075819,075914,080009,080053,080548,080809,081009,081125,081219,081325,081503,081611,081750,081834,082003,082439,082651,082840,082945,083051,083301,083409,083525,083643,083748,083925,084103,084313
5,MS2365-0,075735,080516,080632,080737,080853,081052,081358,081524,081622,081739,081812,081856,082405,082618,082818,082934,083051,083156,083334,083430,083559,083653,083831,084335,084621,084809,084925,085041,085135,085241,085421,085454,085614,085849,090016,090206
6,MS1903-0,,,,082343,082500,082618,083051,083156,083239,083503,083559,083704,084313,084632,084831,084947,085135,085219,085325,085421,085550,085648,085816,090249,090521,090746,090903,091030,091114,091230,091359,091504,091610,091811,091939,092117
7,MS1935-0,083853,083936,084031,084157,,084453,084758,084842,085019,085124,085230,085314,085816,090027,090238,090354,090533,090616,090819,090924,091041,091147,091303,091749,092033,092222,092509,092632,092836,,093048,093143,093356,093512,093640,093818
8,MS1953-1,,085421,085528,085637,085805,085911,090155,090249,090416,090510,090616,090702,091336,091621,091833,091928,092055,092149,092316,092415,092537,092621,092739,093227,093450,093735,093902,093945,094030,094157,094313,094431,094609,094808,094957,095134
9,MS2259-1,091420,091548,091621,091727,092011,092128,092327,092447,092621,092728,092836,092920,093439,093702,093923,094030,094146,094241,094409,094441,094609,094703,,095301,095533,095651,095850,100006,100039,100156,100333,,100355,100818,100923,101006
10,MW5645-1,092654,093546,093651,093829,094019,094103,094441,094536,094703,094924,095040,095113,095556,095922,100123,100301,100417,100522,100639,100734,100839,100934,101101,101545,101850,102028,102133,102615,103016,103227,103344,103522,103629,103746,103913,104018
11,MX1517-1,095438,095449,095544,095702,095806,100028,100355,100500,100545,100650,100723,100756,101228,101510,101712,101829,101955,102050,102217,102311,102405,102448,102615,103059,103333,103618,103818,104134,104358,104514,104620,104820,104947,105218,105428,105629
