,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070106,070131,070225,070247,070353,070437
1,MZ3559-0,,,,,,,,,,,,,,,,,,,,,,,070106,070203,070532,070648,070900,070943,071100,071122,071229,071334,071406,071428,071522,071555,071725,071820
2,MZ3978-0,,,,,,,,,,,,,,070106,070203,070320,070353,070648,070804,070911,071100,071133,071207,071334,071628,071831,071947,072043,072159,072221,072326,072359,072444,072455,072550,072601,072706,072749
3,MZ3734-0,,,,,,070106,070203,070258,070405,070521,070648,071144,071229,071312,071428,071544,071628,071842,071947,072054,072210,072243,072305,072444,072803,073024,073214,073319,073436,073519,073613,073657,073741,073752,073846,073856,074025,074119
4,MW3496-0,,070106,070214,070510,070626,070922,071027,071133,071250,071522,071651,072221,072315,072423,072550,072655,072749,073024,073129,073235,073341,073425,073508,073613,073929,074108,074330,074435,074551,074646,074751,074845,074940,074951,075045,075118,075246,075329
5,MZ3956-0,070405,072940,073203,073341,073457,073846,074003,074119,074257,074446,074802,075257,075413,075518,075635,075741,075824,080120,080214,080352,080425,080458,080519,080625,080930,081058,081249,081416,081533,081606,081701,081735,081830,081852,081913,081935,082030,082125
6,MZ4228-0,070837,071038,071334,071533,071736,071936,072043,072148,072412,072612,072717,073225,073341,073447,073613,073719,073802,074014,074119,074225,074340,074424,074457,074624,074940,075139,075351,075529,075647,075741,075846,075941,080014,080025,080120,080141,080309,080403
7,MX1213-0,072221,072539,072824,073046,073319,073541,073657,073752,073856,074213,074340,074856,075013,075129,075246,075351,075456,075657,075802,075857,075951,080036,080214,080352,080720,080825,080930,081037,081216,081249,081344,081438,081522,081555,081650,081725,081903,081946
8,MW5966-0,,073402,073603,073813,073951,074413,074446,074551,074729,074845,074951,075518,075613,075730,075908,075951,080047,080258,080352,080519,080614,080647,080720,080847,081204,081333,081533,081639,081757,081841,081935,082008,082052,082135,082219,082241,082357,082452
9,MW5936-0,073414,075351,075635,075908,080025,080414,080603,080730,080952,081300,081438,081957,082052,082219,082357,082513,082608,082853,082958,083125,083219,083252,083408,083524,083820,083936,084126,084231,084347,084453,084609,084715,084758,084820,084915,084936,085042,085136
10,MX1197-0,,074551,074718,074929,075224,075424,075551,075719,075857,080120,080236,080741,080847,080952,081131,081238,081322,081500,081606,081712,081808,081903,082019,082135,082502,082737,082936,083103,083230,,,,,,083631,083642,083809,083904
11,MX1067-0,075635,075930,080225,080436,080658,080952,081216,081333,081511,081725,081841,082419,082546,082702,082842,082947,083052,083346,083451,083620,083747,083831,083925,084053,084431,084609,084809,084915,085103,085125,085230,085325,085347,085419,085503,085525,085630,085725
12,MX1084-0,080203,080414,080636,080847,081109,081405,081628,081819,081946,082146,082313,082820,082914,083020,083147,083252,083335,083546,083642,083809,083936,084020,084042,084147,084537,084715,084915,085031,085125,,,,,,085535,085557,085703,085747
13,MX1105-0,,081204,081405,081628,081935,082241,082430,082546,082831,083136,083324,083831,083925,084042,084220,084325,084431,084631,084747,084904,084958,085031,085114,085230,085546,085736,090002,090046,090203,090258,090345,090443,090454,090515,090559,090621,090741,090835
14,MW4762-0,081533,081555,081935,082241,082546,083020,083335,083451,083758,084053,084337,084936,085042,085220,085408,085535,085630,085939,090046,090214,090345,090430,090515,090646,091024,091140,091352,091509,091626,091659,091742,091826,091910,091954,092026,092059,092157,092252
15,MZ3556-0,082419,082748,083031,083230,083631,084031,084303,084453,084726,085042,085347,085950,090057,090258,090454,090559,090708,090940,091046,091225,091352,091436,091519,091648,092005,092121,092230,092336,092454,092527,092632,092738,092800,092822,092906,092928,093054,093150
16,MZ4072-1,083451,083831,084053,084242,084526,084820,085031,085220,085347,085630,085758,090321,090443,090635,090813,090919,091013,091214,091319,091436,091541,091626,091710,091815,092146,092325,092610,092705,092800,092844,092939,093022,093044,093105,093139,093202,093308,093403
17,MZ3559-1,084853,084936,085252,085503,085630,090046,090258,090419,090741,091107,091247,091837,091954,092135,092325,092431,092537,092749,092844,093022,093213,093258,093352,093508,093803,093941,094237,094342,094458,094531,094648,094743,094827,094849,094943,095016,095142,095247
18,MZ3978-1,085325,090515,090824,091046,091330,091626,091731,091859,092048,092336,092504,093022,093139,093247,093414,093540,093635,093920,094025,094154,094404,094458,094627,094754,095110,095247,095509,095603,095658,095720,095921,095953,100015,100037,100131,100215,100320,100414
19,MZ3734-1,091848,092121,092358,092621,092855,093116,093319,093519,093646,094003,094131,094638,094754,094921,095121,095226,095320,095603,095709,095826,095921,095942,100120,100237,100541,100708,100835,100941,101046,101119,101225,101258,101330,101341,101436,101519,101625,101709
20,MW3496-1,,093213,093446,093708,093931,094342,094553,094743,095048,095436,095614,100237,100353,100530,100803,100919,101025,101236,101341,101519,101625,101658,101826,101932,102311,102500,102627,102736,102915,102948,103104,103159,103232,103253,103337,103409,103515,103620
21,MZ4228-1,094047,094259,094553,094900,095226,095709,095848,100142,100436,100846,101035,101603,101720,101837,102037,102143,102300,102543,102650,102821,102915,102959,103137,103253,103631,103811,104011,104117,104211,104255,104413,104508,104552,104614,104657,104719,104824,104919
22,MZ3825-0,094732,094838,095353,095625,095848,100131,100342,100509,100835,101130,101436,101932,102059,102216,102406,102543,102650,102854,102948,103104,103242,103315,103359,103515,103905,104055,,104350,104457,104530,104646,104741,104835,104846,104941,105003,105108,105141
23,MX1213-1,095720,095909,100237,100509,100719,101119,101341,101447,101742,102154,102438,103021,103126,103242,103442,103610,103738,104011,104117,104424,104541,104625,104803,104908,105247,105415,105604,105753,105858,105941,110048,110137,110159,110221,110315,110337,110443,110537
24,MZ3956-1,100719,101214,101508,101742,102016,102322,102554,102736,102905,103348,103526,104011,104117,104306,104457,104603,104657,104857,105003,105108,105309,105353,105437,105542,105858,105952,,110242,110359,110421,110537,110621,110643,110705,110738,110800,110906,110949
25,MS4750-0,101858,102249,102605,102843,103242,103548,103748,103949,104211,104657,104741,105320,105459,105626,105815,105920,110026,110337,110443,110610,110811,110906,111022,111139,111541,111709,,112014,112120,112210,112317,112402,112425,112447,112542,112614,112742,112847
26,MW3343-0,,102521,102810,103053,103304,103727,103949,104139,104350,104803,104941,105459,105615,105720,105858,110004,110121,110348,110443,110559,110800,110833,110906,111044,111352,111552,111741,111858,112003,112036,112210,112255,112350,112414,112458,112520,112625,112720
27,MW5936-1,103137,103337,103631,103916,104150,104530,104803,105014,105236,105626,105804,110315,110421,110537,110705,110822,110917,111151,111247,111403,111531,111614,111658,111815,112120,112221,112425,112531,112625,112720,112836,112920,112942,113014,113058,113130,113236,113309
