,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
72,AA7323-6,,-1,1,,-1,-1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
73,AA7440-5,,,2,-1,-1,2,3,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,-1
74,AA7173-7,-1,-1,2,-1,-1,-1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,3,1,1,-1
75,AA6952-3,-1,,1,-1,-1,,2,1,1,-1,-1,-1,,1,1,1,1,1,1,1,1,-1
76,AA7488-7,-1,-1,2,-1,-1,2,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
77,AA7149-7,,-1,2,-1,-1,-1,3,1,1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
78,AA7492-6,,-1,3,-1,-1,1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
79,AA7323-7,-1,-1,1,-1,-1,,2,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,-1
80,AA7440-6,-1,,2,-1,-1,3,2,1,,,,,,,,,,,,,,
81,AA7173-8,,-1,1,-1,-1,1,,,,,,,,,,,,,,,,
