,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4535-0,,,,,,,,,,,,,,,,,,,-1,1,-1,1,1,-1
1,MX3651-0,,,,,,,,,,,,,,,1,1,-1,2,-1,1,2,1,1,-1
2,MX3783-0,,,,,,,,,1,1,-1,-1,1,1,1,1,1,2,-1,1,2,1,1,-1
3,MX4021-0,3,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,2,2,-1,1,1,1,1,-1
4,MX4041-0,,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,2,2,-1,1,1,1,1,-1
5,MX4159-0,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,2,-1,1,1,1,1,-1
6,MX4338-0,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,1,1,1,1,-1
7,MX4365-0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,1,2,1,1,-1
8,MX4551-0,3,1,1,1,4,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,2,1,1,-1
9,MX4388-0,5,1,1,1,5,1,1,1,1,1,-1,1,1,1,1,2,3,1,-1,1,2,1,-1,-1
10,MX4458-0,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,2,2,-1,2,3,1,-1,-1
11,MX4535-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,3,3,-1,3,1,1,1,-1
12,MX3651-1,,,1,1,5,1,1,1,1,1,1,1,-1,1,1,2,3,2,-1,1,2,1,-1,-1
13,MX3783-1,,-1,1,1,2,1,1,1,1,1,1,1,-1,1,1,1,3,2,-1,2,2,1,-1,-1
14,MX4041-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,2,2,-1,1,3,1,-1,-1
15,MX4159-1,1,1,1,1,4,1,1,1,1,1,-1,1,-1,1,1,1,2,2,-1,1,1,1,1,-1
16,MX4021-1,,,,,,,,,,,,,,,,1,3,1,-1,2,1,1,3,-1
17,MX4365-1,1,-1,-1,1,4,1,1,1,1,1,-1,1,-1,1,1,1,2,1,-1,2,3,1,-1,-1
18,MX4338-1,,,,,1,1,1,2,1,1,-1,1,1,1,1,1,3,1,-1,1,1,1,1,-1
19,MX4551-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,2,1,-1,1,2,1,-1,-1
20,MX4458-1,1,1,1,1,4,1,1,1,1,1,-1,1,1,1,1,1,2,2,-1,2,2,1,-1,-1
21,MX4535-2,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,4,2,-1,1,2,1,-1,-1
22,MX4383-0,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,2,2,-1,1,2,1,-1,-1
23,MX3651-2,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,2,1,-1,2,3,1,1,-1
24,MX3783-2,,,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,2,3,-1,1,2,1,-1,-1
25,MW2390-0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,2,2,-1,1,3,1,1,-1
26,MW2780-0,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,2,3,-1,2,2,1,-1,-1
27,MX4021-2,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,3,2,-1,2,4,1,-1,-1
28,MW5191-0,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,3,2,-1,2,2,1,-1,-1
29,MX4159-2,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,3,2,,,,1,2,-1
30,MW5264-0,1,1,1,1,1,1,,,,1,-1,1,-1,1,1,1,3,2,-1,2,2,1,-1,-1
31,MX4598-0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,3,2,-1,2,3,1,-1,-1
32,MW5346-0,1,2,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,2,2,-1,2,3,1,-1,-1
33,MX4041-2,,,,,,,,,,,,,,,,1,2,1,-1,1,3,1,1,-1
34,MX4338-2,,,,,1,1,1,1,1,1,1,1,-1,1,1,1,3,2,-1,2,2,1,-1,-1
35,MX4365-2,1,1,1,1,1,1,2,1,1,1,-1,1,1,1,1,1,2,2,-1,3,3,1,1,-1
36,MW5645-0,1,1,1,2,1,1,1,1,1,1,-1,1,1,1,1,1,2,3,-1,3,3,1,-1,-1
37,MX4551-2,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,2,2,-1,3,2,1,4,-1
38,MX4458-2,4,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,2,2,-1,2,3,1,-1,-1
39,MX4388-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,3,3,-1,2,2,1,1,-1
40,MX4383-1,-1,1,1,1,2,1,1,1,1,1,-1,1,-1,1,1,1,2,1,-1,1,2,1,-1,-1
41,MX4535-3,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,2,1,-1,1,2,1,-1,-1
42,MX3651-3,1,1,1,1,3,1,1,1,1,1,-1,1,-1,1,1,1,3,3,-1,1,2,1,-1,-1
43,MX3783-3,1,1,1,1,1,1,1,1,1,2,-1,1,-1,1,1,1,3,2,-1,2,3,1,-1,-1
44,MX4021-3,1,1,1,1,1,1,1,1,1,2,-1,1,-1,1,1,1,3,3,-1,1,3,1,-1,-1
45,MX4598-1,,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,3,2,-1,2,3,1,-1,-1
46,MW2780-1,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,3,2,-1,3,2,1,1,-1
47,MX4041-3,1,1,1,1,1,1,1,1,1,1,2,1,-1,1,1,1,2,2,-1,3,2,1,-1,-1
48,MW3098-0,1,1,1,2,1,1,1,1,1,2,2,1,-1,1,1,1,3,2,-1,1,3,1,1,-1
49,MX4338-3,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,2,3,-1,2,2,1,-1,-1
50,MW5346-1,1,3,2,2,5,1,1,1,1,1,-1,1,-1,1,1,1,3,2,-1,2,2,1,-1,-1
51,MX4365-3,1,2,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,2,2,-1,1,2,1,-1,-1
52,MX4551-3,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,2,-1,3,2,1,1,-1
53,MX4388-2,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,3,2,-1,3,2,1,-1,-1
54,MX4458-3,1,1,1,1,1,1,1,1,1,1,-1,1,,1,1,1,3,3,-1,2,3,1,-1,-1
55,MX4383-2,1,1,1,1,4,1,2,1,3,1,1,1,-1,1,1,1,3,1,-1,3,3,1,-1,-1
56,MX4535-4,1,1,1,1,-1,1,1,2,1,1,-1,1,-1,1,1,1,2,1,-1,2,2,1,1,-1
57,MW2780-2,1,1,1,1,-1,1,1,1,2,4,-1,1,-1,1,1,1,3,1,-1,3,2,1,1,-1
58,MX3651-4,,1,1,1,1,1,1,1,2,4,-1,1,-1,1,1,1,3,1,-1,3,2,1,1,-1
59,MX3783-4,,,1,1,1,1,1,1,1,1,-1,1,1,1,1,2,2,2,-1,2,3,1,-1,-1
60,MW5346-2,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,3,2,-1,3,3,1,1,-1
61,MX4598-2,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,4,2,-1,2,3,1,1,-1
62,MX4021-4,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,4,2,-1,2,3,1,-1,-1
63,MX4041-4,1,1,1,1,5,1,1,1,1,1,-1,1,1,1,1,1,2,3,-1,2,2,1,-1,-1
64,MW3098-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,4,3,-1,2,3,1,-1,-1
65,MX4338-4,-1,1,4,1,4,1,1,1,1,2,2,1,-1,1,1,1,3,3,-1,3,1,1,-1,-1
66,MX4365-4,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,3,3,-1,2,2,1,-1,-1
67,MX4551-4,1,1,1,1,5,1,1,1,1,1,-1,1,1,1,1,1,2,2,-1,4,3,1,-1,-1
68,MX4388-3,1,4,1,-1,1,1,1,1,1,2,2,1,-1,1,1,1,4,4,-1,2,3,1,1,-1
69,MX4458-4,1,1,1,1,3,1,1,1,1,1,1,1,-1,1,1,1,2,2,-1,2,3,1,1,-1
70,MX4383-3,1,1,1,1,1,1,1,1,1,1,2,1,-1,1,1,1,3,4,-1,2,3,1,-1,-1
71,MP6054-0,,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,2,4,-1,2,3,1,-1,-1
72,MX3651-5,1,1,1,1,1,1,1,1,1,2,-1,1,-1,1,1,1,3,2,-1,1,3,1,-1,-1
73,MX3783-5,,1,1,1,1,1,2,1,1,1,-1,1,1,1,1,1,4,2,-1,3,2,1,-1,-1
74,MX4535-5,1,-1,1,1,5,1,1,1,1,2,-1,1,1,1,1,1,3,2,-1,2,3,1,-1,-1
75,MX4021-5,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,3,4,-1,2,3,1,-1,-1
