,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4837-0,,,,,,,,,,,,,,,,,070110,070206
1,MW4856-0,,,,,,,,,,,070110,070536,070630,070747,070914,070947,071104,071442
2,MW5594-0,,,,,,,,,070110,070301,070441,071504,071737,071855,071950,072046,072214,072520
3,MW4366-0,,070239,070419,070547,070652,070736,070852,070947,071031,071526,071654,072803,072918,073055,073211,073243,073359,073620
4,MW4503-0,071115,071410,071737,071855,072013,072046,072202,072331,072415,072940,073305,074431,074713,074840,074956,075101,075228,075556
5,MW4557-0,072331,072625,072846,072950,073128,073200,073348,073504,073609,074147,074336,075734,075956,080145,080250,080345,080524,080957
6,MW4619-0,,073558,073913,074041,074147,074241,074409,074453,074525,074945,075239,080228,080502,080618,080723,080755,080924,081230
7,MW4647-0,074409,074558,074851,075017,075133,075228,075312,075355,075451,080040,080333,081348,081503,081619,081724,081808,081852,082230
8,MW4781-0,075333,,,080029,080134,080206,080311,080408,080451,080957,081219,082408,082618,082746,082852,082936,083041,083251
9,MW4837-1,080513,080723,081041,081230,081336,081409,081503,081557,081641,082113,082303,083323,083440,083702,083807,083840,083924,084335
10,MW4856-1,081724,,082051,082230,082346,082419,082524,082608,082651,083208,083451,084453,084726,084853,084958,085031,085209,085419
11,MP6403-0,082314,082502,082746,082830,082947,083041,083124,083208,083302,083756,083945,085125,085357,085534,085651,085723,085850,090205
12,MW5124-0,083218,083345,083702,083818,083924,084030,084114,084209,084252,084715,084904,085933,090216,090353,090510,090605,090659,091038
13,MW5594-1,083807,084008,084252,084420,084526,084610,084715,084809,084853,085440,085607,090754,091016,091143,091249,091333,091439,091735
14,MW4229-0,084642,084758,085114,085231,085336,085408,085440,085545,085629,090111,090310,091735,092008,092146,092302,092345,092513,092902
15,MW4366-1,085220,085303,085545,085640,085756,085850,090017,090111,090154,090616,090816,091903,092030,092208,092313,092407,092524,092935
16,MW4503-1,085818,085850,090248,090426,090532,090605,090805,090911,090954,091523,091819,093040,093207,093420,093536,093630,093808,094207
17,MW4557-1,090437,,,091027,091132,091217,091333,091439,091534,092113,092251,093358,093514,093703,093819,093914,094008,094524
18,MW4705-0,091238,091355,091735,091841,092019,092051,092229,092345,092429,092851,093156,094157,094323,094502,094619,094702,094841,095250
19,MW4619-1,091640,091852,092157,092251,092357,092429,092524,092618,092702,093218,093503,094524,094640,094807,094924,094957,095134,095534
20,MW4825-0,092556,092756,093040,093251,093409,093441,093536,093652,093736,094135,094334,095322,095450,095618,095723,095755,095922,100259
21,MW4647-1,093207,093420,093703,093841,093957,094052,094135,094229,094323,094924,095229,100320,100437,,,,,101414
22,MW4846-0,093914,094041,094312,094418,094535,094629,094724,094819,094852,095417,095544,100625,100920,101110,101215,101309,101414,101646
23,MW4781-1,095040,095145,095501,095723,095839,095911,100038,100143,100226,,101015,,102224,102402,102507,102601,102738,102950
24,MW4837-2,100049,100110,100447,100646,100752,100835,100920,101015,101048,101508,101636,102738,103033,103149,103254,103409,103514,103818
25,MW4856-2,101015,,101331,101425,101530,101614,101657,101741,101835,102246,102518,103557,103713,103912,104028,104112,104206,104546
26,MW5124-1,102035,102141,102413,102529,102644,102728,102822,102907,102950,103420,103547,104535,104829,105143,105250,105333,105512,105902
27,MW5594-2,103127,103243,103557,103807,103923,104007,104133,104227,104300,104818,104933,110157,110313,110513,110618,110723,110806,111216
28,MW4229-1,,104535,104829,104955,105122,105206,105333,105450,105533,110019,110208,111321,111620,111716,111821,111927,112021,112359
29,MW4366-2,105450,105533,105851,110040,110157,110241,110335,110429,110502,111059,111238,112315,112609,112808,112914,112946,113102,113439
30,MW4705-1,110440,110546,110850,111005,111110,111205,111238,111332,111417,111854,112126,113301,113555,113649,113806,113838,113954,114227
31,MW4825-1,111959,112043,112348,112525,112631,112714,112830,112935,113008,113555,113711,114713,114913,115101,115206,115333,115407,115912
32,MW4503-2,113417,113522,113910,114015,114132,114237,114332,114418,114501,115101,115333,120407,120701,120900,121027,121131,121237,121710
33,MW4557-2,114724,115123,115428,115702,115818,115851,120050,120155,120249,120712,120922,122025,122152,122403,122508,122602,122718,123045
34,MW4647-2,120429,120523,120817,120944,121048,121142,121237,121353,121436,122004,122235,123330,123613,123801,123907,123950,124109,124424
35,MW4781-2,122014,,,122447,122541,122646,122729,122846,122940,123508,123656,124751,124951,125203,125308,125340,125507,125729
36,MW4837-3,123213,123413,123856,124003,124109,124141,124341,124446,124551,125035,125225,130434,130727,130856,131012,131105,131221,131630
37,MW4856-3,125024,125107,125424,125635,125740,125835,125939,130025,130108,130644,130928,132018,132135,132313,132418,132513,132617,132922
38,MW5594-3,130245,130507,130811,130939,131033,131105,131243,131326,131431,131945,132113,133142,133259,133436,133541,133635,133752,134213
39,MW4366-3,131924,132029,132356,132639,132745,132839,133038,133142,133226,133646,133824,134928,135211,135400,135516,135610,135654,135937
40,MW4503-3,,,133846,134108,134224,134256,134507,134644,134728,135338,135632,140703,140957,141231,141359,141504,141632,142031
41,MW4557-3,134717,134950,135349,135621,135748,135821,140031,140136,140252,140841,141041,142231,142527,142715,142820,142914,143019,143409
42,MW4647-3,140104,140314,140641,140736,140903,140936,141114,141157,141304,141821,142053,143220,143517,143657,143813,143907,144013,144435
43,MW4781-3,141432,141853,142053,142220,142336,142410,142515,142632,142737,143252,143431,,144848,145047,145153,145226,145331,145824
44,MW4837-4,143113,143303,143740,143907,144013,144046,144152,144246,144351,144931,145120,150339,150623,150833,150950,151106,151225,151657
45,MW4856-4,144751,,145131,145247,,145435,145541,145635,145740,,150551,151908,152202,152340,152507,152601,152718,153025
46,MW5594-4,145951,150234,150551,150728,150845,150950,151106,151225,151308,151741,151930,153445,153739,153939,154056,154201,154317,154654
47,MW4366-4,,151941,152256,152402,152529,152623,152707,152835,152931,153445,153635,154821,155116,155327,155432,155526,155715,160210
48,MW4503-4,153246,153434,153750,153856,154035,154107,154245,154400,154443,155000,155304,160558,160852,161114,161220,161336,161516,161905
49,MW4557-4,154140,154400,154727,155000,155105,155159,155348,155621,155704,160210,160348,161549,161706,161854,161959,162053,162220,162547
50,MW4619-2,154759,155105,155453,155559,155704,155748,155948,160115,160210,160620,160947,161937,162231,162408,162514,162619,162714,163210
51,MW4647-4,155759,155854,160210,160336,160453,160558,160830,160958,161041,161600,161948,162925,163220,163432,163548,163705,163821,164242
52,MW4705-2,155937,160304,160620,160736,160852,160925,161030,161220,161304,161927,162231,163526,163821,164021,164136,164252,164419,164756
53,MW4781-4,161052,,,,161633,161749,161811,162032,162115,162641,162842,164115,164408,164702,164817,164912,165028,165334
54,MW4825-2,161611,161738,162021,162148,162253,162336,162525,162619,162652,163231,163432,164651,164955,165156,165250,165356,165524,165913
55,MW5084-0,162536,162714,162936,163114,163220,163315,163421,163536,163643,164104,164336,165228,165535,165746,165902,165956,170134,170606
56,MW4846-1,162904,163632,163937,164042,164158,164231,164441,164651,164734,165239,165418,170555,170900,171121,171238,171332,171459,172016
57,MW4856-5,164209,,,,164922,165028,165334,165440,165546,,170439,171543,171848,172100,172216,172311,172407,172840
58,MW5124-2,164901,165112,165334,165513,165640,165746,165818,165934,170018,170544,170744,171932,172227,172429,172546,172640,172808,173241
59,MW5594-5,165535,165757,170029,170228,170333,170450,170544,170700,170754,171332,171532,172724,172956,173145,173335,173430,173608,174031
60,MW4229-2,170555,170722,171038,171227,171416,171553,171804,171932,172100,172702,172935,174419,174723,174923,175039,175144,175332,175754
61,MW4366-5,171227,171416,171709,171826,171942,172049,172216,172356,172429,173029,173219,174430,174723,174956,175100,175144,175332,175816
62,MW4837-5,171720,171953,172311,172440,172557,172702,172818,172902,173007,173546,173725,175006,175311,175531,175636,175742,175910,180301
63,MW4503-5,172249,172502,172808,173029,173134,173252,173408,173524,173608,174147,174502,175553,175849,180133,180250,180357,180513,180829
64,MW4557-5,173113,173314,173608,173830,173936,174042,174241,174408,174502,175028,175238,180333,180629,180840,180955,181102,181229,181618
65,MW4825-3,,,,173903,174230,174346,174557,174756,174840,175300,175459,180524,180829,180945,181051,181134,181240,181701
66,MW4619-3,174114,174158,174502,174640,174807,174902,,175216,175311,175900,180111,181113,181407,181556,181744,181849,182027,182343
67,MW4647-5,174851,175006,175300,175437,175553,175647,175805,175921,180005,180535,180756,182049,182354,182648,182804,182910,183037,183440
68,MW4705-3,175615,175900,180155,180301,180419,180513,180640,180756,180850,181451,181828,183026,183322,183556,183713,183840,184030,184535
69,MW4781-5,180955,,181345,181451,181607,181650,181955,182216,182259,,183143,184157,184440,184651,184756,184850,185039,185619
70,MW5084-1,181900,182121,182437,182616,182804,182836,183048,183356,183502,183913,184335,185323,185619,185807,185912,185956,190050,190510
71,MW4846-2,183059,183301,183608,183818,183923,184019,184146,184357,184451,185017,185239,190448,190752,190941,191046,191151,191246,191801
72,MW4856-6,184051,,184524,184640,,184839,185111,185312,185346,185934,190205,191246,191540,191657,191812,191846,192003,192323
73,MW5124-3,185133,185239,185546,185702,185807,185851,190050,190155,190300,190847,191035,192156,192323,192513,192618,192712,192839,193300
74,MW5594-6,185912,190310,190553,190836,190930,191046,191308,191457,191540,191951,192113,193133,193249,193448,193554,193627,193732,194130
75,MW4366-6,191603,191740,192048,192218,192346,192451,192607,192712,192817,193322,193521,194743,195006,195155,195312,195418,195546,195913
76,MW4503-6,192839,193028,193311,193438,193543,193710,193804,193858,193942,194426,194710,195746,195945,200123,200239,200333,200440,200806
77,MW4619-4,194849,194933,195227,195440,195546,195630,195818,195945,200051,200546,200901,202007,202207,202429,202534,202629,202724,203137
78,MW4557-6,200524,200712,201006,201121,201249,201321,201543,201712,201806,202302,202440,203535,203745,203911,204018,204101,204217,204615
79,MW4647-6,,202207,202451,202618,202735,202819,203042,203158,203303,203828,204133,205209,205430,205656,205752,205835,210003,210318
80,MW4781-6,203524,203723,203955,204101,204217,204300,204510,204648,204720,205220,205419,210751,210943,211134,211251,211324,211420,211749
81,MW5084-2,205126,205314,205546,205644,205741,205825,205951,210046,210151,210614,210836,211832,212035,212202,212308,212351,212508,212825
82,MW4856-7,210921,,211218,211441,211611,211643,211940,212119,212151,212635,212751,213907,214108,214256,214402,214506,214644,215001
83,MW5594-7,212213,212602,212908,213003,213130,213203,213340,213423,213528,214035,214202,215214,215456,215614,215720,215815,215932,220226
84,MW4366-7,214256,214339,214644,214834,215001,215033,215235,215351,215456,215954,220143,221436,221635,221824,221942,222038,222143,222457
85,MW4557-7,215922,220110,220404,220510,220625,220658,220857,221013,221107,221530,221657,222813,223013,223151,223258,223352,223519,223846
86,MW4647-7,221657,221813,222110,222236,222341,222424,222634,222728,222835,223309,223614,224728,224927,225105,225210,225304,225432,225811
