,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
11,MS2259-1,,085208,085515,085811,090033,090443,090658,090859,091101,091156,,091505,091539,091859,092241,092410,092454,092717,092739,092930,093026,093216,093417,093640,093747,094020,094149,094254,094517,094611,094739,094941,095003,095036,095204,095546,095652,095926,100021,100138,100233,100411,100920,101015,101322,101333,101712,101828,102007,102240,102335,102419,103000,103510,103721,103849,103955,104103,104304,104420,104537,104655,104825,105301,105608,105853,110032,110201,110436,110554,110733,110911,111101,111435,111624,111803
12,MW2856-1,090454,093216,093501,093725,093925,094254,094400,094506,094717,094803,095025,095109,095238,095556,095959,100127,100211,100411,100518,100741,100814,101037,101311,101533,101628,101901,102007,102123,102240,102335,102357,102513,102546,102630,102725,103011,103139,103331,103437,103554,103649,103900,103955,104314,104504,104621,105026,105110,105205,105418,105557,105641,110212,110436,110638,110806,110955,111101,111305,111424,111552,111657,111825,112329,112615,112732,112911,113017,113210,113400,113720,113837,113953,114111,114218,114346
13,MW2390-1,,091324,091539,091815,092005,092325,092538,092750,092930,093036,093228,093300,093427,093842,094243,094422,094517,094655,094750,094930,095014,095311,095608,095831,095926,100138,100327,100411,100551,100646,100741,100836,100858,100920,101047,101417,101606,101828,101945,102051,102146,102302,102419,102810,103022,103139,103437,103554,103659,103922,104030,104114,104621,105015,105301,105356,105524,105630,105831,105937,110106,110201,110340,110901,111145,111424,111552,111741,111920,112245,112351,112542,112805,113006,113159,113327
14,MW3053-1,,095322,095608,095948,100233,100602,100825,101015,101227,101333,101522,101628,101817,102134,102535,102652,102747,102854,103011,103139,103236,103426,103638,103838,103933,104136,104253,104336,104515,104559,104836,104942,105004,105143,105250,105608,105725,105948,110106,110201,110256,110436,110542,110711,110911,111134,111424,111530,111752,111858,112026,112059,112626,112838,113028,113147,113327,113433,113603,113709,113815,113910,114038,114546,114821,115105,115202,115246,115403,115531,115743,115954,120335,120644,120814,120953
15,MP5834-1,,102051,102229,102441,102652,103022,103225,103404,103659,103816,104019,104114,104242,104621,105004,105121,105217,105334,105440,105608,105652,105853,110106,110329,110425,110616,110744,110817,111101,111158,111316,111413,111424,111603,111719,112004,112212,112414,112520,112615,112709,112900,113006,113338,113603,113720,114016,114122,114218,114441,114608,114652,115202,115436,115626,115721,115837,115932,120122,120240,120346,120443,120622,121131,121438,121713,121904,122021,122128,122234,122403,122606,122745,123019,123221,123348
16,MW3528-2,,104420,104717,105037,105440,105736,110010,110117,110307,110414,110638,110744,110901,111243,111603,111741,111814,111931,112048,112245,112340,112531,112754,113006,113112,113316,113456,113540,113720,113837,113921,114005,114100,114207,114313,114641,114747,114937,115032,115202,115235,115425,115520,120229,120454,120549,120931,121120,121215,121438,121606,121651,122234,122522,122712,122840,123019,123124,123315,123421,123549,123655,123845,124353,124711,124912,125029,125112,125303,125430,125547,125738,125928,130117,130236,130415
17,MX4068-0,,,,,,,,,,,,,,,,,,,,,,104537,104750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,MS1695-2,,110542,110850,111158,111614,111942,112223,112414,112626,112721,112922,113039,113243,113614,114038,114229,114313,114441,114535,114725,114810,115032,115246,115509,115615,115754,120028,120101,120324,120421,120505,120601,120644,120814,120931,121259,121511,121713,121904,122021,122116,122256,122414,,122745,122935,123232,123359,123610,123845,124014,124131,124649,124923,125134,125230,125347,125452,125653,125800,125917,130023,130151,130650,130934,131112,131251,131357,131514,131653,131809,131926,132105,132221,132412,132602
19,MW2780-2,,112709,112838,113123,113507,113943,114111,114324,114546,114714,114854,114959,115054,115458,115837,120049,120101,120229,120324,120505,120549,120836,121058,121259,121332,121522,121629,121702,121831,121947,122043,122128,122150,122317,122436,122756,122935,123210,123326,123421,123516,123655,123751,123907,124047,124204,124449,124555,124733,125007,125134,125219,125610,125833,130012,130129,130310,130415,130543,130639,130755,130850,131029,131536,131832,132105,132200,132305,132507,132624,132730,132858,133026,133311,133450,133651
20,MW2856-2,114357,123113,123410,123633,123834,124226,124500,124923,125336,125430,125610,125704,125738,130129,130532,130755,130839,131007,131051,131251,131335,131547,131809,132010,132054,132243,132412,132456,132707,132813,132920,133015,133048,133216,133322,133651,133758,134011,134055,134201,134255,134424,134541,135027,135206,135333,135651,135809,135853,140105,140211,140254,140717,141004,141205,141250,141439,141534,141747,141904,142033,142127,142306,142815,143122,143315,143442,143548,143657,143836,144026,144120,144441,144751,144859,145110
21,MS2259-2,,114821,115150,115341,115859,120229,120505,120858,121332,121354,121555,121651,121904,122245,122628,122745,,123040,123102,123243,123359,123549,123740,123950,124036,124226,124416,124500,124628,124722,124817,124912,124956,125018,125123,125503,125822,,130012,130140,130212,130426,130543,130723,131123,,131357,131514,131726,131948,132105,132138,,132836,133037,133154,133322,133417,133607,133702,133758,133842,133947,134435,134720,134922,135100,135206,135300,135450,135651,,135937,140232,140433,140655
22,MW2390-2,,121215,121321,121533,121831,122223,122436,122829,123326,123421,123549,123716,123939,124405,124839,125029,125134,125303,125358,125558,125715,125917,130151,130405,130459,130745,130945,131029,131240,131335,131525,131653,131737,131915,132032,132412,132529,132751,132847,133015,133048,133249,133406,133725,133915,134033,134403,134530,134731,134955,135133,135217,135736,140043,140232,140400,140539,140655,140920,141015,141143,141250,141429,141937,142234,142425,142553,142709,142815,143049,143208,143337,143453,143857,144131,144345
23,MW3053-2,124817,125241,125536,125800,130001,130247,130745,131408,131748,131853,132010,132127,132316,132707,133110,133249,133344,133450,133545,133736,133820,134106,134306,134508,134603,134805,135038,135144,135333,135428,135545,135651,135736,135831,135948,140254,140506,140655,140803,140931,141015,141143,141250,141758,142044,142201,142614,142731,142826,143111,143253,143325,143846,144226,144407,144514,144642,144826,145038,145133,145251,145357,145536,150025,150357,150642,150822,151001,151117,151403,151520,151649,151817,152222,152509,152637
24,MW3528-3,131609,131915,132116,132254,132540,132931,133311,133747,134139,134234,134403,134519,134658,135111,135556,135747,135842,140010,140211,140327,140433,140858,141121,141345,141439,141713,141926,142022,142201,142245,142447,142604,142636,142720,142836,143219,143325,143559,143708,143814,143846,144059,144204,144848,145122,145229,145654,145823,150025,150251,150408,150514,151117,151403,151627,151755,152017,152148,152414,152542,152721,152827,153030,153543,153944,154229,154429,154608,154821,154959,155202,155436,155848,160357,160502,160832
25,MS1695-3,133439,133523,133831,134044,134255,134541,134816,135100,135428,135512,135725,135820,135959,140400,140803,141004,141110,141239,141345,141556,141651,141853,142150,142414,142509,142731,142836,142955,143230,143337,143431,143537,143611,143741,143857,144226,144441,144631,144751,144920,145016,145251,145408,145705,145940,150119,150441,150558,150917,151214,151352,151458,152017,152255,152458,152614,152743,152911,153053,153137,153255,153401,153554,154112,154418,154748,154948,155213,155447,155721,155910,160100,160313,160916,161044,161353
26,MW2780-3,135355,135640,135758,140010,140232,140528,140750,140858,141059,141205,141323,141418,141512,141842,142223,142403,142458,142614,142709,142836,142944,143133,143325,143537,143622,143825,144015,144120,144215,144300,144503,144642,144716,144848,144943,145302,145452,145621,145739,145856,145940,150206,150324,150726,150939,151022,151403,151458,151700,151944,152137,152211,152754,153019,153222,153350,153509,153605,153744,153922,154039,154123,154239,154714,155021,155236,155414,155520,155659,155815,155932,160155,160313,161044,161309,161606
27,MS2259-3,141831,142033,142317,142614,142836,143155,143453,143611,143741,143919,144037,144120,144300,144642,145049,145207,145335,145503,145632,145750,145834,150109,150335,150536,150631,150833,151001,151055,151225,151331,151542,151649,151733,151850,152006,152328,152447,,152900,152945,153019,153222,153350,,153827,,154229,154356,154503,154726,154937,155010,,155710,155848,155943,160111,160217,160513,160608,160737,160843,161000,161511,161756,162019,162230,162325,162505,162611,162836,,163524,164033,164139,164521
28,MP5834-2,,143931,144215,144418,144815,145133,145408,145610,150003,150133,150324,150419,150620,151012,151425,151605,151711,151901,152017,152244,152339,152614,152827,153042,153137,153401,153638,153722,153933,154039,154218,154312,154345,154451,154608,154937,155127,155436,155531,155637,155732,155932,160100,160408,160608,160748,161044,161214,161309,161522,161734,161818,162431,162750,163014,163132,163323,163418,163545,163641,163759,163906,164022,164521,164849,165028,165206,165334,165546,165738,165855,170047,170451,171217,171419,171739
29,MW2856-3,145207,150036,150324,150525,150928,181248,181427,181617,182041,182208,182347,182504,182621,183015,183514,183748,183916,184116,184214,184511,184617,185023,185416,185638,185700,185839,185945,190040,190156,190251,190408,190547,190631,190715,190832,191139,191331,191521,191628,191746,191829,191957,192102,192220,192431,192537,192811,192917,193023,193128,193259,193354,193929,194143,194333,194418,194535,194641,194810,,195032,195127,195254,195750,200025,201007,201146,201336,201526,201727,201845,201940,202057,202416,202522,202712
30,MW2390-3,152148,152436,152721,152956,153509,153805,154017,154145,154440,154535,154652,154832,154937,155309,155710,155932,160027,160217,160313,160513,160608,160916,161128,161331,161415,161617,161756,161840,162041,162147,162230,162347,162431,162600,162803,163109,163301,163545,163737,163855,163928,164128,164329,164627,164805,164911,165218,165345,165546,165822,165940,170036,170557,170813,171026,171154,171313,171408,171558,171717,171844,171940,172119,172641,172929,173226,173332,173500,173737,174046,174214,174406,174809,175444,175720,180111
31,MW3053-3,153520,154028,154156,154356,154737,155021,155225,155425,155721,155815,160027,160206,160251,160641,161000,161138,161236,161415,161511,161701,161807,162114,162347,162611,162706,162909,163036,163132,163250,163356,163451,163641,163652,163726,163855,164223,164340,164521,164710,164805,164838,165028,165134,165429,165631,165811,170058,170216,170406,170535,170738,170824,171346,171547,171812,171951,172057,172214,172406,172501,172641,172748,172918,173438,173726,174119,174355,174502,174758,174948,175116,175316,175635,180145,180335,181011
32,MW5645-0,,160217,160513,160759,161247,161628,161734,161956,162454,162600,162717,162814,162952,163345,163748,164000,164045,164223,164329,164616,164754,165101,165408,165631,165727,165940,170131,170238,170535,170630,170738,170824,170908,171026,171143,171536,171717,171917,172046,172203,172237,172428,172546,173024,173203,173343,173714,173928,174057,174321,174546,174641,175127,175422,175646,175826,180229,180357,180547,180715,180832,181000,181140,181650,182051,182559,182739,183037,183324,183558,183759,184011,184617,185343,185522,185934
33,MW3528-4,161437,,,,,,,,,,,,,,,,,,,,,,,163652,163737,163917,164055,164150,164329,164403,164510,164616,164710,164816,164933,165334,165535,165822,165918,170025,170058,170238,170406,170727,170930,171048,171430,171547,171633,171940,172046,172141,172726,173002,173203,173321,173427,173544,173737,173822,174001,174035,174237,174725,175032,175433,175540,175720,175954,180111,180240,180441,180704,181202,181310,181829
34,MS1695-4,161712,162103,162442,162717,163132,163513,163737,163949,164201,164256,164521,164638,164721,165050,165451,165620,165653,165844,165929,170154,170333,170557,170813,171026,171058,171302,171441,171514,171706,171750,171844,171951,172024,172057,172203,172512,172652,172854,172951,173056,173140,173321,173449,173822,173950,174035,174343,174451,174630,174853,175043,175138,175635,175943,180156,180302,180609,180726,180916,181000,181106,181226,181332,181829,182103,182559,182728,183015,183240,183408,183558,183737,184427,185011,185237,185544
35,MX1544-0,163833,163938,164212,164605,164838,165134,165312,165440,165642,165811,165951,170120,170249,170630,171026,171206,171251,171408,171503,171728,171833,172237,172512,172703,172737,172905,173046,173118,173343,173427,173511,173606,173639,173714,173832,174203,174321,174524,174652,174820,174904,210358,210453,210854,211116,211247,211543,211701,211850,212008,212124,212221,212646,212837,213016,213122,213239,213334,213452,213546,213652,213738,213916,214403,214733,214849,214955,215050,215302,215548,215705,215811,215939,220256,220424,220614
36,MW2780-4,165206,165513,165653,165844,170311,170703,170800,170941,171110,171206,171430,171536,171655,172013,172406,172523,172608,172748,172832,173046,173151,173533,173950,174130,174203,174406,174524,174630,174831,174926,175021,175148,175232,175254,175400,175731,175921,180240,180324,180408,180441,180642,180748,181129,181237,181405,181712,181902,182030,182314,182431,182515,183832,184044,184248,184437,184628,184811,184950,185045,185203,185248,185405,185839,190218,190843,191033,191247,191617,191735,191902,192018,192548,193203,193416,193555
37,MS2259-4,,171928,172153,172332,172652,,173405,173511,173544,173639,173822,173906,173928,174248,174703,174820,174926,175043,175210,175411,175528,175804,180324,180536,180609,180748,180905,181011,181106,181213,181259,181354,181438,181617,181734,182157,182314,182537,182633,182750,182825,183004,183100,183218,183441,183547,183832,183938,184022,184259,184500,184544,185226,185416,185605,185712,190102,190156,190324,190419,190536,190642,190748,191331,191723,192051,192314,192559,193001,193117,193310,193544,193713,194025,194227,194513
38,MP5834-3,172843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,MW3098-0,180156,,,,,,,,,,,,,,,,,,,,,,184310,184511,184555,184726,184906,185023,185214,185259,185332,185555,185638,185817,185956,190335,190441,190620,190727,190832,190905,191033,191139,191510,191651,191735,192040,192220,192431,192705,192855,192939,193405,193702,193907,194025,194154,194311,194440,194557,194726,194832,195021,195538,195846,200840,201113,201252,201504,201621,201750,201918,202035,202406,202511,202756
40,MW3053-4,,182314,182633,182909,183335,183642,183843,184259,184533,184703,184833,185000,185117,185500,185923,190146,190229,190408,190525,190832,191011,191342,191628,191840,191935,192136,192252,192336,192548,192654,192811,192950,193034,193117,193225,193555,193738,193940,194059,194205,194238,194355,194451,194608,194714,194854,195149,195305,195422,195655,195846,195918,200355,200617,200807,200902,201029,201124,201252,201409,201515,201610,201812,202310,202617,202830,202959,203116,203244,203434,203551,203710,203848,204122,204251,204440
41,MW2390-4,,185150,185321,185638,190207,190441,190642,190905,191331,191426,191532,191735,191924,192252,192643,192822,192917,193106,193150,193332,193416,193555,193823,194025,194048,194227,194344,194451,194619,194714,194759,194938,195021,195105,195200,195516,195611,195750,195846,200003,200046,200204,200321,200417,200533,200617,200934,201040,201146,201420,201537,201632,202035,202248,202427,202522,202628,202734,202903,203010,203149,203233,203401,203848,204155,204418,204546,204641,204854,204949,205128,205246,205341,205636,205732,210018
42,MW3528-5,,191639,191924,192230,192504,192727,192939,193106,193449,193640,193907,194014,194205,194546,194949,195116,195200,195327,195433,195644,195750,200003,200215,200406,200500,200701,200829,200934,201135,201220,201325,201504,201548,201621,201727,202035,202259,202500,202606,202701,202734,202903,203021,203328,203529,203603,203921,204038,204144,204418,204524,204608,205044,205246,205424,205541,205647,205732,205900,210018,210134,210218,210347,210905,211202,211437,211628,211756,211957,212147,212254,212411,212518,212742,212954,213122
43,MS1695-5,,194048,194249,194418,194652,194905,195105,195222,195411,195538,195706,195846,200108,200439,200840,201007,201102,201220,201304,201515,201610,201823,202035,202248,202321,202500,202555,202650,202852,202948,203032,203149,203222,203255,203401,203648,203732,203954,204100,204155,204229,204418,204513,205022,205246,205352,205732,205838,210028,210123,210218,210302,210800,210949,211150,211258,211448,211532,211701,211756,211924,212029,212209,212646,212943,213206,213514,213641,213821,213916,214032,214201,214307,214700,214849,215050
44,MW2780-5,,,202332,202500,202903,203116,203339,203456,203648,203815,204027,204206,204345,204703,205022,205150,205224,205424,205519,205636,205721,205922,210207,210358,210431,210559,210716,210800,210854,211000,211044,211116,211139,211202,211309,211617,211756,211912,212051,212209,212254,212411,212507,212804,212932,213016,213345,213441,213546,213703,213759,213832,214234,214425,214615,214743,214849,214922,215039,215156,215324,215420,215526,220000,220256,220435,220603,220732,220827,220944,221101,221155,221325,221558,221715,221843
45,MS2259-5,,204100,204345,204502,204630,204916,205044,205235,205403,205519,205710,205955,210145,210453,210843,211000,211022,211213,211236,211353,211437,211639,211901,212051,212147,212316,212434,212507,212742,212826,212910,213016,213038,213155,213301,213608,213749,,,214150,214234,214351,214447,214827,215050,215207,215453,215559,215800,215917,220011,220055,220519,220743,220933,221028,221133,221252,221419,221514,221620,,221843,222343,222608,222905,223000,223149,223244,223433,,,,224026,224059,224417
46,MW3098-1,,210302,210453,210654,210810,,211236,211342,211639,211756,211934,212029,212221,212551,212943,213100,213122,213239,213345,213535,213619,213810,214021,214223,214307,214436,214553,214648,214838,214922,215006,215050,215112,215229,215357,215727,215939,220128,220223,220350,220424,220530,220637,220955,221303,221325,221704,221822,221854,222130,222321,222407,222916,223127,223306,223455,223624,223708,223835,223931,224121,224215,224344,224852,225136,225432,225600,225655,225835,225952,230047,230203,230332,230532,230617,230755
47,MW2390-5,,212040,212209,212400,212518,212804,213016,213111,213312,213407,213524,213749,213949,214256,214615,214805,214849,214944,215017,215156,215240,215453,215705,215855,215917,220044,220201,220256,220424,220519,220603,220659,220743,220827,220933,221217,221357,221631,221727,221832,221929,222046,222141,222238,222354,222430,222714,222811,222949,223055,223222,223306,223752,223942,224131,224227,224355,224500,224639,224734,224841,224924,225041,225549,225824,225919,230047,230153,230237,230332,230459,230555,230700,231006,231050,231145
48,MW3528-6,213938,214201,214436,214626,214849,215145,215302,215431,215738,215822,220000,220055,220201,220530,220922,221101,221133,221241,221325,221430,221514,221715,221940,222204,222238,222407,222525,222608,222714,222748,222822,222927,223000,223033,223149,223444,223635,223803,223846,224004,224048,224142,224249,224544,224701,224830,225103,225211,225232,225454,225600,225644,230058,230259,230438,230606,230700,230755,230901,230956,231101,231145,231335,231832,232104,232245,232403,232541,232636,232803,232920,233025,233131,,,
49,MS1695-6,,220201,220508,220648,220827,221217,221408,221536,221811,221929,222119,222227,222407,222714,223055,223211,223233,223400,223506,223635,223708,224131,224355,224555,224628,224745,224913,224935,225114,225147,225232,225338,225400,225443,225549,225857,230025,230237,230332,230438,230510,230628,230722,231101,231251,231407,231652,231759,231832,232054,232201,232245,232646,232931,233109,233204,233354,,,,,,,,,,,,,,,,,,,
50,MX1544-1,222035,222227,222441,222557,222927,223222,223528,223803,224204,224300,224427,224511,224756,225125,225516,225644,225706,225824,225908,230036,230131,230332,230521,230733,230817,231006,231123,231156,231346,231429,231502,231609,231652,231726,231821,232116,232256,232508,232552,232708,232741,232858,233003,233321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,MW2780-6,223857,224026,224238,224500,224701,225019,225136,225338,225655,225740,225846,225919,230025,230332,230700,230828,230912,231017,231112,231324,231407,231546,231832,232021,232054,232223,232318,232351,232541,232614,232646,232730,232803,232931,233036,233343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,MS2259-6,,230543,230755,230912,231039,231229,231346,231502,231737,231810,231959,232043,232212,232519,232847,232953,233025,233153,233215,233321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,MW3098-2,,233142,233321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
