,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4503-0,,,,,,,,,,,,,,,,,070103,070147,070252,070408,070502,070806,070943
1,MW4619-0,,,,,,,070103,070136,071130,071226,071320,071459,071615,071719,071835,071941,072025,072223,072328,072456,072551,072811,072958
2,MW4647-0,,,,070103,070136,070440,070534,070711,071741,071846,071941,072057,072223,072328,072446,072529,072623,072727,072821,072937,073125,073356,073501
3,MW4825-0,070103,070302,070556,070911,071215,071448,071719,071846,072800,072905,072958,073135,073312,073428,073607,073711,073815,074025,074108,074234,074338,074641,074818
4,MW5645-0,071258,073031,073335,073722,073920,074108,074317,074443,075332,075405,075458,075624,075751,075855,080021,080126,080230,080346,080450,080606,080753,081107,081224
5,MW5132-0,071426,073941,074202,074537,074829,074944,075238,075415,080335,080429,080523,080700,080804,080930,081128,081235,081350,081538,081643,081757,081956,082320,082509
6,MR7938-0,,,,,071542,071752,072025,072140,073146,073229,073323,073450,073607,073711,073837,073920,074015,074141,074245,074422,074548,074818,074922
7,MW5275-0,,,071626,071930,072119,072256,072518,072811,073732,073858,073941,074119,074245,074349,074515,074609,074724,074912,074955,075110,075205,075509,075552
8,MW4856-0,,,072456,072811,073103,073301,073511,073628,074558,074714,074807,074933,075110,075216,075426,075531,075624,075751,075906,080032,080148,080418,080555
9,MW5594-0,074432,074703,074839,075132,075320,075437,075751,075834,080919,081013,081056,081213,081318,081412,081538,081610,081704,081819,081923,082028,082143,082415,082603
10,MW4366-0,075541,075635,075917,080158,080440,080606,080919,081046,081956,082100,082154,082309,082426,082530,082656,082801,082906,083020,083126,083231,083335,083627,083721
11,MW4503-1,,081150,081455,081902,082049,082309,082541,082718,083742,083857,084003,084118,084244,084359,084536,084641,084756,084923,085038,085153,085351,085622,085747
12,MW4619-1,,082143,082332,082750,082855,082959,083220,083357,084432,084536,084630,084745,084912,084955,085059,085204,085308,085402,085455,085611,085737,090030,090134
13,MW4825-1,082143,083325,083627,083951,084244,084432,084713,084955,085958,090113,090217,090343,090510,090604,090751,090835,090950,091105,091220,091346,091555,091847,092013
14,MW4647-1,,084713,084934,085204,085308,085445,085654,085809,090740,090835,090918,091022,091210,091242,091451,091523,091638,091731,091825,091940,092150,092337,092515
15,MW5275-1,,085936,090249,090614,090824,090950,091242,091440,092347,092442,092525,092713,092840,092912,093038,093131,093235,093350,093455,093559,093809,094111,094309
16,MW4856-1,090835,,091105,091336,091606,091825,092107,092243,093225,093318,093412,093548,093715,093747,093924,094017,094111,094236,094341,094446,094550,094811,094926
17,MW5132-1,091627,093142,093505,093913,094132,094258,094550,094705,095635,095729,095812,095939,100056,100128,100337,100431,100536,100724,100850,100954,101141,101433,101808
18,MW5645-1,091804,091940,092150,092432,092547,092755,093059,093225,094122,094226,094319,094446,094550,094655,094843,094937,095030,095135,095207,095322,095459,095718,095812
19,MW5594-1,093830,094132,094309,094633,094821,094937,095229,095333,100212,100305,100359,100503,100608,100641,100900,100943,101037,101141,101256,101339,101527,101725,101840
20,MW4366-1,,095426,095635,095856,100201,100316,100536,100651,101714,101808,101901,102016,102142,102236,102403,102456,102601,102758,102904,102947,103041,103311,103459
21,MW4619-2,,100734,100954,,101444,101610,101840,102006,102958,103113,103156,103322,103437,103542,103720,103922,103933,104120,104239,104334,104532,104825,
22,MW5645-2,,,,,,,,,,,,,,,,,,,,,101538,115234,115411
23,MW4825-2,101757,102131,102330,102705,102947,103135,103344,103553,104731,104836,104930,105106,105247,105352,105550,105646,105801,110010,110125,110213,110413,110706,110833
24,MW4503-2,,103742,104120,104532,104731,104940,105247,105528,110518,110633,110728,110916,111042,111126,111420,111525,111651,111756,111912,112027,112250,112603,112729
25,MW5594-2,115829,120100,120310,120520,120656,120800,121114,121220,122109,122141,122227,122333,122438,122521,122708,122803,122856,122950,123054,123137,104250,123523,123659
26,MW4647-2,105539,105625,105906,110224,110424,110601,110916,111020,112038,112110,112153,112333,112437,112520,112729,112824,112940,113055,113212,113255,113359,113608,113723
27,MW5275-2,,,112603,112857,113034,113127,113359,113504,114511,114604,114647,114814,114941,115034,115200,115255,115338,115454,115547,115704,115808,120028,120154
28,MW4856-2,,,114438,114730,114941,115200,115433,115558,120602,120645,120739,120854,120958,121053,121220,121325,121419,121523,121628,121733,121849,122130,122300
29,MW4366-2,,122300,122657,123001,123242,123429,123742,123919,124911,124932,125015,125152,125246,125329,125517,125632,125736,125902,130017,130132,130330,130529,130716
30,MW4503-3,,,124024,124410,124640,124755,125119,125434,130529,130623,130706,130833,130958,131103,131222,131326,131441,131650,131805,131910,132025,132256,132446
31,MW4647-3,125715,125736,130132,130424,130727,130937,131243,131420,132413,132507,132550,132706,132811,132854,133031,133157,133304,133419,133523,133629,133723,133954,134130
32,MW5275-3,,,131754,132025,132150,132307,132623,132948,133922,134015,134058,134217,134354,134438,134604,134730,134836,135023,135127,135223,135359,135609,135756
33,MW4856-3,,133512,133651,133922,134202,134427,,134740,135850,135944,140038,140153,140310,140354,140615,140658,140803,141002,141107,141217,141427,141741,141918
34,MW5594-3,135127,135306,135526,135756,135944,140121,140333,140511,141647,141741,141824,141940,142057,142140,142257,142350,142456,142623,142728,142811,142927,143146,143336
35,MW4366-3,141045,141128,141406,141626,141857,142118,142446,142634,143523,143628,143711,143837,144003,144107,144327,144432,144505,144652,144807,144913,145017,145227,145343
36,MW4781-0,142551,,151531,151801,152104,152314,152534,152700,153808,153913,154006,154155,154301,154355,154649,154754,154911,155005,155110,155237,155511,155731,155847
37,MW4503-4,,143020,143253,143639,143931,144118,144432,144609,145729,145844,145938,150042,150208,150313,150441,150546,150650,150900,151016,151120,151227,151614,151751
38,MW4557-0,144421,144630,144851,145132,145333,145438,145801,150125,151152,151248,151344,151448,151625,151657,151855,152000,152104,152209,152325,152408,152523,152754,152910
39,MW4647-4,150042,150053,150230,150546,150712,150817,151016,151259,152158,152303,152336,152451,152556,152639,152816,152859,152952,153108,153214,153330,153445,153736,153934
40,MW4846-0,152606,153351,153653,153956,154155,154301,154627,155016,155951,160057,160151,160308,160402,160456,160726,160809,160852,161028,161133,161220,161346,161636,161812
41,MW4229-0,154344,160830,161154,161513,161812,161938,162213,162328,163400,163443,163515,163713,163829,163922,164110,164216,164310,164416,164531,164647,164741,165012,165117
42,MW4856-4,,,154933,155500,155626,155836,160035,160340,161419,161451,161550,,161812,161855,162033,162137,162234,162400,162505,162610,162714,163010,163125
43,MW5594-4,155615,155804,160108,160340,160632,160809,161039,161207,162148,162234,162317,162433,162537,162620,162758,162855,162959,163103,163212,163306,163421,163724,163933
44,MW4366-4,161408,161718,161949,162234,162516,162631,162938,163125,164227,164321,164405,164520,164614,164647,164836,164929,165023,165138,165236,165340,165445,165718,165855
45,MP6002-0,162725,162821,163042,163306,163526,163746,164132,164310,165236,165319,165413,165602,165718,165801,165949,170043,170159,170325,170442,170536,170745,171101,171155
46,MW4557-1,163746,164027,164354,164636,164824,164940,165138,165257,170410,170453,170547,170630,170745,170840,171101,171207,171311,171405,171459,171542,171740,171949,172221
47,MW4856-5,,174315,174453,174755,175048,175246,175445,175613,180535,180640,180723,180912,181006,181121,181246,181412,181527,181654,181809,181914,164813,182449,182626
48,MW4647-5,,165257,165718,170022,170231,170453,170829,170956,171928,172022,172105,172210,172325,172430,172556,172650,172733,172942,173058,173215,173341,173624,173751
49,MW4705-0,170410,170453,170818,171217,171427,171719,172000,172138,173151,173226,173331,173435,173551,173635,173906,173949,174106,174304,174410,174525,174608,174828,175015
50,MW4781-1,,,171917,172148,172452,172628,172932,173119,173959,174044,174138,174304,174410,174453,174629,174712,174806,174900,175015,175109,175152,175412,175528
51,MW4846-1,172618,172921,173203,173529,173729,173906,174117,174243,175340,175412,175455,175550,175718,175823,175949,180042,180137,180324,180430,180514,180744,180944,181048
52,MW5594-5,174911,175131,175257,175528,175729,175927,180220,180347,181423,181455,181538,181715,181820,181946,182156,182301,182406,182709,182803,182920,183151,183455,183736
53,MR8583-0,175938,180220,180608,180840,181059,181329,181600,181842,182752,182837,182920,183035,183151,183235,183444,183559,183653,183747,183913,184007,184144,184429,184627
54,MW4229-1,180430,180901,181131,181423,181643,181831,182135,182301,183516,183621,183643,183819,183945,184050,184238,184344,184511,184616,184720,184826,184951,185211,185359
55,MW4366-5,181852,182207,182500,182731,183046,183257,183516,183621,184511,184605,184648,184742,184847,184930,185128,185222,185337,185452,185557,185640,185744,190004,190119
56,MP6002-1,,183235,183538,183758,184101,184333,184616,184804,185755,185838,185931,190057,190213,190317,190446,190550,190706,190844,190938,191054,191149,191420,191525
