,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4338-0,,,,,,,,,,,,,,,,,,,,,,,070104,070211,070306,070424,070457
1,MX4365-0,,,,,,,,,,,,,,,,,,,070104,070138,070255,070603,070817,071018,071112,071239,071333
2,MX4598-0,,,,,,,,,,,,070104,070211,070306,070413,070457,070636,070828,070912,070956,071123,071428,071618,071830,071924,072032,072117
3,MX4388-0,,,,,,,,,,070104,070200,070742,070838,070945,071051,071156,071312,071417,071512,071534,071702,072032,072138,072339,072457,072613,072657
4,MR8024-0,,,,,070104,070244,070349,070446,070625,070817,071029,071556,071651,071757,071924,072009,072138,072328,072413,072457,072635,073016,073207,,,073631,073726
5,MX4458-0,,070104,070338,070446,070530,070720,070817,070912,071029,071218,071439,071935,072044,072201,072328,072424,072602,072719,072803,072932,073100,073430,073631,073832,073948,074105,074159
6,MX4535-0,070413,070625,070934,071051,071145,071312,071450,071618,071757,071852,072255,072837,072954,073111,073313,073419,073631,073748,073854,074021,074210,074613,074751,074952,075108,075236,075331
7,MW3291-0,070912,,072044,072127,072212,072446,072602,072657,072859,073111,073514,074021,074126,074232,074349,074446,074624,074740,074814,074835,075014,075331,075447,075647,075813,075929,080025
8,MX4551-0,070912,071333,071640,071724,071935,072244,072402,072530,072740,072921,073302,073821,073926,074043,074210,074305,074446,074540,074624,074707,074846,075214,075341,075530,075647,075803,075857
9,MX4383-0,071757,072234,072551,072708,072752,073038,073240,073408,073642,073916,074126,074707,074814,074941,075108,075214,075341,075541,075625,075708,075835,080204,080416,080701,080829,080946,081041
10,MX4614-0,,072657,072859,072932,073005,073324,073525,073642,073821,073948,074327,074908,075014,075119,075247,075341,075457,075625,075708,075813,075919,080332,080427,080734,080840,081019,081103
11,MX4604-0,072740,,073631,073726,073821,074456,074646,074803,075025,075341,075603,080121,080226,080343,080533,080628,080851,080946,081030,081219,081420,081758,081948,082126,082337,082456,082518
12,MX4021-0,073430,074021,074424,074529,074613,075341,075603,075824,080036,080215,080617,081124,081252,081431,081653,081758,081937,082021,082115,082221,082359,082718,082857,083152,083249,083417,083449
13,MX3651-0,074137,075614,080321,080511,080639,081358,081547,081747,082031,082316,082707,083214,083322,083544,083818,083937,084148,084348,084434,084506,084644,085036,085257,085436,085552,085709,085752
14,MX3783-0,074232,,075025,075119,075225,080036,080438,080723,081114,081442,081831,082434,082623,082750,082919,083035,083214,083344,083428,083511,083701,084021,084221,084506,084612,084728,084814
15,MX4041-0,075035,080226,080924,081114,081314,082031,082221,082359,082601,082919,083311,083829,083948,084126,084337,084434,084644,084750,084836,085014,085152,085541,085658,085857,090003,090120,090204
16,MX4159-0,080533,081041,081820,081937,082148,082634,082908,083035,083428,083745,084126,084706,084750,084931,085119,085214,085414,085552,085636,085814,085930,090320,090511,090649,090743,090902,090946
17,MX4338-1,081653,081842,082359,082507,082814,083249,083606,083712,084032,084517,085003,085541,085636,085803,085919,090003,090131,090226,090309,090416,090532,090851,091041,091230,091314,091431,091503
18,MX4365-1,082221,082456,082847,082952,083141,083650,083829,083959,084359,084717,085152,085658,085825,085952,090131,090215,090416,090543,090638,090721,090840,091303,091420,091632,091716,091823,091856
19,MS2259-0,083003,083311,083650,083745,083948,084348,084506,084644,085025,085341,085741,090258,090416,090554,090755,090807,090935,091019,091103,091220,091336,091705,091940,092046,092108,092203,092257
20,MX4598-1,083807,084021,084326,084506,084623,084847,085130,085330,085741,085952,090616,091125,091252,091336,091514,091610,091811,091951,092036,092119,092224,092613,092846,,,093424,093508
21,MX4388-1,084137,084601,084952,085108,085214,085436,085647,085857,090142,090924,091420,092003,092057,092236,092352,092519,092707,092813,092857,093023,093129,093435,093540,093803,093941,094109,094203
22,MX4458-1,,085457,085847,085930,090003,090204,090500,090616,091041,091800,092036,092540,092645,092824,092940,093045,093213,093402,093446,093540,093708,094026,094236,094403,094541,094657,094741
23,MX4535-1,085930,090153,090511,090554,090732,090957,091147,091314,091845,092257,092645,093235,093351,093519,093636,093730,093941,094131,094225,094403,094541,094858,095037,095331,095436,095552,095636
24,MW3387-0,090416,091610,092003,092108,092152,092519,092729,092835,093023,093246,093508,094047,094142,094330,094508,094541,094719,094909,094942,095026,095204,095458,095910,100133,100217,100312,100345
25,MX4551-1,,091019,091336,091503,091547,091749,092036,092152,092435,092707,093056,093625,093730,093846,093952,094109,094236,094341,094425,094552,094708,095047,095153,095331,095542,095636,095720
26,MX4383-1,091738,092236,092645,092718,092813,093045,093213,093308,093446,093540,093919,094436,094541,094657,094825,094931,095037,095131,095214,095320,095436,095815,095920,100133,100228,100334,100407
27,MX4614-1,,092918,093150,093235,093402,093614,093752,093846,094037,094142,094519,095004,095058,095204,095342,095425,095542,095636,095709,095753,095910,100239,100407,100513,100712,100807,100850
28,MW5191-0,093045,100100,100419,100545,100712,100956,101051,101145,101336,101620,102032,102539,102634,102803,102930,103047,103205,103424,103510,103616,103721,104100,104216,104426,104615,104731,104836
29,MX4604-1,093045,093530,093825,093908,094026,094309,094519,094614,094803,094931,095142,095709,095804,100004,100100,100156,100334,100430,100513,100629,100745,101051,101219,101431,101536,101631,101715
30,MW3343-0,093647,094037,094403,094541,094708,094931,095120,095214,095352,095542,095953,100502,100556,100712,100840,100924,101051,101156,101241,101358,101525,101904,102021,102210,102316,102359,102432
31,MW2780-0,093846,094330,094752,094835,094942,095331,095531,095636,095848,100016,100356,100850,100946,101124,101303,101408,101547,101715,101748,101820,101937,102305,102410,102550,102634,102728,102814
32,MX4021-1,094341,095015,095352,095458,095625,095826,100016,100239,100430,100607,101007,101536,101631,101759,101926,102021,102210,102316,102359,102505,102612,103003,103307,103521,103638,103732,103827
33,MX3651-1,094920,104122,104426,104532,104709,105025,105119,105224,105402,105550,105949,110442,110558,110725,110831,111010,111159,111304,111348,111432,111548,111938,112148,112348,112504,112631,112725
34,MS1935-0,094920,,095920,100027,100145,100430,100607,100702,100850,101018,101336,101737,101842,101937,102148,102232,102410,102505,102539,102656,102847,103216,103446,103627,103732,103827,103921
35,MW5264-0,095931,101358,101759,101853,102032,102327,102421,102550,102717,102920,103307,103816,103921,104038,104205,104300,104426,104521,104604,104731,104847,105224,105402,105539,105644,105738,105822
36,MX3783-1,100345,100723,100946,101102,101230,101558,101759,101948,102243,102443,102858,103413,103510,103649,103816,103910,104049,104143,104216,104343,104448,104815,105108,105308,105413,105456,105550
