,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654/2,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ3825-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070322
1,MW5966-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070332,070438,070605,070816,071005,071133,071238,071416
2,MX1197-0,,,,,,,,,,,,,,,,,,,070108,070205,070238,070322,070416,070532,070638,070700,071122,071427,071617,071831,071947,072221,072421,072705,072800,073011,073400
3,MX1084-0,,,,,,,,,,,,,,070108,070343,070416,070510,070543,070710,070922,071005,071049,071155,071311,071416,071510,071947,072243,072348,072611,072727,073000,073127,073243,073411,073530,073836
4,MX1105-0,,,,,070108,070132,070154,070227,,,,070710,070816,070922,071206,071322,071427,071459,071617,071841,071925,071958,072105,072221,072316,072359,072811,073054,073159,073411,073519,073752,073847,074213,074341,074447,074941
5,MZ3556-0,070732,070838,071016,071049,071133,071216,071238,071311,071344,071459,071554,071714,071936,072105,072359,072443,072705,072738,072905,073243,073327,073422,073552,073730,073847,073909,074341,074531,074720,075130,075235,075352,075625,075824,075952,080152,080733
6,MZ4072-0,071725,071947,072116,072148,072210,072254,072316,072359,072432,072548,072654,072822,073022,073149,073508,073625,073730,073803,073930,074141,074225,074319,074436,074553,074709,074731,075224,075603,075752,080141,080353,080555,080744,081123,081250,081345,081943
7,MZ3559-0,072938,073159,073316,073349,073411,073455,073519,073603,073636,073752,073847,074119,074257,074520,074836,075025,075257,075341,075519,075719,075752,075835,075941,080109,080214,080258,080733,081040,081206,081501,081650,081817,082005,082238,082418,082545,083209
8,MZ3978-0,073254,074403,074509,074542,074603,074636,074658,074731,074826,075003,075108,075257,075519,075647,075930,080025,080258,080331,080533,080755,080840,080934,081050,081228,081355,081439,081900,082238,082429,082629,082736,083010,083115,083453,083631,083726,084209
9,MZ3734-0,075341,075519,075636,075730,075803,075835,075857,075930,080003,080109,080214,080405,080606,080818,081101,081217,081334,081417,081555,081817,081900,081954,082100,082238,082429,082524,082937,083304,083453,083747,083853,084020,084126,084409,084525,084641,084937
10,MW3496-0,,080544,080700,080744,080807,080851,080923,081007,081101,081217,081312,081501,081701,081838,082216,082418,082702,082747,082959,083253,083347,083504,083653,083820,084020,084126,084620,084926,085125,085337,085504,085631,085854,090237,090357,090549,090922
11,MZ4228-0,081512,081628,081827,081900,081911,082005,082027,082111,082143,082311,082429,082545,082726,082915,083148,083242,083504,083537,083704,083936,084031,084126,084314,084453,084652,084737,085210,085537,085726,090011,090129,090226,090419,090741,090932,091006,091652
12,MZ3825-1,082205,082545,082713,082736,082809,082842,082904,082948,083032,083126,083231,083347,083631,083820,084115,084220,084336,084420,084536,084915,084959,085053,085254,085410,085537,085631,090106,090408,090549,090932,091049,091239,091417,091758,091914,092114,092504
13,MX1213-0,083409,083558,083737,083809,083820,083915,083936,084020,084053,084231,084336,084453,084726,084832,085147,085232,085453,085548,085736,085938,090033,090106,090226,090333,090527,090622,091123,091417,091556,092041,092241,092504,092653,093054,093213,093415,093742
14,MZ3956-0,084336,084620,084737,084759,084821,084853,084915,084948,085020,085147,085243,085420,085715,085905,090151,090237,090454,090549,090646,091006,091101,091156,091301,091450,091652,091703,092147,092442,092620,092959,093150,093320,093509,093720,093847,094047,094555
15,MW5966-1,,085515,085620,085653,085726,085748,085822,085854,085938,090106,090203,090321,090516,090646,091006,091218,091323,091417,091523,091747,091842,091936,092136,092314,092442,092526,092959,093309,093458,094058,094215,094501,094744,095050,095207,095347,095759
16,MX1197-1,090345,090443,090611,090646,090657,090730,090752,090826,,,,091323,091428,091556,091914,092031,092136,092220,092336,092609,092653,092748,092927,093043,093225,093258,093753,094109,094226,094806,095039,095431,095631,100042,100231,100431,101031
17,MW5936-0,091006,091250,091356,091450,091523,091556,091618,091652,091737,091914,092031,092158,092431,092620,092938,093043,093342,093425,093553,093803,093847,093953,094142,094354,094533,094628,095050,095347,095525,095926,100053,100431,100726,101020,101158,101305,101800
18,MX1084-1,092136,092241,092358,092431,092442,092537,092609,092642,,,093043,093105,093247,093415,093647,093720,093953,094047,094215,094512,094555,094639,094839,094956,095101,095145,095609,095748,095937,100347,100515,100737,100926,101232,101349,101505,101800
19,MX1067-0,092715,092832,092949,093021,093043,093116,093150,093225,,,093709,093742,094004,094215,094533,094628,094901,094945,095145,095431,095525,095609,095820,095959,100136,100220,100704,101009,101158,101727,101844,102126,102420,102737,102832,103000,103411
20,MX1105-1,,093542,093647,093720,093742,093814,093836,093942,094036,094120,094226,094343,094533,094617,094945,095029,095240,095324,095453,095748,095842,095915,100148,100314,100431,100526,100947,101210,101349,101927,102043,102326,102504,102854,103011,103222,103705
21,MZ3556-1,094354,094501,094628,094701,094723,094828,094901,094934,095007,095123,095240,095347,095536,095703,100010,100126,100358,100453,100609,100915,100958,101053,101232,101411,101538,101727,102159,102431,102631,103127,103255,103549,103749,104032,104221,104454,105048
22,MW4762-0,095218,095240,095358,095431,095453,095558,095620,095703,095737,095915,100042,100209,100453,100715,101031,101232,101505,101600,101738,101938,102032,102126,102304,102442,102621,102715,103222,103506,103800,104011,104127,104338,104611,105025,105131,105323,105817
23,MZ4072-1,095915,100053,100220,100314,100325,100409,100431,100515,100537,100704,100821,101009,101221,101338,101643,101811,102032,102137,102326,102559,102715,102821,103022,103200,103339,103433,103927,104316,104421,105025,105142,105450,105650,110006,110200,110414,110931
24,MZ3559-1,101020,101137,101421,101516,101600,101705,101727,101800,101833,101959,102115,102221,102504,102631,102927,103116,103349,103444,103622,103916,104011,104105,104243,104411,104538,104633,105048,105334,105617,110122,110306,110543,110732,111004,111218,111451,111947
25,MZ3978-1,101126,102359,102515,102548,102610,102715,102810,102843,102916,103022,103127,103222,103422,103538,103854,104032,104316,104421,104622,104857,104952,105037,105205,105334,105512,105544,110006,110403,110543,110953,111120,111407,111619,112021,112127,112234,112708
26,MZ3734-1,103433,103527,103654,103716,103738,103821,103843,103916,103949,104116,104232,104411,104600,104728,105058,105153,105428,105533,105701,105901,110028,110122,110255,110425,110605,110648,111120,111429,111629,112032,112149,112402,112519,113058,113214,113414,113636
27,MW3496-1,104359,104421,104611,104643,104705,104813,104835,104919,105004,105153,105250,105501,105617,105828,110149,110306,110532,110659,110837,111207,111334,111429,111640,111820,111958,112043,112530,112847,113047,113530,113753,114004,114206,114417,114605,114711,115205
28,MZ4228-1,105617,105828,110122,110222,110255,110350,110414,110521,110554,110710,110804,110920,111120,111302,111546,111758,112032,112138,112414,112730,112847,112952,113130,113319,113458,113530,114026,114311,114533,115027,115205,115416,115723,120155,120302,120430,120831
29,MZ3825-2,110244,110403,110532,110616,110637,110732,110804,110837,110920,111048,111145,,111557,111713,111958,112149,112402,112435,112614,112908,112952,113036,113225,113352,113530,113552,114037,114322,114554,115227,115355,115607,115901,120346,120513,120630,121021
30,MW4762-1,155817,160810,160948,161021,161043,161116,161137,161243,161348,161516,161621,161832,162010,162126,162411,162600,162835,163002,163142,163535,163702,163821,164022,164212,164350,164447,164920,165259,165637,170048,170344,170502,170724,111058,171231,171515,172024
31,MX1213-1,111156,111418,111546,111702,111747,111831,111904,111936,112021,112149,112255,112402,112603,112719,113036,113247,113530,113625,113848,114133,114228,114322,114438,114605,114744,114827,115300,115533,115911,120346,120535,120831,121225,121457,121613,121846,122320
32,MZ3956-1,112244,112457,112708,112803,112825,112908,112941,113025,113119,113330,113447,113636,113848,114004,114438,114605,114838,114921,115132,115511,115607,115650,115817,115955,120123,120155,120619,121009,121150,121602,121741,121941,122119,122533,122627,122744,123018
33,MW3343-0,,113236,113403,113436,113458,113603,113636,113720,113753,113920,114026,114206,114333,114500,114838,114954,115205,115249,115449,115806,115922,120017,120206,120357,120535,120641,121115,121413,121613,122152,122331,122436,122733,123040,123207,123355,123916
34,MS4750-0,113625,113804,113942,114026,114048,114155,114217,114322,114355,114533,114649,114827,115016,115132,115438,115533,115806,115911,120134,120513,120619,120726,120926,121105,121308,121413,121825,122225,122425,123007,123134,123251,123607,123916,124022,124222,124559
35,MW5936-1,114428,114554,114700,114733,114755,114827,114900,114932,115016,115132,115216,115322,115449,115544,120006,120101,120335,120419,120608,120915,121021,121115,121351,121541,121741,121836,122320,122627,122912,123556,123737,123948,124254,124705,124810,124854,125308
36,MW3278-0,115154,120452,120641,120702,120737,120821,120853,120926,121021,121236,121319,121457,121657,121752,122047,122141,122353,122509,122649,122945,123040,123134,123301,123450,123630,123748,124211,124505,124705,125351,125530,125647,125952,130259,130404,130605,131207
37,MX1067-1,115154,115311,115428,115500,115511,115617,115650,115723,115755,120123,120228,120357,120546,120702,121043,121213,121446,121541,121719,122109,122247,122353,122544,122733,122923,123007,123439,123854,124138,124810,125021,125235,125341,125752,125952,130204,130616
38,MW5966-2,115701,115817,115933,120028,120050,120134,120206,120313,120346,120546,120641,120747,121021,121105,121402,121552,121657,121752,121919,122225,122331,122353,122605,122733,122923,123007,123450,123854,124200,124948,125116,125246,125351,125741,125930,130131,130605
39,MX1197-2,121021,121115,121213,121236,121319,121351,121413,121446,121657,121730,121836,121952,122225,122425,122733,122850,123123,123218,123439,123726,123820,123916,124055,124233,124411,124505,124948,125319,125508,130204,130321,130510,130649,130922,131027,131218,131747
40,MX1084-2,121952,122036,122225,122320,122342,122414,122509,122554,,122807,122901,123018,123218,123323,123630,123820,124044,124138,124411,124632,124810,124916,125138,125319,125508,125614,130058,130343,130543,131207,131313,131502,131725,131936,132041,132252,132758
41,MX1105-2,123123,123145,123334,123355,123439,123501,123556,123630,123726,123842,123948,124106,124316,124433,124716,124927,125202,125246,125402,125614,125709,125814,125941,130131,130237,130310,130711,131006,131144,131557,131725,131914,132136,132431,132620,132736,133349
42,MZ3556-2,124327,124422,124610,124632,124716,124748,124821,124854,124927,125224,125319,125457,125720,125847,130225,130415,130700,130722,130838,131207,131335,131535,131703,131852,132052,132158,132609,132832,133138,133549,133728,133927,134105,134348,134516,134643,135202
43,MZ4072-2,125150,125413,125540,125614,125636,125730,125752,125836,125909,130131,130237,130353,130521,130616,130922,131006,131229,131335,131452,131820,131903,131958,132125,132303,132420,132504,132937,133244,133444,134011,134211,134316,134516,134821,134927,135043,135247
44,MZ3559-2,130605,130744,130911,131006,131038,131111,131133,131207,131240,131452,131557,131747,131914,132020,132336,132453,132726,132821,133043,133400,133455,133528,133801,133949,134127,134222,134632,134916,135104,135708,135836,140119,140321,140522,140701,140818,141253
45,MZ3978-2,132303,132431,132547,132631,132726,132821,132905,132959,133043,133222,133327,133433,133717,133906,134149,134338,134559,134727,134843,135129,135225,135342,135509,135647,135825,135909,140343,140755,140934,141231,141423,141539,141709,141953,142132,142300,142511
46,MZ3734-2,133717,133750,133938,134022,134054,134149,134243,134316,134338,134516,134610,134716,134959,135104,135425,135636,135741,135847,135942,140343,140437,140617,140902,141029,141157,141231,141709,142215,142406,142701,142807,142946,143124,143453,143609,143810,144057
47,MW3496-2,134559,134621,134749,134832,134854,134927,134959,135043,135129,135352,135458,135625,135836,140003,140321,140415,140639,140807,140934,141253,141400,141506,141709,141921,142154,142249,142734,143040,143336,143759,143927,144141,144322,144557,144738,144833,145426
48,MZ4228-2,135730,140014,140141,140237,140321,140354,140415,140500,140533,140851,141029,141146,141349,141517,141826,142048,142322,142438,142650,142923,143051,143124,143420,143558,143821,143905,144407,144705,145011,145404,145542,145815,150229,150546,150725,150820,151457
49,MZ3825-3,140723,140851,141018,141051,141102,141146,141157,141242,141315,141444,141550,141720,142026,142204,142606,142818,143051,143230,143442,143949,144119,144249,144451,144653,144822,144906,145342,145731,150036,150514,150652,150809,150937,151349,151457,151614,152315
50,MX1213-2,142427,142712,142851,142957,143040,143135,143157,143241,143336,143620,143726,143905,144044,144214,144535,144705,144950,145108,145236,145614,145731,145836,150047,150206,150335,150430,150904,151210,151400,152058,152231,152411,152632,152916,153043,153306,153908
51,MW5966-3,143631,143737,143905,143938,144000,144108,144130,144214,144249,144502,144631,144800,145057,145108,145436,145636,145909,150025,150217,150608,150713,150831,151054,151305,151457,151541,152025,152433,152705,153422,153603,153814,154047,154249,154427,154732,155356
52,MX1197-3,144203,144418,144608,144631,144738,144811,144833,144906,145011,145141,145236,145342,145531,145720,150025,150206,150503,150557,150713,151032,151127,151254,151541,151709,151909,152047,152527,152843,153032,153835,154003,154216,154405,154710,154828,155038,155639
53,MX1084-3,145520,145647,145836,145920,150004,150036,150109,150155,150251,150452,150557,150737,150937,151032,151435,151658,151941,152120,152422,153126,153233,153422,153708,153825,154120,154154,154638,155156,155545,155944,160100,160229,160440,160747,160905,161116,161705
