,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070116,070553,070827,071059,071226,071320,071405,071511,071607,071713,071756,072038,072154,072301
1,MX4310-0,,,,,,,,,070116,070128,070201,070246,070721,070954,071142,071310,071416,071511,071640,071723,071829,071901,072016,072522,072743,072921,073100,073231,073326,073420,073514,073557,073651,073840,073956,074112
2,MX1624-0,070116,071153,071248,071331,071449,071629,071912,072027,072239,072333,072417,072449,072910,073231,073431,073546,073702,073745,073923,074007,074112,074155,074322,074755,075028,075232,075421,075537,075621,075726,075842,075947,080052,080209,080324,080441
3,MS2365-0,072627,072710,072754,072837,,073144,073431,073536,073630,073850,073945,074039,074555,074755,074922,075028,075143,075221,075326,075421,075526,075621,075747,080241,080514,080609,080737,080917,081001,081106,081213,081318,081424,081709,081848,081942
4,MX1693-0,074533,074649,074733,074828,075017,075205,075453,075548,075632,075726,075809,075852,080324,080547,080748,080833,081023,081117,081246,081340,081519,081625,081815,082247,082522,082722,082849,082955,083100,083251,083356,083512,083629,083840,084018,084207
5,MS2259-0,075143,080536,080631,080715,080928,,081246,081403,081615,081731,081815,081858,082331,082555,082805,082911,083050,083144,,083429,083534,083734,083829,084340,084602,084908,085024,085140,085312,085555,085756,,085955,090050,090155,090325
6,MX1698-0,,082131,082236,082342,082500,082628,083006,083100,083229,083450,083534,083629,084113,084351,084551,084656,084824,084940,085129,085229,085334,085439,085544,090039,090325,090537,090653,090758,090925,091019,091210,091327,091453,091726,091904,092103
7,MX4068-0,084007,084434,084529,084645,084846,085035,085356,085512,085629,085901,090017,090101,090736,091041,091243,091359,091548,091653,091915,092009,092125,092232,092359,093131,093453,093630,093840,094007,094230,094358,094524,094640,094819,095136,095328,095434
8,MS1953-1,085218,085651,085745,085839,090028,090253,090609,090714,090820,090914,090957,091041,091632,092020,092232,092337,092443,092527,092706,092739,092858,092953,093120,094041,094302,094524,094629,094746,094925,095103,095222,095317,095445,,100151,100329
9,MX4310-1,091621,091737,091831,091926,092103,092221,092538,092633,092813,092920,093014,093047,093620,093851,094124,094240,094430,094503,094629,094713,094819,094936,095103,095624,095846,100213,100402,100540,100719,100941,101057,101216,101545,102018,102214,102342
