,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070100,070532,070802,071012,071117,071221,071315,071358,071440,071534,071638,071858,072003,072129
1,MS2365-0,,,,,,,,070100,070154,070258,070332,070416,070802,071012,071210,071336,071430,071513,071617,071711,071815,071858,072014,072453,072733,073015,073202,073307,073400,073443,073526,073631,073735,074005,074109,074225
2,MR8583-0,071034,071232,071347,071451,071628,071732,072025,072107,072222,072337,072420,072453,072910,073108,073307,073422,073609,073703,073829,073922,074016,074120,074235,074759,075042,075302,075429,075522,075639,075722,075815,075931,080014,080234,080339,080445
3,MS1044-0,072806,073151,073318,073411,073548,073735,074120,074214,074413,074456,074601,074655,075125,075323,075544,075639,075815,075931,080036,080151,080255,080350,080507,081031,081313,081521,081709,081824,081928,082013,082118,082212,082316,082421,082525,082630
4,MS2095-0,,080306,080413,080517,080705,080748,081125,081230,081417,081500,081543,081636,082139,082338,082536,082641,082756,082851,083038,083143,083237,083343,083448,083948,084229,084510,084646,084803,084907,085012,085106,085221,085336,085501,085617,085742
5,MS1903-0,,082630,082724,082808,083017,083132,083458,083552,083646,083905,083958,084041,084635,084846,085055,085159,085325,085419,085555,085710,085825,085921,090047,090538,090819,090955,091132,091319,091413,091603,091728,091854,092146,092438,092542,092729
6,MS1953-1,084918,085931,090047,090140,090317,090516,090840,090944,091038,091258,091352,091434,091926,092135,092355,092448,092636,092729,092908,093013,093128,093244,093409,093911,094152,094350,094507,094706,094821,094937,095042,095157,095335,095533,095720,095835
7,MS2365-1,091518,091707,091801,091843,092020,092124,092427,092531,092625,092718,092803,092846,093359,093755,094016,094131,094308,094403,094540,094633,094738,094821,094926,095418,095659,095814,100013,100128,100305,100503,100619,100723,100849,101047,101130,101246
8,MR8583-1,093326,093619,093744,093900,094059,094214,094507,094601,094759,094915,095010,095042,095616,095846,100046,100150,100255,100348,100503,100608,100701,100755,100932,101444,101714,101840,101934,102038,102226,102330,102413,102507,102550,102705,102832,102948
9,MS1044-1,095814,095950,100035,100118,100244,100327,100712,100806,100849,101058,101152,101235,101714,101923,102143,102308,102424,102518,102654,102737,102832,102937,103052,103616,103928,104011,104222,104305,104348,104514,104607,104735,104944,105153,105356,105544
10,MS2095-1,103156,103250,103344,103510,103606,103753,104105,104210,104358,104503,104546,104640,105037,105335,105512,105544,105709,105803,105939,110024,110118,110224,110339,110821,111114,111242,111408,111523,111711,111816,111953,112047,112214,112403,112519,112707
11,MS1903-1,,110937,111020,111148,111347,111430,111754,111921,112120,112225,112308,112341,112822,113103,113303,113429,113555,113659,113826,113930,114025,114130,114248,114730,115002,115223,115421,115610,115757,115934,120049,120204,120552,120846,121033,121212
12,MP5991-0,113041,113241,113346,113440,113627,113753,114025,114119,114151,114428,114532,114615,115034,115244,115443,115526,115703,115757,115923,120027,120132,120204,120332,120813,121055,121233,121359,121536,121712,121755,121910,122025,122151,122354,122521,122636
13,MS1953-2,114543,115757,115902,120006,120216,120259,120613,120728,120813,121033,121138,121233,121702,121910,122108,122227,122344,122438,122615,122719,122824,122918,123033,123556,123838,124120,124246,124424,124517,124611,124716,124820,124948,125146,125303,125512
14,MR8583-2,125803,130003,130108,130202,130402,130456,130905,131020,131135,131359,131513,131545,132003,132201,132434,132539,132654,132737,132915,133030,133124,133229,133355,133908,134140,134300,134416,134510,134647,134751,134846,134951,135106,135212,135359,135515
15,MS1044-2,131233,131711,131816,131931,132139,132224,132600,132705,132832,133052,133208,133251,133720,133940,134228,134321,134448,134542,134708,134803,134908,135002,135117,135619,135911,140142,140249,140500,140637,140814,140940,141055,141149,141337,141535,141701
16,MS2095-2,134107,134437,134521,134657,134929,135034,135327,135443,135619,135850,135943,140048,140615,140825,141001,141127,141254,141337,141503,141607,141733,141838,142003,142446,142717,142959,143053,143211,143359,143503,143651,143817,143954,144131,144318,144529
17,MS1953-3,141452,142655,142810,142905,143114,143157,143619,143755,143922,144141,144307,144403,144959,145219,145427,145532,145752,145928,150128,150234,150400,150526,150652,151238,151542,151802,151928,152104,152220,152357,152523,152753,152920,153319,153445,153715
18,MR8583-3,152011,152303,152357,152440,152711,152753,153035,153150,153319,153434,153528,153622,154155,154406,154615,154741,154857,155002,155117,155213,155318,155423,155549,160042,160349,160536,160713,160818,160944,161110,161225,161340,161456,161624,161800,162011
19,MS1044-3,154929,155002,155055,155224,155455,155612,155959,160104,160316,160547,160651,160745,161236,161551,161821,162022,162137,162256,162433,162516,162631,162735,162923,163437,163740,163917,164042,164242,164358,164651,164827,165015,165247,165456,165643,165748
20,MS2095-3,161656,162454,162620,162724,162850,162955,163309,163437,163510,163729,163845,163938,164420,164629,164838,164921,165058,165214,165351,165456,165611,165737,165905,170421,170701,170932,171152,171300,171448,171553,171719,171906,172127,172326,172452,172723
21,MS5082-0,165047,165214,165330,165445,165632,165748,170114,170219,170421,170536,170651,170733,171333,171614,171823,171927,172033,172138,172315,172503,172607,172701,172840,173414,173707,174044,174232,174410,174503,174651,174817,174943,175059,175258,175351,175518
22,MS1953-4,171740,172304,172420,172452,172618,172744,173111,173215,173414,173508,173625,173707,174127,174358,174618,174723,174850,174954,175131,175258,175424,175550,175718,180252,180545,180930,181235,181505,181642,181934,182100,182205,182320,182705,182855,183010
23,MX1517-0,173540,174221,174326,174431,174651,174806,175215,175341,175435,175656,175822,175916,180347,180606,180837,181024,181139,181235,181433,181548,181704,181758,181945,182457,182759,183010,183147,183324,183439,183543,183813,183929,184056,184233,184431,184651
24,MW4762-0,180441,181107,181150,181307,181411,181610,181902,182017,182216,182457,182612,182705,183147,183407,183615,183741,183907,184013,184150,184243,184431,184525,184651,185142,185423,185600,185726,185852,190007,190050,190206,190334,190500,190626,190803,190857
25,MS1044-4,183615,183835,183918,184045,184254,184337,184712,184828,185016,185257,185445,185538,185956,190206,190417,190554,190731,190836,191002,191118,191245,191401,191549,192124,192416,192542,192718,192919,193035,193203,193307,193412,193559,193831,193935,194123
26,MS2095-4,190123,190919,191035,191118,191328,191411,191726,191820,192020,192135,192239,192322,192836,193013,193203,193307,193433,193559,193809,193914,194029,194145,194322,194836,195139,195350,195537,195704,195808,195902,200028,200154,200320,200601,200748,200946
27,MS5082-1,193809,194019,194112,194228,194418,194554,194836,194941,195045,195257,195401,195444,195945,200143,200403,200507,200633,200737,200914,201029,201145,201250,201438,201951,202233,202514,202557,202744,202931,203047,203151,203256,203422,203559,203725,203851
28,MS1953-5,201741,202056,202150,202244,202420,202557,202859,203003,203151,203307,203412,203505,203944,204121,204310,204355,204510,204604,204730,204847,205003,205056,205246,205747,205956,210122,210248,210353,210446,210540,210633,210738,210906,211136,211334,211428
29,MW4762-1,210906,210927,211021,211136,211324,211428,211730,211834,212033,212303,212357,212440,212941,213200,213337,213503,213628,213733,213850,213933,214037,214141,214256,214737,215018,215144,215311,215406,215449,215604,215708,215813,215918,220034,220222,220326
30,MS1044-5,,213826,213943,214037,214213,214339,214705,214810,215018,215123,215228,215322,215802,220024,220232,220337,220442,220536,220702,220807,220901,221016,221131,221641,221933,222205,222310,222436,222634,222727,222916,223010,223115,223334,223500,223626
31,MS2095-5,220304,221724,221818,221901,222133,222248,222540,222634,222749,223010,223115,223158,223741,223950,224139,224222,224348,224431,224535,224618,224713,224758,224935,225447,225729,225927,230021,230136,230230,230323,230428,230543,230648,230814,230940,231128
32,MS1953-6,224618,224820,224903,224956,225133,225309,225540,225635,225739,225822,225906,230010,230500,230637,230825,230919,231045,231138,231255,,,,,,,,,,,,,,,,,
