,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
20,AA7121-1,092250,092807,093007,093400,093751,094002,094342,094458,095541,095636,095858,100036,100119,100301,100346,100503,100713,100819,100924,101123,101432,101644
21,AA7195-1,,,094225,094531,094835,,095258,095519,100546,100630,100902,100946,101040,101231,101315,101410,101527,101634,101741,101846,102141,102311
22,AA7248-1,,095202,095541,095909,100228,100619,100746,101208,102141,102227,102427,102605,102710,102859,103004,103120,103249,103406,103500,103722,103955,104113
23,AA7536-1,,100356,100619,100913,101242,101527,,102130,103227,103355,103555,103744,103817,104018,104102,104208,104408,104525,104642,104831,105126,105246
24,AA7522-1,101538,101612,101930,102214,102500,102649,102921,103215,104157,104252,,104558,104642,104820,104915,105032,105159,105308,105352,105602,105836,110025
25,AA7322-1,102500,102827,103249,103555,103850,103955,104208,104609,105613,105708,,110025,110131,110257,110403,110446,110635,110740,110846,111056,111319,111425
26,AA7706-2,103923,104820,105137,,105930,110131,110436,110729,111752,111847,,112225,112330,112519,112625,112731,112857,113024,113118,113329,113603,113742
27,AA7488-2,104809,113235,113646,114014,114308,114510,114743,115333,120336,120431,,120904,120947,121148,121223,121341,121508,121635,121719,121815,122026,122130
28,AA7492-2,110257,,110729,111118,111403,111858,112131,112553,113539,113613,113814,113952,114036,114214,114330,114448,114627,114754,114849,115016,115216,115322
29,AA6952-2,,,112037,112447,112846,113151,113402,113550,114943,115048,115249,115427,,115701,115756,115923,120051,120156,120253,120514,120831,120947
30,AA7149-2,114426,114542,114732,115059,115500,115745,120006,120156,121424,121529,121731,,,,122249,122333,122500,122616,122732,122921,123153,123259
31,AA7121-2,115311,115651,120102,120431,120842,121127,121351,121613,122554,122700,,123048,123131,123415,123459,123616,123733,123849,123943,124049,124346,124558
32,AA7195-2,,120937,121435,121657,121942,122428,122605,122848,123932,124027,124217,124335,124419,124547,124714,124819,124914,125019,125103,125339,125625,125804
33,AA7536-2,122417,,122754,123048,123343,123827,,124154,125223,125339,125603,125719,125815,130025,130141,130303,130452,130619,130725,130842,131126,131255
34,AA7522-2,123711,123838,124110,124357,124652,124809,125124,125423,130347,130431,,130757,130904,131126,131255,131401,131602,131708,131804,131941,132152,132309
35,AA7706-3,124217,125836,130230,,130736,131010,131306,131635,132532,132604,,132932,133027,133205,133322,133511,133649,133806,133900,134016,134311,134500
36,AA7322-2,,124935,125146,125528,125742,125953,130241,130536,131550,131613,,131920,131952,132120,132225,132320,132532,132637,132721,132910,133121,133300
37,AA7492-3,,131042,131255,131602,131847,132247,132416,132910,133817,133849,134038,134154,134300,134500,134543,134805,134943,135110,135204,135322,135554,135753
38,AA7488-3,131339,133322,133627,,134300,134439,134743,135249,140131,140203,,140519,140603,140740,140846,141024,141203,141330,141424,141540,141825,141931
39,AA6952-3,131731,132236,132615,132954,133333,133755,,134721,135804,135909,140152,140257,140414,140552,140646,140824,141024,141141,141247,141403,141635,141836
40,AA7149-3,134132,,134921,135142,135605,135815,140026,140657,141730,141836,142109,142310,142353,142604,142709,142838,142943,143110,143216,143416,143721,143837
41,AA7121-3,135532,135909,140214,140530,140951,141203,141446,142215,143449,143554,,144004,144120,144302,144418,144628,144849,145005,145122,145311,145637,145826
42,AA7195-3,140857,,141540,141803,142204,142615,142742,143354,144356,144501,144649,144839,144955,145216,145322,145437,145532,145637,145731,145847,150141,150238
43,AA7536-3,,142542,142816,143110,143427,143815,143848,144345,145322,145405,145543,145709,145815,145953,150036,150141,150312,150429,150523,150628,150902,151018
44,AA7522-3,,143932,144142,144429,144700,144839,145016,145437,150556,150650,150840,150956,151039,151250,151406,151522,151733,151838,151943,152109,152354,152605
45,AA7706-4,,145427,145709,150120,150406,150618,150924,151228,152333,152427,152616,152742,152848,153015,153120,153228,153334,153450,153556,153756,154102,154218
46,AA7492-4,150406,150512,150756,151112,151438,151711,151953,152142,153142,153228,,153545,153629,153756,153901,153955,154145,154301,154345,154523,154806,174722
47,AA7248-2,151112,151449,151816,152131,152449,152753,152932,153059,154312,154356,,154733,154817,155006,155111,155154,155311,155405,155522,155638,155848,160005
48,AA6952-4,151816,152058,152354,152616,153026,153301,153450,153629,154711,154806,154955,155205,155300,155427,155544,155638,155744,155859,155954,160049,160334,160524
49,AA7101-2,,152721,153131,153501,153828,154018,154229,154512,155544,155627,155838,160016,160100,160301,160356,160440,160608,160713,160818,160945,161240,161451
50,AA7560-0,153131,153356,153701,154007,154240,154428,154733,155049,160204,160250,160513,160651,160746,160913,161018,161124,161229,161345,161440,161713,161946,162145
51,AA7149-4,154123,154251,154501,154806,155205,155333,,155805,160724,160807,,161102,161156,161302,161345,161429,161524,161619,161724,161851,162134,162312
52,MW5537-0,155405,160100,160535,160851,161302,161451,161652,162134,163156,163302,163513,163640,163734,163850,163934,164007,164101,164156,164250,164503,164736,164937
53,AA7488-4,160418,160557,160829,161218,161513,161652,161851,162323,163302,163335,163545,163702,163756,163850,163934,164018,164217,164312,164356,164514,164747,164948
54,AA7121-4,,,,,160829,161240,161451,161757,162912,163006,,163313,163346,163513,163556,163702,163756,163850,163945,164123,164323,164430
55,AA7195-4,,161746,161913,162156,162512,,162923,163229,164156,164239,164547,164652,164725,164905,164915,165021,165159,165316,165410,165443,165653,165736
56,AA7536-4,,162240,162955,163207,163640,163934,164040,164312,165421,165504,,165809,,,170135,170229,170345,170440,170545,170745,170956,171123
57,AA7322-3,163545,,,,,,,,,,,,,,,,,,,,,171923
58,AA7522-4,,164452,164831,165115,165432,165747,170009,170313,171355,171439,,171818,171912,172019,172113,172218,172356,172502,172556,172755,173038,173143
59,AA7706-5,165126,165421,165631,170019,170302,170451,170734,171039,172019,172113,172302,172451,172534,172712,172755,172839,173038,173143,173239,173344,173606,173701
60,AA7248-3,171344,171522,171756,172040,172312,172440,172734,173217,174300,174354,174606,174744,174817,174944,175027,175156,175324,175429,175524,175748,180011,180149
61,AA6952-5,171956,172312,172556,,,173712,173851,174155,175240,175313,175513,175654,175821,175949,180032,180127,180233,180349,180444,180600,180814,180953
62,AA7101-3,,173016,173355,173639,173934,174155,174427,175040,180138,180222,180422,180538,180622,180825,180920,181026,181225,181330,181435,181552,181847,182025
63,AA7560-1,173628,173851,174155,174511,174711,174922,175240,175759,180717,180750,181004,181131,181225,181403,181435,181530,181731,181847,181941,182151,182414,182541
64,AA7149-5,174123,,174711,174955,175251,175557,175843,180255,181330,181403,,181719,181741,181930,182014,182119,182246,182351,182446,182551,182846,182951
65,AA7488-5,175302,180942,181120,181552,181858,182046,182351,183213,184330,184403,184602,184729,184814,185003,185036,185130,185225,185341,185435,185552,185837,185942
66,AA7121-5,,175654,180032,180255,180517,180825,181120,181541,182656,182751,,183119,183203,183424,183519,183614,183708,183814,183858,183952,184203,184309
67,AA7195-5,182003,,182718,183035,183319,,184003,184341,185603,185637,185815,185942,190027,190215,190323,190428,190606,,190806,190954,191216,191334
68,AA7536-5,,183446,183731,184109,184446,,,185247,190250,190344,190617,190744,190806,190954,191038,191154,191301,191356,191450,191556,191840,192008
69,AA7322-4,,184718,185036,,185541,185720,190016,190323,191418,191450,,191818,191851,192113,192145,192324,192513,192629,192745,192945,193229,193357
70,AA7522-5,184941,190121,190355,190744,191122,191312,191629,191934,192945,193050,,193357,193451,193618,193702,193840,193945,194101,194156,194346,194619,194746
71,AA7706-6,191745,192040,192430,192723,192912,193156,193502,193607,194546,194630,194819,194913,195007,195250,195355,195449,195616,195732,195848,195953,200225,200435
72,AA7492-5,193618,193829,194145,194408,194608,,195101,195228,200131,200203,,200457,200540,200645,200751,200835,201023,201128,201224,201413,201646,201835
73,AA6952-6,,195605,195815,200037,200330,200624,200718,200846,201824,201857,202057,202308,202403,202552,202646,202740,202941,203046,203226,203447,203847,203952
74,AA7560-2,200718,200951,201257,201729,201940,202119,202340,202519,203636,203719,203941,204141,204224,204446,204551,204656,204846,204952,205058,205330,205636,205847
75,AA7149-6,,202541,202740,202941,203140,203426,203625,203753,204751,204825,,205130,205214,205341,205446,205550,205708,205814,205858,210047,210308,210518
76,AA7121-6,,204235,204435,204718,205014,205141,205424,205550,210540,210634,210846,211013,211107,211235,211318,211423,211603,211709,211753,211931,212203,212403
77,AA7195-6,,210003,210224,210446,210750,,,211456,212258,212330,,212647,212742,212847,212953,213058,213204,213309,213403,213436,213742,213931
78,AA7706-7,,211456,211720,212003,212142,212308,212519,212709,213647,213742,213931,214025,214120,214236,214320,214414,214625,214731,214814,214931,215141,215319
79,AA7492-6,,,213015,213247,213530,,213826,214131,215025,215119,,215436,215531,215636,215741,215824,215930,220036,220119,220229,220515,220610
80,AA6952-7,,,214920,215203,215436,,220003,220504,221550,221636,221848,222005,222048,222215,222258,222352,222635,222751,222918,223034,,223308
81,AA7560-3,215930,220229,220515,220959,221044,221139,221433,221614,222541,222624,222824,222951,223056,223235,223319,223424,223551,223719,223802,223951,224223,224339
82,AA7149-7,221349,221731,221921,222110,222341,,222718,222907,223940,224014,,224245,224318,224424,224529,224623,224718,224824,224907,225056,225319,225507
83,AA7121-7,,223224,223435,223719,223940,224140,224329,224645,225613,225719,225908,230014,230057,230224,230308,230435,230625,230730,230835,230940,231202,231403
84,AA7195-7,,,225257,225456,225657,225930,230003,230130,231023,231056,231235,231414,231508,231723,231807,231850,231945,232050,232134,232240,232504,
85,AA7706-8,230141,230435,230541,230846,231056,231139,231341,231446,232431,232537,,,,,,,,,,,,
86,AA7492-7,231235,231508,231818,232112,232313,,,,,,,,,,,,,,,,,
