,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4598-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070132,070406,070629,070820,071214,071342,071521
1,AA7712-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070121,070216,070439,070545,070640,070736,070914,071009,071043,071448,071617,071831,072150,072416,072713,073042,073201,073404
2,MX4021-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070311,070406,070512,070607,070713,070747,070914,071020,071054,071543,071714,072012,072406,072607,072853,073236,073353,073554
3,MX4159-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070216,070311,070534,070607,070820,070914,071009,071043,071203,071331,071415,071820,071926,072201,072438,072629,072853,073247,073404,073627
4,MX4338-0,,,,,,,,,,,,,,,,,,,,,,,,070107,070154,070311,070355,070523,070640,070809,071009,071105,071459,071703,071937,072044,072150,072258,072438,072533,072607,073031,073201,073426,073743,073944,074122,074514,074631,074802
5,AA7600-0,,,,,,,,,,,,,,070107,,070216,070334,,070618,070736,070914,,,071725,071842,,,,,,,,073224,073510,,,073922,074039,074206,,074334,,,,075728,075907,075939,,080344,080513
6,AA7731-0,,,,,,,,,,,070107,070334,070450,070618,070831,070842,071009,071127,071214,071320,071437,071809,072012,072225,072247,072343,,072406,072713,072915,073053,,073605,073816,074050,074217,074312,074440,074716,074802,074813,075250,075430,,080058,080333,080535,080916,081045,081237
7,MX4388-0,,,,,,,,,,070107,070204,070702,070758,070903,070959,071043,071203,071247,071320,071353,071459,071820,071959,072150,072309,072416,072523,072713,072820,073149,073353,073554,073911,074017,074122,074228,074323,074440,074620,074802,074835,075301,075430,075717,080154,080301,080524,080904,081056,081321
8,MX3783-0,,,,070107,070121,070512,070607,070725,070948,071043,071437,072023,072117,072236,072354,072449,072640,072746,072831,073009,073115,073448,073554,073721,073838,073955,074050,074323,074452,074654,074857,075025,075323,075430,075706,075812,075917,080014,080154,080311,080344,080758,080938,081203,081555,081809,081915,082404,082511,082701
9,MX4365-0,,070322,070651,070713,070758,071031,071236,071320,071448,071628,072044,072533,072629,072735,072842,072947,073053,073149,073224,073320,073426,073721,073838,073955,074101,074217,074312,074536,074643,074802,075014,075131,075419,075610,075706,075823,075928,080014,080154,080311,080355,080810,081000,081354,081619,081820,081937,082438,082555,082736
10,AA7562-0,,070914,071116,071149,071331,071521,071703,071809,071926,072044,072258,072809,072904,073031,073138,073213,073331,073426,073521,073616,073732,074122,074228,074418,074610,074716,074802,074952,075058,075228,075419,075526,075845,080025,080132,080228,080333,080418,080546,080713,080758,081225,081438,081758,082021,082236,082500,082843,083010,083225
