,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
10,MW5645-1,081038,082605,082829,082958,083148,083305,083400,083538,083654,083727,083928,084025,084141,084545,084936,085053,085126,085243,085316,085433,085505,085645,085850,090041,090136,090328,090458,090542,090721,090807,090851,090946,091030,091052,091159,091505,091622,091812,091918,092024,092119,092236,092331,092722,092947,093030,093328,093434,093636,093732,093816,093901,094326,094601,094750,094858,094942,095026,095154,095238,095354,095449,095555,100116,100403,100627,100755,100924,101019,101157,101314,101420,101515,101704,101843,101950
11,MS2259-1,082700,090158,090403,090553,,090902,090946,091103,091210,091243,091454,091549,091600,091918,092236,092404,092437,092616,092627,092744,092840,092957,093147,093339,093423,093551,093720,093754,093912,094007,094040,094157,094230,094359,094506,094803,095015,095205,095227,095343,095427,095555,095701,100414,100700,100711,101041,101157,101358,101504,101537,101621,102025,102236,102437,102616,102721,102818,102935,102957,103052,103209,103327,103750,104027,104313,104440,104557,104652,104831,104938,105055,105203,105320,105459,105627
12,MW2780-1,084014,084512,084746,084914,085115,085411,085505,085611,085720,085806,085934,090018,090103,090436,090840,090946,091030,091148,091243,091411,091444,091622,091834,092035,092141,092309,092448,092532,092744,092818,092851,092947,093030,093052,093158,093518,093658,093805,093850,093956,094029,094157,094253,094601,094803,094847,095121,095249,095332,095555,095808,095852,100414,101041,101219,101325,101442,101526,101653,101759,101855,101950,102130,102616,102902,103041,103244,103349,103505,103706,103750,104005,104123,104251,104346,104513
13,MW3430-1,,092331,092521,092711,092807,093114,093306,093401,093456,093603,093743,093839,093945,094337,094750,094920,095004,095110,095249,095416,095511,095701,095903,100116,100211,100403,100543,100627,100851,100935,101008,101135,101230,101358,101515,101821,102002,102120,102214,102353,102437,102638,102744,103136,103316,103505,103834,104016,104156,104430,104546,104630,105236,105448,105649,105817,105957,110148,110402,110508,110625,110731,110922,111431,111739,112025,112205,112301,112406,112642,112759,112938,113044,113309,113426,113521
14,MW2856-1,,094241,094410,094538,094728,094920,095110,095343,095522,095606,095712,095808,095957,100403,100744,100902,100946,101041,101135,101252,101336,101515,101715,101928,102002,102142,102309,102415,102532,102627,102711,102851,102935,103041,103147,103444,103622,103823,103910,104038,104123,104251,104357,104735,105033,105236,105521,105627,105700,105924,110030,110115,110519,110720,110900,110954,111039,111156,111324,111420,111516,111549,111655,112154,112355,112513,112748,112843,112950,113203,113331,113437,113532,113701,113745,113840
15,MW3053-1,,100414,100616,100851,101052,101336,101526,101642,101906,102152,102331,102415,102543,102946,103349,103527,103600,103717,103812,103943,104027,104229,104513,104746,104843,105033,105214,105309,105532,105605,105711,105828,105851,110030,110137,110508,110636,110837,111006,111145,111218,111420,111516,112059,112311,112440,112726,112832,113022,113258,113342,113426,113902,114137,114317,114457,114624,114730,114909,115014,115131,115226,115416,115926,120212,120339,120604,120744,120903,121031,121137,121350,121518,121646,121836,122014
16,MX1084-0,,102130,102415,102627,102902,103158,103349,103516,103644,103812,104112,104357,104557,104949,105353,105532,105616,105733,105817,110008,110115,110317,110647,110849,110954,111134,111442,111538,111812,111907,112014,112110,112132,112301,112417,112726,112832,113139,113247,113404,113448,113617,113745,114148,114339,114457,114814,114920,115109,115215,115310,115405,115948,120234,120425,120553,120710,120841,121042,121159,121305,121339,121456,121942,122258,122650,122810,122927,123055,123236,123342,123522,123651,123904,124021,124201
17,MW2390-2,,103611,103717,103859,104123,104335,104535,104641,104905,105011,105214,105258,105415,105711,110041,110221,110306,110413,110519,110647,110753,110933,111156,111357,111431,111611,111706,111750,111940,112014,112110,112239,112311,112333,112450,112726,112843,113150,113247,113415,113459,113650,113756,114243,114435,114624,114909,115014,115120,115343,115500,115544,120032,120255,120458,120604,120744,120903,121042,121210,121317,121401,121529,122058,122331,122712,122854,122949,123106,123258,123353,123555,123713,123904,124021,124212
18,MW3496-2,,105509,105638,105755,105913,110137,110350,110530,110720,110816,111016,111111,111218,111600,111951,112132,112217,112322,112429,112629,112715,112905,113055,113247,113320,113521,113723,113807,114020,114053,114137,114306,114402,114519,114636,114952,115120,115321,115427,115544,115651,115842,115948,120306,120414,120520,120807,120936,120958,121221,121305,121350,121814,122036,122214,122320,122427,122533,122735,122843,123022,123106,123247,123747,124055,124212,124413,124519,124614,124733,124817,124934,125051,125252,125420,125525
19,MW5645-2,,111442,111655,111823,111856,112205,112355,112502,112715,112810,113033,113214,113404,113807,114233,114413,114457,114613,114708,114858,114942,115153,115427,115640,115746,115937,120044,120139,120306,120403,120531,120721,120807,120936,121053,121339,121529,121730,121836,122004,122047,122309,122405,122832,123011,123150,123533,123640,123747,124010,124139,124212,124636,124850,125040,125208,125358,125504,125705,125811,125950,130024,130204,130733,131101,131357,131620,131715,131831,131958,132104,132221,132350,132552,132658,132901
20,MW2780-2,,113342,113521,113701,113851,114020,114221,114413,114541,114636,114752,114858,115037,115511,115904,120055,120139,120234,120328,120509,120626,120818,121020,121243,121339,121529,121646,121741,121931,122014,122047,122225,122320,122427,122555,122843,123139,123342,123511,123640,123713,123948,124044,124435,124720,124806,125124,125241,125431,125716,125844,125928,130459,130744,130933,131050,131229,131357,131558,131653,131820,131915,132042,132603,132923,133220,133347,133504,133706,133845,134025,134152,134321,134501,134556,134810
21,MS2259-2,,115310,115522,115618,120021,120306,120425,120626,120818,120914,121126,121254,121423,121803,122153,122320,122354,122544,122555,122712,122757,123022,123225,123427,123511,123724,123820,123853,124010,124106,124212,124306,124402,124508,124625,124934,125040,,125358,,,,125420,130710,130912,,131441,131620,131715,131948,132159,132233,,133029,133220,133326,133515,133632,133834,133918,134108,134214,134343,134915,135255,135540,135720,135828,140051,140336,140620,140715,140822,141046,141214,141353
22,MW3430-2,,121412,121635,121825,122014,122142,122247,122342,122522,122650,122810,122905,123022,123404,123820,124021,124055,124212,124306,124519,124603,124806,125051,125314,125347,125515,125705,125749,125855,130002,130109,130204,130237,130343,130459,130806,130933,131156,131302,131419,131514,131831,132009,132350,132541,132647,133007,133135,133337,133610,133800,133855,134355,134650,134842,134926,135043,135149,135317,135423,135551,135636,135806,140325,140620,140810,140939,141130,141247,141426,141532,141733,141923,142126,142255,142447
23,MW2856-2,,123225,123342,123511,123617,123926,124150,124255,124424,124530,124806,124945,125029,125420,125800,125906,125950,130109,130153,130332,130416,130659,130901,131050,131123,131240,131419,131452,131609,131715,131820,132009,132031,132126,132233,132520,132647,132839,132945,133051,133135,133326,133431,133855,134131,134203,134512,134650,134831,134937,135043,135127,135529,135806,135945,140051,140241,140409,140620,140726,140855,140950,141119,141554,141923,142233,142339,142458,142659,142901,143017,143207,143335,143513,143631,143725
24,MX1084-1,,125431,125705,125906,130036,130405,130554,130744,130955,131229,131514,131642,131758,132159,132625,132806,132850,133039,133156,133337,133431,133632,133906,134058,134131,134321,134501,134556,134723,134820,135021,135200,135255,135412,135517,135828,140007,140157,140347,140514,140558,140822,140917,141309,141532,141649,142008,142115,142221,142458,142626,142710,143240,143546,143725,143831,144031,144148,144455,144601,144718,144814,144931,145510,145828,150105,150244,150339,150457,150626,150807,151007,151113,151314,151420,151515
25,MW2390-3,,131346,131525,131736,131948,132306,132350,132603,132934,133039,133231,133326,133453,133834,134237,134428,134512,134650,134735,134926,135021,135149,135412,135625,135709,135839,140018,140102,140219,140252,140431,140642,140704,140737,140917,141236,141415,141532,141638,141817,141912,142244,142414,142839,143101,143156,143535,143725,143904,144148,144306,144400,144942,145320,145532,145649,145901,150020,150318,150447,150648,150744,150945,151526,151949,152256,152403,152541,152814,153004,153227,153450,153640,153915,154032,154159
26,MW5645-3,132912,135211,135412,135636,135850,140135,140409,140620,140748,140939,141141,141236,141353,141828,142244,142425,142509,142615,142721,142912,143006,143218,143440,143631,143704,143842,144021,144104,144316,144400,144528,144645,144707,144825,144931,145309,145426,145554,145711,145839,145901,150244,150339,150902,151113,151358,151632,151822,152000,152245,152436,152519,153015,153344,153523,153607,153713,153820,154054,154159,154316,154349,154550,155036,155406,155534,155651,155758,155927,160139,160330,160530,160647,160840,161008,161125
27,MW3496-3,,133242,133515,133727,134058,134332,134607,134757,135032,135200,135350,135423,135625,140018,140453,140642,140726,140833,140928,141057,141203,141404,141605,141806,141912,142042,142317,142436,142637,142744,142839,142945,143017,143145,143251,143609,143725,144010,144126,144327,144444,144739,144858,145320,145510,145700,150020,150149,150328,150615,150744,150840,151431,151705,151938,152106,152256,152403,152636,152742,152931,153048,153238,153809,154149,154422,154538,154739,154920,155036,155227,155417,155534,155820,155938,160201
28,MW3974-0,141247,141404,141700,141850,142019,142436,,142901,143123,143335,143546,143725,143915,144306,144707,,145004,145120,,145448,145532,,150020,150211,150244,,150637,,150924,151018,151146,151409,151431,151453,151621,151928,152044,152340,152508,152953,153450,153842,153948,154444,154634,154739,155109,155227,155406,155629,155809,155854,160414,160647,160840,161019,161158,161328,161529,161635,161752,161847,162059,162641,163021,163339,163456,163550,163825,164059,164110,164238,164428,,,
29,MS2259-3,143028,143240,143513,143748,143948,144233,144400,144623,144858,144931,145215,145259,145426,145850,150256,150447,,,150807,150935,151029,151230,151504,151749,151844,152044,152201,152256,152603,152658,152847,153059,153143,153300,153406,153724,153831,154054,154159,154623,155713,160022,160139,160647,160902,160946,161423,161603,161803,162226,162417,162523,163054,163350,163539,163658,163836,163954,164143,164238,164355,,,,,,,,,,,,,,,
30,MW2856-3,145204,151526,151800,152022,152256,152614,152825,153015,153300,153417,153629,153747,153926,154432,154941,155120,155216,155333,155501,155651,155747,155938,160223,160458,160541,160756,160924,161136,161328,161434,161613,161741,161836,161953,162132,162449,162820,163010,163127,163636,164059,164344,164501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,MW3430-3,,145448,145806,150127,150318,150615,150721,151040,151358,151727,151949,152117,152223,152720,153121,153344,153417,153556,153702,153853,153937,154127,154349,154600,154656,154909,155047,155205,155417,155545,155724,155854,155938,160106,160223,160530,160709,160946,161103,161836,162237,162628,162736,162853,163149,163328,163636,163742,164015,164450,,,,,,,,,,,,,,,,,,,,,,,,,,
32,MW3053-2,,153820,154043,154210,154422,154623,154706,154909,155153,155311,155501,155713,155832,160257,160709,160902,161008,161125,161209,161412,161529,161741,162015,162226,162310,162523,162715,162758,162959,163042,163211,163255,163339,163445,163603,163920,164110,164439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,MX1084-2,,155949,160128,160341,160541,160851,161103,161233,161518,161719,161920,162048,162237,162641,163116,163328,163401,163539,163647,163920,164037,164300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,MW2390-4,,161825,162015,162248,162449,162831,163042,163211,163339,163456,163636,163731,163920,164322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,MW3496-4,,163709,163848,164121,164228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
