,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,AA7032-0,,,,,,,,,,,,,,070120,070132,070226,070320,070625
1,AA7536-0,,,,,,,,,070120,,070331,072030,072052,072302,072408,072513,072607,072851
2,AA7246-0,,,070342,070447,070625,070658,070752,070858,070942,071357,071641,072934,073050,073330,073437,073605,073806,074206
3,AA7503-0,070836,,071357,071546,071702,071746,071818,071923,071956,072418,072545,073734,074039,074333,074501,074555,074745,075301
4,AA7637-0,071923,072146,072513,072702,072807,072901,073007,073101,073151,073628,073850,075239,075545,080119,080237,080416,080545,081214
5,MW4705-0,073101,073308,073850,074017,074155,074250,074428,074534,074628,075133,075429,080736,081044,081340,081510,081637,081837,082953
6,AA6952-0,073850,074155,074617,074839,074955,075101,075155,075323,075418,080036,080416,,081815,,082301,082431,083312,083555
7,AA69-59-0,075641,075758,080130,080248,080416,080522,080631,080809,080853,081351,081731,082942,083144,083429,083555,083700,083828,
8,AA74-39-0,080237,080342,080725,080842,081000,081128,081235,081404,081448,082049,082408,083711,083922,,,,,
9,AA7286-0,080642,081044,081404,081626,081804,081859,082015,082122,082155,082953,083144,,,,,,,
10,AA7706-0,081637,081815,082217,082431,082600,082706,082801,082858,083004,083700,,,,,,,,
11,AA7032-1,082015,082250,082611,082835,082931,083015,083120,083217,083301,,,,,,,,,
