,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654/2,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070221,070316,070410,070905
1,MZ3956-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070316,070421,070558,070758,071054,071148,071315,071726
2,MX1197-0,,,,,,,,,,,,,,,,,,,070103,070221,070305,070348,070504,070620,070736,070821,071253,071432,071610,071831,072031,072252,072514,072735,072840,072957,073336
3,MX1084-0,,,,,,,,,,,,,070103,070232,070536,070725,070832,070927,071127,071421,071504,071559,071715,071831,071947,072031,072452,072651,072756,072946,073103,073242,073514,073759,073915,074147,074557
4,MX1105-0,,,,,,070103,070126,,070316,070410,070504,070631,070821,070916,071159,071304,071421,071442,071620,071820,071925,072020,072136,072313,072419,072452,072946,073303,073409,073620,073737,073958,074136,074430,074546,074840,075417
5,MZ3556-0,070631,070747,070927,071010,071021,071054,071116,071148,071221,071326,071453,071610,071758,071915,072136,072230,072335,072408,072546,072840,072935,073019,073158,073303,073430,073503,073926,074125,074230,074452,074619,074819,075019,075229,075356,075556,075945
6,MZ3734-0,071726,071947,072114,072136,072208,072230,072303,072335,072430,072535,072651,072829,073008,073114,073347,073441,073536,073610,073715,073958,074020,074053,074219,074336,074503,074535,074946,075146,075345,075807,075901,080122,080333,080723,080851,081028,081417
7,MZ3740-0,073041,073147,073252,073325,073347,073441,073503,073536,073610,073715,073821,074009,074219,074430,074819,075019,075113,075157,075417,075702,075745,075850,080111,080249,080523,080607,081017,081417,081618,082555,082733,083017,083322,083511,083639,083924,084715
8,MZ3978-0,074325,074408,074535,074608,074630,074724,074735,074808,074903,075008,075113,075302,075450,075629,080006,080217,080311,080344,080451,080712,080756,080840,081039,081217,081406,081439,081911,082238,082343,082933,083111,083228,083417,083734,083851,084009,084336
9,MZ3825-0,075501,075545,075651,075734,075756,075829,075850,075923,075956,080101,080228,080344,080523,080712,080945,081028,081249,081311,081500,081817,081900,082005,082249,082449,082628,082733,083217,083500,083701,084052,084158,084430,084620,084831,085115,085348,085947
10,MW5853-0,080651,080734,080851,080934,080945,081006,081028,081112,081144,081249,081344,081449,081640,081806,082110,082227,082500,082544,082722,082944,083100,083206,083449,083701,083946,084031,084503,084726,084926,085621,085759,090053,090314,090653,090809,091042,091431
11,MZ4228-0,081355,081545,081712,081744,081806,081900,081922,082016,082049,082205,082332,082500,082649,082839,083155,083300,083500,083556,083756,084103,084220,084325,084525,084704,084853,084937,085454,085748,085936,090537,090653,090853,091053,091558,091653,091831,092621
12,MZ4072-1,082449,082649,082806,082839,082900,082955,083017,083050,083133,083249,083406,083534,083807,083913,084230,084419,084525,084558,084810,085021,085126,085221,085359,085537,085715,085726,090209,090609,090758,091315,091515,091714,092022,092421,092527,092727,093549
13,MZ3559-0,083511,083607,083734,083807,083840,083924,083946,084020,084052,084209,084314,084503,084631,084842,085221,085243,085454,085537,085704,090031,090126,090231,090358,090537,090758,090853,091336,091631,091853,092421,092621,092915,093115,093517,093705,093800,094446
14,MW5936-0,,084620,084748,084831,084904,084948,085021,085054,085126,085232,085348,085548,085759,085904,090158,090420,090537,090620,090853,091126,091209,091304,091515,091725,091937,092022,092432,092654,092832,093126,093326,093517,093749,094055,094201,094244,095025
15,MZ3956-1,085137,085431,085548,085621,085654,085715,085759,085842,085915,090009,090104,090303,090525,090653,091020,091220,091325,091409,091558,091820,091937,092022,092149,092316,092443,092537,093021,093254,093444,093811,093927,094233,094413,094636,094836,095014,095638
16,MX1197-1,090336,090452,090620,090653,090758,090809,090831,090915,090948,091104,091158,091358,091515,091725,092043,092222,092327,092421,092621,092832,092948,093104,093232,093420,093705,093738,094212,094519,094719,095354,095532,095722,100113,100409,100558,100652,101103
17,MX1067-0,090926,092305,092410,092454,092516,092548,092621,092705,092737,092915,093021,093159,093420,093549,093949,094055,094306,094413,094636,094941,095036,095130,095322,095438,095605,095700,100134,100358,100609,101157,101325,101528,101823,102119,102308,102603,103004
18,MW5966-0,091220,091358,091525,091558,091620,091653,091725,091809,091853,092022,092127,092254,092421,092632,092937,093031,093147,093243,093410,093705,093843,093927,094117,094328,094508,094552,095014,095333,095532,100040,100218,100336,100536,100820,100947,101146,101634
19,MX1084-1,091231,093021,093159,093232,093254,093359,093420,093517,093549,093716,093822,094000,094139,094402,094741,094814,095036,095130,095322,095638,095754,095900,100006,100145,100314,100420,100852,101208,101358,101645,101918,102141,102446,102909,103015,103312,103829
20,MX1105-1,093811,093833,094011,094045,094106,094201,094223,094306,094350,094508,094603,094708,094952,095152,095511,095722,095954,100028,100240,100525,100609,100736,100925,101124,101252,101325,101750,102035,102519,103015,103301,103556,103957,104357,104515,104747,105139
21,MX1135-0,,094814,094941,095025,095120,095236,095311,095343,095449,095638,095754,095933,100156,100409,100714,100830,101103,101219,101411,101656,101812,101918,102046,102235,102425,102530,103015,103301,103607,104240,104526,104747,105042,105447,105605,105712,110134
22,MZ3556-1,095248,095416,095532,095605,095638,095711,095732,095816,095900,100018,100145,100314,100503,100641,101008,101219,101325,101422,101549,101834,101940,102035,102141,102308,102508,102603,103047,103502,103713,104420,104558,104758,105053,105458,105639,105923,110548
