,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MX4305-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070110,070156,070239,070334,070419,070503,070525,070630,070936,071125,071242,071336,071453,071525
1,MX1698-0,,,,,,,,,,,,,,,070110,070123,070156,070312,070430,070547,070630,070819,071030,071231,071326,071420,071525,071653,071737,071927,072011,072044,072127,072211,072232,072338,072705,072916,073116,073159,073315,073359
2,MX4310-0,,,,070110,070239,070525,070619,070736,070925,071008,071157,071253,071442,071832,072243,072422,072517,072644,072749,072927,073000,073148,073421,073653,073758,073903,074020,074147,074252,074430,074525,074630,074758,074841,075019,075146,075524,075640,075828,075936,080041,080125
3,MX1545-0,070110,071503,071653,071842,072033,072254,072411,072506,072622,072705,072843,072938,073043,073410,073809,073925,073958,074104,074136,074314,074358,074558,074820,075041,075208,075252,075408,075524,075629,075807,075903,075936,080136,080231,080314,080420,080758,080947,081147,081243,081349,081421
4,MX1614-0,,073011,073243,073421,073620,073914,074020,074147,074419,074514,074652,074747,074914,075313,075734,075925,080009,080136,080303,080452,080537,080726,080947,081210,081316,081411,081516,081645,081750,082003,082058,082131,082204,082237,082309,082439,082747,082925,083209,083304,083420,083504
5,MS1953-0,,074630,074903,075052,075303,075556,075640,075756,,080020,080136,080242,080420,080747,081147,081327,081421,081527,081655,081801,081833,082014,082215,082428,082523,082617,082712,082820,082925,083114,083220,083358,083431,083504,083610,083725,084042,084158,084419,084546,084702,084735
6,MX1624-0,,080452,080704,080947,081243,081549,081706,081855,082109,082142,082309,082428,082534,082936,083347,083526,083620,083747,083830,084009,084053,084303,084524,084746,084840,084936,085102,085240,085335,085547,085643,085759,085950,090001,090034,,,,,090955,091100,091154
7,MW5645-0,080809,082342,082556,082736,083158,083610,083704,083820,084042,084136,084419,084514,084651,085008,085345,085453,085536,085654,085737,085917,090001,090139,090341,090922,091038,091133,091259,091500,091533,091806,091850,092017,092144,092206,092228,092333,092627,092816,092943,093027,093121,093216
8,MX4305-1,,084219,084441,084702,084925,085208,085313,085431,085525,085621,085748,085927,090129,090500,090838,090944,091016,091122,091227,091355,091449,091722,091901,092123,092217,092322,092428,092555,092627,092900,093005,093110,093154,093238,093300,093407,093735,093903,094031,094159,094304,094337
9,MX1698-1,,090117,090403,090606,090838,091227,091332,091533,091755,091850,092101,092144,092406,092732,093121,093238,093323,093440,093512,093640,093735,093936,094137,094348,094443,094527,094644,094802,094857,095129,095225,095309,095415,095458,095520,095638,100005,100112,100301,100355,100512,100545
10,MX4310-1,090849,091955,092250,092627,093016,093311,093512,093629,093914,094020,094231,094337,094517,094857,095257,095426,095520,095711,095754,095932,100016,100228,100440,100651,100818,100914,101020,101147,101252,101536,101630,101725,101841,101914,101958,102103,102524,102713,102936,103031,103125,103220
11,MX1545-1,,094115,094242,094517,095013,095257,095352,095509,095722,095816,100016,100123,100155,100512,100914,101020,101114,101231,101325,101441,101514,101736,102030,102251,102357,102451,102618,102724,102756,102914,103009,103103,103147,103231,103303,103420,103841,104020,104147,104303,104409,104431
12,MX1614-1,,100249,100418,100640,100903,101314,101547,101703,101936,102041,102241,102346,102524,102936,103358,103609,103652,103819,103936,104137,104220,104504,104757,105019,105103,105157,105357,105525,105630,105839,105946,110031,110136,110220,110347,110505,110812,110938,111149,111243,111359,111442
13,MX1693-0,,102124,102346,102607,103031,103325,103546,103703,103926,104020,104231,104347,104547,104914,105303,105419,105503,105640,105745,105925,110009,110231,110505,110716,110800,110844,111011,111211,111316,111537,111631,111714,111819,111903,112042,112209,112536,112736,112915,113114,113230,113335
14,MS1953-1,,104303,104504,104747,105019,105346,105630,105818,110020,110115,110253,110358,110549,111001,111359,111515,111558,111725,111809,111926,112020,112231,112452,112652,112747,112831,112926,113042,113125,113241,113346,113451,113651,113712,113807,113924,114217,114428,114606,114711,114817,114900
15,MX1624-1,,110421,110644,110949,111149,111537,111809,111926,112147,112231,112441,112536,112630,112937,113357,113535,113618,113756,113839,114018,114050,114322,114606,114806,114900,114933,115100,115216,115259,115437,115553,115626,115732,115754,115816,115933,120356,120629,120852,121009,121125,121158
16,MW5645-1,,112536,112809,113009,113335,113618,113829,113934,114134,114217,114355,114450,114617,114955,115343,115459,115604,115721,115805,115944,120039,120250,120535,120734,120817,120903,121019,121136,121219,121335,121429,121502,121608,121630,121702,121830,122136,122325,122513,122608,122702,122745
17,MX4305-2,,114428,114744,114944,115049,115415,115648,115911,120301,120356,120535,120618,120651,121009,121346,121502,121545,121713,121808,121957,122041,122303,122513,122724,122756,122852,122936,123103,123157,123347,123442,123537,123631,123704,123726,123926,124232,124348,124539,124716,124822,124905
18,MX1698-2,,120301,120440,120745,121158,121451,121651,121819,122125,122220,122408,122524,122756,123135,123526,123704,123747,123904,123959,124137,124232,124444,124655,124854,124927,125023,125117,125222,125305,125432,125537,125632,125738,125821,125928,130033,130338,130559,130830,130925,131030,131103
19,MX4310-2,,122136,122314,122503,122713,123030,123242,123409,123726,123820,124009,124104,124148,124622,125023,125211,125305,125443,125516,125705,125759,130022,130233,130443,130538,130621,130736,130914,130958,131124,131241,131408,131546,131619,131652,131820,132149,132339,132602,132656,132814,132909
20,MX1545-2,,124305,124600,124800,125044,125443,125654,125843,130138,130233,130410,130516,130704,131113,131524,131703,131747,131937,132021,132233,132328,132623,132847,133058,133152,133236,133341,133510,133606,133745,133817,133936,134019,134103,134135,134251,134607,134724,134926,135053,135221,135242
21,MX1693-1,,125906,130022,130243,130548,130853,131103,131208,131524,131619,131736,131841,131959,132339,132751,132931,133014,133142,133225,133404,133458,133650,133914,134124,134208,134251,134345,134451,134556,134819,134915,135031,135125,135147,135232,135348,135715,135842,140043,140126,140242,140337
22,MS1953-2,125906,131747,132021,132200,132540,132909,133131,133319,133532,133617,133756,133903,133947,134334,134724,134841,134926,135042,135125,135315,135358,135547,135820,140021,140115,140159,140304,140358,140431,140704,140803,140858,141014,141055,141214,141404,141752,141952,142203,142320,142426,142459
23,MX1624-2,133058,133903,134041,134302,134651,135103,135209,135348,135726,135820,140021,140115,140253,140630,141107,141241,141321,141415,141542,141720,141825,142036,142258,142510,142615,142659,142815,142953,143048,143320,143414,143509,143603,143648,143721,143838,144154,144310,144531,144647,144803,144846
24,MW5645-2,135904,140032,140210,140410,140630,140931,141031,141353,141803,141858,142047,142141,142247,142626,143754,143922,144005,144122,144216,144342,144437,144658,144907,145107,145140,145225,145322,145438,145533,145732,145848,145953,150047,150109,150235,150404,150709,150826,151038,151121,151227,151312
25,MX4305-3,141730,142203,142353,142604,142815,143204,143425,143816,144049,144132,144331,144437,144603,145002,145921,150130,150214,150404,150448,150626,150731,150921,151143,151355,151500,151544,151702,151809,151904,152021,152115,152147,152253,152348,152410,152526,152821,153000,153244,153411,153517,153600
26,MX1698-3,143805,144038,144216,144437,144531,144940,145129,145544,145859,145942,150130,150257,150340,150659,151121,151301,151334,151500,151544,151724,151831,152104,152337,152548,152621,152705,152810,152917,153000,153117,153212,153255,153401,153433,153517,153633,153905,154054,154242,154336,154431,154503
27,MX1545-3,150931,152315,152610,152832,153056,153444,153705,153842,154220,154315,154442,154536,154641,155040,155501,155651,155745,155926,160021,160211,160305,160527,160821,161042,161126,161221,,161549,161644,161822,161928,162000,162106,162139,162306,162454,162831,163104,163253,163359,163526,163610
28,MX4310-3,,,,,150942,151217,151417,151638,152115,152209,152421,152516,152705,153056,153600,153759,153842,154032,154105,154304,154409,154619,154903,155113,155156,155251,155407,155523,155629,155745,155840,155915,160021,160043,160127,160233,160621,160748,161020,161136,161243,161315
29,MX1614-2,,153915,154253,154536,154947,155251,155451,155606,155948,160032,160222,160349,160549,161010,161410,161538,161633,161800,161906,162117,162233,162537,162747,162958,163053,163147,163253,163410,163454,163643,163737,163821,163926,,,,,164714,164937,165042,165159,165242
30,MS1953-3,154137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,MS5234-0,,160043,160244,160516,160727,161104,161305,161443,161822,161917,162055,162150,162255,162631,163020,163147,163231,163410,163515,163705,163748,163959,164231,164431,164504,164547,164642,164853,164926,165126,165220,165316,165422,165433,165505,165611,170010,170211,170402,170446,170541,170624
32,MX1693-2,160305,161359,161655,161906,162023,162432,162747,162937,163338,163410,163537,163632,163800,164136,164536,164714,164758,164937,165031,165210,165304,165527,165759,170010,170054,170200,170306,170424,170519,170635,170729,170814,170942,171004,171058,171226,171605,171711,171911,172027,172154,172227
33,MX1624-3,162937,163242,163643,163843,164136,164536,164736,164915,165126,165210,165411,165516,165705,170127,170541,170718,170803,170931,171026,171237,171332,171605,171849,172100,172133,172216,172321,172459,172605,172722,172817,172912,173018,173051,173218,173323,173640,173830,174009,174115,174220,174253
34,MW5645-3,163737,165126,165400,165643,165916,170317,170530,170657,170858,171015,171215,171321,171416,171805,172216,172415,172459,172616,172700,172901,172945,173156,173407,173640,173713,173819,173926,174053,174148,174347,174442,174609,174747,174830,174853,175020,175359,175527,175632,175811,175927,180011
35,MX4305-4,170931,171237,171605,171827,172216,172605,172755,172924,173112,173207,173407,173512,173702,174042,174453,174620,174714,174841,174948,175158,175253,175538,175949,180159,180256,180402,180530,180635,180740,180952,181058,181141,181342,181416,181511,181617,181934,182050,182312,182407,182523,182556
36,MX1698-4,173156,173407,173724,173904,174220,174536,174747,174915,175210,175315,175421,175548,175654,180043,180457,180657,180740,180930,181003,181237,181331,181554,181901,182229,182301,182356,182451,182556,182650,182839,182934,183029,183145,183230,183314,183441,183829,183934,184134,184249,184356,184441
37,MX1545-4,175221,181650,181839,182134,182639,183007,183219,183336,183536,183641,183902,184018,184206,184557,185124,185315,185412,185552,185654,190211,190310,190558,190925,191141,191236,191332,191426,191611,191705,191908,192019,192102,192214,192249,192323,192450,192849,192952,193058,193203,193309,193342
38,MX4310-4,,175516,175905,180105,180328,180729,180908,181047,181331,181511,181639,181828,182007,182356,182912,183112,183208,183408,183514,183735,183829,184101,184502,184702,184745,184840,184946,185052,185146,185315,185423,185519,185614,185654,185822,185932,190310,190439,190620,190724,190831,190911
39,MX1614-3,,,183746,184050,184408,184902,185135,185315,185716,185822,190028,190211,190354,190736,191214,191426,191524,191858,192019,192214,192312,192537,192825,193025,193109,193203,193247,193415,193511,193743,193853,193937,194149,194211,194245,194405,194740,194921,195049,195154,195249,195335
40,MX1693-3,,185921,190138,190416,190709,191032,191117,191214,191547,191644,191801,191908,191930,192312,192706,192825,192904,193025,193109,193331,193415,193638,193853,194103,194211,194245,194333,194441,194535,194651,194752,194837,194945,195038,195122,195227,195527,195655,195906,200007,200054,200156
41,MS5234-1,,191536,191812,192019,192227,192634,192731,192836,193047,193141,193258,193353,193544,193915,194257,194428,194510,194651,194740,194945,195025,195238,195426,195634,195706,195753,195843,195953,200043,200220,200316,200410,200514,200535,200651,200756,201113,201229,201412,201520,201614,201650
42,MX1624-4,,193926,194211,194405,194618,194859,195100,195216,195404,195448,195634,195740,200007,200316,200724,200903,200946,201124,201240,201436,201531,201747,201936,202156,202241,202328,202436,202546,202630,202814,202914,203000,203044,203146,203304,203409,203723,203912,204058,204206,204314,204346
43,MW5645-4,,200316,200421,200630,200745,201041,201146,201251,201531,201636,201820,201925,202102,202525,202926,203055,203129,203253,203325,203504,203550,203712,203924,204130,204206,204252,204335,204510,204543,204709,204755,204849,204954,205005,205038,205157,205534,205650,205816,205932,210046,210130
