,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
39,AA7488-3,133021,133400,133739,134117,134411,134644,134941,135309,140331,140437,,140814,140919,141035,141151,141247,141403,141457,141551,141657,141907,142024
40,AA7214-3,133644,133906,135920,140248,140625,140814,141129,141635,143314,143408,143619,143809,143842,144022,144140,144311,144535,144704,144800,145011,145225,145341
41,AA7149-3,,134338,134600,134814,135129,135331,135625,135909,141013,141118,,141624,141740,141950,142118,142309,142448,142554,142710,142805,143028,143145
42,AA7195-3,,,141529,141907,142046,142753,,,145457,145603,,150057,150223,150436,150541,150836,150952,151108,151236,151436,151742,151931
43,AA7536-3,142320,142637,142850,143124,143608,,144057,144557,150457,150551,,150941,151024,151203,151320,151530,151625,151742,151848,152004,152228,152322
44,AA7522-3,,144107,144440,144727,145140,145414,145802,150151,151331,151436,,151920,152026,152301,152605,152838,153030,153147,153230,153515,153748,153905
45,AA7706-4,,145846,150046,150414,150941,151142,151403,151636,152722,152816,,,,153431,153515,153727,153832,153949,154054,154222,154454,154704
46,MW4905-0,150414,150740,151108,151519,151931,152120,152500,152700,153748,153821,154054,154233,154327,154526,154632,154726,154926,155031,155148,155337,155620,155821
47,AA7248-2,,151403,151909,152312,152700,153136,153441,153621,154715,154759,,155148,155231,155442,155536,155748,155927,160033,160128,160306,160519,160729
48,AA6952-4,,152026,152449,152805,153621,153821,154022,154200,155115,155148,155359,155547,155631,155821,155927,160211,160244,160403,160446,160646,160919,161024
49,AA7322-3,152355,152733,153007,153441,154243,154432,154759,155115,160233,160327,160530,160646,160740,160930,161035,161118,161330,161436,161531,161803,162036,162215
50,AA7488-4,153241,153504,153759,,154759,155115,155348,155515,160540,160602,,160941,161013,161140,161236,161341,161520,161636,161731,161814,162036,162215
51,AA7149-4,154222,,154559,155159,155631,155905,160128,160306,161203,161309,,161720,,161858,161953,162047,162143,162237,162332,162522,162818,162946
52,AA7214-4,,155905,160149,160457,160803,161035,161309,161614,162700,162755,,163157,163240,163408,163513,163629,163737,163853,163958,164208,164502,164629
53,MW3387-0,160022,160200,160446,160718,161002,161129,161509,161942,162946,163052,163313,163419,163502,163737,163820,163936,164041,164146,164240,164408,164607,164745
54,AA7468-0,,,161013,,161625,,162025,162354,163513,163557,,163936,164103,164157,164313,164419,164545,164639,164745,164945,165239,165417
55,AA7195-4,,,162321,162700,163052,163524,163820,164114,165101,165156,,,165815,170005,170048,,170427,170605,170722,170945,171242,171420
56,MW4705-4,162332,163629,163925,164346,164639,164807,165123,165250,170416,170438,170638,170754,170911,171124,171231,171347,171453,171631,171714,171947,172219,172420
57,AA7536-4,162807,163019,163346,163619,164052,164440,164545,164840,165910,165943,170204,170248,170332,170543,170649,170754,170934,171040,171158,171347,171641,171831
58,AA7522-4,,164451,164712,165018,165449,165616,165921,170037,170945,171018,,171358,171431,171652,171737,171820,171958,172103,172219,172346,172610,172759
59,AA7706-5,165239,165438,165743,170120,193251,170554,170838,171147,172136,172157,,172526,172559,172759,172905,172951,173214,173309,173404,173553,200443,200610
60,MW4905-1,170405,170711,171113,171453,171726,172052,172357,172704,173732,173827,174051,174219,174251,174443,174548,174705,174811,174938,175043,175148,175432,175634
61,AA7248-3,171113,171303,171914,172241,172653,,173140,173448,174454,174526,,174905,175000,175105,175232,175359,175505,175621,175717,175949,180211,180327
62,AA6952-5,172230,,172715,172951,173258,,173900,174051,175127,175221,175443,175548,175645,175811,175949,180055,180138,180243,180349,180600,180846,180952
63,AA7322-4,172843,173321,173520,173900,174324,174526,174905,175210,180305,180338,180538,180716,180802,180908,181013,181151,181352,181458,181614,181752,182110,182311
64,AA7488-5,173626,174135,174548,174916,175138,175527,175844,180138,181236,181320,,181636,181709,181837,181920,182016,182110,182227,182311,182543,182838,183015
65,AA7149-5,,175210,175359,175645,175927,180254,180432,180739,181731,181826,182016,182132,182216,182554,182637,182754,182921,183048,183153,183343,183606,183700
66,AA7214-5,175505,180116,180443,180716,181046,181352,181741,182110,183332,183415,,183723,183756,184040,184144,184250,184451,184557,184652,184759,185054,185255
67,AA7468-1,,181341,182038,182427,182721,182932,183248,183617,184737,184821,185043,185137,,185400,185505,185633,185847,185952,190046,190151,190511,190711
68,AA7195-5,182521,182554,182849,183332,183532,,184050,184345,185444,185516,185751,185847,,190129,190237,190405,190544,190701,190755,190947,191240,191440
69,MW4705-5,182816,184905,185233,185706,185919,190108,190533,190840,191756,191850,192101,192216,192323,192545,192639,192808,192956,193112,193207,193345,193618,193831
70,AA7536-5,,183807,184156,184451,184714,184915,185159,185527,190639,190722,,191030,191103,191240,191357,191513,191640,191745,191850,191956,192206,192408
71,AA7522-5,184144,190259,190606,190851,191219,191440,191713,191850,192956,193101,,193451,193523,193713,193820,193958,194210,194326,194420,194547,194821,194959
72,MW4905-2,193702,193914,194042,194409,194619,194759,195221,195431,200349,200422,200632,200749,200854,201022,201105,201210,201337,201504,201610,201842,202115,202252
73,AA6952-6,195053,195504,195926,200211,200538,200821,200905,201011,201948,202021,202252,202336,202421,202537,202642,202726,202821,202926,203021,203148,203409,203547
74,AA7488-6,200759,200938,201232,201537,201904,202115,202410,202548,203547,203631,,203958,204042,204253,204325,204442,204537,204726,204820,205030,205302,205451
75,AA7149-6,,202421,202737,202959,203253,203503,203703,203810,204831,204904,,205135,205219,205335,205440,205545,205650,205755,205839,205944,210155,210345
76,AA7214-6,203831,204325,204609,204853,205230,205556,205755,205900,211058,211154,,211450,211534,211723,211755,211911,212049,212216,212321,212416,212710,212826
77,AA7195-6,,210649,210837,211120,211439,211806,211900,212110,213142,213250,213440,213556,213652,213821,213926,214032,214137,214242,214337,214443,214715,214915
78,AA7706-6,211406,211450,,,,,,212815,213821,213905,,214148,214231,214337,214421,214516,214621,214726,214810,215010,215220,215315
79,MW4905-3,212731,212953,213345,213652,213905,214104,214432,214559,215609,215641,215831,215937,220052,220232,220315,220420,220536,220642,220738,220855,221116,221243
80,AA6952-7,213206,214715,214915,215220,215453,,215842,220041,221011,221043,221232,221337,221442,221631,221714,221821,221959,222115,222210,222347,222620,222759
81,AA7488-7,220020,220431,220714,221127,221348,221504,221737,221959,223010,223104,223244,223400,223505,223602,223646,223729,223907,224035,224119,224224,224447,224603
82,AA7149-7,,221326,221948,222253,222547,,,222948,224057,224130,,,,224730,224825,224908,225014,225119,225205,225332,225543,225722
83,AA7214-7,,223349,223527,223729,223951,224130,224340,224436,225416,225511,225649,225744,225839,230016,230121,230205,230332,230426,230521,230638,230858,231014
84,AA7195-7,,225238,225554,225817,230154,230437,230532,230638,231542,231625,231825,231952,232035,232226,232321,232416,,,,,,
85,AA7706-7,,230321,230754,231036,231238,231437,231731,231846,,,,,,,,,,,,,,
86,MW4905-4,231803,231941,232108,232354,,,,,,,,,,,,,,,,,,
87,AA6952-8,231941,,,,,,,,,,,,,,,,,,,,,
