,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4041-0,,,,,,,,,,,,,,,,,,,,,070108,070217,070355,070534,070628,070755,070829
1,MX4159-0,,,,,,,,,,,,,,,,070108,070122,070228,070239,070407,070556,070851,070956,071157,071242,071359,071442
2,MX4338-0,,,,,,,,,,,070108,070311,070407,070556,070712,070807,070924,071113,071157,071231,071359,071725,071914,072041,072135,072240,072313
3,MX4365-0,,,,,,,,,070108,070155,070407,070902,071007,071102,071209,071304,071431,071526,071609,071725,071852,072229,072419,072619,072723,072829,072850
4,MX4383-0,,070108,070155,070249,070333,070534,070639,070840,071018,071209,071431,072019,072135,072302,072419,072502,072640,072807,072850,072924,073050,073510,073659,073921,074016,074133,074216
5,MX4458-0,070108,071504,071642,071736,071809,072008,072146,072240,,072640,072902,073427,073532,073720,073804,073825,073954,074133,074216,074310,074416,074743,074859,075037,,075352,075424
6,MX4535-0,070108,070617,070924,071018,071157,071420,071558,071704,071841,072030,072240,072818,072946,073050,073218,073322,073510,073605,073648,073815,073943,074310,074449,074638,074743,074859,074932
7,MX4614-0,,072356,072608,072640,072713,072935,073123,073218,073416,073532,073720,074321,074500,074543,074710,074754,074932,075142,075225,075319,075446,075846,080014,,,080508,080603
8,MX3651-0,073145,,073720,073815,073847,074227,074438,074522,074743,074932,075142,075646,075741,075857,080014,080057,080235,080340,080424,080446,080624,080932,081133,081333,081417,081544,081617
9,MX3783-0,074259,074638,075015,075120,075203,075403,075602,075646,075857,080003,080202,080719,080825,080910,081038,081122,081301,081355,081438,081522,081650,081957,082137,082254,082411,082528,082601
10,MX4021-0,074943,075802,080046,080141,080213,080541,080741,080836,081038,081218,081427,082020,082126,082243,082411,082506,082656,082751,082835,083013,083130,083446,083646,083845,084002,084118,084202
11,MX4041-1,075918,080446,080752,080859,080943,081122,081322,081417,081617,081817,082042,082550,082656,082802,082919,083013,083130,083224,083308,083413,083540,083856,084046,084235,084351,084507,084550
12,MX4159-1,080635,081207,081355,081449,081511,081712,081902,081957,082200,082305,082455,083035,083130,083235,083351,083446,083635,083740,083824,083907,084035,084329,084434,084634,084802,084909,085004
13,MX4338-1,,081839,082053,082210,082254,082455,082645,082751,082941,083046,083308,083751,083856,084013,084140,084224,084402,084550,084634,084718,084836,085216,085332,085616,085722,085816,085849
14,MX4365-1,,082623,082846,082930,083013,083224,083424,083518,083718,083907,084118,084624,084718,084825,084931,085026,085205,085343,085416,085511,085605,085849,090005,090153,090309,090414,090458
15,MP6380-0,082919,,083446,083529,083551,083802,083845,083918,084118,084307,084529,085047,085153,085259,085405,085511,085616,085743,085838,085921,090048,090353,090520,090636,,090836,090921
16,MX4458-1,083813,,085910,090015,090048,090320,090520,090625,090814,091005,091227,091724,091819,091946,,092145,092323,092419,092502,092618,092735,093051,093219,,,093723,093756
17,MX4383-1,083907,084245,084518,084550,084634,084931,085142,085238,085500,085605,085954,090531,090636,090752,090911,091027,091217,091345,091439,091523,091630,092018,092145,092302,092451,092618,092713
18,MX4535-1,084329,084740,085120,085205,085310,085532,085732,085816,090015,090153,090414,090911,091016,091133,091250,091345,091523,091619,091703,091819,091924,092207,092419,092618,092713,092829,092913
19,MX4614-1,,090342,090803,090911,090954,091301,091450,091546,091735,091851,092240,092829,093008,093113,093229,093324,093512,093651,093734,093913,094030,094408,094535,094841,094935,095041,095135
20,MX4551-0,091038,091301,091557,091630,091724,092018,092229,092323,092513,092640,092851,093345,093450,093607,093713,093818,093934,094041,094124,094207,094302,094702,094756,094924,095103,095230,095325
21,MX3651-1,091356,091935,092313,092356,092535,092746,092957,093051,093302,093501,093713,094207,094313,094419,094618,094702,094830,094957,095041,095124,095241,095600,095706,095917,100033,100200,100233
22,MX3783-1,092408,,093157,093240,093335,093556,093745,093851,094041,094313,094524,095030,095124,095241,095410,095505,095644,095738,095822,095938,100106,100435,100551,100707,,100952,101024
23,MX4021-1,,094030,094357,094451,094651,094935,095124,095219,095410,095527,095749,100317,100435,100613,100729,100803,100952,101057,101141,101258,101436,101826,102006,102206,102311,102438,102522
24,MX4041-2,094051,094640,095030,095157,095241,095516,095655,095800,095950,100150,100402,100908,101014,101119,101236,101319,101436,101603,101658,101826,101944,102300,102405,102543,102659,102753,102826
25,MX4159-2,,095432,095800,095855,095938,100222,100446,100540,100729,100835,101225,101731,101826,102006,102050,102133,102322,102405,102449,102554,102659,102954,103120,103309,103425,103552,103625
26,MX4598-0,,100244,100634,100740,100814,101203,101414,101520,101658,101826,102038,102648,102753,102910,103059,103204,103331,103458,103541,103658,103835,104256,104401,104528,104655,104802,104846
27,MX4338-2,100846,101035,101309,101425,101520,101753,101955,102100,102249,102427,102648,103153,103247,103414,103541,103636,103741,103835,103919,104046,104202,104539,104655,104857,105003,105108,105141
28,MX4365-2,,102006,102354,102500,102543,102753,102932,103037,103226,103458,103908,104412,104517,104655,104813,104930,105057,105203,105247,105353,105509,105827,110101,110251,110357,110525,110546
29,MX4458-2,102616,104601,104941,105046,105141,105415,105626,105721,105911,110005,110357,110852,110958,111104,111231,111326,111455,111600,111633,111801,111918,112247,112405,112606,112712,112807,112902
30,MX4383-2,102815,103258,103647,103730,103857,104151,104306,104506,104750,104941,105331,105900,110005,110133,110251,110346,110536,110641,110735,110852,110958,111400,111506,111644,111801,111918,111951
31,MX4535-2,105827,110101,110503,110619,110819,111053,111158,111242,111455,111633,112035,112628,112745,112913,113041,113146,113304,113433,113516,113643,113821,114148,114253,114506,114644,114802,114836
32,MX4551-1,111042,111253,111655,111718,111845,112204,112321,112416,112628,112840,113041,113622,113748,113915,114053,114148,114253,114411,114444,114611,114728,115057,115246,115508,115613,115741,115814
33,MX4021-2,112035,120439,120806,120912,121050,121345,121513,121724,121851,122041,122430,123115,123243,123433,123626,123804,123933,124143,124227,124405,124543,124901,125100,125238,125417,125533,125617
34,MX4614-2,,112555,112935,113041,113157,,113633,113716,113937,114115,114337,114940,115129,115225,115351,115446,115646,115846,115930,120109,120248,120638,120806,121112,121229,121356,121440
35,MX3651-2,113146,113527,113905,113937,114115,114411,114611,114813,114940,115118,115341,115908,120025,120131,120311,120355,120544,120638,120722,120839,121007,121334,121535,121841,121946,122052,122136
